
[00:00:00.000 --> 00:00:05.000]  今天會繼續教會整體雅各書的講道系列
[00:00:05.000 --> 00:00:07.920]  我們今天會一起去看第四章的部分
[00:00:07.920 --> 00:00:10.960]  看雅各書之前我想問大家
[00:00:10.960 --> 00:00:14.440]  有沒有聽過雲淡風輕這四個字
[00:00:14.440 --> 00:00:17.200]  我記得早前看電視劇集
[00:00:17.200 --> 00:00:18.840]  看到裡面有個角色
[00:00:18.840 --> 00:00:21.240]  他這樣說的我很深刻印象
[00:00:21.240 --> 00:00:24.400]  他帶著很多給自己很多期望
[00:00:24.400 --> 00:00:29.960]  他說如果有一天我可以找到我自己人生的方向
[00:00:29.960 --> 00:00:32.120]  我可以有一些成就
[00:00:32.120 --> 00:00:33.920]  我可以去到人生的巔峰
[00:00:33.920 --> 00:00:35.920]  甚至財務自由
[00:00:35.920 --> 00:00:40.120]  我就可以雲淡風輕
[00:00:40.120 --> 00:00:41.280]  我不知道大家
[00:00:41.280 --> 00:00:44.440]  我問大家自己這一刻是不是雲淡風輕之前
[00:00:44.440 --> 00:00:47.200]  我想講一點雲淡風輕的出處
[00:00:47.200 --> 00:00:49.640]  早前大家不知道有沒有記得
[00:00:49.640 --> 00:00:53.640]  ZAM傳講過宋明理學家黃陽明
[00:00:53.640 --> 00:00:55.680]  我今天講另一個
[00:00:55.680 --> 00:00:57.960]  宋明理學家其中一個是程豪
[00:00:57.960 --> 00:00:59.040]  他作了一首詩
[00:00:59.040 --> 00:01:02.280]  其實雲淡風輕是來自他其中一首詩
[00:01:02.280 --> 00:01:04.360]  《春日偶成》裡面這樣說
[00:01:04.360 --> 00:01:06.840]  雲淡風輕過午天
[00:01:06.840 --> 00:01:09.320]  望花隨柳過前川
[00:01:09.320 --> 00:01:11.280]  就這樣看好像不知道在說什麼
[00:01:11.280 --> 00:01:12.720]  我輕輕講一講
[00:01:12.720 --> 00:01:14.280]  意思就是那個詩人
[00:01:14.280 --> 00:01:17.400]  當他一路走的時候
[00:01:17.400 --> 00:01:19.920]  時間正午的時分差不多
[00:01:19.920 --> 00:01:23.200]  他看到天上有淡淡的雲
[00:01:23.200 --> 00:01:26.160]  有微風吹在他自己的臉上
[00:01:26.160 --> 00:01:27.680]  他覺得很舒服
[00:01:27.680 --> 00:01:30.760]  一路走著走著又看到花花草草
[00:01:30.760 --> 00:01:32.640]  跟著花花草草走
[00:01:32.640 --> 00:01:35.800]  就去到河邊那個地方
[00:01:35.800 --> 00:01:39.160]  心境忽然之間豁然開朗
[00:01:39.160 --> 00:01:42.760]  其實就寓意後來的人用了這樣的意境
[00:01:42.760 --> 00:01:45.040]  就是說人經歷了很多的世事
[00:01:45.040 --> 00:01:46.760]  經歷了很多的年日之後
[00:01:46.760 --> 00:01:48.400]  他能夠去到一個心境
[00:01:48.400 --> 00:01:50.480]  可以豁然開朗
[00:01:50.480 --> 00:01:52.080]  不再有很多的計較
[00:01:52.080 --> 00:01:54.200]  不再有很多的慾望
[00:01:54.200 --> 00:01:57.000]  很多的裡面的衝突等等
[00:01:57.000 --> 00:02:00.280]  早前我自己見了一個舊的同事
[00:02:00.280 --> 00:02:02.640]  一個很好的朋友很久沒見了
[00:02:02.640 --> 00:02:04.560]  見他的時候
[00:02:04.560 --> 00:02:07.160]  當然也會講大家近這
[00:02:07.160 --> 00:02:09.200]  我們也沒有見七八年了
[00:02:09.200 --> 00:02:12.800]  沒有見這七八年大家的歷程是怎樣
[00:02:12.800 --> 00:02:15.960]  他跟我說他這七八年工作的情況
[00:02:15.960 --> 00:02:16.840]  他做得很好
[00:02:16.840 --> 00:02:18.800]  無論他的事業或者他的公職
[00:02:18.800 --> 00:02:20.720]  都做得不錯
[00:02:20.720 --> 00:02:22.240]  我當然替他很高興
[00:02:22.240 --> 00:02:23.680]  因為其實以前在工作的時候
[00:02:23.680 --> 00:02:25.560]  都覺得除了我們談得來之外
[00:02:25.560 --> 00:02:27.560]  他是一個很有思想的人
[00:02:27.560 --> 00:02:30.120]  他當然也問我
[00:02:30.120 --> 00:02:33.120]  當初真的很佩服你放下你的事業
[00:02:33.120 --> 00:02:35.960]  走去走侍奉的路
[00:02:35.960 --> 00:02:38.160]  在這六七年的時間
[00:02:38.160 --> 00:02:40.600]  你覺得你的成就怎樣呢
[00:02:40.600 --> 00:02:42.840]  他問了我的成就
[00:02:42.840 --> 00:02:45.520]  我聽完之後那時候很快就跟他說
[00:02:45.520 --> 00:02:48.440]  當然很快就搬一些很正氣的答案
[00:02:48.440 --> 00:02:50.200]  我侍奉主
[00:02:50.200 --> 00:02:52.720]  但是當我回到家的時候
[00:02:52.720 --> 00:02:55.680]  我心裏面竟然有一點點漣漪
[00:02:55.680 --> 00:02:56.840]  我開始去問
[00:02:56.840 --> 00:03:01.920]  其實這七八年我有什麼成就呢
[00:03:01.920 --> 00:03:03.880]  原來我畢竟開始問自己
[00:03:03.880 --> 00:03:06.800]  我走這條侍奉的路是不是對的呢
[00:03:06.800 --> 00:03:08.840]  我竟然無端端又走去
[00:03:08.840 --> 00:03:12.160]  羨慕我以前事業的表現
[00:03:12.160 --> 00:03:13.400]  當然祈禱之後
[00:03:13.400 --> 00:03:16.040]  我一會兒也會分享我的心路歷程
[00:03:16.040 --> 00:03:19.400]  我就糾正我自己的心思
[00:03:19.400 --> 00:03:21.760]  弟兄姊妹我很想問大家
[00:03:21.760 --> 00:03:23.640]  來到這一刻
[00:03:23.640 --> 00:03:26.840]  你的生活是不是雲淡風輕呢
[00:03:26.840 --> 00:03:28.920]  還有沒有一些東西你是記掛著
[00:03:28.920 --> 00:03:30.680]  或者一些東西你拿不到
[00:03:30.680 --> 00:03:32.840]  你心裏面耿耿於懷呢
[00:03:32.840 --> 00:03:35.640]  如果我將這個問題縮窄到去
[00:03:35.640 --> 00:03:37.160]  教會的生活
[00:03:37.160 --> 00:03:39.320]  你今天在教會生活侍奉神
[00:03:39.320 --> 00:03:42.760]  你是不是又雲淡風輕呢
[00:03:42.760 --> 00:03:45.320]  有沒有一路侍奉的時候
[00:03:45.320 --> 00:03:47.560]  你可能望著身邊的弟兄姊妹
[00:03:47.560 --> 00:03:49.680]  她有一些恩賜是你沒有的
[00:03:49.680 --> 00:03:52.720]  你心裏面有一些不平衡
[00:03:52.720 --> 00:03:54.320]  又有沒有你覺得某些弟兄姊妹
[00:03:54.320 --> 00:03:56.120]  她好像侍奉特別好
[00:03:56.120 --> 00:03:57.240]  表現特別好
[00:03:57.240 --> 00:03:59.080]  為什麼我總是不如她呢
[00:03:59.080 --> 00:04:01.840]  我心裏可能有一點點不開心
[00:04:01.840 --> 00:04:03.200]  甚至你有沒有和弟兄姊妹
[00:04:03.200 --> 00:04:04.640]  有一些不和呢
[00:04:04.640 --> 00:04:05.920]  在侍奉上面
[00:04:05.920 --> 00:04:08.200]  無論你的理念多正確
[00:04:08.200 --> 00:04:09.200]  你覺得你多對
[00:04:09.200 --> 00:04:11.160]  會不會有一些不和呢
[00:04:11.160 --> 00:04:13.360]  今天盼望我們一起去看
[00:04:13.360 --> 00:04:16.120]  《雅各書》四章一到十節
[00:04:16.120 --> 00:04:19.360]  一起去看怎樣去過雲淡風輕的侍奉
[00:04:19.360 --> 00:04:20.400]  和我們的人生
[00:04:20.400 --> 00:04:21.320]  我們一起去看
[00:04:21.320 --> 00:04:24.160]  我們先看四章一到五節
[00:04:24.160 --> 00:04:26.400]  我會讀給大家聽
[00:04:26.400 --> 00:04:27.480]  慢慢讀給大家聽
[00:04:27.480 --> 00:04:29.800]  大家留意一些細節好嗎
[00:04:29.800 --> 00:04:31.280]  我讀給大家聽
[00:04:31.280 --> 00:04:33.600]  《雅各書》四章一到五節
[00:04:33.600 --> 00:04:36.960]  你們中間的衝突是哪裡來的
[00:04:36.960 --> 00:04:38.880]  爭執是哪裡來的
[00:04:38.880 --> 00:04:42.000]  不是從你們肢體中交戰著的
[00:04:42.000 --> 00:04:43.760]  肆虐來的嗎
[00:04:43.760 --> 00:04:46.880]  你們貪戀得不著就殺人
[00:04:46.880 --> 00:04:49.680]  你們嫉妒不能得手
[00:04:49.680 --> 00:04:52.320]  就起爭執和衝突
[00:04:52.320 --> 00:04:55.920]  你們得不著是因為你們不求
[00:04:55.920 --> 00:04:58.000]  你們求也得不著
[00:04:58.000 --> 00:05:00.440]  是因為你們妄求
[00:05:00.440 --> 00:05:05.320]  為了要浪費在你們的燕鱷中
[00:05:05.320 --> 00:05:07.800]  你們這些淫亂的人
[00:05:07.800 --> 00:05:09.920]  豈不知道與世俗為友
[00:05:09.920 --> 00:05:12.120]  就是與神為敵嗎
[00:05:12.120 --> 00:05:15.600]  所以凡想要與世俗為友的
[00:05:15.600 --> 00:05:18.320]  就是與神為敵了
[00:05:18.320 --> 00:05:19.560]  經上說
[00:05:19.560 --> 00:05:23.160]  神愛安置在我們裏面的靈
[00:05:23.160 --> 00:05:25.960]  愛到嫉妒的地步
[00:05:25.960 --> 00:05:29.640]  你們以為這話是徒然的嗎
[00:05:29.640 --> 00:05:31.240]  我想大家再給一點時間
[00:05:31.240 --> 00:05:35.320]  看一看這幾節的經文
[00:05:35.320 --> 00:05:37.520]  我給一點時間大家去留意一下
[00:05:37.520 --> 00:05:38.280]  《雅各書》
[00:05:38.280 --> 00:06:01.440]  這裏《雅各》罵的是甚麼人
[00:06:01.440 --> 00:06:02.280]  如果大家看完這版
[00:06:02.280 --> 00:06:04.520]  都可以面露一點微笑給我知道
[00:06:04.520 --> 00:06:05.480]  你看完
[00:06:05.480 --> 00:06:27.920]  我下版
[00:06:27.920 --> 00:06:29.800]  大家是否都看過一次
[00:06:29.800 --> 00:06:30.960]  看過一次
[00:06:30.960 --> 00:06:33.520]  我們會看到《雅各》罵的是一種人
[00:06:33.520 --> 00:06:35.240]  罵的是甚麼人
[00:06:35.240 --> 00:06:36.360]  淫亂的人
[00:06:36.360 --> 00:06:38.040]  不過我想問一個問題
[00:06:38.040 --> 00:06:40.480]  我們一邊看四章一到五節
[00:06:40.480 --> 00:06:42.240]  一邊說那些淫亂的人
[00:06:42.240 --> 00:06:43.920]  他們犯了甚麼問題
[00:06:43.920 --> 00:06:47.000]  是否犯了性的罪行
[00:06:47.000 --> 00:06:48.760]  我們看前一版
[00:06:48.760 --> 00:06:52.360]  他們犯了甚麼問題
[00:06:52.360 --> 00:06:53.560]  他們有嫉妒
[00:06:53.560 --> 00:06:56.600]  嫉妒帶來甚麼
[00:06:56.600 --> 00:06:59.960]  衝突、爭執、交戰
[00:06:59.960 --> 00:07:02.480]  我們看到這些字眼
[00:07:02.480 --> 00:07:04.480]  全部都不是好東西
[00:07:04.480 --> 00:07:05.480]  簡單來說
[00:07:05.480 --> 00:07:07.880]  《雅各》罵的是一群教會裏面
[00:07:07.880 --> 00:07:10.960]  他們可能看到身邊一些人
[00:07:10.960 --> 00:07:14.360]  有一些東西他們沒有
[00:07:14.360 --> 00:07:15.080]  他們沒有的時候
[00:07:15.080 --> 00:07:17.160]  他們心裏面很貪戀
