
[00:00:00.000 --> 00:00:02.000]  大英姐妹早安
[00:00:02.000 --> 00:00:06.840]  很開心今天可以跟大家分享神的話
[00:00:06.840 --> 00:00:08.960]  今天我正道的題目是
[00:00:08.960 --> 00:00:11.320]  被召選賞
[00:00:11.320 --> 00:00:15.480]  經文在《馬太福音》的22章1至14節
[00:00:15.480 --> 00:00:17.000]  我們看到PowerPoint
[00:00:17.000 --> 00:00:20.000]  我們一起重讀這14節的經文
[00:00:20.000 --> 00:00:22.000]  如果看到我們一起讀
[00:00:22.000 --> 00:00:24.000]  預備 1 2 3
[00:00:24.000 --> 00:00:27.600]  耶穌有用比喻對他們說
[00:00:27.600 --> 00:00:30.000]  見過好將一個和
[00:00:30.000 --> 00:00:31.600]  為而止
[00:00:31.600 --> 00:00:33.600]  再一次
[00:00:33.600 --> 00:00:45.600]  (大英文)
[00:00:45.600 --> 00:00:48.000]  你們告訴那被召的人
[00:00:48.000 --> 00:00:51.200]  我的賢職已經預備好了
[00:00:51.200 --> 00:00:54.200]  牛鵝肥足已經載了
[00:00:54.200 --> 00:00:56.200]  各樣都齊備
[00:00:56.200 --> 00:00:58.600]  請你們來扶植
[00:00:58.600 --> 00:01:01.400]  那些人不理就走了
[00:01:01.400 --> 00:01:04.200]  一個到自己田裡去
[00:01:04.200 --> 00:01:06.200]  一個做買賣去
[00:01:06.200 --> 00:01:08.800]  其餘的拿著僕人
[00:01:08.800 --> 00:01:10.200]  凌辱他們
[00:01:10.200 --> 00:01:12.600]  把他們殺了
[00:01:12.600 --> 00:01:15.400]  王就大怒
[00:01:15.400 --> 00:01:18.400]  發兵除滅那些兇手
[00:01:18.400 --> 00:01:20.600]  銷毀他們的城
[00:01:20.600 --> 00:01:22.800]  於是對僕人說
[00:01:22.800 --> 00:01:25.200]  豈已經齊備
[00:01:25.200 --> 00:01:28.000]  只是所召的人不配
[00:01:28.000 --> 00:01:32.200]  所以你們要往他口上去
[00:01:32.200 --> 00:01:35.800]  凡遇見的都召來扶植
[00:01:35.800 --> 00:01:39.800]  那些僕人就出去到大路上
[00:01:39.800 --> 00:01:44.600]  凡遇見的不論是惡都朝罪樂烈
[00:01:44.600 --> 00:01:47.800]  現實上就坐滿了客
[00:01:47.800 --> 00:01:53.000]  王進來觀看賓客
[00:01:53.000 --> 00:01:56.800]  見那裡有一個沒穿禮服的
[00:01:56.800 --> 00:01:58.400]  就對他說
[00:01:58.400 --> 00:02:01.000]  朋友你到這裡來
[00:02:01.000 --> 00:02:03.400]  怎麼不穿禮服呢
[00:02:03.400 --> 00:02:05.800]  那人無言可答
[00:02:05.800 --> 00:02:08.800]  於是王對使喚的人說
[00:02:08.800 --> 00:02:11.400]  捆起他的手腳來
[00:02:11.400 --> 00:02:14.800]  把他吊在外邊的黑暗裡
[00:02:14.800 --> 00:02:18.200]  在那裡必要哀哭切齒了
[00:02:18.200 --> 00:02:20.600]  因為被召的人多
[00:02:20.600 --> 00:02:22.800]  損傷的人少
[00:02:22.800 --> 00:02:25.800]  我們一起同心低頭禱告吧
[00:02:26.800 --> 00:02:28.800]  神啊我們感謝讚美你
[00:02:28.800 --> 00:02:31.400]  因為你留下寶貴的說話
[00:02:31.400 --> 00:02:34.200]  今天藉著耶穌基督的比喻
[00:02:34.200 --> 00:02:37.000]  讓我們同心一同去領受你的說話
[00:02:37.000 --> 00:02:39.200]  願說的說得清楚
[00:02:39.200 --> 00:02:41.200]  聽的也聽得明白
[00:02:41.200 --> 00:02:44.200]  願你的說話在我們心裡運行的時候
[00:02:44.200 --> 00:02:46.200]  我們離開這個禮堂
[00:02:46.200 --> 00:02:47.800]  我們可以應用出來
[00:02:47.800 --> 00:02:49.400]  主我們感謝讚美你
[00:02:49.400 --> 00:02:51.400]  願將榮耀重讚歸到給你
[00:02:51.400 --> 00:02:53.600]  聽我們的禱告奉主耶穌基督
[00:02:53.600 --> 00:02:55.600]  聖名祈求阿們
[00:02:55.600 --> 00:03:01.600]  自從今年初通關之後
[00:03:01.600 --> 00:03:04.800]  香港人除了去旅行之外
[00:03:04.800 --> 00:03:06.800]  你猜猜有什麼
[00:03:06.800 --> 00:03:09.800]  他們最多人做的呢?
[00:03:09.800 --> 00:03:12.800]  吃飯?
[00:03:12.800 --> 00:03:15.800]  脫口罩?
[00:03:15.800 --> 00:03:17.800]  倒是哦
[00:03:17.800 --> 00:03:20.800]  原來是舉行婚禮啊
[00:03:20.800 --> 00:03:25.800]  我收到幾張婚禮的邀請
[00:03:25.800 --> 00:03:30.800]  可能因為過去三年要禁食堂食的緣故
[00:03:30.800 --> 00:03:33.800]  所以今年特別多人擺酒
[00:03:33.800 --> 00:03:38.800]  不知道你有沒有辦過喜事的經驗呢?
[00:03:38.800 --> 00:03:41.800]  你就會知道原來預圍數
[00:03:41.800 --> 00:03:43.800]  座位的編排
[00:03:43.800 --> 00:03:46.800]  都是頗頭痛的
[00:03:46.800 --> 00:03:48.800]  今年二月份
[00:03:48.800 --> 00:03:50.800]  在廣東有一個男子
[00:03:50.800 --> 00:03:52.800]  他也是舉辦婚禮
[00:03:52.800 --> 00:03:55.800]  他邀請了親友和村民出席
[00:03:55.800 --> 00:03:58.800]  多達百多人
[00:03:58.800 --> 00:04:00.800]  你猜猜結局是怎樣?
[00:04:00.800 --> 00:04:05.800]  竟然是沒有一個人出席
[00:04:05.800 --> 00:04:10.800]  整個禮堂是怎樣的?
[00:04:10.800 --> 00:04:14.800]  只有一張張空洞的桌椅
[00:04:15.800 --> 00:04:17.800]  原來這對父子
[00:04:17.800 --> 00:04:22.800]  從來沒有參加過村內的紅白義士
[00:04:22.800 --> 00:04:26.800]  難怪輪到兒子辦喜事的時候
[00:04:26.800 --> 00:04:28.800]  就沒有人來祝賀
[00:04:28.800 --> 00:04:30.800]  所以我們都看到
[00:04:30.800 --> 00:04:32.800]  原來擺酒都牽涉到
[00:04:32.800 --> 00:04:34.800]  人情世故
[00:04:34.800 --> 00:04:36.800]  禮尚往來
[00:04:36.800 --> 00:04:39.800]  甚至尊重這個課題
[00:04:39.800 --> 00:04:42.800]  而且人們都可以藉著
[00:04:42.800 --> 00:04:44.800]  你能不能請人呢?
[00:04:44.800 --> 00:04:46.800]  主人家又沒有面子
[00:04:46.800 --> 00:04:49.800]  說到請客的面子
[00:04:49.800 --> 00:04:52.800]  我最近認識了一位朋友
[00:04:52.800 --> 00:04:54.800]  他也跟我分享
[00:04:54.800 --> 00:04:57.800]  在他工作上遇到的困難
[00:04:57.800 --> 00:05:00.800]  接下來就是他親自
[00:05:00.800 --> 00:05:03.800]  跟大家講述他在工作上的問題
[00:05:03.800 --> 00:05:06.800]  我們把時間交給他
[00:05:06.800 --> 00:05:07.800]  大家好
[00:05:07.800 --> 00:05:09.800]  我是趙仔
[00:05:09.800 --> 00:05:13.800]  我在皇宮工作了一段時間
[00:05:13.800 --> 00:05:17.800]  最近皇上為他的兒子
[00:05:17.800 --> 00:05:18.800]  即是王子
[00:05:18.800 --> 00:05:20.800]  舉行一個婚宴
[00:05:20.800 --> 00:05:25.800]  這個婚宴的盛況非常之大
[00:05:25.800 --> 00:05:29.800]  而且皇上早已制定了名單
[00:05:29.800 --> 00:05:31.800]  發出邀請
[00:05:31.800 --> 00:05:33.800]  又安排了座位
[00:05:33.800 --> 00:05:36.800]  都很多事情要做
[00:05:36.800 --> 00:05:41.800]  就好像英國查理斯三世加冕禮
[00:05:41.800 --> 00:05:44.800]  場面一定是盛大的空前
[00:05:44.800 --> 00:05:46.800]  人人都想被邀請
[00:05:46.800 --> 00:05:49.800]  你們想不想被邀請去?
[00:05:49.800 --> 00:05:51.800]  都有點聲音
[00:05:51.800 --> 00:05:53.800]  我也想上去
[00:05:53.800 --> 00:05:58.800]  因為出席的都是大官貴人
[00:05:58.800 --> 00:06:00.800]  身份的象徵
[00:06:00.800 --> 00:06:03.800]  我還記得以前
[00:06:03.800 --> 00:06:05.800]  人們去喝酒是怎樣的
[00:06:05.800 --> 00:06:07.800]  除了準備賀禮
[00:06:07.800 --> 00:06:09.800]  還買衣服
