
[00:00:00.000 --> 00:00:02.000]  好,早安,大英姐妹
[00:00:02.000 --> 00:00:03.000]  早安
[00:00:03.000 --> 00:00:07.000]  多謝敬拜隊帶領我們一起去讚美主
[00:00:07.000 --> 00:00:10.000]  不知道你如何理解讚美和敬拜
[00:00:10.000 --> 00:00:14.000]  我自己在讚美敬拜中覺得很舒服
[00:00:14.000 --> 00:00:18.000]  是一個空間可以開聲去讚美神
[00:00:18.000 --> 00:00:21.000]  不知道你們有沒有留意
[00:00:21.000 --> 00:00:25.000]  剛才主席說生活中有很多煩擾
[00:00:25.000 --> 00:00:28.000]  有時我們都不懂得怎樣去讚美神
[00:00:28.000 --> 00:00:34.000]  但我覺得詩歌是幫助我們懂得開聲去讚美上帝
[00:00:34.000 --> 00:00:39.000]  有時不開心怎能在詩歌中得著
[00:00:39.000 --> 00:00:42.000]  其實你就是要唱,要去讚美神
[00:00:42.000 --> 00:00:44.000]  讚美神就是那顆藥
[00:00:44.000 --> 00:00:45.000]  不知道你們明白我說什麼
[00:00:45.000 --> 00:00:46.000]  希望我們都體驗
[00:00:46.000 --> 00:00:48.000]  原來我們開聲讚美的時候
[00:00:48.000 --> 00:00:52.000]  是令我們生命更豐富,更喜樂
[00:00:52.000 --> 00:00:57.000]  進入今天講道的時刻
[00:00:57.000 --> 00:00:59.000]  先上來
[00:00:59.000 --> 00:01:01.000]  那些不是引言
[00:01:01.000 --> 00:01:04.000]  我只是寫引言,沒有寫我講什麼
[00:01:04.000 --> 00:01:08.000]  我們今天的講題叫「焦點調整教學」
[00:01:08.000 --> 00:01:10.000]  你見到我戴了眼鏡
[00:01:10.000 --> 00:01:12.000]  有人問我是否老花
[00:01:12.000 --> 00:01:14.000]  走過來,在後面
[00:01:14.000 --> 00:01:16.000]  問我是否老花
[00:01:16.000 --> 00:01:18.000]  我不是
[00:01:18.000 --> 00:01:20.000]  是否為了配合題目
[00:01:20.000 --> 00:01:21.000]  其實也不是
[00:01:21.000 --> 00:01:23.000]  不過我一向都近視
[00:01:23.000 --> 00:01:25.000]  我一向戴隱形眼鏡
[00:01:25.000 --> 00:01:27.000]  但因為眼睛發炎
[00:01:27.000 --> 00:01:29.000]  所以這幾天戴了眼鏡
[00:01:29.000 --> 00:01:32.000]  不過我猜眼鏡對我來說也很重要
[00:01:32.000 --> 00:01:33.000]  因為如果我這樣
[00:01:33.000 --> 00:01:35.000]  我完全看不到字
[00:01:35.000 --> 00:01:36.000]  張曉君也看不到
[00:01:36.000 --> 00:01:37.000]  根本就是這樣
[00:01:37.000 --> 00:01:40.000]  我想調教我們的焦點
[00:01:40.000 --> 00:01:43.000]  也是今天在經文中學習到的東西
[00:01:43.000 --> 00:01:46.000]  好,進入今年講道的主題
[00:01:46.000 --> 00:01:48.000]  非常好,按得
[00:01:48.000 --> 00:01:50.000]  請你幫我讀這個字,好嗎?
[00:01:50.000 --> 00:01:51.000]  今年的主題
[00:01:51.000 --> 00:01:52.000]  我們作為青少部
[00:01:52.000 --> 00:01:55.000]  我們要全揚開去今年的主題
[00:01:55.000 --> 00:01:56.000]  所以請你們一起幫我讀
[00:01:56.000 --> 00:01:57.000]  1、2、3
[00:01:57.000 --> 00:02:00.000]  (青少部: 香港人的生命)
[00:02:00.000 --> 00:02:03.000]  這就是我們今年的主題
[00:02:03.000 --> 00:02:04.000]  要更新我們的生命
[00:02:04.000 --> 00:02:06.000]  為上帝我們要成長
[00:02:06.000 --> 00:02:09.000]  其實我們在講道的主題中
[00:02:09.000 --> 00:02:12.000]  都是配合這個主題
[00:02:12.000 --> 00:02:14.000]  我們選擇用每個
[00:02:14.000 --> 00:02:15.000]  我們每個傳道人
[00:02:15.000 --> 00:02:18.000]  會選每個人去講一個聖經人物
[00:02:18.000 --> 00:02:20.000]  為何我們要講聖經人物呢?
[00:02:20.000 --> 00:02:22.000]  因為我們在講生命成長
[00:02:22.000 --> 00:02:24.000]  我們很想學習這些聖經人物
[00:02:24.000 --> 00:02:30.000]  裡面的特質
[00:02:30.000 --> 00:02:36.000]  讓我們同樣成為吸引人眼球的生命
[00:02:36.000 --> 00:02:40.000]  讓我們的生命像學習這些聖經人物一樣成長
[00:02:40.000 --> 00:02:41.000]  當中我選擇了一個人物
[00:02:41.000 --> 00:02:42.000]  已經講了好幾次
[00:02:42.000 --> 00:02:44.000]  借問一下,那個是誰呢?
[00:02:44.000 --> 00:02:46.000]  嘩,怎麼搞的?
[00:02:46.000 --> 00:02:48.000]  我講了好幾次都忘記了
[00:02:48.000 --> 00:02:51.000]  我講的那個人叫彼得
[00:02:51.000 --> 00:02:53.000]  既然大家都忘記了
[00:02:53.000 --> 00:02:55.000]  我想快速回顧一下
[00:02:55.000 --> 00:02:58.000]  彼得是誰呢?他的事跡
[00:02:58.000 --> 00:03:00.000]  其實我過去幾次的講道
[00:03:00.000 --> 00:03:02.000]  都是在福音書裡面
[00:03:02.000 --> 00:03:05.000]  福音書裡面的彼得是怎樣的呢?
[00:03:05.000 --> 00:03:06.000]  我講過三次
[00:03:06.000 --> 00:03:07.000]  其實這次是第四次
[00:03:07.000 --> 00:03:10.000]  第一次講就是他被呼召的時候
[00:03:10.000 --> 00:03:12.000]  當他見到很多魚的時候
[00:03:12.000 --> 00:03:14.000]  耶穌呼召他
[00:03:14.000 --> 00:03:15.000]  然後一看,很多魚的時候
[00:03:15.000 --> 00:03:17.000]  彼得是怎樣的呢?
[00:03:17.000 --> 00:03:19.000]  他立即俯伏在耶穌的膝前
[00:03:19.000 --> 00:03:21.000]  他認罪了,悔改了
[00:03:21.000 --> 00:03:23.000]  他撇下一切去跟從耶穌
[00:03:23.000 --> 00:03:26.000]  第二次我們講的是水上飄的故事
[00:03:26.000 --> 00:03:28.000]  在大風大浪裡面
[00:03:28.000 --> 00:03:30.000]  沒有耶穌同在的船上
[00:03:30.000 --> 00:03:32.000]  彼得是唯一一個衝出來
[00:03:32.000 --> 00:03:34.000]  說我又想走到你那裡
[00:03:34.000 --> 00:03:36.000]  但是他又怎樣呢?
[00:03:36.000 --> 00:03:37.000]  他走著走著又害怕
[00:03:37.000 --> 00:03:39.000]  害怕然後就掉進水裡了
[00:03:39.000 --> 00:03:42.000]  但是他在水裡都仍然能夠呼叫
[00:03:42.000 --> 00:03:43.000]  主啊救我
[00:03:43.000 --> 00:03:45.000]  第三次上一次的時候
[00:03:45.000 --> 00:03:48.000]  我們介紹的是他跟耶穌吃早餐
[00:03:48.000 --> 00:03:49.000]  彼得是誰呢?
[00:03:49.000 --> 00:03:51.000]  他是那個曾經誇口說
[00:03:51.000 --> 00:03:54.000]  就算死了我也不會不認主的
[00:03:54.000 --> 00:03:56.000]  但是幾個小時之後
[00:03:56.000 --> 00:03:59.000]  他就很輕易地三次不認主了
[00:03:59.000 --> 00:04:01.000]  對於他自己所犯的錯
[00:04:01.000 --> 00:04:02.000]  其實彼得是一個什麼人呢?
[00:04:02.000 --> 00:04:03.000]  他沒有避開的
[00:04:03.000 --> 00:04:05.000]  他充滿內疚
[00:04:05.000 --> 00:04:08.000]  在早餐裡他很難開口
[00:04:08.000 --> 00:04:10.000]  他不知道怎樣去面對耶穌
[00:04:10.000 --> 00:04:12.000]  不過其實彼得的特質就是
[00:04:12.000 --> 00:04:14.000]  他堅持沒有走開
[00:04:14.000 --> 00:04:17.000]  他堅持跟一群門徒守在一起
[00:04:17.000 --> 00:04:20.000]  等到復活的耶穌親自跟他一起去吃早餐
[00:04:20.000 --> 00:04:22.000]  一起去面對這件陷阱
[00:04:22.000 --> 00:04:24.000]  重新出發
[00:04:24.000 --> 00:04:27.000]  可以看到福音書裡的彼得是怎樣的呢?
[00:04:27.000 --> 00:04:29.000]  他有很正面的一面
[00:04:29.000 --> 00:04:34.000]  他很真誠、很熱切、很自信、很有主見
[00:04:34.000 --> 00:04:37.000]  但同樣伴隨著的是他負面的另一面
[00:04:37.000 --> 00:04:41.000]  他衝動、他魯莽、他說話奇奇怪怪
[00:04:41.000 --> 00:04:45.000]  他很軟弱,他總是犯錯
[00:04:45.000 --> 00:04:48.000]  我想作為門徒之首的彼得
[00:04:48.000 --> 00:04:51.000]  似乎不單止代表了門徒
[00:04:51.000 --> 00:04:53.000]  他同樣代表我們每一個人
[00:04:53.000 --> 00:04:55.000]  我叫他為凡人
[00:04:55.000 --> 00:04:59.000]  為什麼呢?因為他充滿了人性的不完美
[00:04:59.000 --> 00:05:00.000]  人是怎樣的呢?
[00:05:00.000 --> 00:05:01.000]  人會追求神
[00:05:01.000 --> 00:05:03.000]  你也會回來教會,你也會敬拜神
[00:05:03.000 --> 00:05:05.000]  我們學無神
[00:05:05.000 --> 00:05:07.000]  我們說自己很想學
[00:05:07.000 --> 00:05:09.000]  但同時我們又是怎樣呢?
[00:05:09.000 --> 00:05:13.000]  我們軟弱、打哭鬧、很睏、很想打擊
[00:05:13.000 --> 00:05:16.000]  我自大、我害怕
[00:05:16.000 --> 00:05:19.000]  有時我們很蠢,我們重複犯錯
[00:05:19.000 --> 00:05:20.000]  我們不停犯罪
[00:05:20.000 --> 00:05:25.000]  可以這樣說,彼得很完美地呈現了人的不完美
[00:05:25.000 --> 00:05:26.000]  在神的面前
[00:05:26.000 --> 00:05:29.000]  同樣,彼得的故事也告訴我們
[00:05:29.000 --> 00:05:31.000]  其實我們在看的時候,我們發覺
[00:05:31.000 --> 00:05:33.000]  彼得的故事呈現的是
[00:05:33.000 --> 00:05:36.000]  其實人怎樣可以去跟從神
[00:05:36.000 --> 00:05:41.000]  原來不完美的人,其實可以繼續不完美地跟從神
[00:05:41.000 --> 00:05:44.000]  只要在跟從神的過程中
[00:05:44.000 --> 00:05:47.000]  不斷被神根生、變化、成長就可以
[00:05:47.000 --> 00:05:49.000]  我們繼續看彼得
[00:05:49.000 --> 00:05:53.000]  而我們今天跳出福音書,進入《使徒行傳》
[00:05:53.000 --> 00:05:56.000]  《使徒行傳》和福音書最大的分別
[00:05:56.000 --> 00:05:58.000]  如果對門徒來說
[00:05:58.000 --> 00:06:01.000]  就是耶穌升天,離開了門徒
[00:06:01.000 --> 00:06:03.000]  進入《使徒行傳》的時候
[00:06:03.000 --> 00:06:05.000]  門徒要接觸耶穌的工作
[00:06:05.000 --> 00:06:09.000]  帶領教會,然後帶領幾千人、幾萬人
[00:06:09.000 --> 00:06:12.000]  對於門徒來說,這是一個極大的挑戰
[00:06:12.000 --> 00:06:15.000]  為什麼?過去門徒只是跟隨著耶穌
[00:06:15.000 --> 00:06:17.000]  走來走去,說很厲害
[00:06:17.000 --> 00:06:20.000]  有什麼不好,有人挑機,就推耶穌出來
[00:06:20.000 --> 00:06:22.000]  現在門徒要成為
[00:06:22.000 --> 00:06:24.000]  (今天經常走音)
[00:06:24.000 --> 00:06:27.000]  現在門徒要成為帶領的那個
[00:06:27.000 --> 00:06:32.000]  他要成為,如果搞不定,他就要背鍋
[00:06:32.000 --> 00:06:34.000]  對門徒來說,是一個很大的挑戰
[00:06:34.000 --> 00:06:36.000]  特別是彼得
[00:06:36.000 --> 00:06:40.000]  他被耶穌點名,要成為教會的盤石
[00:06:40.000 --> 00:06:44.000]  耶穌跟他說,你牧養我一樣
[00:06:44.000 --> 00:06:48.000]  你想想,這個不完美,又錯漏發出的彼得
[00:06:48.000 --> 00:06:56.000]  他要接棒耶穌這個完美的神的位置
[00:06:56.000 --> 00:06:58.000]  成為教會的領袖
[00:06:58.000 --> 00:07:00.000]  聽起來似乎很難
[00:07:00.000 --> 00:07:03.000]  不過事實上我們看到的是,彼得能夠勝任
[00:07:03.000 --> 00:07:05.000]  為什麼?有一個很大的原因
[00:07:05.000 --> 00:07:07.000]  因為耶穌不是一走了之
[00:07:07.000 --> 00:07:09.000]  原來在《少行傳》第一章裡說
[00:07:09.000 --> 00:07:11.000]  耶穌升天前說
[00:07:11.000 --> 00:07:14.000]  耶穌說我走了,但聖靈會降臨
[00:07:14.000 --> 00:07:17.000]  原來耶穌走了,但父賜下了聖靈
[00:07:17.000 --> 00:07:20.000]  聖靈降臨在門徒身上的時候
[00:07:20.000 --> 00:07:22.000]  那些很差的門徒就能夠得著能力
[00:07:22.000 --> 00:07:25.000]  在地上做見證
[00:07:25.000 --> 00:07:27.000]  進入第二章的時候
[00:07:27.000 --> 00:07:30.000]  我們真的看到彼得和門徒在五重節
[00:07:30.000 --> 00:07:32.000]  一同領受聖靈降臨的時候
[00:07:32.000 --> 00:07:34.000]  他們的確進化了
[00:07:34.000 --> 00:07:36.000]  好像門徒2.0一樣
[00:07:36.000 --> 00:07:38.000]  很厲害,帶有能力
[00:07:38.000 --> 00:07:40.000]  經文裡說
[00:07:40.000 --> 00:07:43.000]  當日彼得和門徒說了一場道
[00:07:43.000 --> 00:07:45.000]  而那一場道那一天
[00:07:45.000 --> 00:07:47.000]  說了不知多久
[00:07:47.000 --> 00:07:50.000]  門徒增添了三千人
[00:07:50.000 --> 00:07:52.000]  一場道三千人信了耶穌
[00:07:52.000 --> 00:07:58.000]  彼得將聖靈而來的能力發揮得淋漓盡致
[00:07:58.000 --> 00:08:01.000]  我們會看《少行傳》第三章一至十二節
[00:08:01.000 --> 00:08:07.000]  讓我們一同看彼得施行神蹟醫治的故事
[00:08:07.000 --> 00:08:10.000]  讓我們一同向彼得學習
[00:08:10.000 --> 00:08:12.000]  其實我們這麼差的人
[00:08:12.000 --> 00:08:16.000]  如何完成完美的神為他做功的兩個秘訣
[00:08:16.000 --> 00:08:18.000]  讓我們一同進入經文
[00:08:18.000 --> 00:08:20.000]  請你們一同齊齊地播
[00:08:20.000 --> 00:08:22.000]  大家好像有點睏
[00:08:22.000 --> 00:08:24.000]  不要緊,我們一起讀
[00:08:24.000 --> 00:08:25.000]  準備,1,2,3
[00:08:25.000 --> 00:08:30.000]  「新初禱告的時候,彼得約翰上聖殿去」
[00:08:30.000 --> 00:08:33.000]  「一個人身來是瘸腿的」
[00:08:33.000 --> 00:08:37.000]  「天天被抬來放在殿的一個門口」
[00:08:37.000 --> 00:08:40.000]  「要求進殿的人周濟」
[00:08:40.000 --> 00:08:43.000]  「他看見彼得約翰將要進殿」
[00:08:43.000 --> 00:08:45.000]  「就求他們周濟」
[00:08:45.000 --> 00:08:48.000]  「彼得約翰定睛看他」
[00:08:48.000 --> 00:08:50.000]  「彼得說:你看我們」
[00:08:50.000 --> 00:08:52.000]  「那人就留意看他們」
[00:08:52.000 --> 00:08:54.000]  「只望得著什麼」
[00:08:54.000 --> 00:08:57.000]  「彼得說:金銀我都沒有」
[00:08:57.000 --> 00:08:59.000]  「只把我所有的給你」
[00:08:59.000 --> 00:09:02.000]  「我奉那撒勒人耶穌的名」
[00:09:02.000 --> 00:09:04.000]  「叫你起來行走」
[00:09:04.000 --> 00:09:08.000]  「於是拉著他的右手扶他起來」
[00:09:08.000 --> 00:09:12.000]  「他的腳和那隻骨立刻見撞了」
[00:09:12.000 --> 00:09:15.000]  「又跳起來站著又行走」
[00:09:15.000 --> 00:09:19.000]  「同他們進殿走著跳著讚美神」
[00:09:19.000 --> 00:09:22.000]  「百姓都看見他行走讚美神」
[00:09:22.000 --> 00:09:26.000]  「認得他是那素常坐在殿的尾門口」
[00:09:26.000 --> 00:09:28.000]  「求周濟的」
[00:09:28.000 --> 00:09:32.000]  「就因他所遇著的是滿心稀奇驚訝」
