
[00:00:00.000 --> 00:00:02.000]  早晨 弟兄姊妹
[00:00:02.000 --> 00:00:05.000]  大家今天會不會覺得
[00:00:05.000 --> 00:00:08.000]  有氣息回到來崇拜
[00:00:08.000 --> 00:00:10.000]  確是很大的恩典
[00:00:10.000 --> 00:00:14.000]  好 我們一起先祈禱
[00:00:14.000 --> 00:00:19.000]  主啊 真是
[00:00:19.000 --> 00:00:21.000]  這個禮拜
[00:00:21.000 --> 00:00:25.000]  相信很多弟兄姊妹都不容易過
[00:00:25.000 --> 00:00:27.000]  但是我們深信
[00:00:27.000 --> 00:00:30.000]  祢就是我們的主
[00:00:30.000 --> 00:00:33.000]  我們的基督就是
[00:00:33.000 --> 00:00:35.000]  全宇宙的主宰
[00:00:35.000 --> 00:00:37.000]  我們來到祢的面前
[00:00:37.000 --> 00:00:39.000]  無論什麼環境
[00:00:39.000 --> 00:00:40.000]  都要去敬拜祢
[00:00:40.000 --> 00:00:43.000]  因為唯有祢值得我們敬拜
[00:00:43.000 --> 00:00:44.000]  求祢幫助我們
[00:00:44.000 --> 00:00:47.000]  使我們能夠將祢的話
[00:00:47.000 --> 00:00:49.000]  藏在心裡邊
[00:00:49.000 --> 00:00:50.000]  透過今天的說話
[00:00:50.000 --> 00:00:52.000]  祢的說話使我們得著
[00:00:52.000 --> 00:00:56.000]  祢的安慰和祢的幫助
[00:00:56.000 --> 00:00:59.000]  賜能力給我們繼續向前行
[00:00:59.000 --> 00:01:01.000]  求天父 求主耶穌
[00:01:01.000 --> 00:01:02.000]  聽我們祈禱
[00:01:02.000 --> 00:01:05.000]  奉主名求 阿門
[00:01:05.000 --> 00:01:07.000]  今天跟大家說的題目
[00:01:07.000 --> 00:01:09.000]  是《傳示基督》
[00:01:09.000 --> 00:01:14.000]  在《哥羅西書》一章十二至二十三節
[00:01:14.000 --> 00:01:18.000]  我相信弟兄姊妹在香港
[00:01:18.000 --> 00:01:21.000]  住了很多年
[00:01:21.000 --> 00:01:26.000]  坐坐看起來都可能比我大
[00:01:26.000 --> 00:01:28.000]  也可能比我小
[00:01:28.000 --> 00:01:31.000]  但應該有差不多一年
[00:01:31.000 --> 00:01:35.000]  大家覺不覺得這幾年的香港
[00:01:35.000 --> 00:01:38.000]  大家都覺得挺辛苦
[00:01:38.000 --> 00:01:41.000]  很多人來晚住
[00:01:41.000 --> 00:01:42.000]  氣氛不是太好
[00:01:42.000 --> 00:01:44.000]  所以很多家庭
[00:01:44.000 --> 00:01:50.000]  都透過BNO的5+1移民到英國
[00:01:50.000 --> 00:01:54.000]  最近英國又重新肯定
[00:01:54.000 --> 00:01:57.000]  5+1的計劃不變
[00:01:57.000 --> 00:02:01.000]  但英文考試又提升了
[00:02:01.000 --> 00:02:03.000]  由B1到B2
[00:02:03.000 --> 00:02:06.000]  即是回考的程度
[00:02:06.000 --> 00:02:08.000]  去到A級的程度
[00:02:08.000 --> 00:02:11.000]  所以有些香港移民的人
[00:02:11.000 --> 00:02:13.000]  都想回流
[00:02:13.000 --> 00:02:18.000]  接著星期三大埔的火災
[00:02:18.000 --> 00:02:22.000]  這個影響使我們會問
[00:02:22.000 --> 00:02:24.000]  哪裡是我們的不土
[00:02:24.000 --> 00:02:28.000]  哪裡才是我們平安的樂土呢
[00:02:28.000 --> 00:02:34.000]  今天我想透過《哥羅西書》一章十二至二十三節
[00:02:34.000 --> 00:02:40.000]  去找回我們擁有的尊嚴和永恆的身份
[00:02:40.000 --> 00:02:45.000]  去擁抱這個經文給我們的英許和力量
[00:02:45.000 --> 00:02:48.000]  我們一起看第一點
[00:02:48.000 --> 00:02:51.000]  我們已經在基督的角度裏面
[00:02:51.000 --> 00:02:54.000]  我們一起讀十二至十四節
[00:02:54.000 --> 00:02:57.000]  我們一起讀一二三
[00:02:57.000 --> 00:03:04.000]  使您們賦予眾聖徒在光明中分享基業
[00:03:04.000 --> 00:03:08.000]  他拯救我們脫離黑暗的權勢
[00:03:08.000 --> 00:03:12.000]  把我們遷入他愛的角度裏
[00:03:12.000 --> 00:03:14.000]  黑暗的愛字裏
[00:03:14.000 --> 00:03:16.000]  我們得蒙救贖
[00:03:16.000 --> 00:03:18.000]  罪得赦免
[00:03:18.000 --> 00:03:22.000]  黑暗的權勢是說什麼呢
[00:03:22.000 --> 00:03:26.000]  就好像黑社會一樣
[00:03:26.000 --> 00:03:28.000]  我們不能逃脫
[00:03:28.000 --> 00:03:30.000]  被他控制住
[00:03:30.000 --> 00:03:31.000]  拯救
[00:03:31.000 --> 00:03:32.000]  什麼叫拯救
[00:03:32.000 --> 00:03:34.000]  我們經常說拯救
[00:03:34.000 --> 00:03:38.000]  原來拯救是從邪惡裏面解脫我們出來
[00:03:38.000 --> 00:03:42.000]  也不需要被罪捆綁住
[00:03:42.000 --> 00:03:48.000]  遷入就是從一個地方移去另一個地方
[00:03:48.000 --> 00:03:52.000]  在過去的星期三
[00:03:52.000 --> 00:03:54.000]  民福縣的火災
[00:03:54.000 --> 00:04:00.000]  我相信是香港近年很嚴重的災難
[00:04:00.000 --> 00:04:04.000]  我二姐姐一家三口
[00:04:04.000 --> 00:04:09.000]  就是住在最先起火的那座大廈
[00:04:09.000 --> 00:04:12.000]  但神用一個很奇妙的方法
[00:04:12.000 --> 00:04:16.000]  拯救他們一家三口
[00:04:16.000 --> 00:04:17.000]  首先
[00:04:17.000 --> 00:04:19.000]  我二姐姐和兒子
[00:04:19.000 --> 00:04:23.000]  在上星期日飛到日本
[00:04:23.000 --> 00:04:25.000]  而我姐夫呢
[00:04:25.000 --> 00:04:29.000]  在星期二飛到日本和他們會合
[00:04:29.000 --> 00:04:33.000]  星期三就發生大火
[00:04:33.000 --> 00:04:36.000]  如果在平常的日子
[00:04:36.000 --> 00:04:39.000]  星期三是我外甥的放假
[00:04:39.000 --> 00:04:42.000]  他慣常會在家裏睡覺
[00:04:42.000 --> 00:04:44.000]  因為他上夜班
[00:04:44.000 --> 00:04:48.000]  天父很奇妙地將他們全家人
[00:04:48.000 --> 00:04:51.000]  由香港移到日本
[00:04:51.000 --> 00:04:56.000]  拯救他們脫離了這個火焰的權勢
[00:04:56.000 --> 00:05:00.000]  其實我們信主的人是最幸福
[00:05:00.000 --> 00:05:02.000]  只需要因信
[00:05:02.000 --> 00:05:06.000]  就被神遷入基督的國度裏面
[00:05:06.000 --> 00:05:09.000]  不需要特別申請入籍
[00:05:09.000 --> 00:05:11.000]  也不需要交稅
[00:05:11.000 --> 00:05:16.000]  就可以得到神給我們的保護和福利
[00:05:16.000 --> 00:05:19.000]  就是我們在基督的國度裏面
[00:05:19.000 --> 00:05:22.000]  可以成為屬神的人
[00:05:22.000 --> 00:05:23.000]  就是甚麼?
[00:05:23.000 --> 00:05:24.000]  聖徒
[00:05:24.000 --> 00:05:28.000]  這個完全是神救人的計劃
[00:05:28.000 --> 00:05:31.000]  第十三節
[00:05:31.000 --> 00:05:36.000]  祂拯救我們脫離黑暗的權勢
[00:05:36.000 --> 00:05:40.000]  把我們遷入祂的外甥國度裏面
[00:05:40.000 --> 00:05:43.000]  天父就好像起重機一樣
[00:05:43.000 --> 00:05:46.000]  在我們罪的世界調出來
[00:05:46.000 --> 00:05:50.000]  放棄離錯在基督的國度裏面
[00:05:50.000 --> 00:05:54.000]  我們需不需要付一分錢?
[00:05:54.000 --> 00:05:56.000]  是不需要的
