
[00:00:00.000 --> 00:00:02.000]  聖誕快樂
[00:00:02.000 --> 00:00:05.480]  是不是感受到開始有聖誕氣氛了
[00:00:05.480 --> 00:00:09.880]  周圍教堂、教會後面都有聖誕樹
[00:00:09.880 --> 00:00:16.920]  去到商場可能大家都會見到一些聖誕氣氛的佈置
[00:00:16.920 --> 00:00:22.080]  香港很厲害的,是一個很快反應
[00:00:22.080 --> 00:00:25.200]  未到聖誕節已經擺了商場
[00:00:25.200 --> 00:00:27.000]  擺了聖誕氣氛的東西出來
[00:00:27.000 --> 00:00:31.120]  為什麼呢?香港是一個很發達的商業社會
[00:00:31.120 --> 00:00:34.600]  可以把握任何機會做生意
[00:00:34.600 --> 00:00:41.280]  還以一個顧客至上的文化見稱
[00:00:41.280 --> 00:00:44.680]  「顧客是永遠是對的」有沒有聽過?
[00:00:44.680 --> 00:00:46.280]  有吧
[00:00:46.280 --> 00:00:49.000]  這些慢慢就形成了一個
[00:00:49.000 --> 00:00:50.680]  好像凡事理所當然
[00:00:50.680 --> 00:00:55.280]  顧客就是對的,理所當然的態度
[00:00:55.280 --> 00:00:58.280]  步步不妥就會投訴
[00:00:58.280 --> 00:01:00.760]  投訴文化也產生
[00:01:00.760 --> 00:01:03.800]  其實教會也不例外
[00:01:03.800 --> 00:01:06.560]  今天跟大家講到的經文
[00:01:06.560 --> 00:01:11.720]  早在耶穌年代已經有這類態度的人物
[00:01:11.720 --> 00:01:13.960]  讓我們讀出今天經文
[00:01:13.960 --> 00:01:17.360]  《約翰福音》五章一到十八節
[00:01:17.360 --> 00:01:20.760]  可以大家一起讀出
[00:01:20.760 --> 00:01:25.040]  「這些時以後,到了猶太人的一個節期」
[00:01:25.040 --> 00:01:27.280]  「耶穌上耶路撒冷去」
[00:01:27.280 --> 00:01:31.360]  「在耶路撒冷,靠近楊門的一個池子」
[00:01:31.360 --> 00:01:33.680]  「希伯來話叫畢氏大」
[00:01:33.680 --> 00:01:35.920]  「旁邊有五個儲牢」
[00:01:35.920 --> 00:01:38.240]  「裡面躺著許多病人」
[00:01:38.240 --> 00:01:43.360]  「有失明的、缺體的、癱瘓的等候水洞」
[00:01:43.360 --> 00:01:47.640]  「因為有天使的安示下池子攪動那水」
[00:01:47.640 --> 00:01:50.560]  「水洞之後,先下水的」
[00:01:50.560 --> 00:01:55.120]  「無論患什麼病都能得痊癒」
[00:01:55.120 --> 00:01:58.960]  「在那裡有一個人病了三十八年」
[00:01:58.960 --> 00:02:01.560]  「耶穌看見他躺著」
