
[00:00:00.000 --> 00:00:05.000]  五章是剛剛聖誕的一段經文
[00:00:05.000 --> 00:00:07.000]  講到猶大的伯利恆
[00:00:07.000 --> 00:00:11.000]  是一個在尼加斯講到最小的城鎮
[00:00:11.000 --> 00:00:15.000]  不過去到馬太福音講到一個不小的城鎮
[00:00:15.000 --> 00:00:19.000]  這個轉變正是我們今天想和大家一起重思
[00:00:19.000 --> 00:00:21.000]  這個聖誕的意義
[00:00:21.000 --> 00:00:26.000]  在十二月我想都不是一個容易的日子
[00:00:26.000 --> 00:00:31.000]  在我們裡面香港都經歷了很艱難的事情
[00:00:31.000 --> 00:00:34.000]  過去的一個星期總會都藉著我們這個地方
[00:00:34.000 --> 00:00:37.000]  和附近一些已經住在附近的雲福縣的居民
[00:00:37.000 --> 00:00:41.000]  有一些資助能夠和他們去相交
[00:00:41.000 --> 00:00:44.000]  我們也有團契和附近一些在過渡性房屋的居民
[00:00:44.000 --> 00:00:46.000]  都有些幫助
[00:00:46.000 --> 00:00:48.000]  也剛剛在過去星期三晚的執事會
[00:00:48.000 --> 00:00:50.000]  我們都同工執事會都迴避了
[00:00:50.000 --> 00:00:52.000]  首先迴避了五十萬
[00:00:52.000 --> 00:00:54.000]  期望在接下來的日子如果有任何的需要
[00:00:54.000 --> 00:00:57.000]  恩福堂都期望有幫手
[00:00:57.000 --> 00:00:59.000]  除了之前一些捐獻之外
[00:00:59.000 --> 00:01:02.000]  這些大家都繼續去紀念
[00:01:02.000 --> 00:01:04.000]  我們知道在這一刻的日子
[00:01:04.000 --> 00:01:09.000]  更加需要在上帝的面前將盼望帶給城市
[00:01:09.000 --> 00:01:11.000]  大家記得在平安夜晚
[00:01:11.000 --> 00:01:14.000]  我們這個祈禦的報道會
[00:01:14.000 --> 00:01:17.000]  願意大家都踴躍帶人來到我們當中去赴會
[00:01:17.000 --> 00:01:19.000]  同樣我們在一月一日早上
[00:01:19.000 --> 00:01:21.000]  我們都有同在同行
[00:01:21.000 --> 00:01:24.000]  很期望不單止我們彼此
[00:01:24.000 --> 00:01:26.000]  剛才看到兩代的師班在我們當中
[00:01:26.000 --> 00:01:28.000]  不單止兩代的同行
[00:01:28.000 --> 00:01:31.000]  我們都期望和城市是一起的同行
[00:01:31.000 --> 00:01:33.000]  我們在開先的時候一起去禱告
[00:01:33.000 --> 00:01:36.000]  七夕天賦我們求你
[00:01:36.000 --> 00:01:41.000]  給我們在一個較為哀傷的十二月
[00:01:41.000 --> 00:01:43.000]  在我們城市有艱難的十二月
[00:01:43.000 --> 00:01:45.000]  求主你幫助我們
[00:01:45.000 --> 00:01:49.000]  無論藉著我們在區內的工作
[00:01:49.000 --> 00:01:51.000]  也藉著在這一刻
[00:01:51.000 --> 00:01:53.000]  有很多弟兄姊妹離開了
[00:01:53.000 --> 00:01:55.000]  我們走去了
[00:01:55.000 --> 00:01:57.000]  我們在不同的東南亞地區
[00:01:57.000 --> 00:02:00.000]  在中東地區有不同的短孫隊
[00:02:00.000 --> 00:02:03.000]  願主你親自保守他們腳中的平安
[00:02:03.000 --> 00:02:05.000]  他們路上的喜樂
[00:02:05.000 --> 00:02:07.000]  也將福音帶到更遠的地方
[00:02:07.000 --> 00:02:09.000]  將盼望帶到更遠的地方
[00:02:09.000 --> 00:02:12.000]  將今天聖誕君王降生的訊息
[00:02:12.000 --> 00:02:14.000]  能夠清晰地說出去
[00:02:14.000 --> 00:02:15.000]  願主祝福我們
[00:02:15.000 --> 00:02:17.000]  願你的靈臨在
[00:02:17.000 --> 00:02:18.000]  你自己的家
[00:02:18.000 --> 00:02:19.000]  你自己的會場
[00:02:19.000 --> 00:02:21.000]  願你更新改變我們的生命
[00:02:21.000 --> 00:02:23.000]  讓我們在生命裏面能夠戰勝
[00:02:23.000 --> 00:02:26.000]  我們每一個將要面對的挑戰
[00:02:26.000 --> 00:02:27.000]  與城市繼續的同行
[00:02:27.000 --> 00:02:29.000]  我們禱告奉耶穌基督的名
[00:02:29.000 --> 00:02:34.000]  找一份好的工作
[00:02:34.000 --> 00:02:36.000]  包括期望跟一位好的上司
[00:02:36.000 --> 00:02:38.000]  都是我們很期望做到的事情
[00:02:38.000 --> 00:02:40.000]  我們可能在
[00:02:40.000 --> 00:02:42.000]  現在聖誕節我們有些公眾假期
[00:02:42.000 --> 00:02:43.000]  但如果過了之後
[00:02:43.000 --> 00:02:45.000]  可能很多時候我們要面對更加多
[00:02:45.000 --> 00:02:47.000]  我們工作上的挑戰
[00:02:47.000 --> 00:02:48.000]  找好的領袖
[00:02:48.000 --> 00:02:49.000]  找好的上司
[00:02:49.000 --> 00:02:51.000]  都是一個極大的挑戰
[00:02:51.000 --> 00:02:54.000]  今天在今天的經文裏面
[00:02:54.000 --> 00:02:55.000]  其實就是在說一個
[00:02:55.000 --> 00:02:57.000]  好的領袖的重要性
[00:02:57.000 --> 00:02:59.000]  在尼加書的第五章
[00:02:59.000 --> 00:03:03.000]  我們一起去讀出這段經文
[00:03:03.000 --> 00:03:04.000]  我們首先將這段經文
[00:03:04.000 --> 00:03:05.000]  寫在我們的心裏面
[00:03:05.000 --> 00:03:07.000]  然後我們繼續讀《馬太方案》
[00:03:07.000 --> 00:03:09.000]  也將《馬太方案》寫在我們的心裏面
[00:03:09.000 --> 00:03:11.000]  我們一起去讀出五章
[00:03:11.000 --> 00:03:12.000]  這段經文
[00:03:12.000 --> 00:03:13.000]  好,一二三
[00:03:13.000 --> 00:03:15.000]  成群的民也
[00:03:15.000 --> 00:03:17.000]  現在要聚集成隊
[00:03:17.000 --> 00:03:20.000]  受的前來圍攻我們
[00:03:20.000 --> 00:03:24.000]  要用仗擊打以色列領袖的面格
[00:03:24.000 --> 00:03:27.000]  百里行的二伐他
[00:03:27.000 --> 00:03:30.000]  你在猶大諸城中需小
[00:03:30.000 --> 00:03:34.000]  將來必有一位從你那裏出來
[00:03:34.000 --> 00:03:38.000]  在以色列中為我作掌權者
[00:03:38.000 --> 00:03:40.000]  他的根源自耿古
[00:03:40.000 --> 00:03:42.000]  從太初就有
[00:03:42.000 --> 00:03:46.000]  因此耶和華要將以色列人
[00:03:46.000 --> 00:03:47.000]  交給敵人
[00:03:47.000 --> 00:03:51.000]  直到能產的婦人生下孩子
[00:03:51.000 --> 00:03:54.000]  那時他其餘的弟兄
[00:03:54.000 --> 00:03:57.000]  必回到以色列人那裏
[00:03:57.000 --> 00:04:00.000]  他必倚靠耶和華的大能
[00:04:00.000 --> 00:04:04.000]  倚靠耶和華他神知名的威嚴
[00:04:04.000 --> 00:04:06.000]  站立並牧養
[00:04:06.000 --> 00:04:09.000]  使他們安然居住
[00:04:09.000 --> 00:04:12.000]  因為現在他必尊大
[00:04:12.000 --> 00:04:14.000]  直到地極
[00:04:14.000 --> 00:04:17.000]  這位就是和平
[00:04:17.000 --> 00:04:20.000]  當亞述侵入我們領土
