
[00:00:00.000 --> 00:00:03.000]  各位晚堂的頂姐妹晚安
[00:00:03.000 --> 00:00:09.400]  到了一個月的第四週
[00:00:09.400 --> 00:00:12.400]  教會的專題講道系列
[00:00:12.400 --> 00:00:15.200]  大家記得我們在講哪一本書嗎?
[00:00:15.200 --> 00:00:19.000]  好像不是很多人知道
[00:00:19.000 --> 00:00:21.000]  《雅各書》是嗎?
[00:00:21.000 --> 00:00:24.400]  我們來到《雅各書》的第三章
[00:00:24.400 --> 00:00:25.600]  我今天給了一個題目
[00:00:25.600 --> 00:00:26.800]  大家看不看得到?
[00:00:26.800 --> 00:00:28.600]  叫做什麼?
[00:00:29.400 --> 00:00:31.200]  是,火種
[00:00:31.200 --> 00:00:33.400]  為什麼會取這個題目呢?
[00:00:33.400 --> 00:00:35.800]  第一,提醒一下我們
[00:00:35.800 --> 00:00:39.800]  火種雖然好像是星星之火
[00:00:39.800 --> 00:00:41.200]  但是我們知道
[00:00:41.200 --> 00:00:45.400]  原來可以帶來很大的影響
[00:00:45.400 --> 00:00:47.000]  甚至是傷害
[00:00:47.000 --> 00:00:49.800]  所以求主幫助我們
[00:00:49.800 --> 00:00:52.400]  今天晚上透過《雅各書》
[00:00:52.400 --> 00:00:56.000]  特別是對言語的教導的時候
[00:00:56.000 --> 00:00:59.000]  我們一起學習和操練,好嗎?
[00:00:59.400 --> 00:01:02.400]  好,我們先來一起有個禱告
[00:01:02.400 --> 00:01:06.400]  天父上帝,我們仰望你
[00:01:06.400 --> 00:01:08.400]  我們求真理的聖靈
[00:01:08.400 --> 00:01:13.400]  亦都是我們的一個安慰師
[00:01:13.400 --> 00:01:15.800]  一個輔導師
[00:01:15.800 --> 00:01:17.800]  在我們的心靈裡面
[00:01:17.800 --> 00:01:20.800]  來引導和提醒
[00:01:20.800 --> 00:01:25.000]  讓我們知道上帝你自己的愛和心意
[00:01:25.400 --> 00:01:31.200]  讓我們能夠在我們人生學習成長的過程裡面
[00:01:31.200 --> 00:01:36.200]  能夠有一些地方可以繼續進步
[00:01:36.200 --> 00:01:40.000]  有些地方或許我們有我們的限制和軟弱
[00:01:40.000 --> 00:01:42.800]  但是我們知道上帝你的愛
[00:01:42.800 --> 00:01:44.400]  你會幫助我們
[00:01:44.400 --> 00:01:48.600]  讓我們能夠每一天在你的裡面都是新的
[00:01:48.600 --> 00:01:51.600]  求主來帶領我們今天這個時間
[00:01:51.600 --> 00:01:54.400]  恭敬、交託、禱告奉耶穌基督的聖名
[00:01:54.600 --> 00:01:55.600]  阿們
[00:01:55.600 --> 00:01:59.600]  好,我們來看看《雅各書》的第三章
[00:01:59.600 --> 00:02:01.600]  一到十二節
[00:02:01.600 --> 00:02:05.600]  PowerPoint也有
[00:02:05.600 --> 00:02:06.600]  如果可以的話
[00:02:06.600 --> 00:02:09.800]  我們一起去重讀這十二節的經文
[00:02:09.800 --> 00:02:10.600]  請讀
[00:02:10.600 --> 00:02:14.600]  我的弟兄們不要多人作師傅
[00:02:14.600 --> 00:02:18.800]  因為曉得我們都受更重的回應
[00:02:18.800 --> 00:02:23.000]  原來我們在許多事上都有過失
[00:02:23.600 --> 00:02:26.600]  若有人在話語上沒有過失
[00:02:26.600 --> 00:02:28.600]  他就是完全人
[00:02:28.600 --> 00:02:31.600]  也能勒住自己的全身
[00:02:31.600 --> 00:02:35.600]  我們若把慾望放在馬上
[00:02:35.600 --> 00:02:37.200]  叫他信服
[00:02:37.200 --> 00:02:40.200]  就能用他的全身
[00:02:40.200 --> 00:02:41.600]  看下
[00:02:41.600 --> 00:02:42.600]  算
[00:02:42.600 --> 00:02:44.000]  繼續,謝謝
[00:02:44.000 --> 00:02:45.200]  看下,算
[00:02:45.200 --> 00:02:47.000]  甚大
[00:02:47.000 --> 00:02:49.000]  又被大風吹迫
[00:02:49.000 --> 00:02:51.200]  只用少少的糖
[00:02:51.600 --> 00:02:54.200]  就能做出他人的事
[00:02:54.200 --> 00:02:59.000]  這樣若在八體裡也是最少的
[00:02:59.000 --> 00:03:01.200]  卻能轉了大圍
[00:03:01.200 --> 00:03:02.000]  開放了
[00:03:02.000 --> 00:03:03.000]  最少的
[00:03:03.000 --> 00:03:05.600]  可能做出人的事了
[00:03:05.600 --> 00:03:07.800]  此頭就是火
[00:03:07.800 --> 00:03:09.800]  在我們八體中
[00:03:09.800 --> 00:03:12.600]  此頭是個罪惡的世界
[00:03:12.600 --> 00:03:14.400]  能污穢全身
[00:03:14.400 --> 00:03:17.800]  也能把生命的輪子點起來
[00:03:17.800 --> 00:03:21.200]  並且是從地獄裡點著的
[00:03:21.800 --> 00:03:23.600]  各樣的走獸
[00:03:23.600 --> 00:03:25.400]  昆蟲
[00:03:25.400 --> 00:03:26.200]  水族
[00:03:26.200 --> 00:03:28.600]  本都可以制服
[00:03:28.600 --> 00:03:31.000]  也已經被人制服了
[00:03:31.000 --> 00:03:34.400]  唯獨此頭沒有人能制服
[00:03:34.400 --> 00:03:36.600]  是個知識的惡魔
[00:03:36.600 --> 00:03:39.400]  毀了害死人的福氣
[00:03:39.400 --> 00:03:42.000]  我們此頭還贊成
[00:03:42.000 --> 00:03:43.800]  為父的
[00:03:43.800 --> 00:03:48.000]  有用此頭就著那招神形象
[00:03:48.000 --> 00:03:49.000]  來做的人
[00:03:49.600 --> 00:03:51.200]  中讚和著
[00:03:51.200 --> 00:03:53.000]  從一個口裡出來
[00:03:53.000 --> 00:03:54.600]  我的弟兄們
[00:03:54.600 --> 00:03:56.400]  這是不應當的
[00:03:56.400 --> 00:03:59.800]  全員從一個眼裡
[00:03:59.800 --> 00:04:01.200]  發出甜水
[00:04:01.200 --> 00:04:02.600]  兩樣的水來嗎?
[00:04:02.600 --> 00:04:04.200]  我的弟兄們
[00:04:04.200 --> 00:04:07.200]  無花果樹能生橄欖嗎?
[00:04:07.200 --> 00:04:10.200]  葡萄樹能結無花果嗎?
[00:04:10.200 --> 00:04:14.200]  鹹水裡也不能長出甜水來
[00:04:14.200 --> 00:04:15.400]  好
[00:04:15.400 --> 00:04:16.600]  這段經文
[00:04:16.600 --> 00:04:19.600]  我們匆匆略過了
[00:04:19.600 --> 00:04:24.600]  盼望我們能夠一部分一部分地思考
[00:04:24.600 --> 00:04:27.400]  在一開始第一節
[00:04:27.400 --> 00:04:28.800]  我們
[00:04:28.800 --> 00:04:30.600]  聖經給我們看一遍
[00:04:30.600 --> 00:04:31.400]  亞各就說
[00:04:31.400 --> 00:04:32.600]  我的弟兄們
[00:04:32.600 --> 00:04:35.200]  不要多人作師傅
[00:04:35.200 --> 00:04:37.000]  因為曉得
[00:04:37.000 --> 00:04:40.000]  我們要受更重的判斷
[00:04:40.000 --> 00:04:42.000]  第一節
[00:04:42.000 --> 00:04:44.800]  亞各就警告了
[00:04:44.800 --> 00:04:46.000]  警告當時的信徒
[00:04:46.200 --> 00:04:48.800]  他說不要多人作師傅
[00:04:48.800 --> 00:04:56.200]  原來猶太人非常重視老師的職份
[00:04:56.200 --> 00:05:00.400]  拉比是教導人神的話
[00:05:00.400 --> 00:05:03.200]  無論是今生還是來生
[00:05:03.200 --> 00:05:06.200]  都有相當的影響力
[00:05:06.200 --> 00:05:08.200]  而師傅
[00:05:08.200 --> 00:05:09.800]  在我們今天來說
[00:05:09.800 --> 00:05:10.600]  其實
[00:05:10.600 --> 00:05:12.400]  類比著什麼呢?
[00:05:12.400 --> 00:05:14.000]  我們的目者
[00:05:14.000 --> 00:05:16.200]  是聖經的教師
[00:05:16.200 --> 00:05:19.000]  或者是教導人
[00:05:19.000 --> 00:05:20.600]  去認識神的人
[00:05:20.600 --> 00:05:24.000]  所以有一位學者
[00:05:24.000 --> 00:05:25.600]  這個
[00:05:25.600 --> 00:05:28.600]  旭威廉
[00:05:28.600 --> 00:05:29.400]  他就這麼說
[00:05:29.400 --> 00:05:32.400]  他說普通的老師
[00:05:32.400 --> 00:05:33.600]  就說教而已
[00:05:33.600 --> 00:05:35.600]  良好的老師
[00:05:35.600 --> 00:05:36.600]  就去解釋
[00:05:36.600 --> 00:05:39.000]  優秀的老師就示範
[00:05:39.000 --> 00:05:40.800]  偉大的老師是什麼呢?
[00:05:40.800 --> 00:05:42.000]  是激勵人
[00:05:42.600 --> 00:05:44.000]  所以原來
[00:05:44.000 --> 00:05:47.600]  老師都有不同的層次
[00:05:47.600 --> 00:05:50.200]  我在這裡想提一件事
[00:05:50.200 --> 00:05:51.600]  丙姐妹特別
[00:05:51.600 --> 00:05:54.800]  也請你為我們教會的目者
[00:05:54.800 --> 00:05:57.200]  來禱告
[00:05:57.200 --> 00:06:00.200]  因為聖經這裡很清楚告訴我們
[00:06:00.200 --> 00:06:01.400]  原來
[00:06:01.400 --> 00:06:03.000]  亞各說
[00:06:03.000 --> 00:06:05.000]  不想多人作師傅
[00:06:05.000 --> 00:06:05.800]  為什麼呢?
[00:06:05.800 --> 00:06:07.000]  因為原來
[00:06:07.000 --> 00:06:11.600]  他們將來可能要受更重的審判
[00:06:12.600 --> 00:06:13.800]  教導
[00:06:13.800 --> 00:06:16.400]  是很重要的
[00:06:16.400 --> 00:06:18.600]  說話是很重要的
[00:06:18.600 --> 00:06:20.600]  所以在某些位置
