
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹晚安
[00:00:02.000 --> 00:00:14.000]  今晚我們繼續在以色列的重建之恩系列
[00:00:14.000 --> 00:00:18.000]  今晚的講題是重建生命的破口
[00:00:18.000 --> 00:00:21.000]  當我找引子的時候
[00:00:21.000 --> 00:00:24.000]  不知道是否最近很多人去旅行
[00:00:24.000 --> 00:00:29.000]  找破口都找到去旅行的
[00:00:29.000 --> 00:00:36.000]  今天預計有六十萬人來香港
[00:00:36.000 --> 00:00:40.000]  今早十時已經有七萬人來了
[00:00:40.000 --> 00:00:43.000]  今晚算不算多人呢?
[00:00:43.000 --> 00:00:47.000]  好像少過上次
[00:00:47.000 --> 00:00:50.000]  可能大家已經出去玩了
[00:00:50.000 --> 00:00:52.000]  所以我想旅行
[00:00:52.000 --> 00:00:54.000]  排著都去旅行的
[00:00:54.000 --> 00:00:56.000]  我認識很多弟兄姊妹都去過
[00:00:56.000 --> 00:00:58.000]  不知道這個地方大家有沒有去過呢?
[00:00:58.000 --> 00:01:00.000]  就是荷蘭的一個景點
[00:01:00.000 --> 00:01:03.000]  也是世界文化遺產之一
[00:01:03.000 --> 00:01:06.000]  叫做小孩堤防
[00:01:06.000 --> 00:01:08.000]  堤是堤壩的堤
[00:01:08.000 --> 00:01:10.000]  防是防止的防
[00:01:10.000 --> 00:01:11.000]  有沒有人去過這個地方?
[00:01:11.000 --> 00:01:12.000]  有人去過嗎?
[00:01:12.000 --> 00:01:13.000]  厲害
[00:01:13.000 --> 00:01:17.000]  阿基是一個這樣的地方
[00:01:17.000 --> 00:01:20.000]  一個白天的黃昏的地方
[00:01:20.000 --> 00:01:22.000]  那裡是這樣說的
[00:01:22.000 --> 00:01:25.000]  這個小孩堤防
[00:01:25.000 --> 00:01:28.000]  堤防有些怎樣形容呢?
[00:01:28.000 --> 00:01:32.000]  名稱的由來都有幾個故事
[00:01:32.000 --> 00:01:34.000]  因為荷蘭的地段
[00:01:34.000 --> 00:01:37.000]  特別是很多地區是低於水平線的
[00:01:37.000 --> 00:01:41.000]  有人說在1421年
[00:01:41.000 --> 00:01:44.000]  發生了一個大洪水
[00:01:44.000 --> 00:01:48.000]  那時候有一個木製的搖籃
[00:01:48.000 --> 00:01:52.000]  剛好到那個缺口堵塞住了
[00:01:52.000 --> 00:01:54.000]  而上面有一個小孩在那裡
[00:01:54.000 --> 00:01:57.000]  因此就叫做小孩堤防
[00:01:57.000 --> 00:01:58.000]  另一個說法就是
[00:01:58.000 --> 00:02:01.000]  剛才那張照片的堤防
[00:02:01.000 --> 00:02:02.000]  是由誰做的呢?
[00:02:02.000 --> 00:02:04.000]  就是由小孩做的
[00:02:04.000 --> 00:02:05.000]  是由童工做的
[00:02:05.000 --> 00:02:08.000]  當然這個很多人都不相信
[00:02:08.000 --> 00:02:10.000]  另一個最後一個由來
[00:02:10.000 --> 00:02:12.000]  就是說有一個小孩
[00:02:12.000 --> 00:02:16.000]  看到堤防出現了一個破口
[00:02:16.000 --> 00:02:18.000]  然後用他的小手指
[00:02:18.000 --> 00:02:20.000]  戳進洞裡
[00:02:20.000 --> 00:02:22.000]  然後水就停止了
[00:02:23.000 --> 00:02:26.000]  這個信不信得過?
[00:02:26.000 --> 00:02:27.000]  這麼大聲
[00:02:27.000 --> 00:02:28.000]  少得這邊
[00:02:28.000 --> 00:02:31.000]  小孩的小手指戳進洞裡
[00:02:31.000 --> 00:02:33.000]  怕水就停止了
[00:02:33.000 --> 00:02:36.000]  當然我們對這些故事
[00:02:36.000 --> 00:02:38.000]  是否屬實是很難確定
[00:02:38.000 --> 00:02:40.000]  但是無可否認
[00:02:40.000 --> 00:02:43.000]  原來只是一個小小的破口
[00:02:43.000 --> 00:02:45.000]  能夠使整個地區
[00:02:45.000 --> 00:02:46.000]  整個群體
[00:02:46.000 --> 00:02:48.000]  甚至荷蘭這個國家
[00:02:48.000 --> 00:02:50.000]  都會被沖散
[00:02:50.000 --> 00:02:54.000]  所以今晚很想一起來思考這個題目
