
[00:00:00.000 --> 00:00:01.200]  丁姐妹早晨
[00:00:01.200 --> 00:00:02.160]  早晨
[00:00:02.160 --> 00:00:05.160]  我想問問大家現在的狀態是怎樣
[00:00:05.160 --> 00:00:08.680]  今早由你從家中回到教會
[00:00:08.680 --> 00:00:10.240]  上帝的殿裡面
[00:00:10.240 --> 00:00:14.080]  接著又藉著這麼優美的詩歌
[00:00:14.080 --> 00:00:15.840]  這一個旋律
[00:00:15.840 --> 00:00:17.560]  去預備我們的心
[00:00:17.560 --> 00:00:19.480]  去敬拜神
[00:00:19.480 --> 00:00:20.640]  在現在這一刻
[00:00:20.640 --> 00:00:22.280]  大家準備好
[00:00:22.280 --> 00:00:24.840]  聽神的說話了嗎?
[00:00:24.840 --> 00:00:27.760]  可不可以專心地去聽?
[00:00:27.760 --> 00:00:30.120]  嘩,大家的回應很好
[00:00:30.120 --> 00:00:34.680]  如果稍後有一些嘀嘀嗒嗒的聲音的時候
[00:00:34.680 --> 00:00:36.160]  可不可以邀請你們
[00:00:36.160 --> 00:00:37.600]  不要理會這些聲音
[00:00:37.600 --> 00:00:42.160]  專注地去看聖經的話語好嗎?
[00:00:42.160 --> 00:00:44.520]  大家真是聰明
[00:00:44.520 --> 00:00:46.520]  說起聲音
[00:00:46.520 --> 00:00:48.800]  很想問大家一個問題
[00:00:48.800 --> 00:00:49.760]  今早我們起床了
[00:00:49.760 --> 00:00:51.040]  我們天天都會起床
[00:00:51.040 --> 00:00:52.920]  其實當起床的時候
[00:00:52.920 --> 00:00:59.080]  大家第一個聽的聲音是甚麼呢?
[00:00:59.080 --> 00:01:00.480]  很多是聲音
[00:01:00.480 --> 00:01:01.400]  聽得不清楚
[00:01:01.400 --> 00:01:04.800]  可能是鬧鐘聲
[00:01:04.800 --> 00:01:07.280]  可能是小朋友叫我們的聲音
[00:01:07.280 --> 00:01:09.960]  或者可能現在很多時候
[00:01:09.960 --> 00:01:12.560]  WhatsApp的訊息聲
[00:01:12.560 --> 00:01:15.440]  有訊息就有些聲音
[00:01:15.440 --> 00:01:17.760]  又會響出來
[00:01:17.760 --> 00:01:21.360]  當我們一打開這個聲音
[00:01:21.360 --> 00:01:22.360]  打開WhatsApp
[00:01:22.360 --> 00:01:25.120]  就有很多很多的訊息
[00:01:25.120 --> 00:01:26.680]  可能上班的就已經
[00:01:26.680 --> 00:01:28.280]  老闆叫我或者同事說
[00:01:28.280 --> 00:01:30.840]  今天要做些甚麼呢?
[00:01:30.840 --> 00:01:32.040]  又或者可能
[00:01:32.040 --> 00:01:33.800]  我有做投資的
[00:01:33.800 --> 00:01:36.280]  就已經一早就有些訊息說
[00:01:36.280 --> 00:01:38.880]  今天對投資
[00:01:38.880 --> 00:01:43.720]  對股票有些甚麼的策略
[00:01:43.720 --> 00:01:46.560]  有些會有一些聯絡
[00:01:46.560 --> 00:01:47.120]  溝通
[00:01:47.120 --> 00:01:50.320]  甚至教我們怎樣去做一些養生之道
[00:01:50.320 --> 00:01:53.120]  這些訊息就有很多很多的
[00:01:53.120 --> 00:01:56.240]  如果我們再打開YouTube
[00:01:56.240 --> 00:01:57.720]  Facebook
[00:01:57.720 --> 00:01:59.720]  又或者是IG
[00:01:59.720 --> 00:02:01.200]  就更加多訊息
[00:02:01.200 --> 00:02:02.680]  更加多的聲音
[00:02:02.680 --> 00:02:03.760]  會不會?
