
[00:00:00.000 --> 00:00:02.000]  好,等千回萬安
[00:00:02.000 --> 00:00:04.000]  先澄清一件事
[00:00:04.000 --> 00:00:06.000]  今晚沒有Q&A
[00:00:06.000 --> 00:00:10.000]  是,沒有Q&A
[00:00:10.000 --> 00:00:12.000]  嘉喬牧師嘛,那個
[00:00:12.000 --> 00:00:14.000]  所以上個禮拜如果你有回崇拜你就知道了
[00:00:14.000 --> 00:00:16.000]  上個禮拜崇拜講完導致有Q&A時間
[00:00:16.000 --> 00:00:18.000]  我沒有Q&A
[00:00:18.000 --> 00:00:20.000]  不過很開心
[00:00:20.000 --> 00:00:22.000]  楊晨的說話在我們中間透過聖靈幫助我們
[00:00:22.000 --> 00:00:24.000]  明白這個都是很重要的
[00:00:24.000 --> 00:00:26.000]  今天跟大家講這個題目
[00:00:26.000 --> 00:00:28.000]  屬靈爭戰奪回人心
[00:00:28.000 --> 00:00:30.000]  因為這個都是我們整個標青崇拜
[00:00:30.000 --> 00:00:32.000]  即是來的這一季
[00:00:32.000 --> 00:00:34.000]  甚至我們這一年
[00:00:34.000 --> 00:00:36.000]  我們都很想朝向的方向
[00:00:36.000 --> 00:00:38.000]  我們不單只是在團體裏面自己懷內生活
[00:00:38.000 --> 00:00:40.000]  其實我們更加想在我們信仰的展現裏面
[00:00:40.000 --> 00:00:44.000]  讓上帝的國度透過我們的生命能夠展現
[00:00:44.000 --> 00:00:46.000]  不單這樣我們更加想透過我們的生命
[00:00:46.000 --> 00:00:48.000]  讓頂姐妹
[00:00:48.000 --> 00:00:50.000]  教會以外的人
[00:00:50.000 --> 00:00:52.000]  能夠可以欣賞我們
[00:00:52.000 --> 00:00:54.000]  看到我們的生命被吸引
[00:00:54.000 --> 00:00:56.000]  來到我們中間
[00:00:56.000 --> 00:00:58.000]  在這個過程裏面
[00:00:58.000 --> 00:01:00.000]  我們可以和他們分享信仰
[00:01:00.000 --> 00:01:02.000]  這個是非常重要的
[00:01:02.000 --> 00:01:04.000]  所以這個是今天我想和大家分享的題目
[00:01:04.000 --> 00:01:06.000]  未進入今日的經文之前
[00:01:06.000 --> 00:01:08.000]  我不知道你有沒有很大的體會
[00:01:08.000 --> 00:01:10.000]  這個泡泡是不是很好
[00:01:10.000 --> 00:01:12.000]  Johnny不在了
[00:01:12.000 --> 00:01:14.000]  Johnny在不在
[00:01:14.000 --> 00:01:16.000]  我想告訴你
[00:01:16.000 --> 00:01:18.000]  當人要去為神的國度
[00:01:18.000 --> 00:01:20.000]  去傳揚
[00:01:20.000 --> 00:01:22.000]  或者我要展現上帝的國度在地上的時候
[00:01:22.000 --> 00:01:24.000]  你不得不思考
[00:01:24.000 --> 00:01:26.000]  這是一個屬靈的爭戰
[00:01:26.000 --> 00:01:28.000]  因為我們所做的事情
[00:01:28.000 --> 00:01:30.000]  其實不是一個地上的事
[00:01:30.000 --> 00:01:32.000]  基督徒所看的世界
[00:01:32.000 --> 00:01:34.000]  現象我們看到的
[00:01:34.000 --> 00:01:36.000]  但現象世界以外的屬靈層面的事情
[00:01:36.000 --> 00:01:38.000]  我們是知道它會存在
[00:01:38.000 --> 00:01:40.000]  特別以福所書講得很清楚
[00:01:40.000 --> 00:01:42.000]  但對我們來說
[00:01:42.000 --> 00:01:44.000]  究竟在生活上
[00:01:44.000 --> 00:01:46.000]  有多少去理解我們生活中的過程
[00:01:46.000 --> 00:01:48.000]  甚至我們去展現上帝的國度的時候
[00:01:48.000 --> 00:01:50.000]  其實這是一場屬靈的事
[00:01:50.000 --> 00:01:52.000]  或者這件事是屬靈的事
[00:01:52.000 --> 00:01:54.000]  而背後當我們說要展現上帝的國度
[00:01:54.000 --> 00:01:56.000]  某程度上是在說
[00:01:56.000 --> 00:01:58.000]  我們很想將微信的人
[00:01:58.000 --> 00:02:00.000]  透過我們的生命
[00:02:00.000 --> 00:02:02.000]  透過教會所講的東西
[00:02:02.000 --> 00:02:04.000]  透過真理讓我們進入基督裡面
[00:02:04.000 --> 00:02:06.000]  這場的爭戰其實某程度上
[00:02:06.000 --> 00:02:08.000]  當你去決定要展現上帝的國度
[00:02:08.000 --> 00:02:10.000]  本身這件事就存在
[00:02:10.000 --> 00:02:12.000]  當然你不展現
[00:02:12.000 --> 00:02:14.000]  這個屬靈的戰場
[00:02:14.000 --> 00:02:16.000]  它也在的
[00:02:16.000 --> 00:02:18.000]  在邏輯上是必然的
[00:02:18.000 --> 00:02:20.000]  但當我們真正要走上去
[00:02:20.000 --> 00:02:22.000]  要去展現上帝的國度
[00:02:22.000 --> 00:02:24.000]  背後很想讓人能夠回到教會認識基督
[00:02:24.000 --> 00:02:26.000]  這場的爭戰
[00:02:26.000 --> 00:02:28.000]  我相信你和我都不能夠逃避
[00:02:28.000 --> 00:02:30.000]  甚或我們有時去作見證
[00:02:30.000 --> 00:02:32.000]  甚或我們在生活上
[00:02:32.000 --> 00:02:34.000]  都想展現
[00:02:34.000 --> 00:02:36.000]  什麼叫關鍵時刻呢
[00:02:36.000 --> 00:02:38.000]  這個引言他在說
[00:02:38.000 --> 00:02:40.000]  其實人生有很多關鍵的時刻
[00:02:40.000 --> 00:02:42.000]  都令到我們的真我
[00:02:42.000 --> 00:02:44.000]  很完全全去呈現出來
[00:02:44.000 --> 00:02:46.000]  不知道你覺不覺
[00:02:46.000 --> 00:02:48.000]  一些很critical的時間
[00:02:48.000 --> 00:02:50.000]  時刻經常都會發生
[00:02:50.000 --> 00:02:52.000]  就是當我開車的時候
[00:02:52.000 --> 00:02:54.000]  當我知道前面那輛車
[00:02:54.000 --> 00:02:56.000]  或旁邊那輛車在我面前飄過
[00:02:56.000 --> 00:02:58.000]  我就有一個很大的衝動
[00:02:58.000 --> 00:03:00.000]  我的真我就會出來
[00:03:00.000 --> 00:03:02.000]  就是我會將1499cc的車
[00:03:02.000 --> 00:03:04.000]  都扔到它盡
[00:03:04.000 --> 00:03:06.000]  很想去回應
[00:03:06.000 --> 00:03:08.000]  在我前面騙我的人
[00:03:08.000 --> 00:03:10.000]  我的真我出來了
[00:03:10.000 --> 00:03:12.000]  我老婆經常都按著車
[00:03:12.000 --> 00:03:14.000]  叫我不要這樣做
[00:03:14.000 --> 00:03:16.000]  她想按我的手
[00:03:16.000 --> 00:03:18.000]  在這個很critical的時間
[00:03:18.000 --> 00:03:20.000]  真我就會呈現
[00:03:20.000 --> 00:03:22.000]  原來當我們去面對真我
[00:03:22.000 --> 00:03:24.000]  或真我出現的時候
