
[00:00:00.000 --> 00:00:05.000]  頂住妹早晨!大家好!
[00:00:05.000 --> 00:00:11.000]  不知道大家有沒有試過和家人或者朋友去旅行?
[00:00:11.000 --> 00:00:17.000]  或者現在暑假了,快要出發了,下個星期或者下個月就出發了。
[00:00:17.000 --> 00:00:26.000]  如果你是自由行的時候,通常會有一個人,他已經計劃好整個行程了,
[00:00:26.000 --> 00:00:36.000]  然後就帶著所有的人,即是跟團,去不同的景點,又有不同的美食,
[00:00:36.000 --> 00:00:40.000]  已經安排好住宿的情況了。
[00:00:40.000 --> 00:00:46.000]  當大家去到目的地的時候,吃好東西,看美景,
[00:00:46.000 --> 00:00:54.000]  去到景色很美的時候就打卡,大家都會覺得非常開心,享受。
[00:00:54.000 --> 00:00:59.000]  說著說著,其實都想去,馬上想起。
[00:00:59.000 --> 00:01:04.000]  但是有時候,不單止經歷一些開心的事情,
[00:01:04.000 --> 00:01:13.000]  可能在旅程當中,有人有很多的意見,有很激烈的討論,
[00:01:13.000 --> 00:01:20.000]  也都可能有人會不舒服,也都可能有人遺失了護照,
[00:01:20.000 --> 00:01:27.000]  又或者遇上航班延誤,或者下大雨,交通又出問題,
[00:01:27.000 --> 00:01:33.000]  甚至搞到整個行程都打亂了。
[00:01:33.000 --> 00:01:39.000]  不過,如果關係好的朋友和家人,
[00:01:39.000 --> 00:01:46.000]  不會在這個時候就說,你自己搞定它吧,就不會的。
[00:01:46.000 --> 00:01:52.000]  相信大家都應該一起去想辦法,
[00:01:52.000 --> 00:01:59.000]  大家一起去面對一些困難,或者怎樣去解決它。
[00:01:59.000 --> 00:02:03.000]  原來一段關係的真實親密,
[00:02:03.000 --> 00:02:09.000]  不單止是看大家能不能夠一起去享受過程,
[00:02:09.000 --> 00:02:17.000]  更加是看大家能不能夠熬過面對一些困難。
[00:02:17.000 --> 00:02:22.000]  其實同樣,信仰都是這樣。
[00:02:22.000 --> 00:02:26.000]  很多人都以為,信耶穌之後,
[00:02:26.000 --> 00:02:31.000]  人生會事事順利,一帆風順,平安穩妥。
[00:02:31.000 --> 00:02:35.000]  是的,某程度上是的。
[00:02:35.000 --> 00:02:39.000]  但是,今天我們將會看彼得前書,
[00:02:39.000 --> 00:02:41.000]  彼得提醒我們,
[00:02:41.000 --> 00:02:46.000]  跟隨基督,不單止是經歷恩典,
[00:02:46.000 --> 00:02:49.000]  也要背上十字架。
[00:02:49.000 --> 00:02:54.000]  不單止是有福氣,而是要經歷苦難。
[00:02:54.000 --> 00:03:01.000]  既然苦難是在信仰人生當中無可避免的一部分,
[00:03:01.000 --> 00:03:08.000]  我們應該用什麼樣的態度去面對呢?
[00:03:08.000 --> 00:03:12.000]  在看經文之先,我們一起先禱告吧。
[00:03:12.000 --> 00:03:16.000]  主耶穌,我們將到以下時間來交賞。
[00:03:16.000 --> 00:03:21.000]  讓講的,讓聽的,都蒙聖靈神祢自己的引導,
[00:03:21.000 --> 00:03:23.000]  讓我們能夠聽得明白,
[00:03:23.000 --> 00:03:28.000]  並且讓祢自己的話語成為我們的提醒和幫助。
[00:03:28.000 --> 00:03:31.000]  多謝主,您聽我們禱告,
[00:03:31.000 --> 00:03:33.000]  禱告奉主耶穌基督的名。
[00:03:33.000 --> 00:03:34.000]  阿們。
[00:03:34.000 --> 00:03:38.000]  好,今天我們繼續彼得前書的講道系列。
[00:03:38.000 --> 00:03:44.000]  上兩個月,少安全度就在四章一至十一節講道,
[00:03:44.000 --> 00:03:48.000]  當時的信徒既然夢神賜下各樣的恩賜,
[00:03:48.000 --> 00:03:52.000]  就應該忠心地來做神的好管家,
[00:03:52.000 --> 00:03:56.000]  要警醒禱告,切實相愛來榮耀神。
[00:03:56.000 --> 00:04:04.000]  然而榮耀神的生活並不是意味著會免去苦難。
[00:04:04.000 --> 00:04:09.000]  相反,當信徒活出信仰的時候,
[00:04:09.000 --> 00:04:15.000]  往往都遭遇到一些敵視和逼迫。
[00:04:15.000 --> 00:04:18.000]  因此,彼得就在這個時刻,
[00:04:18.000 --> 00:04:24.000]  就將焦點轉向信徒必須要面對的苦難上面。
[00:04:24.000 --> 00:04:29.000]  究竟彼得如何來教導信徒去看待試煉,
[00:04:29.000 --> 00:04:32.000]  如何來面對苦難呢?
[00:04:32.000 --> 00:04:37.000]  我們看經文四章十二至十四節。
[00:04:37.000 --> 00:04:39.000]  好,見到我們一起讀出。
[00:04:39.000 --> 00:04:44.000]  「親愛的,有火一般的考驗臨到你們,
[00:04:44.000 --> 00:04:48.000]  不要奇怪,似乎遭遇非常的事。
[00:04:48.000 --> 00:04:53.000]  都要歡喜,因為你們是與基督一同受苦,
[00:04:53.000 --> 00:04:59.000]  使你們在他榮耀顯然的時候也可以歡喜快樂。
[00:04:59.000 --> 00:05:03.000]  你們若為基督的名受辱罵是有福的,
[00:05:03.000 --> 00:05:09.000]  因為榮耀的靈就是神的靈在你們身上。」
[00:05:09.000 --> 00:05:11.000]  在經文第十二節說,
[00:05:11.000 --> 00:05:15.000]  彼得以親愛的開始全面信徒。
[00:05:15.000 --> 00:05:18.000]  親愛的原文的意思就是被愛的人,
[00:05:18.000 --> 00:05:21.000]  或者是蒙神所愛的人。
[00:05:21.000 --> 00:05:28.000]  一方面它是對信徒一個關係很密切的稱呼,
[00:05:28.000 --> 00:05:32.000]  另一方面亦是強調信徒在受苦的時候,
[00:05:32.000 --> 00:05:37.000]  要認知到自己的身份是蒙神所愛。
[00:05:37.000 --> 00:05:39.000]  接著經文提到,
[00:05:39.000 --> 00:05:42.000]  當信徒受苦的時候會遇到什麼呢?
[00:05:42.000 --> 00:05:45.000]  會遇到火一般的考驗。
[00:05:45.000 --> 00:05:52.000]  火一般或者火煉的原文是火焰,燃燒的意思,
[00:05:52.000 --> 00:05:58.000]  是形容到那些苦難像火焰一樣很猛烈地燃燒。
[00:05:58.000 --> 00:06:03.000]  而火一般的考驗其實是一種磨練的火,
[00:06:03.000 --> 00:06:05.000]  在這裡有兩種意義的,
[00:06:05.000 --> 00:06:12.000]  一方面就是形容到那些信徒真實經驗那種的逼迫和痛苦,
[00:06:12.000 --> 00:06:15.000]  另一方面就是表示到,
[00:06:15.000 --> 00:06:19.000]  神在人所經歷的這些受苦的背後當中,
[00:06:19.000 --> 00:06:22.000]  是隱藏著一個福氣。
[00:06:22.000 --> 00:06:28.000]  目的就是使那些信徒更加地認識神,
[00:06:28.000 --> 00:06:31.000]  對神的信心更加堅固。
[00:06:31.000 --> 00:06:36.000]  相信大家都應該有試過燒烤的經驗,
[00:06:36.000 --> 00:06:41.000]  大家都會透露,然後起一個爐。
[00:06:41.000 --> 00:06:44.000]  想問問大家,大家起完爐之後,
[00:06:44.000 --> 00:06:48.000]  大家第一件事是會燒什麼的?
[00:06:48.000 --> 00:06:51.000]  燒什麼?燒炭!
[00:06:51.000 --> 00:06:53.000]  是的,炭是會燒著的,
[00:06:53.000 --> 00:06:55.000]  馬上燒東西吃,
[00:06:55.000 --> 00:06:57.000]  可能叉一些丸子,
[00:06:57.000 --> 00:07:01.000]  先不要燒肉,因為肉可能要久一點,
[00:07:01.000 --> 00:07:06.000]  可能大家肚子餓,現在都馬上上去吃東西。
[00:07:06.000 --> 00:07:08.000]  我自己的經驗就是,
[00:07:08.000 --> 00:07:10.000]  第一件事燒的並不是食物,
[00:07:10.000 --> 00:07:13.000]  是什麼呢?就是燒叉!
[00:07:13.000 --> 00:07:15.000]  為什麼?哇,厲害啊!
[00:07:15.000 --> 00:07:17.000]  大家都非常之醒目啊!
[00:07:17.000 --> 00:07:20.000]  那就是怎樣呢?就是燒叉!
[00:07:20.000 --> 00:07:23.000]  燒了叉,輕壓它,
[00:07:23.000 --> 00:07:27.000]  給點火,30秒,1分鐘,
[00:07:27.000 --> 00:07:31.000]  然後用紙巾抹掉,
[00:07:31.000 --> 00:07:34.000]  然後才叉一些食物,
[00:07:34.000 --> 00:07:37.000]  然後就這樣用了。
[00:07:37.000 --> 00:07:38.000]  那目的是什麼呢?
[00:07:38.000 --> 00:07:43.000]  其實給火燒,當然不是燒壞了叉,
[00:07:43.000 --> 00:07:45.000]  而是輕壓它,
[00:07:45.000 --> 00:07:48.000]  讓那些殺菌,
[00:07:48.000 --> 00:07:51.000]  讓你跟著叉食物的時候,
[00:07:51.000 --> 00:07:54.000]  可以更加安心的去食用。
[00:07:54.000 --> 00:08:00.000]  同樣在我們屬靈生命的成長路上,
[00:08:00.000 --> 00:08:02.000]  其實都是這樣,
[00:08:02.000 --> 00:08:06.000]  神有時候會容許我們去經歷一些,
[00:08:06.000 --> 00:08:08.000]  好像火一般的試驗,
[00:08:08.000 --> 00:08:10.000]  讓我們去經歷。
[00:08:10.000 --> 00:08:13.000]  但目的當然不是摧毀我們,
[00:08:13.000 --> 00:08:16.000]  而是要驗證我們,
[00:08:16.000 --> 00:08:19.000]  讓我們的生命得著造就和成長,
[00:08:19.000 --> 00:08:23.000]  使我們能夠與基督聯合。
[00:08:23.000 --> 00:08:27.000]  就好像上文一章第六至七節,
[00:08:27.000 --> 00:08:29.000]  彼得也說過,
[00:08:29.000 --> 00:08:32.000]  雖然你們必須在八般試煉中暫時休神,
[00:08:32.000 --> 00:08:34.000]  你們要為此喜樂,
[00:08:34.000 --> 00:08:37.000]  使你們的信心既被考驗,
[00:08:37.000 --> 00:08:42.000]  就比那被火試煉仍然能壞的金紙更顯寶貴。
[00:08:42.000 --> 00:08:43.000]  換句話來說,
[00:08:43.000 --> 00:08:46.000]  苦難並不是偶然發生的,
[00:08:46.000 --> 00:08:52.000]  而是神容許在我們身上的一種熬煉和潔淨的過程。
[00:08:52.000 --> 00:08:55.000]  然而當人受苦的時候,
[00:08:55.000 --> 00:08:57.000]  可能都會問,
[00:08:57.000 --> 00:08:59.000]  信主之後的人生,
[00:08:59.000 --> 00:09:02.000]  不是應該蒙神賜福的嗎?
[00:09:02.000 --> 00:09:04.000]  既然是敬畏神的時候,
[00:09:04.000 --> 00:09:08.000]  應該不會遭遇太多的苦難吧?
[00:09:08.000 --> 00:09:14.000]  因此可能當人經歷了一些患病,
[00:09:14.000 --> 00:09:17.000]  可能遇到一些失敗,
[00:09:17.000 --> 00:09:19.000]  或者被人誤解,
[00:09:19.000 --> 00:09:23.000]  甚至人身安全受到威脅的時候,
[00:09:23.000 --> 00:09:25.000]  人就可能會問,
[00:09:25.000 --> 00:09:27.000]  為什麼會是我呢?
[00:09:27.000 --> 00:09:31.000]  可能我們就是這樣對神懷疑,
[00:09:31.000 --> 00:09:34.000]  甚至向神埋怨。
[00:09:34.000 --> 00:09:35.000]  在這一刻,
[00:09:35.000 --> 00:09:41.000]  彼得提醒受苦的信徒不要奇怪。
[00:09:41.000 --> 00:09:42.000]  我們也很奇怪,
[00:09:42.000 --> 00:09:45.000]  彼得為什麼會說不要奇怪呢?
[00:09:45.000 --> 00:09:51.000]  奇怪可以譯作驚訝感到意外的意思,
[00:09:51.000 --> 00:09:52.000]  是帶有命令的語氣的。
[00:09:52.000 --> 00:09:53.000]  意思是什麼呢?
[00:09:53.000 --> 00:10:01.000]  意思是彼得要命令那些信徒受苦的時候不要感到意外和驚訝。
[00:10:01.000 --> 00:10:03.000]  原因是什麼呢?
[00:10:03.000 --> 00:10:10.000]  因為受苦其實原本就是跟隨基督的人會經歷的事情,
[00:10:10.000 --> 00:10:15.000]  因此問題並不在於會不會受苦,
[00:10:15.000 --> 00:10:19.000]  而是怎樣面對受苦。
[00:10:19.000 --> 00:10:22.000]  彼得接著在經文第十三節說,
[00:10:22.000 --> 00:10:27.000]  "都要歡喜,因為你們是與基督一同受苦。"
[00:10:27.000 --> 00:10:30.000]  原文當中的歡喜是帶有命令的語氣,
[00:10:30.000 --> 00:10:37.000]  彼得就在這裡命令那些信徒在苦難當中要歡喜。
[00:10:37.000 --> 00:10:39.000]  可能都會在想,
[00:10:39.000 --> 00:10:42.000]  彼得,你是不是精神有問題呢?
[00:10:42.000 --> 00:10:44.000]  你這麼喜歡受苦嗎?
[00:10:44.000 --> 00:10:47.000]  你是不是一個被虐狂呢?
[00:10:47.000 --> 00:10:53.000]  當然,彼得不是在這裡說他喜歡受苦,
[00:10:53.000 --> 00:10:55.000]  而是他知道他明白,
[00:10:55.000 --> 00:11:02.000]  在受苦的背後其實是一個更深層的屬靈意義。
[00:11:02.000 --> 00:11:07.000]  彼得之所以在受苦的時候仍然能夠歡喜,
[00:11:07.000 --> 00:11:13.000]  並不是在於苦難過後怎樣來獲得解脫,
[00:11:13.000 --> 00:11:19.000]  而是在苦難當中他能夠與基督聯合。
[00:11:19.000 --> 00:11:23.000]  經文說,你們與基督一同受苦,
[00:11:23.000 --> 00:11:28.000]  原文直譯就是你們有份於基督的苦難,
[00:11:28.000 --> 00:11:35.000]  意思就是說信徒在受苦的時候能夠深切體會基督的受苦。
[00:11:35.000 --> 00:11:38.000]  例如,如果大家上班,
[00:11:38.000 --> 00:11:44.000]  當我們工作的時候可能會遇到一個很困難的項目,
[00:11:44.000 --> 00:11:49.000]  每天都要加班,都要趕進度,
[00:11:49.000 --> 00:11:53.000]  甚至面對著很大很大的壓力,
[00:11:53.000 --> 00:11:59.000]  但是如果有一班同事可以齊上齊落,
[00:11:59.000 --> 00:12:04.000]  說俗一點,一起頂硬上,
[00:12:04.000 --> 00:12:10.000]  你可能會發現,即使工作量沒有減少,
[00:12:10.000 --> 00:12:17.000]  但大家仍然願意繼續去做,感覺好像沒有那麼辛苦。
[00:12:17.000 --> 00:12:21.000]  而當信徒他們經歷苦難的時候,
[00:12:21.000 --> 00:12:25.000]  一方面是深知他們與基督聯合,
[00:12:25.000 --> 00:12:31.000]  另一方面更加是與主親近的一個經歷。
[00:12:31.000 --> 00:12:35.000]  亦都聽過很多信徒,他們同樣的見證,
[00:12:35.000 --> 00:12:40.000]  就是說在他們人生最艱難的時候,
[00:12:40.000 --> 00:12:46.000]  反而是最深經歷神同在的時候。
[00:12:46.000 --> 00:12:51.000]  特別我又想起自己患病的時候,
[00:12:51.000 --> 00:12:57.000]  很感受到神的同在,那種平安在我的心中。
[00:12:57.000 --> 00:13:03.000]  而當世界種種種種的倚靠都不再有效用的時候,
[00:13:03.000 --> 00:13:06.000]  其實人就會真正,很真實地,
[00:13:06.000 --> 00:13:10.000]  來到完完全全的去倚靠基督。
[00:13:10.000 --> 00:13:14.000]  當受苦過後,結果會怎樣呢?
[00:13:14.000 --> 00:13:17.000]  彼得指出,現在與主受苦,
[00:13:17.000 --> 00:13:20.000]  將來亦都與主一同得榮耀。
[00:13:20.000 --> 00:13:22.000]  在第十三節下半節說:
[00:13:22.000 --> 00:13:27.000]  「即使你們在他榮耀顯現的時候,也可以歡喜快樂。」
[00:13:27.000 --> 00:13:31.000]  在他榮耀顯現的時候,
[00:13:31.000 --> 00:13:35.000]  這是指到基督帶著榮耀再來的時候,
[00:13:35.000 --> 00:13:40.000]  而到了那時候,信徒就可以歡喜快樂了。
[00:13:40.000 --> 00:13:42.000]  而歡喜快樂是什麼呢?
[00:13:42.000 --> 00:13:44.000]  是形容到大大的喜樂,
[00:13:44.000 --> 00:13:49.000]  比起上半節的歡喜,是更加大的喜樂和滿足。
[00:13:49.000 --> 00:13:55.000]  信徒明白到現在的苦難並不是結局,
