
[00:00:00.000 --> 00:00:03.000]  各位頂主妹早安!
[00:00:03.000 --> 00:00:07.000]  感恩讓我們再一次回到教會當中
[00:00:07.000 --> 00:00:10.000]  我們一齊來敬拜贊美主
[00:00:10.000 --> 00:00:15.000]  就正如剛才敬拜隊帶我們唱的一首詩歌
[00:00:15.000 --> 00:00:17.000]  奇異因典
[00:00:17.000 --> 00:00:19.000]  我們回到教會當中
[00:00:19.000 --> 00:00:21.000]  都是有著神的保守
[00:00:21.000 --> 00:00:25.000]  有神的因典在我們當中
[00:00:25.000 --> 00:00:28.000]  每一次我自己見到
[00:00:28.000 --> 00:00:31.000]  頂主妹能夠實體回到教會
[00:00:31.000 --> 00:00:34.000]  我都覺得很感恩和開心
[00:00:34.000 --> 00:00:38.000]  原因是因為我們能夠回到教會當中
[00:00:38.000 --> 00:00:41.000]  我們都能夠一齊去敬拜
[00:00:41.000 --> 00:00:45.000]  之前因為疫情的緣故
[00:00:45.000 --> 00:00:49.000]  我們不能夠實體聚會
[00:00:49.000 --> 00:00:53.000]  我們就在網絡上保持著
[00:00:53.000 --> 00:00:57.000]  去敬拜神
[00:00:57.000 --> 00:01:00.000]  在這個情況當中
[00:01:00.000 --> 00:01:02.000]  我們面對著疫情
[00:01:02.000 --> 00:01:06.000]  也面對著社會經濟的下滑
[00:01:06.000 --> 00:01:09.000]  政治的變化
[00:01:09.000 --> 00:01:11.000]  或者親友移民
[00:01:11.000 --> 00:01:14.000]  世界各地的戰爭
[00:01:14.000 --> 00:01:17.000]  或者是世界政局的變化
[00:01:17.000 --> 00:01:20.000]  等等的問題
[00:01:20.000 --> 00:01:23.000]  在這些不同的處境當中
[00:01:23.000 --> 00:01:27.000]  我們都有很多不同的感受
[00:01:27.000 --> 00:01:31.000]  可能會感受到那種無奈
[00:01:31.000 --> 00:01:33.000]  那種無力感
[00:01:33.000 --> 00:01:36.000]  或者是有些疑惑
[00:01:36.000 --> 00:01:38.000]  或者是不知所措
[00:01:38.000 --> 00:01:42.000]  或者前景都好像不太明朗
[00:01:42.000 --> 00:01:45.000]  不知道應該怎樣繼續走下去
[00:01:45.000 --> 00:01:47.000]  在這個情境之下
[00:01:47.000 --> 00:01:50.000]  我們又怎樣去面對呢?
[00:01:50.000 --> 00:01:54.000]  我們又怎樣去自處呢?
[00:01:54.000 --> 00:01:57.000]  今天我們會看一看
[00:01:57.000 --> 00:01:59.000]  《舊約聖經》
[00:01:59.000 --> 00:02:02.000]  《事司記》其中一個人物
[00:02:02.000 --> 00:02:03.000]  基顛
[00:02:03.000 --> 00:02:08.000]  基顛怎樣去面對他當時的處境呢?
[00:02:08.000 --> 00:02:13.000]  在看基顛的事情之前
[00:02:13.000 --> 00:02:15.000]  我們一起來先禱告
[00:02:15.000 --> 00:02:19.000]  將以下的時間交託給我們的主
[00:02:19.000 --> 00:02:23.000]  主耶穌我們來到祈求祢自己
[00:02:23.000 --> 00:02:26.000]  求主祢親自帶領以下的時間
[00:02:26.000 --> 00:02:29.000]  讓我們無論是說的
[00:02:29.000 --> 00:02:30.000]  無論是聽的
[00:02:30.000 --> 00:02:34.000]  都有著聖靈的作供
[00:02:34.000 --> 00:02:36.000]  讓我們聽了之後
[00:02:36.000 --> 00:02:39.000]  我們都能夠在祢的話語上
[00:02:39.000 --> 00:02:43.000]  得到那份提醒和學習
[00:02:43.000 --> 00:02:45.000]  求主祢帶領和保守
[00:02:45.000 --> 00:02:46.000]  我多謝主
[00:02:46.000 --> 00:02:47.000]  聽我們禱告
[00:02:47.000 --> 00:02:49.000]  奉主耶穌基督的名
[00:02:49.000 --> 00:02:50.000]  阿門
[00:02:50.000 --> 00:02:55.000]  首先我們先了解一下當時的背景
[00:02:55.000 --> 00:03:00.000]  在《事司記》第六章一至十節的經文
[00:03:00.000 --> 00:03:02.000]  讓我們了解得到
[00:03:02.000 --> 00:03:07.000]  當時以色列人因為再一次行惡而離棄神
[00:03:07.000 --> 00:03:12.000]  神就容讓米顛人欺壓以色列人七年
[00:03:12.000 --> 00:03:17.000]  期間米顛人還聯同阿瑪力人
[00:03:17.000 --> 00:03:20.000]  他們一起對付以色列人
[00:03:20.000 --> 00:03:23.000]  而以色列人在警方當中
[00:03:23.000 --> 00:03:26.000]  他們每逢殺種的時候
[00:03:26.000 --> 00:03:28.000]  米顛人和阿瑪力人
[00:03:28.000 --> 00:03:32.000]  他們都聯手攻擊以色列人
[00:03:32.000 --> 00:03:36.000]  毀壞了以色列人很多農作物
[00:03:36.000 --> 00:03:40.000]  不讓以色列人留下一些食物
[00:03:40.000 --> 00:03:46.000]  就算連牛、羊、驢等等都不能留下
[00:03:46.000 --> 00:03:50.000]  使得以色列人可以說是沒啖好食
[00:03:50.000 --> 00:03:53.000]  而在經文第五節繼續說
[00:03:53.000 --> 00:03:57.000]  形容到米顛人和阿瑪力人
[00:03:57.000 --> 00:04:03.000]  好像蝗蟲一樣進入以色列民當中
[00:04:03.000 --> 00:04:05.000]  去毀壞全地
[00:04:05.000 --> 00:04:08.000]  「毀壞」這個字原文表達到
[00:04:08.000 --> 00:04:14.000]  除了毀壞以色列人的土產和糧食供應之外
[00:04:14.000 --> 00:04:16.000]  更加有一個深層的意義
[00:04:16.000 --> 00:04:24.000]  就是毀壞以色列人在政治和宗教上生活的意思
[00:04:24.000 --> 00:04:26.000]  就是因為這樣
[00:04:26.000 --> 00:04:31.000]  以色列民的生活極其艱苦
[00:04:31.000 --> 00:04:37.000]  於是以色列人就來呼求神的拯救
[00:04:37.000 --> 00:04:41.000]  因著以色列民呼求神的時候
[00:04:41.000 --> 00:04:46.000]  神就差派了一位無名的先知去到他們那裡
[00:04:46.000 --> 00:04:51.000]  向他們解釋受苦的原因
[00:04:51.000 --> 00:04:54.000]  而這個受苦的原因是什麼呢?
[00:04:54.000 --> 00:04:58.000]  就是因為那群以色列民忘恩負義
[00:04:58.000 --> 00:05:04.000]  忘記了神曾經將他們從維勞之家救出來
[00:05:04.000 --> 00:05:08.000]  並且賜給他們流瀨與物之地
[00:05:08.000 --> 00:05:11.000]  讓他們有很好的供應
[00:05:11.000 --> 00:05:16.000]  他們更加公然違背神的命令
[00:05:16.000 --> 00:05:19.000]  去敬拜阿瑪力人的神明
[00:05:19.000 --> 00:05:22.000]  在這些情況之下
[00:05:22.000 --> 00:05:26.000]  神是否任由米顛人欺壓以色列人呢?
[00:05:26.000 --> 00:05:33.000]  放棄屬於神自己的子民
[00:05:33.000 --> 00:05:39.000]  以至到以色列民不讓神去拯救呢?
[00:05:39.000 --> 00:05:42.000]  今天我們來看經文
[00:05:42.000 --> 00:05:46.000]  《事詩記》第六章十一至三十二節
[00:05:46.000 --> 00:05:50.000]  我們先看第十一至十六節
[00:05:50.000 --> 00:05:53.000]  見到經文我們一起讀出
[00:05:53.000 --> 00:05:57.000]  「耶和華的使者到了俄弗拉
[00:05:57.000 --> 00:06:02.000]  坐在阿比爾這族人約阿斯的像樹下
[00:06:02.000 --> 00:06:07.000]  約阿斯的兒子基顛正在走在那裡打拔子
[00:06:07.000 --> 00:06:10.000]  為要防備米顛人
[00:06:10.000 --> 00:06:13.000]  耶和華的使者向基顛顯現
[00:06:13.000 --> 00:06:17.000]  對他說:大能的勇士啊!
[00:06:17.000 --> 00:06:19.000]  耶和華與你同在
[00:06:19.000 --> 00:06:21.000]  基顛說:主啊!
[00:06:21.000 --> 00:06:24.000]  耶和華若與我們同在
[00:06:24.000 --> 00:06:28.000]  我們何似遭遇這一切事呢?
[00:06:28.000 --> 00:06:30.000]  我們列祖不是向我們說
[00:06:30.000 --> 00:06:34.000]  耶和華領我們從埃及上來嗎?
[00:06:34.000 --> 00:06:38.000]  他那樣奇妙的作為在哪裡呢?
[00:06:38.000 --> 00:06:41.000]  現在他卻雕起我們
[00:06:41.000 --> 00:06:45.000]  將我們交在米顛人手裡
[00:06:45.000 --> 00:06:48.000]  耶和華觀看基顛說
[00:06:48.000 --> 00:06:50.000]  你靠著你的能力
[00:06:50.000 --> 00:06:54.000]  去從米顛人手裡拯救以色列人
[00:06:54.000 --> 00:06:57.000]  不是我差遣你去的嗎?
[00:06:57.000 --> 00:06:59.000]  基顛說:主啊!
[00:06:59.000 --> 00:07:02.000]  我又何能拯救以色列人呢?
[00:07:02.000 --> 00:07:07.000]  我家在馬來西支派中是最貧窮的
[00:07:07.000 --> 00:07:10.000]  我在我父家是最微小的
[00:07:10.000 --> 00:07:14.000]  耶和華對他說:我與你同在
[00:07:14.000 --> 00:07:16.000]  你就必擊打米顛人
[00:07:16.000 --> 00:07:20.000]  如擊打一人一樣
[00:07:20.000 --> 00:07:24.000]  神沒有因為以色列民不聽從神
[00:07:24.000 --> 00:07:27.000]  而神放棄拯救他們
[00:07:27.000 --> 00:07:29.000]  在經文第十一節說
[00:07:29.000 --> 00:07:33.000]  神派使者到俄弗拉
[00:07:33.000 --> 00:07:36.000]  當時神的使者臨到
[00:07:36.000 --> 00:07:42.000]  正在在酒駕池裡打密子的基顛
[00:07:42.000 --> 00:07:46.000]  為什麼基顛要在酒駕池裡打密子呢?
[00:07:46.000 --> 00:07:48.000]  其中一個主要的目的
[00:07:48.000 --> 00:07:53.000]  就是隨時防備米顛人的攻擊
[00:07:53.000 --> 00:07:58.000]  防備這個字在原文當中有逃跑
[00:07:58.000 --> 00:08:00.000]  有離開的意思
[00:08:00.000 --> 00:08:04.000]  基顛一方面在酒駕池裡工作
[00:08:04.000 --> 00:08:08.000]  因為酒駕池可以有掩護的作用
[00:08:08.000 --> 00:08:10.000]  當他打密子的時候
[00:08:10.000 --> 00:08:14.000]  就不會那麼容易被敵人發現
[00:08:14.000 --> 00:08:16.000]  應該安全一點
[00:08:16.000 --> 00:08:19.000]  另一方面當敵人攻擊的時候
[00:08:19.000 --> 00:08:22.000]  他就可以隨時逃跑
[00:08:22.000 --> 00:08:24.000]  避開敵人的追擊
[00:08:24.000 --> 00:08:31.000]  基顛為著同胞得到糧食的緣故
[00:08:31.000 --> 00:08:34.000]  不惜冒著生命的危險
[00:08:34.000 --> 00:08:36.000]  出去打密子
[00:08:36.000 --> 00:08:40.000]  以獲取足夠的糧食來度日
[00:08:40.000 --> 00:08:42.000]  從某個角度來說
[00:08:42.000 --> 00:08:45.000]  基顛也可算是勇敢的
[00:08:45.000 --> 00:08:49.000]  而在經文第十二節裡繼續說
[00:08:49.000 --> 00:08:53.000]  耶和華的使者就向基顛顯現
[00:08:53.000 --> 00:08:56.000]  對他說大能的勇士
[00:08:56.000 --> 00:09:03.000]  大能的勇士其實是指基顛擁有一個勇敢的心
[00:09:03.000 --> 00:09:08.000]  因為他在危險的處境中
[00:09:08.000 --> 00:09:10.000]  仍然堅守崗位
[00:09:10.000 --> 00:09:15.000]  有勇氣的在外面打密子
[00:09:15.000 --> 00:09:18.000]  使者接著說
[00:09:18.000 --> 00:09:21.000]  耶和華與你同在
[00:09:21.000 --> 00:09:22.000]  跟基顛說
[00:09:22.000 --> 00:09:26.000]  意思是說神的救恩要臨到他
[00:09:26.000 --> 00:09:30.000]  就是說基顛有了神的同在
[00:09:30.000 --> 00:09:33.000]  這樣就能得到拯救
[00:09:33.000 --> 00:09:38.000]  而這也是神給基顛的一個應許
[00:09:38.000 --> 00:09:40.000]  基顛的反應是怎樣呢?
[00:09:40.000 --> 00:09:42.000]  在經文裡說
[00:09:42.000 --> 00:09:46.000]  基顛向這位使者發怨言
[00:09:46.000 --> 00:09:48.000]  發怒氣
[00:09:48.000 --> 00:09:51.000]  基顛在這裡問了三個問題
[00:09:51.000 --> 00:09:53.000]  第一個問題是什麼呢?
[00:09:53.000 --> 00:09:56.000]  就是如果神真的在這裡的時候
[00:09:56.000 --> 00:10:02.000]  我們為什麼仍然遭遇敵人的侵害和攻擊呢?
[00:10:02.000 --> 00:10:03.000]  第二
[00:10:03.000 --> 00:10:08.000]  我們的列祖不是說神帶領我們上到這裡嗎?
[00:10:08.000 --> 00:10:10.000]  第三個問題就是
[00:10:10.000 --> 00:10:13.000]  神奇妙的作為究竟去了哪裡呢?
[00:10:13.000 --> 00:10:15.000]  好像不見了一樣
[00:10:15.000 --> 00:10:17.000]  以致我們被雕棄
[00:10:17.000 --> 00:10:21.000]  被雕棄在米顛人的手裡
[00:10:21.000 --> 00:10:24.000]  這些種種的問題
[00:10:24.000 --> 00:10:32.000]  都表示了基顛內心的無奈和不明白
[00:10:32.000 --> 00:10:36.000]  他只看到眼前的困難
[00:10:36.000 --> 00:10:40.000]  彷彿神不知道去了哪裡
[00:10:40.000 --> 00:10:44.000]  神不知道去了哪裡
[00:10:44.000 --> 00:10:47.000]  那個應許也不知道去了哪裡
[00:10:47.000 --> 00:10:51.000]  他好像沒有了那份盼望一樣
[00:10:51.000 --> 00:10:54.000]  反之在我們的生命當中
[00:10:54.000 --> 00:10:57.000]  當我們面對著一些困難的時候
[00:10:57.000 --> 00:11:01.000]  可能我們只是靠自己的一些能力
[00:11:01.000 --> 00:11:04.000]  一些智慧、經驗等等
[00:11:04.000 --> 00:11:06.000]  我們來解決事情
[00:11:06.000 --> 00:11:09.000]  而有時候我們卻忽略忘記了
[00:11:09.000 --> 00:11:12.000]  神一直與我們同在
[00:11:12.000 --> 00:11:15.000]  一直帶領著我們
[00:11:15.000 --> 00:11:19.000]  他時刻都來看顧和保護著我們
[00:11:19.000 --> 00:11:22.000]  在經文第十四節繼續說
[00:11:22.000 --> 00:11:26.000]  神提醒基顛去對付敵人
[00:11:26.000 --> 00:11:33.000]  這並不是依靠他自己個人的能力、智慧和經驗、聰明
[00:11:33.000 --> 00:11:36.000]  而是靠著神所賜的能力
[00:11:36.000 --> 00:11:38.000]  要來對付敵人
[00:11:38.000 --> 00:11:41.000]  是神親自來猜檢他
[00:11:41.000 --> 00:11:44.000]  去拯救以色列人
