
[00:00:00.000 --> 00:00:05.320]  我首先代表教會歡迎今天
[00:00:05.320 --> 00:00:10.520]  特別來到我們當中的來去何從主題
[00:00:10.520 --> 00:00:13.760]  周六晚的福音崇拜
[00:00:13.760 --> 00:00:20.080]  我想代表教會問一問在座有沒有來賓
[00:00:20.080 --> 00:00:22.920]  今天是第一次來我們當中的
[00:00:22.920 --> 00:00:24.720]  有的請你舉手
[00:00:24.720 --> 00:00:28.320]  有沒有看到
[00:00:29.440 --> 00:00:33.480]  我們的恩福堂的頂姐妹很熱情
[00:00:33.480 --> 00:00:36.440]  一歡迎就先拍手
[00:00:36.440 --> 00:00:40.040]  我看到剛才也有些新朋友
[00:00:40.040 --> 00:00:44.800]  我們代表教會歡迎你今天來到我們當中
[00:00:44.800 --> 00:00:49.440]  今天我們很開心有一位嘉賓
[00:00:49.440 --> 00:00:53.440]  會跟我們分享一些訊息
[00:00:53.880 --> 00:01:01.120]  在訊息中分享了很多她跟神的經歷
[00:01:01.120 --> 00:01:02.880]  她的生命見證
[00:01:02.880 --> 00:01:09.800]  這位嘉賓我們知道叫李兆權博士
[00:01:09.800 --> 00:01:12.360]  李兆權博士你待會上來
[00:01:12.360 --> 00:01:14.720]  你看他的樣子是很年輕的
[00:01:14.720 --> 00:01:17.200]  但是三十多年前
[00:01:17.200 --> 00:01:26.440]  他已經在跨國投資銀行瑞信集團任職
[00:01:26.440 --> 00:01:32.280]  除了在銀行界投資界很出名
[00:01:32.280 --> 00:01:36.840]  也在大學參與教學等等
[00:01:36.840 --> 00:01:45.320]  同時他也在恩福堂有很多年參與執事的侍奉
[00:01:45.320 --> 00:01:49.640]  在教會裡我們一般稱他為Raymond
[00:01:49.640 --> 00:01:52.720]  我們很歡迎Raymond跟我們分享
[00:01:52.720 --> 00:01:56.880]  也歡迎他太太Sharon
[00:01:56.880 --> 00:01:58.040]  我們很歡迎她
[00:01:58.040 --> 00:02:00.040]  我將時間交給Raymond
[00:02:00.040 --> 00:02:14.680]  今天坐滿了
[00:02:15.400 --> 00:02:17.040]  首先當然很感恩
[00:02:17.040 --> 00:02:18.720]  多謝天父給我今天有機會
[00:02:18.720 --> 00:02:23.920]  來到這裡跟大家分享我的生命見證和一些訊息
[00:02:23.920 --> 00:02:26.640]  當然也感謝教會邀請我今天來講這個主題
[00:02:26.640 --> 00:02:28.960]  叫來去何從
[00:02:28.960 --> 00:02:31.160]  用這個PowerPoint比較好
[00:02:31.160 --> 00:02:33.560]  用我前面這部機
[00:02:33.560 --> 00:02:39.760]  主題是來去何從
[00:02:39.760 --> 00:02:44.120]  我現在以下的分享都是希望在座的
[00:02:44.120 --> 00:02:45.200]  有些人可能第一次來
[00:02:45.200 --> 00:02:46.080]  我以前也是這樣
[00:02:46.080 --> 00:02:47.760]  像你一樣第一次坐在這裡
[00:02:47.760 --> 00:02:48.920]  第一次聽
[00:02:48.920 --> 00:02:52.480]  希望有一些訊息可能跟你也有關
[00:02:52.480 --> 00:02:55.120]  當然這裡簡介剛才鄭牧師說的一些
[00:02:55.120 --> 00:02:56.360]  還有可能在海報看到
[00:02:56.360 --> 00:02:59.000]  我怎樣也要簡介一點
[00:02:59.000 --> 00:03:00.440]  這裡大家都看到海報說
[00:03:00.440 --> 00:03:01.800]  我街市出生
[00:03:01.800 --> 00:03:02.440]  小販
[00:03:02.440 --> 00:03:04.000]  其實就是我上一代
[00:03:04.000 --> 00:03:05.000]  我一出生
[00:03:05.000 --> 00:03:05.880]  我住在
[00:03:05.880 --> 00:03:06.840]  也叫做住在街市
[00:03:06.840 --> 00:03:08.560]  因為只是店舖而已
[00:03:08.560 --> 00:03:11.320]  前舖後居
[00:03:11.320 --> 00:03:12.160]  以前是這樣的
[00:03:12.160 --> 00:03:13.080]  我爸爸媽媽
[00:03:13.080 --> 00:03:14.360]  我一出生的時候
[00:03:14.360 --> 00:03:15.960]  我爸爸媽媽原本是漁民
[00:03:15.960 --> 00:03:17.640]  後來因為我是最小的
[00:03:17.640 --> 00:03:18.960]  在自己家庭
[00:03:18.960 --> 00:03:21.400]  我出生的時候他們上岸了
[00:03:21.400 --> 00:03:23.080]  在街市做小販
[00:03:23.080 --> 00:03:27.440]  所以也是很普通香港的一個基層家庭出生
[00:03:27.440 --> 00:03:30.120]  然後我也是在一些屋邨學校
[00:03:30.120 --> 00:03:30.760]  附近讀書
[00:03:30.760 --> 00:03:31.640]  以前是這樣的
[00:03:31.640 --> 00:03:32.720]  一直讀
[00:03:32.720 --> 00:03:36.080]  後來我在大學
[00:03:36.080 --> 00:03:37.600]  大學畢業之後
[00:03:37.600 --> 00:03:39.200]  我就進了一間
[00:03:39.200 --> 00:03:43.160]  我讀金融相關的科學科
[00:03:43.160 --> 00:03:44.280]  經濟金融
[00:03:44.280 --> 00:03:46.840]  然後就進了一間跨國的投資銀行
[00:03:46.840 --> 00:03:50.280]  叫做瑞信集團
[00:03:50.280 --> 00:03:52.640]  當然人聽來好像很厲害
[00:03:52.640 --> 00:03:54.960]  然後我又有機會
[00:03:54.960 --> 00:03:56.440]  為什麼我會進了大學
[00:03:56.440 --> 00:03:58.080]  有機會就是
[00:03:58.080 --> 00:03:59.520]  那時候亞太經合組織
[00:03:59.520 --> 00:04:00.880]  今天大家聽APEC
[00:04:00.880 --> 00:04:01.880]  那時候不是叫APEC
[00:04:01.880 --> 00:04:03.440]  不過也是亞太經合組織
[00:04:03.440 --> 00:04:05.960]  有一個全亞洲的研究項目
[00:04:05.960 --> 00:04:07.240]  我也不記得為什麼
[00:04:07.240 --> 00:04:09.680]  可能是獵頭公司找到我
[00:04:09.680 --> 00:04:10.320]  我不太記得
[00:04:10.320 --> 00:04:12.160]  找我去做一個研究項目
[00:04:12.160 --> 00:04:13.800]  參與在當中
[00:04:13.800 --> 00:04:16.080]  那時候後來香港政府有份
[00:04:16.080 --> 00:04:18.040]  後來我也因為這個機會
[00:04:18.040 --> 00:04:19.320]  完成了這個項目之後
[00:04:19.320 --> 00:04:20.320]  我就進了大學
[00:04:20.320 --> 00:04:22.560]  全職在大學做講師
[00:04:22.560 --> 00:04:25.000]  那時候叫做University Lecturer
[00:04:25.000 --> 00:04:27.960]  聽那個年代都知道
[00:04:27.960 --> 00:04:29.160]  不是assistant professor
[00:04:29.160 --> 00:04:31.600]  就知道以前的事有多久了
[00:04:31.600 --> 00:04:32.360]  無論如何
[00:04:32.360 --> 00:04:33.440]  我的樣子其實是
[00:04:33.440 --> 00:04:34.280]  看起來年輕而已
[00:04:34.280 --> 00:04:35.440]  我也是五字頭的
[00:04:35.440 --> 00:04:37.440]  當然不是真的很年輕
[00:04:37.440 --> 00:04:39.880]  看看相對誰
[00:04:39.880 --> 00:04:40.760]  當然了
[00:04:40.760 --> 00:04:42.920]  我也說到剛才說
[00:04:42.920 --> 00:04:43.960]  見到我二十多歲
[00:04:43.960 --> 00:04:46.120]  我就是全職在大學教書
[00:04:46.120 --> 00:04:47.160]  其實那時候
[00:04:47.160 --> 00:04:49.160]  我二十多歲發生了很多事
[00:04:49.160 --> 00:04:51.240]  當然其中一樣東西就是我結婚
[00:04:51.240 --> 00:04:53.640]  給大家看一下我
[00:04:53.640 --> 00:04:56.240]  結婚的樣子
[00:04:56.240 --> 00:04:58.240]  哇,是我來的
[00:04:58.240 --> 00:05:00.360]  現在因為不能脫口罩
[00:05:00.360 --> 00:05:01.360]  現在不可以
[00:05:01.360 --> 00:05:02.440]  給大家看一下照片
[00:05:02.440 --> 00:05:04.280]  我旁邊那個就是我
[00:05:04.280 --> 00:05:07.240]  當時結婚的太太
[00:05:07.240 --> 00:05:10.120]  我為什麼這樣說呢?
[00:05:10.120 --> 00:05:12.280]  十年後發生什麼事了?
[00:05:12.280 --> 00:05:16.520]  為什麼又再行多次結婚的儀式呢?
[00:05:16.520 --> 00:05:21.160]  那個新娘是不是同一個人來的?
[00:05:21.160 --> 00:05:24.040]  是的,嚇到我了
[00:05:24.040 --> 00:05:25.280]  我為什麼會這樣說呢?
[00:05:25.280 --> 00:05:27.080]  因為如果有些人認識我
[00:05:27.080 --> 00:05:29.440]  特別是看自己教會的弟兄姊妹
[00:05:29.440 --> 00:05:31.080]  我其實差一點
[00:05:31.080 --> 00:05:33.080]  就是直到離婚的階段
[00:05:33.080 --> 00:05:34.280]  大家都猜不到
[00:05:34.280 --> 00:05:36.680]  可能看這些照片很好
[00:05:36.680 --> 00:05:38.440]  很歡喜的樣子
[00:05:38.440 --> 00:05:40.680]  那時候我後來結婚之後
[00:05:40.680 --> 00:05:42.040]  就是九六年結婚
[00:05:42.040 --> 00:05:43.720]  就是二十六年前
[00:05:43.720 --> 00:05:46.800]  接著我陸陸續續的小孩出生了
[00:05:46.800 --> 00:05:49.480]  我的小孩比較近一點
[00:05:49.480 --> 00:05:50.880]  我有三個小朋友
[00:05:50.880 --> 00:05:53.040]  三個都是兒子
[00:05:53.040 --> 00:05:54.800]  接著大家看我的照片
[00:05:54.800 --> 00:05:56.120]  好像很開心很歡喜的樣子
[00:05:56.120 --> 00:05:57.640]  或者我今天站在這裡跟你說話
[00:05:57.640 --> 00:05:59.040]  都很歡喜的樣子
[00:05:59.040 --> 00:06:00.120]  但是你猜不到
[00:06:00.120 --> 00:06:01.760]  在光輝的背後
[00:06:01.760 --> 00:06:03.320]  其實是過去
[00:06:03.320 --> 00:06:04.320]  其實不是十年了
[00:06:04.320 --> 00:06:06.840]  我結婚的頭幾年
[00:06:06.840 --> 00:06:08.520]  就發生了很多事
[00:06:08.520 --> 00:06:10.440]  其中詳細的見證
[00:06:10.440 --> 00:06:13.120]  就是這本《中信月刊》裡有的
[00:06:13.120 --> 00:06:13.760]  我帶過來
[00:06:13.760 --> 00:06:15.040]  我今天帶了幾本來的
[00:06:15.040 --> 00:06:16.040]  等一下
[00:06:16.040 --> 00:06:17.800]  如果有些人第一次來
[00:06:17.800 --> 00:06:18.560]  或者有興趣
[00:06:18.560 --> 00:06:20.200]  可以一會兒完崇拜之後
[00:06:20.200 --> 00:06:21.760]  可以問一問
[00:06:21.760 --> 00:06:22.880]  剛才也說到
[00:06:22.880 --> 00:06:25.320]  當時我三個小朋友出生之後
[00:06:25.320 --> 00:06:26.720]  我就
[00:06:26.720 --> 00:06:28.400]  其實生活壓力很大
[00:06:28.400 --> 00:06:29.480]  大家都可以猜到
[00:06:29.480 --> 00:06:30.800]  就是在香港
[00:06:30.800 --> 00:06:33.840]  那時候我太太第二個兒子出生之後
[00:06:33.840 --> 00:06:35.400]  就開始沒有工作了
[00:06:35.400 --> 00:06:38.000]  就在家裡全職做家庭主婦
[00:06:38.000 --> 00:06:40.920]  我當然是一個找家裡五個兒子
[00:06:40.920 --> 00:06:41.760]  算上我
[00:06:41.760 --> 00:06:42.800]  五個人一起花錢
[00:06:42.800 --> 00:06:44.640]  生活壓力大
[00:06:44.640 --> 00:06:46.480]  我最初也是想著
[00:06:46.480 --> 00:06:49.360]  賺多點錢
[00:06:49.360 --> 00:06:50.320]  香港也是這樣
[00:06:50.320 --> 00:06:52.000]  我家裡也是很簡單的
[00:06:52.000 --> 00:06:53.040]  賺多點錢
[00:06:53.040 --> 00:06:55.440]  居然我除了全職在大學教書
[00:06:55.440 --> 00:06:56.960]  我自己還去秘魯
[00:06:56.960 --> 00:06:58.320]  其實不正確的
[00:06:58.320 --> 00:06:59.280]  去秘魯
[00:06:59.280 --> 00:07:02.080]  秘魯不單止一到五的晚上
[00:07:02.080 --> 00:07:03.440]  有時候去教書
[00:07:03.440 --> 00:07:05.120]  我星期六、日都會去
[00:07:05.120 --> 00:07:08.200]  真的一個星期七天都開工
[00:07:08.200 --> 00:07:09.080]  大家可以想像
[00:07:09.080 --> 00:07:11.040]  一個星期七天開工的人
[00:07:11.040 --> 00:07:14.600]  第一身體狀況極度有限
[00:07:14.600 --> 00:07:15.400]  因為我們一個星期
[00:07:15.400 --> 00:07:16.880]  一定有一天休息
[00:07:16.880 --> 00:07:18.120]  一定是這樣
[00:07:18.120 --> 00:07:19.440]  一會兒說我去了
[00:07:19.440 --> 00:07:20.400]  就知道了
[00:07:20.400 --> 00:07:21.240]  我就不休息
[00:07:21.240 --> 00:07:22.000]  我說七天都做
[00:07:22.000 --> 00:07:23.040]  是很誇張的
[00:07:23.040 --> 00:07:24.280]  那時候是
[00:07:24.280 --> 00:07:26.720]  每個星期都是差不多這樣
[00:07:26.720 --> 00:07:29.400]  後來工作很忙
[00:07:29.400 --> 00:07:31.640]  有幾個跟我太太聊天
[00:07:31.640 --> 00:07:32.160]  分享
[00:07:32.160 --> 00:07:33.920]  因為小孩很小
[00:07:33.920 --> 00:07:36.720]  一兩歲
[00:07:36.720 --> 00:07:38.920]  最大也是五歲
[00:07:38.920 --> 00:07:40.920]  那時候覺得壓力很大
[00:07:40.920 --> 00:07:41.760]  沒有人了解
[00:07:41.760 --> 00:07:42.960]  又找不到人談判
[00:07:42.960 --> 00:07:45.720]  之後就找了一個女性的朋友
[00:07:45.720 --> 00:07:48.120]  怎知道就跌進了婚外情
[00:07:48.120 --> 00:07:49.480]  自己也沒有想過發生的
[00:07:49.480 --> 00:07:52.280]  但就是不知不覺會跌進去
[00:07:52.280 --> 00:07:53.800]  後來就揭發了
[00:07:53.800 --> 00:07:55.720]  特別是我家人、我太太
[00:07:55.720 --> 00:07:57.160]  我初初以為
[00:07:57.160 --> 00:07:58.160]  每件事都搞不定
[00:07:58.160 --> 00:08:00.360]  我一向都很聰明
[00:08:00.360 --> 00:08:01.720]  想著自己會搞定
[00:08:01.720 --> 00:08:05.080]  原來兩邊的拉力是很大的
[00:08:05.080 --> 00:08:06.280]  其實很痛苦的
[00:08:06.280 --> 00:08:08.120]  一點也不好受的
[00:08:08.120 --> 00:08:10.320]  又影響工作、情緒
[00:08:10.320 --> 00:08:12.280]  甚至剛才也說健康
[00:08:12.280 --> 00:08:13.080]  但很奇怪
[00:08:13.080 --> 00:08:14.120]  在那個階段
[00:08:14.120 --> 00:08:17.080]  其實被我傷害了的太太
[00:08:17.080 --> 00:08:19.760]  我當時看到她越來越開朗
[00:08:19.760 --> 00:08:21.400]  甚至越來越可愛
[00:08:21.400 --> 00:08:23.480]  以前我覺得她不可愛
[00:08:23.480 --> 00:08:25.400]  現在當然很可愛了
[00:08:26.400 --> 00:08:27.920]  而且很懂得關心別人
[00:08:27.920 --> 00:08:29.720]  我很奇怪
[00:08:29.720 --> 00:08:31.440]  為甚麼會這樣呢
[00:08:31.440 --> 00:08:32.920]  我當時三個小孩很小
[00:08:32.920 --> 00:08:34.040]  正如我剛才說
[00:08:34.040 --> 00:08:36.040]  最小的那個不夠兩歲
[00:08:36.040 --> 00:08:37.040]  快要兩歲
[00:08:37.040 --> 00:08:38.160]  然後那個三歲多
[00:08:38.160 --> 00:08:39.120]  一個五歲多
[00:08:39.120 --> 00:08:40.880]  我們都挺密切的
[00:08:40.880 --> 00:08:42.320]  一至兩年
[00:08:42.320 --> 00:08:44.520]  一年多兩年就一個小孩
[00:08:44.520 --> 00:08:47.280]  後來我太太就開始回教會
[00:08:47.280 --> 00:08:49.480]  那時候我為了帶小孩
[00:08:49.480 --> 00:08:51.120]  因為不想麻煩別人
[00:08:51.120 --> 00:08:53.680]  那時候有個姐妹帶我太太
[00:08:53.680 --> 00:08:54.880]  就是離恩福堂
[00:08:54.880 --> 00:08:57.400]  不過這個另外有機會再詳細說
[00:08:57.400 --> 00:08:59.400]  都是神蹟奇事
[00:08:59.400 --> 00:09:01.080]  因為那個姐妹帶她來
[00:09:01.080 --> 00:09:02.600]  那個姐妹不是回恩福堂
[00:09:02.600 --> 00:09:04.600]  又會這樣
[00:09:04.600 --> 00:09:05.600]  她不是回那個教會
[00:09:05.600 --> 00:09:07.120]  但是帶她來這個教會
[00:09:07.120 --> 00:09:08.600]  所以都是神蹟奇事
[00:09:08.600 --> 00:09:10.920]  當然我為了帶小孩
[00:09:10.920 --> 00:09:11.760]  不想麻煩別人
[00:09:11.760 --> 00:09:12.720]  每個星期
[00:09:12.720 --> 00:09:13.520]  我就帶她
[00:09:13.520 --> 00:09:15.640]  我沒有心機聽
[00:09:15.640 --> 00:09:16.720]  那時候不是在這裡
[00:09:16.720 --> 00:09:18.720]  那時候在隔壁長廣
[00:09:18.720 --> 00:09:20.400]  很睏
[00:09:20.400 --> 00:09:21.800]  經常坐著睡著
[00:09:21.800 --> 00:09:23.960]  現在看起來真的沒有
[00:09:23.960 --> 00:09:25.360]  那時候我早上回來
[00:09:25.360 --> 00:09:27.360]  可能現在晚上有點不同
[00:09:27.360 --> 00:09:28.280]  但是你猜不到
[00:09:28.280 --> 00:09:29.760]  雖然我好像睡著了
[00:09:29.760 --> 00:09:31.040]  沒有心機聽
[00:09:31.040 --> 00:09:32.760]  但是聖經的說話
[00:09:32.760 --> 00:09:33.760]  聖經的道理
[00:09:33.760 --> 00:09:35.320]  都能夠進入我的心
[00:09:35.320 --> 00:09:36.960]  我特別有一節經文
[00:09:36.960 --> 00:09:39.040]  對我恍然大悟
[00:09:39.040 --> 00:09:40.240]  後來來到教會
[00:09:40.240 --> 00:09:40.960]  好像今天一樣
[00:09:40.960 --> 00:09:43.240]  好像剛才有人舉手第一次來
[00:09:43.240 --> 00:09:44.200]  我就好像大家一樣
[00:09:44.200 --> 00:09:44.760]  第一次來
[00:09:44.760 --> 00:09:46.000]  聽什麼呢
[00:09:46.000 --> 00:09:47.520]  原來來到教會
[00:09:47.520 --> 00:09:49.520]  他當然是講一些道理
[00:09:49.520 --> 00:09:51.520]  其實這些道理是怎樣來的呢
[00:09:51.520 --> 00:09:53.960]  不是說我寫或是誰寫的
[00:09:53.960 --> 00:09:55.520]  我們是從聖經而來的
[00:09:55.520 --> 00:09:57.400]  我們就看看這些道理說什麼
[00:09:57.400 --> 00:09:58.280]  今天的主題
