
[00:00:00.000 --> 00:00:10.160]  我見到好像少了些人,不知道是考試還是今天天氣風起了,大家就不知醒了
[00:00:10.160 --> 00:00:20.080]  鼓勵大家在考試當中繼續回教會,一起敬拜神
[00:00:20.080 --> 00:00:24.080]  都是一個很期待我們一起去做的事情
[00:00:24.080 --> 00:00:27.080]  今天跟大家分享訊息
[00:00:27.080 --> 00:00:36.080]  大家如果記得上星期,Forence已經跟大家分享了新的雙月題
[00:00:36.080 --> 00:00:42.080]  這兩個月我們會講關於裝備的主題
[00:00:42.080 --> 00:00:47.080]  我今天想了一個題目,叫做操練設計用錯力
[00:00:47.080 --> 00:00:52.080]  不知道大家有沒有試過做運動或做一些事情
[00:00:52.080 --> 00:00:57.080]  用錯力令自己受傷,有沒有試過?
[00:00:57.080 --> 00:01:05.080]  我分享一下早一兩年的經歷,發生什麼事呢?
[00:01:05.080 --> 00:01:11.080]  有一段時間我嘗試努力去做運動
[00:01:11.080 --> 00:01:17.080]  希望有肌肉,但你看到我的身形就知道失敗了
[00:01:17.080 --> 00:01:19.080]  發生什麼事呢?
[00:01:19.080 --> 00:01:22.080]  那時候紅心壯志想去做運動
[00:01:22.080 --> 00:01:32.080]  一開始不太懂得做運動,看到有些人在用機器,就跟著他的姿勢去做
[00:01:32.080 --> 00:01:37.080]  發生什麼事呢?話說有一次我做完之後回家第二天
[00:01:37.080 --> 00:01:41.080]  我發現手的位置很痛
[00:01:41.080 --> 00:01:50.080]  我心想可能做運動會有效,令肌肉撕裂重生,然後就變得更健碩
[00:01:50.080 --> 00:01:54.080]  如是者過了一兩天,還在痛
[00:01:54.080 --> 00:01:57.080]  我發覺不太對勁,發生什麼事呢?
[00:01:57.080 --> 00:02:02.080]  我去了問我弟弟,因為他也是做運動的
[00:02:02.080 --> 00:02:07.080]  他說很少會在這個位置痛
[00:02:07.080 --> 00:02:14.080]  他說我應該是做那個姿勢,用錯力,拉傷了筋
[00:02:14.080 --> 00:02:21.080]  我以為肌肉會發達一點,但原來是拉傷了
[00:02:21.080 --> 00:02:31.080]  我發現原來做一些操練,用錯力的時候,反而會令自己很受傷
[00:02:31.080 --> 00:02:35.080]  當我想起這個例子的時候,為何想說這個例子呢?
[00:02:35.080 --> 00:02:43.080]  我發現有時進入一個侍奉,或是做一些短訓
[00:02:43.080 --> 00:02:50.080]  當中有很多訓練、操練、很多不同的事情要做
[00:02:50.080 --> 00:03:02.080]  但如果把力放錯了,當我們完成了服侍、活動或短訓
[00:03:02.080 --> 00:03:07.080]  可能經歷完之後,反而是我們的生命受傷
[00:03:07.080 --> 00:03:11.080]  可能會很不順暢,然後燃燒
[00:03:11.080 --> 00:03:17.080]  可能經歷完短訓服侍的體驗後,會覺得很多挫敗
[00:03:17.080 --> 00:03:22.080]  我會問的是,當我們要裝備自己進入服侍
[00:03:22.080 --> 00:03:25.080]  當我們要操練自己的時候
[00:03:25.080 --> 00:03:29.080]  我會問的是,究竟我們的力度應該放在哪裡呢?
[00:03:29.080 --> 00:03:34.080]  又或者今天的經文會成為我們什麼樣的提醒呢?
[00:03:34.080 --> 00:03:40.080]  今天想跟大家分享一段經文,是來自彼得後書的一章三至十一節
[00:03:40.080 --> 00:03:47.080]  可能彼得後書大家比較少看,不過先跟大家分享一下彼得後書的主題
[00:03:47.080 --> 00:03:52.080]  彼得在這本書中,很想藉著這三個方向去勉勵信徒
[00:03:52.080 --> 00:03:56.080]  第一,他提醒信徒的是,原來我們每一個人都是被上帝拯救
[00:03:56.080 --> 00:04:02.080]  而我們被上帝拯救,是由神給予我們一個這麼大的恩典
[00:04:02.080 --> 00:04:08.080]  而我們要繼續在這個恩典中,在祂裡面成長,繼續去長進
[00:04:08.080 --> 00:04:12.080]  第二,他提醒信徒的是一個很重要的主題
[00:04:12.080 --> 00:04:15.080]  雖然很老套,就是我們要去認識基督
[00:04:15.080 --> 00:04:19.080]  認識這個字,亦是彼得後書一個很大的主題
[00:04:19.080 --> 00:04:23.080]  他提醒信徒的是,原來我們在這個信仰中,我們都要認識基督
[00:04:23.080 --> 00:04:26.080]  他想我們怎樣去做,為甚麼呢?
[00:04:26.080 --> 00:04:32.080]  因為當時有很多假教師給很多挑戰他們,或者挑戰他們的信仰
[00:04:32.080 --> 00:04:38.080]  所以讓他們的信仰能夠紮根的時候,他們就知道怎樣去面對這些假教師的挑戰
[00:04:38.080 --> 00:04:42.080]  今天我們來看看這幾節的經文,看看彼得又想說甚麼
[00:04:42.080 --> 00:04:46.080]  不如我們一起讀三至十一節的經文,我們一起讀吧
[00:04:46.080 --> 00:04:48.080]  先讀,準備起
[00:04:48.080 --> 00:04:55.080]  上帝的神能,擺一切關乎生命和前境的事,賜給我們
[00:04:55.080 --> 00:05:00.080]  因我們認識那用自己榮耀和美德,召我們的上帝
[00:05:00.080 --> 00:05:06.080]  因此,祂已賜給我們
[00:05:06.080 --> 00:05:13.080]  使我們既脫離世上的肉來的敗壞,就得分享上帝的本性
[00:05:13.080 --> 00:05:17.080]  正因這緣故,你們要奮愛地努力
[00:05:17.080 --> 00:05:20.080]  有了信心,又要加上德行
[00:05:20.080 --> 00:05:23.080]  有了德行,又要加上知識
[00:05:23.080 --> 00:05:26.080]  有了知識,又要加上節制
[00:05:26.080 --> 00:05:29.080]  有了節制,又要加上忍耐
[00:05:29.080 --> 00:05:32.080]  有了忍耐,又要加上前境
[00:05:32.080 --> 00:05:36.080]  有了前境,又要加上愛弟兄的心
[00:05:36.080 --> 00:05:41.080]  有了愛弟兄的心,又要加上愛眾人的心
[00:05:41.080 --> 00:05:44.080]  你們要再繼續增長
[00:05:44.080 --> 00:05:48.080]  就必使你們再認識我們主耶穌基督上
[00:05:48.080 --> 00:05:51.080]  不至於冷散和不結果止
[00:05:51.080 --> 00:06:00.080]  沒有這幾樣的人,事短時忘記他過去的罪已經得了潔淨
[00:06:00.080 --> 00:06:03.080]  所以弟兄們要更加努力
[00:06:03.080 --> 00:06:07.080]  使你們的宏照和備見堅定不移
[00:06:07.080 --> 00:06:10.080]  你們實行這幾樣就永不失腳
[00:06:10.080 --> 00:06:18.080]  這樣必叫你們豐豐富富地得進入救主耶穌基督永遠的國度
[00:06:18.080 --> 00:06:20.080]  我們一起祈禱
[00:06:20.080 --> 00:06:22.080]  主願你帶領我們
[00:06:22.080 --> 00:06:24.080]  讓你的話語成為我們的提醒
[00:06:24.080 --> 00:06:26.080]  讓我們在這個過程中
[00:06:26.080 --> 00:06:30.080]  知道我們生命如何活出你的樣式
[00:06:30.080 --> 00:06:31.080]  願你帶領我們
[00:06:31.080 --> 00:06:34.080]  祈禱交托,奉主名求,阿門
[00:06:34.080 --> 00:06:38.080]  剛才大家讀了一大堆經文
[00:06:38.080 --> 00:06:43.080]  可能你最深刻的是很多的加上什麼什麼
[00:06:43.080 --> 00:06:48.080]  我們先進入第三到第四節的經文
[00:06:48.080 --> 00:06:50.080]  其實說什麼
[00:06:50.080 --> 00:06:52.080]  我們看到彼得
[00:06:52.080 --> 00:06:54.080]  如果我們從第三到第四節
[00:06:54.080 --> 00:06:56.080]  好像讀了很大堆的經文
[00:06:56.080 --> 00:06:58.080]  我們先從早句子
[00:06:58.080 --> 00:07:00.080]  其實這兩節的經文說什麼呢
[00:07:00.080 --> 00:07:05.080]  他說因為我們認識那個照我們的主
[00:07:05.080 --> 00:07:12.080]  所以我們會看到他已經將一切關乎生命和虔敬的事賜給我們
[00:07:12.080 --> 00:07:16.080]  因此藉著這麼寶貴的英許給了我們
[00:07:16.080 --> 00:07:21.080]  以致我們的生命能夠脫離一切從世上而來的敗壞
[00:07:21.080 --> 00:07:24.080]  以及我們可以跟神的聖情有份
[00:07:24.080 --> 00:07:26.080]  當我們這樣鋪排的時候
[00:07:26.080 --> 00:07:31.080]  我們就更加理解到彼得這樣的流程其實想說什麼
[00:07:31.080 --> 00:07:33.080]  在這兩節的經文中
[00:07:33.080 --> 00:07:35.080]  他很想說的第一件事是什麼呢
[00:07:35.080 --> 00:07:37.080]  我們去認識主耶穌
[00:07:37.080 --> 00:07:42.080]  在第二節的時候已經說了認識這個字也有出現
[00:07:42.080 --> 00:07:44.080]  其實他很想說什麼呢
[00:07:44.080 --> 00:07:48.080]  原來他提醒我們這個過程
[00:07:48.080 --> 00:07:52.080]  原來主耶穌基督請救了我們的時候
