
[00:00:00.000 --> 00:00:02.000]  各位姐妹大家好
[00:00:02.000 --> 00:00:04.000]  大家好
[00:00:04.000 --> 00:00:09.000]  首先我想多謝敬拜隊
[00:00:09.000 --> 00:00:11.000]  剛才帶領我們敬拜很感動
[00:00:11.000 --> 00:00:14.000]  特別主席說了一句說話
[00:00:14.000 --> 00:00:17.000]  他說上帝的愛很大
[00:00:17.000 --> 00:00:20.000]  可以勝過一切恐懼
[00:00:20.000 --> 00:00:24.000]  這句說話很觸動到我心
[00:00:24.000 --> 00:00:28.000]  我覺得在過往一年
[00:00:28.000 --> 00:00:33.000]  很多事情發生都令我們觸動
[00:00:33.000 --> 00:00:36.000]  希望我們緊握著上帝的說話
[00:00:36.000 --> 00:00:38.000]  可以一起走過去
[00:00:38.000 --> 00:00:40.000]  今天是很特別的日子
[00:00:40.000 --> 00:00:45.000]  今天是2022年最後一天
[00:00:45.000 --> 00:00:50.000]  我相信今晚大家都會有節目
[00:00:50.000 --> 00:00:52.000]  應該倒數
[00:00:52.000 --> 00:00:57.000]  我覺得教會應該再次試試
[00:00:57.000 --> 00:00:59.000]  舉辦敬拜倒數
[00:00:59.000 --> 00:01:02.000]  一起唱歌唱到去敬拜
[00:01:02.000 --> 00:01:04.000]  唱到去倒數
[00:01:04.000 --> 00:01:11.000]  不知道如果舉辦你們會否在場
[00:01:11.000 --> 00:01:15.000]  我想過往這一年
[00:01:15.000 --> 00:01:18.000]  在今天最後一天
[00:01:18.000 --> 00:01:20.000]  我們都要回顧一下
[00:01:20.000 --> 00:01:24.000]  其實在這一年2022年裏面
[00:01:24.000 --> 00:01:28.000]  你認為香港人最關心什麼呢
[00:01:28.000 --> 00:01:31.000]  我準備這篇講道的時候
[00:01:31.000 --> 00:01:34.000]  上網都看看
[00:01:34.000 --> 00:01:37.000]  有沒有熱門的新聞
[00:01:37.000 --> 00:01:42.000]  有沒有香港人很關心的東西
[00:01:42.000 --> 00:01:46.000]  2022年大事件裏面
[00:01:46.000 --> 00:01:51.000]  我上網搜尋大神的大數據
[00:01:51.000 --> 00:01:53.000]  我們現在全部都在說大數據
[00:01:53.000 --> 00:01:55.000]  我講的都沒有用
[00:01:55.000 --> 00:02:00.000]  第一位是疫苗預約
[00:02:00.000 --> 00:02:03.000]  第二位是強制檢疫
[00:02:03.000 --> 00:02:05.000]  強制檢疫大家應該都很熟悉
[00:02:05.000 --> 00:02:09.000]  我沒有試過城隍大廈檢疫
[00:02:09.000 --> 00:02:11.000]  因為我住村屋
[00:02:11.000 --> 00:02:13.000]  所以我是低密度
[00:02:13.000 --> 00:02:15.000]  人口不是太多
[00:02:15.000 --> 00:02:17.000]  城隍大廈住都不夠10個人
[00:02:17.000 --> 00:02:21.000]  所以我沒有試過強制檢疫
[00:02:21.000 --> 00:02:25.000]  但想不到iphone14竟然是第三位
[00:02:25.000 --> 00:02:28.000]  有沒有人搜尋過這個QR code
[00:02:28.000 --> 00:02:30.000]  有沒有
[00:02:30.000 --> 00:02:32.000]  有沒有人買了iphone14
[00:02:32.000 --> 00:02:34.000]  買之前要看一下
[00:02:34.000 --> 00:02:36.000]  不過另外有一個驚訝
[00:02:36.000 --> 00:02:39.000]  竟然香港人留意烏克蘭
[00:02:39.000 --> 00:02:41.000]  只是第四位
[00:02:41.000 --> 00:02:43.000]  贏不過iphone
[00:02:43.000 --> 00:02:45.000]  贏過打仗
[00:02:45.000 --> 00:02:51.000]  我覺得這些都不是一個數字的調查
[00:02:51.000 --> 00:02:54.000]  不過我想看到這些keywords裏面
[00:02:54.000 --> 00:02:57.000]  其實大家都想像到
[00:02:57.000 --> 00:02:59.000]  其實在過往這一年
[00:02:59.000 --> 00:03:01.000]  大家過的生活是怎樣
[00:03:01.000 --> 00:03:03.000]  大家的狀態是怎樣
[00:03:03.000 --> 00:03:05.000]  不過都不只是說2022年
[00:03:05.000 --> 00:03:08.000]  我相信在過往這幾年裏面
[00:03:08.000 --> 00:03:12.000]  都不是容易去過
[00:03:12.000 --> 00:03:14.000]  不過我總相信
[00:03:14.000 --> 00:03:17.000]  我們有些事很值得感恩
[00:03:17.000 --> 00:03:19.000]  很值得開心
[00:03:19.000 --> 00:03:21.000]  上帝在我們生命裏面
[00:03:21.000 --> 00:03:24.000]  怎樣都有一些事是工作了
[00:03:24.000 --> 00:03:26.000]  令到我們能夠滿足
[00:03:26.000 --> 00:03:28.000]  在我們生命裏面
[00:03:28.000 --> 00:03:31.000]  上帝在我們裏面工作
[00:03:31.000 --> 00:03:34.000]  就好像說一下開心的事
[00:03:34.000 --> 00:03:36.000]  就好像今天這樣
[00:03:36.000 --> 00:03:38.000]  其實今天一早我就在這裏
[00:03:38.000 --> 00:03:40.000]  參加了一個婚禮
[00:03:40.000 --> 00:03:43.000]  我覺得今天12月31日
[00:03:43.000 --> 00:03:45.000]  是一年的最後一天
[00:03:45.000 --> 00:03:48.000]  我覺得一對新人在今天舉行一個婚禮
[00:03:48.000 --> 00:03:50.000]  我覺得都很有意義
[00:03:50.000 --> 00:03:52.000]  因為在他們今天結婚
[00:03:52.000 --> 00:03:55.000]  明天是新的一年
[00:03:55.000 --> 00:03:56.000]  是1月1日
[00:03:56.000 --> 00:03:58.000]  是2023年1月1日
[00:03:58.000 --> 00:04:01.000]  明天就是一年的新的開始
[00:04:01.000 --> 00:04:03.000]  他們結婚
[00:04:03.000 --> 00:04:06.000]  睡醒了就進入另一個階段
[00:04:06.000 --> 00:04:08.000]  另一個婚姻的階段
[00:04:08.000 --> 00:04:14.000]  我覺得在他們的婚姻經歷裏面
[00:04:14.000 --> 00:04:15.000]  我覺得一定是很深刻
[00:04:15.000 --> 00:04:17.000]  他們專門選擇了這個日子
[00:04:17.000 --> 00:04:19.000]  更加我都很為他們感恩
[00:04:19.000 --> 00:04:21.000]  在一個新的階段的開始
[00:04:21.000 --> 00:04:23.000]  亦都是新的一年的開始
[00:04:23.000 --> 00:04:26.000]  我相信接下來這一年
[00:04:26.000 --> 00:04:27.000]  不只是這對新人結婚
[00:04:27.000 --> 00:04:29.000]  我相信你們當中
