
[00:00:00.000 --> 00:00:02.520]  今天是2026年第一個主日
[00:00:02.520 --> 00:00:06.000]  不知道大家有沒有習慣在新的一年裡
[00:00:06.000 --> 00:00:08.880]  開始為自己定下一些目標
[00:00:08.880 --> 00:00:12.320]  又或者你覺得定了目標
[00:00:12.320 --> 00:00:16.000]  但是到了年尾就忘記一乾二淨了
[00:00:16.000 --> 00:00:18.480]  倒不如不要定了
[00:00:18.480 --> 00:00:20.640]  有一天過一天就算了
[00:00:20.640 --> 00:00:26.080]  又好像很多時候我們教會或者團契
[00:00:26.080 --> 00:00:28.000]  都會做一些讀經計劃
[00:00:28.000 --> 00:00:30.000]  我們年頭去定一些讀經計劃
[00:00:30.000 --> 00:00:31.560]  很認真的開始
[00:00:31.560 --> 00:00:36.760]  不過當出埃及了
[00:00:36.760 --> 00:00:38.000]  去不去到曠野
[00:00:38.000 --> 00:00:39.360]  去不了了
[00:00:39.360 --> 00:00:41.880]  很多時候我看到有些人已經開始搖頭了
[00:00:41.880 --> 00:00:45.160]  讀經計劃就胎死腹中
[00:00:45.160 --> 00:00:47.480]  流浪在曠野裡面
[00:00:47.480 --> 00:00:51.560]  所以我記得我21年的團契小組的讀經計劃
[00:00:51.560 --> 00:00:52.800]  我不從舊約開始
[00:00:52.800 --> 00:00:54.560]  我從新約開始
[00:00:55.560 --> 00:00:58.240]  還有一個APP提醒我們
[00:00:58.240 --> 00:00:59.680]  有弟兄姊妹提醒我們
[00:00:59.680 --> 00:01:02.640]  讓我們能夠跟得上這個進度
[00:01:02.640 --> 00:01:08.040]  或者這個也是我們很多人的共同經驗
[00:01:08.040 --> 00:01:11.840]  但是我們仍然都會在每一年的新開始
[00:01:11.840 --> 00:01:14.200]  我們帶著一種新的期盼
[00:01:14.200 --> 00:01:15.400]  新的希望
[00:01:15.400 --> 00:01:19.040]  去為我們這一年定立一個目標
[00:01:19.040 --> 00:01:20.360]  一個願望
[00:01:20.360 --> 00:01:22.560]  好像不知道大家今天
[00:01:22.680 --> 00:01:25.760]  剛剛過去的1月1日有沒有回
[00:01:25.760 --> 00:01:27.840]  祖土會有的舉手讓我們知道
[00:01:27.840 --> 00:01:29.240]  都有很多
[00:01:29.240 --> 00:01:33.080]  今年我們的主題是同在同行
[00:01:33.080 --> 00:01:34.640]  我們每一年祖土會裡面
[00:01:34.640 --> 00:01:36.360]  都有一個立志的時刻
[00:01:36.360 --> 00:01:38.760]  都是盼望在新的一年裡面
[00:01:38.760 --> 00:01:41.200]  我們能夠邀請上帝一起跟我們同行
[00:01:41.200 --> 00:01:42.240]  同在
[00:01:42.240 --> 00:01:44.200]  其實說到目標
[00:01:44.200 --> 00:01:47.520]  我相信作為一個運動員
[00:01:47.520 --> 00:01:49.960]  或者你現在坊間那種氣氛
[00:01:50.240 --> 00:01:52.760]  大家知不知道1月18日是什麼盛會
[00:01:52.760 --> 00:01:55.080]  是啦,渣馬
[00:01:55.080 --> 00:01:58.120]  我不是一個會怕馬拉松的人
[00:01:58.120 --> 00:02:02.200]  不過確實自從有了這個盛事之後
[00:02:02.200 --> 00:02:04.280]  坊間真的多了很多人
[00:02:04.280 --> 00:02:06.880]  去投入這個運動裡面
[00:02:06.880 --> 00:02:09.880]  有人會由10公里開始
[00:02:09.880 --> 00:02:12.480]  接著就將目標定到半馬
[00:02:12.480 --> 00:02:13.920]  然後定到全馬
[00:02:13.920 --> 00:02:16.480]  Somers會衝出香港
[00:02:16.480 --> 00:02:18.040]  去到不同的國家
[00:02:18.040 --> 00:02:21.640]  原來他們每到一個國家跑完一個全馬
[00:02:21.640 --> 00:02:23.120]  他們就會有一個獎牌
[00:02:23.120 --> 00:02:25.480]  有些人是以這件事
[00:02:25.480 --> 00:02:28.800]  為他的目標去儲這些獎牌
[00:02:28.800 --> 00:02:32.440]  去突破他們自己一些身體上的限制
[00:02:32.440 --> 00:02:36.680]  去完成一個又一個的目標和夢想
[00:02:36.680 --> 00:02:39.720]  無論是跑馬拉松或者是一個運動員
[00:02:39.720 --> 00:02:43.200]  我們都會為眼前一個目標去奮鬥
[00:02:43.200 --> 00:02:45.880]  同樣其實我們的人生都是
[00:02:46.680 --> 00:02:50.440]  其實我們可能都是身處在一個不同的階段裡面
[00:02:50.440 --> 00:02:54.000]  我們在這麼大的會堂裡面
[00:02:54.000 --> 00:02:55.680]  我們有不同的歷程
