
[00:00:00.000 --> 00:00:02.560]  很叮唧回萬安
[00:00:02.560 --> 00:00:07.280]  藉著勁拜隊帶領我們回到神廟
[00:00:07.280 --> 00:00:08.960]  讓我們在過程中…
[00:00:08.960 --> 00:00:11.760]  我猜每次回來勁拜
[00:00:11.760 --> 00:00:14.400]  都是一個更新我們的過程
[00:00:14.400 --> 00:00:17.200]  不知道剛才在勁拜有甚麼體會
[00:00:17.200 --> 00:00:19.200]  我覺得每次回來
[00:00:19.200 --> 00:00:20.880]  再次讓我們認定
[00:00:20.880 --> 00:00:24.640]  我們要去呼求主,更加去學武主
[00:00:24.640 --> 00:00:27.360]  鼓勵大家每逢回來
[00:00:27.440 --> 00:00:30.880]  我們都要同樣地經歷
[00:00:30.880 --> 00:00:34.400]  今天很想跟大家分享訊息
[00:00:34.400 --> 00:00:37.640]  對了…
[00:00:37.640 --> 00:00:40.560]  因為我看到後面沒有了
[00:00:40.560 --> 00:00:42.400]  今天跟大家分享的題目是
[00:00:42.400 --> 00:00:44.640]  「你有否敏感肌」
[00:00:44.640 --> 00:00:51.120]  我猜最近童宮也被食字熱潮感染了
[00:00:51.120 --> 00:00:52.400]  我被感染後
[00:00:52.400 --> 00:00:55.320]  忽發奇想也想起這個題目
[00:00:55.400 --> 00:00:57.480]  不過今天…
[00:00:57.480 --> 00:00:58.720]  當你看到這個題目時
[00:00:58.720 --> 00:01:00.160]  今天不是跟大家介紹
[00:01:00.160 --> 00:01:02.840]  用哪種藥膏治療皮膚敏感
[00:01:02.840 --> 00:01:05.200]  今天很想跟大家分享
[00:01:05.200 --> 00:01:07.840]  這個機是機會的機
[00:01:07.840 --> 00:01:09.560]  不過在進入經文前
[00:01:09.560 --> 00:01:13.880]  很想跟大家分享最近生活的點滴
[00:01:13.880 --> 00:01:18.320]  大家知道我有一個兩歲多的女兒
[00:01:18.320 --> 00:01:21.680]  早前,去年年底時
[00:01:21.680 --> 00:01:25.240]  要開始幫她報幼稚園
[00:01:25.320 --> 00:01:27.000]  如果你是家長
[00:01:27.000 --> 00:01:28.960]  可能會清楚看過第一節
[00:01:28.960 --> 00:01:32.360]  當你報幼稚園的時候
[00:01:32.360 --> 00:01:35.000]  通常會加入家長的WhatsApp群組
[00:01:35.000 --> 00:01:38.160]  在問女兒前路如何
[00:01:38.160 --> 00:01:39.560]  在報甚麼學校的時候
[00:01:39.560 --> 00:01:41.240]  發現家長的WhatsApp群組
[00:01:41.240 --> 00:01:43.080]  有很多不同的討論
[00:01:43.080 --> 00:01:44.280]  討論甚麼
[00:01:44.280 --> 00:01:48.360]  報甚麼學校、報多少個面試
[00:01:48.360 --> 00:01:51.040]  如何去編排面試
[00:01:51.040 --> 00:01:53.160]  過去有些家長說
[00:01:53.240 --> 00:01:54.400]  我有多少個子女
[00:01:54.400 --> 00:01:56.280]  之前也是這樣報的
[00:01:56.280 --> 00:01:59.240]  所以要這樣預備要做甚麼
[00:01:59.240 --> 00:02:01.360]  有成千上萬的訊息
[00:02:01.360 --> 00:02:04.280]  好像有很多資訊氾濫一樣
[00:02:04.280 --> 00:02:06.280]  當時我和我老婆也在討論
[00:02:06.280 --> 00:02:09.520]  每個人都報六、七間面試
[00:02:09.520 --> 00:02:13.520]  女兒只幫她報了兩間
[00:02:13.520 --> 00:02:16.280]  我問她可不可以
[00:02:16.280 --> 00:02:19.160]  那一刻,心裡也在問
[00:02:19.160 --> 00:02:21.640]  這麼多人分享這麼多經驗的時候
[00:02:21.720 --> 00:02:24.840]  其實我也要多做點甚麼嗎
[00:02:24.840 --> 00:02:26.960]  弟兄姊妹
[00:02:26.960 --> 00:02:29.720]  當我們在生活上遇到一些問題
[00:02:29.720 --> 00:02:32.360]  或者遇到一些生活上的困難時
[00:02:32.360 --> 00:02:35.360]  不知道你第一個反應會做甚麼
[00:02:35.360 --> 00:02:37.560]  可能我們會回答
[00:02:37.560 --> 00:02:39.200]  「找方法去做」
[00:02:39.200 --> 00:02:43.200]  可能之前遇過一些相似的過程時
[00:02:43.200 --> 00:02:46.040]  我們會想起過往如何去做
[00:02:46.040 --> 00:02:47.440]  又或者可能不懂的
[00:02:47.440 --> 00:02:50.280]  有時我們會問Google大神
[00:02:50.280 --> 00:02:51.400]  可能不懂的時候
[00:02:51.480 --> 00:02:53.400]  我們會再問別人
[00:02:53.400 --> 00:02:55.360]  當我們遇到問題的時候
[00:02:55.360 --> 00:02:58.280]  很多時候我們很想很快地回應
[00:02:58.280 --> 00:03:02.520]  我們很多時候會用人的經驗和方法回應
[00:03:02.520 --> 00:03:04.480]  不過,我也想問問大家
[00:03:04.480 --> 00:03:06.800]  當我剛才問大家的問題時
[00:03:06.800 --> 00:03:12.400]  有多少人第一次回應時
[00:03:12.400 --> 00:03:14.160]  是去問神呢
[00:03:14.160 --> 00:03:16.920]  又或者在過程中
[00:03:16.920 --> 00:03:19.720]  當你面對生命中的困難時
[00:03:19.800 --> 00:03:22.520]  有多少時候你都能夠在過程中
[00:03:22.520 --> 00:03:26.240]  敏銳神對我們的提醒呢
[00:03:26.240 --> 00:03:30.160]  或者我們問神在那一刻帶領我們怎樣做
[00:03:30.160 --> 00:03:32.040]  弟兄姊妹,很想問
[00:03:32.040 --> 00:03:36.160]  你是否一個很願意敏感神提醒的人
[00:03:36.160 --> 00:03:40.560]  可能當我們生活上忙碌和壓力很大時
[00:03:40.560 --> 00:03:42.360]  很多時候這些事情都會蓋過了
[00:03:42.360 --> 00:03:46.160]  反而少了敏銳神的提醒
[00:03:46.160 --> 00:03:47.400]  很想問大家的
[00:03:47.480 --> 00:03:50.400]  聖靈的提醒在我們生活中
[00:03:50.400 --> 00:03:53.000]  有多少人參與我們的生活呢
[00:03:53.000 --> 00:03:57.160]  今年我們無論是標籤的崇拜
[00:03:57.160 --> 00:04:00.440]  我們不同的目者都會分享不同的聖經人物
[00:04:00.440 --> 00:04:02.680]  很希望透過他們的一些生命特質
[00:04:02.680 --> 00:04:05.560]  同樣讓我們在生命上帶給我們成長
[00:04:05.560 --> 00:04:07.640]  同時也讓我們在生活上
[00:04:07.640 --> 00:04:10.160]  看看怎樣為主去做見證
[00:04:10.160 --> 00:04:12.680]  新的一年,我選了一個新的人物
[00:04:12.680 --> 00:04:13.920]  他叫保羅
[00:04:13.920 --> 00:04:15.720]  今天我想和大家分享保羅
[00:04:15.800 --> 00:04:17.880]  在他的宣教路途上
[00:04:17.880 --> 00:04:21.520]  他如何面對不同大大小小的挑戰
[00:04:21.520 --> 00:04:25.280]  今天我們看的經文是《使徒行傳》的16章6至10字
[00:04:25.280 --> 00:04:26.720]  在進入經文之前
[00:04:26.720 --> 00:04:30.160]  先說說關於《使徒行傳》的背景
[00:04:30.160 --> 00:04:32.760]  《使徒行傳》是路加醫生所寫的
[00:04:32.760 --> 00:04:35.840]  可以說是路加福音的下集
[00:04:35.840 --> 00:04:38.000]  當我們看《使徒行傳》的時候
[00:04:38.000 --> 00:04:41.120]  我們會看到一開始他說耶穌升天了
[00:04:41.200 --> 00:04:46.160]  然後聖靈降臨接續耶穌在地上的福音工作
[00:04:46.160 --> 00:04:48.680]  當我們看《使徒行傳》第八節的時候
[00:04:48.680 --> 00:04:49.960]  我們會看到的是
[00:04:49.960 --> 00:04:50.760]  經文說
[00:04:50.760 --> 00:04:54.240]  「但聖靈降臨在你們身上,你們就必得著能力
[00:04:54.240 --> 00:04:55.520]  並要在耶路撒冷
[00:04:55.520 --> 00:04:59.520]  猶帶全地和撒瑪利亞直到地極作我的見證」
[00:04:59.520 --> 00:05:01.720]  所以我們會在《使徒行傳》裡面的時候
[00:05:01.720 --> 00:05:04.480]  我們會看到那些福音被廣傳
[00:05:04.480 --> 00:05:08.560]  很多時候都會伴隨著聖靈的引導和工作
[00:05:08.640 --> 00:05:12.600]  聖靈的指引其實在《使徒行傳》都出現得非常多
[00:05:12.600 --> 00:05:13.560]  也很普遍
[00:05:13.560 --> 00:05:15.360]  今天的經文也不例外
[00:05:15.360 --> 00:05:17.440]  我們今天的經文只看了幾節
[00:05:17.440 --> 00:05:18.920]  不過我們幾節的經文
[00:05:18.920 --> 00:05:21.600]  已經可以看到聖靈很多不同的引領和工作
[00:05:21.600 --> 00:05:26.040]  同時也扭轉了保羅在宣教的路途上
[00:05:26.040 --> 00:05:29.200]  福音的工作上一些進程的擴展
[00:05:29.200 --> 00:05:32.520]  我們先一起讀今天的經文是幾節而已
[00:05:32.520 --> 00:05:34.160]  是十六章的六至十節
[00:05:34.160 --> 00:05:35.280]  我想邀請大家一起讀
[00:05:35.360 --> 00:05:37.360]  (福音書)
[00:05:37.360 --> 00:06:05.360]  (福音書)
[00:06:05.360 --> 00:06:13.360]  (福音書)
[00:06:13.360 --> 00:06:17.680]  以為神照我們全福音給那類的人
[00:06:17.680 --> 00:06:19.360]  我們一起先有個祈禱吧
[00:06:19.360 --> 00:06:21.280]  七夕主願祢帶領我們
[00:06:21.280 --> 00:06:23.160]  讓我們在祢的話語裡面
[00:06:23.160 --> 00:06:25.400]  看到祢給我們的亮光
[00:06:25.400 --> 00:06:27.640]  讓我們在當中的敏銳
[00:06:27.640 --> 00:06:28.920]  祢給我們的提醒
[00:06:28.920 --> 00:06:29.760]  主願祢帶領我們
[00:06:29.760 --> 00:06:30.400]  祈禱加託
[00:06:30.400 --> 00:06:31.320]  奉主名求
[00:06:31.320 --> 00:06:31.960]  阿們
[00:06:31.960 --> 00:06:34.720]  剛才大家讀了幾節的經文
[00:06:34.800 --> 00:06:36.000]  我們可能會問的是
[00:06:36.000 --> 00:06:37.760]  在這節經文之前
[00:06:37.760 --> 00:06:39.600]  其實保羅正在經歷什麼呢
[00:06:39.600 --> 00:06:41.880]  其實在第十五章的時候
[00:06:41.880 --> 00:06:43.000]  最尾的部分
[00:06:43.000 --> 00:06:44.080]  如果你有聖經的時候
[00:06:44.080 --> 00:06:45.560]  可能你也會看到的是
[00:06:45.560 --> 00:06:49.440]  保羅和巴拿巴在宣教的道路上分道揚鑣
[00:06:49.440 --> 00:06:51.800]  到了第十六章的頭部分
[00:06:51.800 --> 00:06:54.800]  我們會看到保羅在宣教團隊裡面
[00:06:54.800 --> 00:06:56.520]  他再去重整他的團隊
[00:06:56.520 --> 00:06:57.760]  去重新出發
[00:06:57.760 --> 00:07:00.240]  他先召了西拉和他一起
[00:07:00.240 --> 00:07:03.400]  之後他也召了提摩太和他一起出發
[00:07:04.080 --> 00:07:05.360]  當我們看經文的時候
[00:07:05.360 --> 00:07:06.120]  我們會看到
[00:07:06.120 --> 00:07:09.120]  其實保羅在他第二次宣教的路途上
[00:07:09.120 --> 00:07:11.680]  一開始其實成果都挺好的
[00:07:11.680 --> 00:07:15.640]  他們說他們在當中去堅固宗教會
[00:07:15.640 --> 00:07:19.120]  也令到教會信心越發堅固
[00:07:19.120 --> 00:07:20.640]  人數天天加增
[00:07:20.640 --> 00:07:22.040]  我們可以看到的是
[00:07:22.040 --> 00:07:23.520]  保羅帶領著的團隊
[00:07:23.520 --> 00:07:25.040]  在宣教的路途上
[00:07:25.040 --> 00:07:27.560]  其實一開始都挺興旺和挺順利的
[00:07:27.560 --> 00:07:29.920]  不過當大家讀到剛才的經文
[00:07:29.920 --> 00:07:31.160]  到了第六節的時候
[00:07:31.240 --> 00:07:34.920]  他出現了一些比較棘手和挫折的地方
[00:07:34.920 --> 00:07:36.920]  當你看第六到第八節的時候
