
[00:00:00.000 --> 00:00:05.440]  感謝耶穌帶領我們回來這裡一同聚會去敬拜祂
[00:00:05.440 --> 00:00:07.440]  弟兄姊妹平安
[00:00:07.440 --> 00:00:11.440]  如果有人問你
[00:00:11.440 --> 00:00:14.940]  恩福的發夢王是誰?你會想起誰?
[00:00:14.940 --> 00:00:16.940]  蘇牧師
[00:00:16.940 --> 00:00:18.940]  我相信大部分的人
[00:00:18.940 --> 00:00:22.940]  弟兄姊妹都會想起我們的創堂主任蘇永志牧師
[00:00:22.940 --> 00:00:25.940]  上週蘇牧師在中堂正道的時候
[00:00:25.940 --> 00:00:28.940]  說到恩福堂、恩福中心建成
[00:00:28.940 --> 00:00:30.940]  可以說夢境成真
[00:00:30.940 --> 00:00:35.940]  恩福有主的恩典成為多人的祝福
[00:00:35.940 --> 00:00:37.940]  讓人認識福音
[00:00:37.940 --> 00:00:40.940]  一同在這裡聚集去共證主因
[00:00:40.940 --> 00:00:42.940]  阿門
[00:00:42.940 --> 00:00:46.940]  恩福有發夢王蘇牧師
[00:00:46.940 --> 00:00:50.940]  那聖經裡面的發夢王你又會想起誰呢?
[00:00:50.940 --> 00:00:52.940]  我相信很多人都會認同
[00:00:52.940 --> 00:00:56.940]  剛才也聽到是雅各的兒子約瑟
[00:00:56.940 --> 00:01:01.940]  約瑟這個名字的意思是耶和華增添
[00:01:01.940 --> 00:01:05.940]  雅各給他第十一個兒子
[00:01:05.940 --> 00:01:07.940]  名稱為約瑟
[00:01:07.940 --> 00:01:11.940]  表明了神增添了給約瑟這個兒子
[00:01:11.940 --> 00:01:16.940]  約瑟是雅各和他所愛的妻子拉潔所生的第一個兒子
[00:01:16.940 --> 00:01:22.940]  所以雅各特別去憐愛他
[00:01:22.940 --> 00:01:26.940]  9月22號中堂李敏充牧師
[00:01:26.940 --> 00:01:30.940]  說到《創世紀》37、38章的經文
[00:01:30.940 --> 00:01:34.940]  展開了發夢王約瑟的事蹟
[00:01:34.940 --> 00:01:36.940]  約瑟因為夢
[00:01:36.940 --> 00:01:38.940]  他被賣到埃及做奴隸
[00:01:38.940 --> 00:01:40.940]  更加經歷奴獄之災
[00:01:40.940 --> 00:01:42.940]  他也因為夢
[00:01:42.940 --> 00:01:44.940]  在監獄裡面
[00:01:44.940 --> 00:01:48.940]  說出了他的身世和他的慘情
[00:01:48.940 --> 00:01:50.940]  他從監獄裡面被釋放
[00:01:50.940 --> 00:01:52.940]  也因為夢
[00:01:52.940 --> 00:01:56.940]  他搖身一變成為一人之下萬人之上的宰相
[00:01:56.940 --> 00:01:58.940]  治理埃及全地
[00:01:58.940 --> 00:02:02.940]  約瑟的經歷可以說是夢如人生
[00:02:02.940 --> 00:02:06.940]  神為什麼要增添給雅各這個兒子呢?
[00:02:06.940 --> 00:02:09.940]  約瑟有什麼特別之處
[00:02:09.940 --> 00:02:12.940]  令到神和人都愛他呢?
[00:02:12.940 --> 00:02:17.940]  約瑟的生命對我們有什麼啟示或者幫助呢?
[00:02:17.940 --> 00:02:19.940]  今天是中堂講道系列《創世紀》
[00:02:19.940 --> 00:02:22.940]  我們來到第39、40章的經文
[00:02:22.940 --> 00:02:25.940]  主題為「患難見真信」
[00:02:25.940 --> 00:02:27.940]  想進入經文之先
[00:02:27.940 --> 00:02:29.940]  讓我們同心圖告
[00:02:29.940 --> 00:02:31.940]  親下巴父我們獻上感恩
[00:02:31.940 --> 00:02:35.940]  你讓我們能夠回到教會一同去敬拜你
[00:02:35.940 --> 00:02:37.940]  也求主你賜福以下時間
[00:02:37.940 --> 00:02:40.940]  讓你的話語打開成為我們眾人的祝福
[00:02:40.940 --> 00:02:42.940]  也保守所講所聽的
[00:02:42.940 --> 00:02:44.940]  德蒙保守和領受
[00:02:44.940 --> 00:02:47.940]  禱告奉救主耶穌基督之名祈求
[00:02:47.940 --> 00:02:49.940]  我們一起讀
[00:02:49.940 --> 00:02:53.940]  請弟兄姊妹一同讀《創世紀》第39章
[00:02:53.940 --> 00:02:55.940]  一到六節的經文
[00:02:55.940 --> 00:02:57.940]  我們一起讀
[00:02:57.940 --> 00:03:00.940]  約瑟被帶下埃及去
[00:03:00.940 --> 00:03:02.940]  是有一個埃及人
[00:03:02.940 --> 00:03:05.940]  是法老的官員
[00:03:05.940 --> 00:03:07.940]  是護衛長
[00:03:07.940 --> 00:03:11.940]  他從那裡約瑟下來的二十瑪利人手中
[00:03:11.940 --> 00:03:13.940]  把約瑟買了去
[00:03:13.940 --> 00:03:17.940]  約瑟在他埃及主人的家中
[00:03:17.940 --> 00:03:19.940]  耶和華與他同在
[00:03:19.940 --> 00:03:21.940]  他是一個普達人
[00:03:21.940 --> 00:03:25.940]  他和他同在
[00:03:25.940 --> 00:03:30.940]  又見耶和華在他手裡所辦的事都順利
[00:03:30.940 --> 00:03:33.940]  約瑟就在主人眼前蒙恩
[00:03:33.940 --> 00:03:35.940]  事後他主人
[00:03:35.940 --> 00:03:37.940]  主人派他管理家務
[00:03:37.940 --> 00:03:41.940]  把一切所有的都交在他手裡
[00:03:41.940 --> 00:03:47.940]  自從主人派約瑟管理家務和他一切所有的
[00:03:47.940 --> 00:03:52.940]  耶和華就因約瑟的緣故賜福給那埃及人的家
[00:03:52.940 --> 00:03:58.940]  凡家裡和田間一切所有的都蒙耶和華賜福
[00:03:58.940 --> 00:04:03.940]  若提佛把他一切所有的都交在約瑟手中
[00:04:03.940 --> 00:04:06.940]  除了自己所吃的食物
[00:04:06.940 --> 00:04:09.940]  其他的事一概不知
[00:04:09.940 --> 00:04:11.940]  約瑟應盡見味
[00:04:11.940 --> 00:04:13.940]  謝謝大影姐妹
[00:04:13.940 --> 00:04:17.940]  我們的分題第一部分是面對試探
[00:04:17.940 --> 00:04:18.940]  得罪神
[00:04:18.940 --> 00:04:19.940]  這裡有個問號
[00:04:19.940 --> 00:04:21.940]  所以是問一問自己
[00:04:21.940 --> 00:04:25.940]  你面對試探的時候會不會得罪神呢?
[00:04:25.940 --> 00:04:27.940]  約瑟被他哥哥出賣之後
[00:04:27.940 --> 00:04:30.940]  他被帶到埃及成為奴隸
[00:04:30.940 --> 00:04:32.940]  當時約瑟是十七歲
[00:04:32.940 --> 00:04:38.940]  他在法老的宮中護衛長波提佛的家裡管理家務
[00:04:38.940 --> 00:04:40.940]  經文第39章2節提到
[00:04:40.940 --> 00:04:42.940]  耶和華與約瑟同在
[00:04:42.940 --> 00:04:44.940]  他就事事順利
[00:04:44.940 --> 00:04:47.940]  波提佛見到耶和華和約瑟同在
[00:04:47.940 --> 00:04:50.940]  就把家裡一切的事都交約瑟管理
[00:04:50.940 --> 00:04:52.940]  第6節更加強調
[00:04:52.940 --> 00:04:56.940]  波提佛除了自己所吃所喝之外
[00:04:56.940 --> 00:04:59.940]  其他家裡的事一概都不知道
[00:04:59.940 --> 00:05:02.940]  約瑟很忠心地管理波提佛的家
[00:05:02.940 --> 00:05:05.940]  就連拜假神的波提佛
[00:05:05.940 --> 00:05:08.940]  都見到耶和華和約瑟同在
[00:05:08.940 --> 00:05:11.940]  他知道約瑟所信的神是誰
[00:05:11.940 --> 00:05:14.940]  約瑟在父家裡做事忠心
[00:05:14.940 --> 00:05:17.940]  做奴僕的時候都忠心
[00:05:17.940 --> 00:05:21.940]  凡事經過他的手都盡力去做
[00:05:21.940 --> 00:05:22.940]  以至沒多久
[00:05:22.940 --> 00:05:25.940]  波提佛的家有新的景象
[00:05:25.940 --> 00:05:30.940]  每一件事經過約瑟的手都不一樣
