
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹,主內平安
[00:00:04.000 --> 00:00:08.000]  今早想給大家看看一些東西
[00:00:08.000 --> 00:00:14.000]  如果你收到電話
[00:00:14.000 --> 00:00:16.000]  對方告訴你
[00:00:16.000 --> 00:00:19.000]  如果你選A就有一萬元
[00:00:19.000 --> 00:00:22.000]  選B就有二萬元
[00:00:22.000 --> 00:00:24.000]  選C就有三萬元
[00:00:24.000 --> 00:00:26.000]  你會怎樣選?
[00:00:26.000 --> 00:00:30.000]  你會選A、選B還是選C?
[00:00:30.000 --> 00:00:33.000]  或者有些弟兄姊妹已經說
[00:00:33.000 --> 00:00:35.000]  阿黃你有沒有搞錯?
[00:00:35.000 --> 00:00:37.000]  擺明是電話騙案
[00:00:37.000 --> 00:00:39.000]  當然是立即去報警
[00:00:39.000 --> 00:00:42.000]  在1906年
[00:00:42.000 --> 00:00:44.000]  一艘前往新加坡的渡輪上
[00:00:44.000 --> 00:00:48.000]  孫中山先生在甲板上漫步
[00:00:48.000 --> 00:00:50.000]  他當時是朝廷音犯
[00:00:50.000 --> 00:00:53.000]  突然有一個人急急忙忙
[00:00:53.000 --> 00:00:56.000]  一個中國男子走到他面前
[00:00:56.000 --> 00:00:58.000]  跟孫中山說
[00:00:58.000 --> 00:01:00.000]  我很支持你的革命事業
[00:01:00.000 --> 00:01:03.000]  你抄下我在法國的地址
[00:01:03.000 --> 00:01:05.000]  革命需要錢的時候
[00:01:05.000 --> 00:01:07.000]  你打電報給我
[00:01:07.000 --> 00:01:10.000]  這裡我想沒有什麼年輕人
[00:01:10.000 --> 00:01:11.000]  不知道電報是什麼
[00:01:11.000 --> 00:01:12.000]  長者就知道了
[00:01:12.000 --> 00:01:14.000]  打電報給我
[00:01:14.000 --> 00:01:19.000]  他說你選A就可以得到一萬法郎
[00:01:19.000 --> 00:01:22.000]  選B就可得二萬法郎
[00:01:22.000 --> 00:01:25.000]  選C就得三萬法郎
[00:01:25.000 --> 00:01:28.000]  他說這個是你和我的暗號
[00:01:28.000 --> 00:01:30.000]  當時孫中山抄下他的地址就算了
[00:01:30.000 --> 00:01:32.000]  沒有放在心裡
[00:01:32.000 --> 00:01:36.000]  之後孫中山在東京預備發動革命的時候
[00:01:36.000 --> 00:01:38.000]  沒有錢
[00:01:38.000 --> 00:01:40.000]  於是他想起這件事
[00:01:40.000 --> 00:01:42.000]  他問這個革命元老胡漢文
[00:01:42.000 --> 00:01:45.000]  他說有件這樣的事
[00:01:45.000 --> 00:01:46.000]  胡漢文說
[00:01:46.000 --> 00:01:47.000]  這些是無本生意
[00:01:47.000 --> 00:01:49.000]  試一下有什麼所謂
[00:01:49.000 --> 00:01:52.000]  他根據地址打電報
[00:01:52.000 --> 00:01:54.000]  打個A字上去
[00:01:54.000 --> 00:01:57.000]  果然有一萬法郎回到東京
[00:01:57.000 --> 00:02:00.000]  接著再打B和C
[00:02:00.000 --> 00:02:04.000]  又有二萬和三萬法郎回到
[00:02:04.000 --> 00:02:07.000]  這個人是誰呢
[00:02:07.000 --> 00:02:10.000]  這個人就是愛國商人張靖剛
[00:02:10.000 --> 00:02:11.000]  他一生所賺的錢
