
[00:00:00.000 --> 00:00:02.800]  今天我們講的題目是
[00:00:02.800 --> 00:00:04.400]  那份要溫暖調轉
[00:00:04.400 --> 00:00:05.600]  是權力
[00:00:05.600 --> 00:00:10.000]  是一個聽起來好像硬邦邦又黑暗的字
[00:00:10.000 --> 00:00:12.400]  不知道大家當我講起這個字的時候
[00:00:12.400 --> 00:00:13.800]  會想起什麼
[00:00:13.800 --> 00:00:14.800]  權力
[00:00:14.800 --> 00:00:18.400]  不知道大家有沒有看過這齣劇
[00:00:18.400 --> 00:00:20.000]  有人看過嗎
[00:00:20.000 --> 00:00:21.600]  Game of Thrones
[00:00:21.600 --> 00:00:22.800]  已經十年前了
[00:00:22.800 --> 00:00:23.600]  第一集
[00:00:23.600 --> 00:00:25.000]  不是 第一季
[00:00:25.000 --> 00:00:26.000]  這套劇很厲害
[00:00:26.000 --> 00:00:29.000]  它的IMDb有9.2分
[00:00:29.000 --> 00:00:33.800]  它的世界觀大概是在一個皇權真空的情況下
[00:00:33.800 --> 00:00:35.600]  不同的利益群體崛起
[00:00:35.600 --> 00:00:40.800]  他們要靠著不同的權術登上統一天下的王座
[00:00:40.800 --> 00:00:43.200]  而這套劇最吸引人的地方
[00:00:43.200 --> 00:00:46.400]  我相信除了是那些猜不到的劇情
[00:00:46.400 --> 00:00:48.600]  更加是將人腐化
[00:00:48.600 --> 00:00:50.600]  即使人腐化的那種權力
[00:00:50.600 --> 00:00:53.000]  描繪得十分真實
[00:00:53.000 --> 00:00:55.600]  不同角色為了得到權力
[00:00:55.600 --> 00:00:57.600]  真是無所不用其極
[00:00:57.600 --> 00:00:59.400]  你想到的 你想不到的
[00:00:59.400 --> 00:01:01.000]  什麼都做得到
[00:01:01.000 --> 00:01:03.800]  勒索 殺人 背叛盟友
[00:01:03.800 --> 00:01:06.000]  甚至殺害自己家人
[00:01:06.000 --> 00:01:08.400]  一切邪惡事都做盡
[00:01:08.400 --> 00:01:12.200]  為的 就要得到權力
[00:01:12.200 --> 00:01:14.000]  其實聖經裏面都有權力的遊戲
[00:01:14.000 --> 00:01:17.400]  不知道大家是否意識到
[00:01:17.400 --> 00:01:19.600]  素羅很妒忌大衛
[00:01:19.600 --> 00:01:21.400]  出兵追殺他
[00:01:21.400 --> 00:01:23.000]  而到大衛登基的時候
[00:01:23.000 --> 00:01:24.800]  為了遮掩自己的罪惡
[00:01:24.800 --> 00:01:28.200]  他用權勢去謀害烏尼亞
[00:01:28.200 --> 00:01:31.000]  去應付心中的不安感
[00:01:31.000 --> 00:01:32.800]  似乎位置越高的人
[00:01:32.800 --> 00:01:36.400]  他們在權力裏面的試探就更加大
[00:01:36.400 --> 00:01:39.000]  連屬神的人都逃不掉
[00:01:39.000 --> 00:01:41.200]  權力如果是一場遊戲
[00:01:41.200 --> 00:01:43.200]  你敢不敢玩
[00:01:43.200 --> 00:01:46.600]  我們玩得起嗎
[00:01:46.600 --> 00:01:48.400]  面對權力的誘惑
[00:01:48.400 --> 00:01:50.600]  基督基督也有類似的經驗
[00:01:50.600 --> 00:01:52.600]  讓我們讀讀今天的經文
[00:01:52.600 --> 00:01:54.600]  一起讀吧
[00:01:55.000 --> 00:01:58.800]  當時耶穌被聖靈引渡曠野
[00:01:58.800 --> 00:02:01.000]  受魔鬼試探
[00:02:01.000 --> 00:02:03.400]  他禁食四十週夜
[00:02:03.400 --> 00:02:05.400]  後來就餓了
[00:02:05.400 --> 00:02:08.600]  那試探者向前對他說
[00:02:08.600 --> 00:02:11.000]  你若是神的兒子
[00:02:11.000 --> 00:02:14.000]  叫這石頭變成聖物
[00:02:14.000 --> 00:02:16.000]  耶穌對他說
[00:02:16.000 --> 00:02:17.400]  天上的地上
[00:02:17.400 --> 00:02:18.600]  神的牆
[00:02:18.600 --> 00:02:20.400]  不是單靠食物
[00:02:20.400 --> 00:02:24.200]  乃是靠神口裡所說的一切話
[00:02:24.200 --> 00:02:27.200]  魔鬼就帶他進了聖城
[00:02:27.200 --> 00:02:30.000]  叫他站在聖殿上
[00:02:30.000 --> 00:02:31.200]  對他說
[00:02:31.200 --> 00:02:33.400]  你若是神的兒子
[00:02:33.400 --> 00:02:35.400]  就跳下去
[00:02:35.400 --> 00:02:36.800]  經常記著
[00:02:36.800 --> 00:02:40.000]  主要為你的使者
[00:02:40.000 --> 00:02:42.000]  用手托住
[00:02:42.000 --> 00:02:45.200]  見得你的腳空在石頭上
[00:02:45.200 --> 00:02:47.200]  耶穌對他說
[00:02:47.200 --> 00:02:49.000]  經常有記著
[00:02:49.000 --> 00:02:50.600]  不可試探主
[00:02:50.600 --> 00:02:54.200]  你的上帝
[00:02:54.200 --> 00:02:55.600]  很高的山
[00:02:55.600 --> 00:02:57.600]  將世上的萬國
[00:02:57.600 --> 00:02:59.200]  和萬國的榮華
[00:02:59.200 --> 00:03:01.000]  都賜給他
[00:03:01.000 --> 00:03:02.200]  對他說
[00:03:02.200 --> 00:03:04.200]  你若苦復敗我
[00:03:04.200 --> 00:03:07.200]  我就把這一切賜給你
[00:03:07.200 --> 00:03:08.200]  耶穌說
[00:03:08.200 --> 00:03:09.800]  撒旦退去
[00:03:09.800 --> 00:03:11.800]  因為經常記著
[00:03:11.800 --> 00:03:13.800]  不怪主你的神
[00:03:13.800 --> 00:03:15.600]  唯獨侍奉他
[00:03:15.600 --> 00:03:18.600]  於是魔鬼離開了耶穌
[00:03:18.600 --> 00:03:21.600]  撒旦有意試探使徒
[00:03:21.600 --> 00:03:23.600]  一起祈禱
[00:03:23.600 --> 00:03:30.600]  主耶穌你是那位特性的君王
[00:03:30.600 --> 00:03:34.400]  亦是那位經過試探的上帝
[00:03:34.400 --> 00:03:35.600]  祂幫助我們
[00:03:35.600 --> 00:03:38.400]  待會我們去研讀經文
[00:03:38.400 --> 00:03:41.200]  繼續去宣講的時候
[00:03:41.200 --> 00:03:44.600]  你的同在會親自跟我們這班人
[00:03:44.600 --> 00:03:47.200]  一起跟我們說話
[00:03:47.200 --> 00:03:49.200]  幫助我們去開我們的耳朵
[00:03:49.200 --> 00:03:50.800]  開我們的眼睛
[00:03:50.800 --> 00:03:53.000]  去將你所給我們的訊息
[00:03:53.000 --> 00:03:55.200]  我們放在心中
[00:03:55.200 --> 00:03:56.600]  今次你聽到的
[00:03:56.600 --> 00:03:57.600]  奉主名求
[00:03:57.600 --> 00:03:58.600]  阿門
[00:03:58.600 --> 00:04:01.200]  對了
[00:04:01.200 --> 00:04:02.400]  今天的經文
[00:04:02.400 --> 00:04:03.600]  可能大家都很熟悉
[00:04:03.600 --> 00:04:05.800]  就是耶穌受試探
[00:04:05.800 --> 00:04:07.800]  三次受試探的經文
[00:04:07.800 --> 00:04:10.000]  可能大家都很熟悉
[00:04:10.000 --> 00:04:12.000]  根據福音書
[00:04:12.000 --> 00:04:14.800]  其實受試探在
[00:04:14.800 --> 00:04:16.800]  符類福音已經記載
[00:04:16.800 --> 00:04:18.800]  馬太、馬可和路加
[00:04:18.800 --> 00:04:20.800]  都有記載
[00:04:20.800 --> 00:04:23.800]  試探的情景是什麼呢
[00:04:23.800 --> 00:04:26.200]  就是當耶穌在約旦河
[00:04:26.200 --> 00:04:28.200]  受了約翰的洗禮之後
[00:04:28.200 --> 00:04:30.800]  顯明了祂神兒子身份之後
[00:04:30.800 --> 00:04:34.200]  神正靈帶著耶穌進入
[00:04:34.200 --> 00:04:37.800]  去曠野地接受魔鬼的試探
[00:04:37.800 --> 00:04:39.800]  然後經過試探之後
[00:04:39.800 --> 00:04:43.400]  耶穌才真正開始傳道和呼召門徒
[00:04:43.400 --> 00:04:44.800]  可能你會問
[00:04:44.800 --> 00:04:47.200]  為什麼神的兒子需要受試探呢
[00:04:47.200 --> 00:04:49.200]  或者受試煉呢
[00:04:49.200 --> 00:04:51.800]  聖經也有一點解釋
[00:04:51.800 --> 00:04:54.200]  希伯來書也有說
[00:04:54.200 --> 00:04:57.400]  因為我們大祭司非不能體恤我們的軟弱
[00:04:57.400 --> 00:04:59.800]  他在各方面受過試探與我們一樣
[00:04:59.800 --> 00:05:01.800]  只是他沒有犯罪
[00:05:01.800 --> 00:05:03.800]  所以這裡沒有解釋
[00:05:03.800 --> 00:05:05.600]  為什麼一定要受試探
[00:05:05.600 --> 00:05:08.600]  但是這裡很強調的一個位置
[00:05:08.600 --> 00:05:11.000]  其實耶穌受試探
[00:05:11.000 --> 00:05:16.200]  代表了祂取了肉身來到這個世界
[00:05:16.200 --> 00:05:19.400]  不單止 祂也取了人性
[00:05:19.400 --> 00:05:22.600]  所以當祂經過這一連串試探
[00:05:22.600 --> 00:05:25.200]  耶穌是切切實實地去掙扎過
[00:05:25.200 --> 00:05:28.600]  也可以很體恤我們人性的軟弱
[00:05:28.600 --> 00:05:30.400]  但是祂的不同是
[00:05:30.400 --> 00:05:33.400]  祂在試探中沒有跌倒
[00:05:33.400 --> 00:05:39.000]  當我們去看經文
[00:05:39.000 --> 00:05:43.000]  我們可以看回耶穌當時是在什麼處境下
[00:05:43.000 --> 00:05:46.600]  他當時 根據馬達福音所說
[00:05:46.600 --> 00:05:47.800]  他來到曠野
[00:05:47.800 --> 00:05:49.600]  他禁食了四十餐
[00:05:49.600 --> 00:05:51.000]  然後就餓了
[00:05:51.000 --> 00:05:55.800]  可以想像在一個百里無人的荒漠當中
[00:05:55.800 --> 00:05:58.200]  耶穌四十天都沒有吃過東西
[00:05:58.200 --> 00:06:01.600]  他的飢餓感是有多大
[00:06:01.600 --> 00:06:03.600]  很餓很餓
[00:06:03.600 --> 00:06:05.400]  他不單止餓
[00:06:05.400 --> 00:06:08.000]  甚至我猜也會很累
[00:06:08.000 --> 00:06:10.200]  還有很孤單
[00:06:10.200 --> 00:06:13.600]  因為他是一個人去面對這一切
[00:06:13.600 --> 00:06:16.200]  然後魔鬼的悄悄話就來了
[00:06:16.200 --> 00:06:20.200]  他說 將石頭變成食物吧
[00:06:20.200 --> 00:06:24.800]  我猜他也是看準了耶穌這個狀態去說出這件事
[00:06:24.800 --> 00:06:26.800]  這些狀態剛剛說的
[00:06:26.800 --> 00:06:28.600]  又孤單又累又肚餓
[00:06:28.600 --> 00:06:30.600]  豈不是我們最容易跌倒
[00:06:30.600 --> 00:06:34.400]  最容易發脾氣的狀態嗎
[00:06:34.400 --> 00:06:36.200]  石頭變成食物
[00:06:36.200 --> 00:06:40.600]  這個動作聽起來好像無傷大雅
[00:06:40.600 --> 00:06:42.800]  即是肚餓當然要吃東西
[00:06:42.800 --> 00:06:44.800]  難道餓到自己嗎
[00:06:44.800 --> 00:06:46.600]  滿足人的基本需要
[00:06:46.600 --> 00:06:48.600]  是人的基本責任 是不是
[00:06:48.600 --> 00:06:50.600]  但等於姐妹
[00:06:50.600 --> 00:06:53.600]  魔鬼永遠都在細節那裡
[00:06:53.600 --> 00:06:57.000]  他實際是在煽動耶穌運用他身份裏的超能力
[00:06:57.000 --> 00:07:01.000]  去滿足他自己的需求
[00:07:01.000 --> 00:07:05.200]  所以耶穌用生命記第八章三節說
[00:07:05.200 --> 00:07:07.200]  人活著不是單靠食物
[00:07:07.200 --> 00:07:10.200]  乃是靠上帝口裡的一切話
[00:07:10.200 --> 00:07:13.800]  這一句聽起來好像平平無奇
[00:07:13.800 --> 00:07:16.200]  其實這句話除了對魔鬼說
[00:07:16.200 --> 00:07:21.200]  也是對當時的讀者和今天的讀者去說
[00:07:21.200 --> 00:07:23.200]  也會帶來一些迴響
[00:07:23.200 --> 00:07:28.800]  因為耶穌引用的經文背景是天降馬那的歷史故事
[00:07:28.800 --> 00:07:33.200]  也是一個以色列人很核心的記憶
[00:07:33.200 --> 00:07:39.200]  昔日數以百萬計的以色列人出埃及
[00:07:39.200 --> 00:07:42.200]  走足四十年的時間
[00:07:42.200 --> 00:07:47.200]  慢慢學習如何跟神進行神和人之間的約定
[00:07:47.200 --> 00:07:50.200]  學習聽話的依靠神
[00:07:50.200 --> 00:07:56.200]  學會認識上帝是一個賜糧賜生命的耶和華
[00:07:56.200 --> 00:08:00.800]  我們生命的存有完全是因為他口中的應許
[00:08:00.800 --> 00:08:03.200]  用了四十年時間去學這個功課
[00:08:03.200 --> 00:08:06.200]  去學一切的供應
[00:08:06.200 --> 00:08:07.000]  一切的食物
[00:08:07.000 --> 00:08:12.200]  生命的存留都是源自於耶和華
[00:08:12.200 --> 00:08:16.200]  如今魔鬼出主意
[00:08:16.200 --> 00:08:19.200]  要耶穌行使自己的權力
[00:08:19.200 --> 00:08:21.000]  變食物出來
[00:08:21.000 --> 00:08:26.200]  真正的目的是要慫恿耶穌去潛越天賦的位置
[00:08:26.200 --> 00:08:29.200]  自己成為供應者的位置
[00:08:29.200 --> 00:08:36.600]  變相是放棄去應訊天賦才是唯一的供應者
[00:08:36.600 --> 00:08:39.600]  不知道當我們有些需要
[00:08:39.600 --> 00:08:42.600]  或者慾望需要被滿足的時候
[00:08:42.600 --> 00:08:44.200]  不論是身體
[00:08:44.200 --> 00:08:45.600]  是心靈
[00:08:45.600 --> 00:08:47.000]  社交的
[00:08:47.000 --> 00:08:51.400]  我們這些慾望有沒有交給神去管理呢
[00:08:51.400 --> 00:08:54.400]  還是被環境
[00:08:54.400 --> 00:08:58.400]  或者被需要本身
[00:08:58.400 --> 00:09:00.400]  被這個東西主導
[00:09:00.400 --> 00:09:05.400]  按自己的喜惡和權力去作選擇
[00:09:05.400 --> 00:09:08.400]  其實我們要很小心這些時刻
[00:09:08.400 --> 00:09:12.400]  或許魔鬼正正是想你做的
[00:09:12.400 --> 00:09:16.400]  就是任意地被情慾去掌控
[00:09:16.400 --> 00:09:19.400]  逐步的原理神
[00:09:19.400 --> 00:09:23.400]  有時我都會想為什麼我們現在吃飯還要祈禱
[00:09:23.400 --> 00:09:26.400]  其實我覺得這是一個很好的練習
[00:09:26.400 --> 00:09:31.400]  去認定我們的生命不是一切都是理所當然
[00:09:31.400 --> 00:09:33.400]  Don't take it for granted
[00:09:33.400 --> 00:09:35.400]  我們性命的存留
[00:09:35.400 --> 00:09:38.400]  一切的權利要交給我們的上帝
[00:09:38.400 --> 00:09:42.400]  很簡單去講一講第一個試探
[00:09:42.400 --> 00:09:44.400]  很快去講第二個試探
[00:09:44.400 --> 00:09:47.400]  第二個試探魔鬼帶耶穌去到聖殿頂
[00:09:47.400 --> 00:09:49.400]  要祂跳下去
