
[00:00:00.000 --> 00:00:04.280]  多謝敬拜隊 很感動的一首詩歌
[00:00:04.280 --> 00:00:08.200]  今天講完是我認識了超過20年
[00:00:08.200 --> 00:00:10.000]  在神學院認識他
[00:00:10.000 --> 00:00:13.440]  我相信大部分都認識劉英峰牧師
[00:00:13.440 --> 00:00:15.680]  不過有小部分新朋友未必認識
[00:00:15.680 --> 00:00:17.040]  我都介紹一下他
[00:00:17.040 --> 00:00:19.120]  他在2006年在恩福實習
[00:00:19.120 --> 00:00:22.560]  2009年加入了中堂團隊
[00:00:22.560 --> 00:00:26.560]  2011年他去了加州的矽谷主恩基督教會
[00:00:26.560 --> 00:00:28.320]  任粵語堂牧師
[00:00:28.320 --> 00:00:30.800]  我們都給點掌聲
[00:00:30.800 --> 00:00:32.600]  歡迎他今天回來
[00:00:32.600 --> 00:00:35.600]  帶著愛我們的心來講這篇訊息
[00:00:35.600 --> 00:00:40.280]  弟兄姊妹平安
[00:00:40.280 --> 00:00:45.960]  什麼
[00:00:45.960 --> 00:00:49.640]  已經有人問我有沒有洗手液紙巾
[00:00:49.640 --> 00:00:50.920]  我當然有
[00:00:50.920 --> 00:00:54.040]  弟兄姊妹平安
[00:00:54.040 --> 00:00:57.160]  代表主恩基督教會向大家去問候
[00:00:57.160 --> 00:01:01.960]  上次到現在兩年幾個月了
[00:01:01.960 --> 00:01:04.160]  2023年暑假回來
[00:01:04.160 --> 00:01:07.520]  再一次很感謝主讓我有機會
[00:01:07.520 --> 00:01:13.080]  多謝黃牧師還是關牧師我忘記了
[00:01:13.080 --> 00:01:15.640]  黃牧師
[00:01:15.640 --> 00:01:17.840]  Eric牧師給我這個機會
[00:01:17.840 --> 00:01:20.200]  可以在這裡和大家有分享的時間
[00:01:20.200 --> 00:01:21.200]  我和師母
[00:01:21.200 --> 00:01:26.720]  我太太Pam星期二晚上到港
[00:01:26.720 --> 00:01:29.120]  原本懷著很開心的心情下機
[00:01:29.120 --> 00:01:40.040]  我想大家都猜不到
[00:01:40.040 --> 00:01:48.200]  我剛才看手機
[00:01:48.200 --> 00:01:51.840]  我以為那幾棟樓是新建的
[00:01:51.840 --> 00:01:52.560]  我不認識
[00:01:52.560 --> 00:01:54.600]  不好意思我不是住大埔
[00:01:54.600 --> 00:01:57.040]  我以為那幾棟樓是新建的
[00:01:57.040 --> 00:02:00.000]  那就燒一下棚架
[00:02:00.000 --> 00:02:01.120]  沒什麼吧
[00:02:01.120 --> 00:02:03.520]  但很快就知道原來不是
[00:02:03.520 --> 00:02:05.640]  很心痛
[00:02:05.640 --> 00:02:09.680]  我們每個人都很心痛
[00:02:09.680 --> 00:02:11.680]  我在想我這個星期一要趕到
[00:02:11.680 --> 00:02:15.040]  我不知道趕不趕得到
[00:02:15.040 --> 00:02:17.200]  我不是要較膳食
[00:02:17.200 --> 00:02:26.120]  不過眼淚是上帝給我們一個好的治療
[00:02:26.120 --> 00:02:28.360]  不要看太多
[00:02:28.360 --> 00:02:30.160]  不要看太多
[00:02:30.160 --> 00:02:33.040]  看太多自己跌下去都很慘
[00:02:33.040 --> 00:02:34.840]  我們不斷為他們祈禱
[00:02:34.840 --> 00:02:36.920]  為所有災民
[00:02:36.920 --> 00:02:38.800]  醫護
[00:02:38.800 --> 00:02:40.920]  甚至為自己
[00:02:40.920 --> 00:02:45.200]  為身邊的人去禱告
[00:02:45.200 --> 00:02:48.480]  我有想過要不要改講章
[00:02:48.480 --> 00:02:50.960]  但很抱歉小弟不才
[00:02:50.960 --> 00:02:54.560]  幾天的時間搞不定
[00:02:54.560 --> 00:02:56.920]  不過可能上帝都有他的心意
[00:02:56.920 --> 00:02:59.440]  就好像剛才Elise
[00:02:59.440 --> 00:03:01.240]  牧師是不是現在都是
[00:03:01.240 --> 00:03:02.800]  按了沒有
[00:03:02.800 --> 00:03:03.560]  不好意思
[00:03:03.560 --> 00:03:06.720]  我的搞不定
[00:03:06.720 --> 00:03:09.000]  總之我叫她Elise
[00:03:09.000 --> 00:03:12.480]  就好像她所說
[00:03:12.480 --> 00:03:14.920]  每個關係都很重要
[00:03:14.920 --> 00:03:16.480]  每個關係都很重要
[00:03:16.480 --> 00:03:19.800]  我很感恩一走進來這個教堂裏面
[00:03:19.800 --> 00:03:21.840]  很多很熟悉的面孔
[00:03:21.840 --> 00:03:25.000]  今天二創做私事招待
[00:03:25.000 --> 00:03:27.760]  在我實習的時候我去過二創
[00:03:27.760 --> 00:03:30.240]  見一些認識了十幾年
[00:03:30.240 --> 00:03:32.600]  很好的弟兄姊妹
[00:03:32.600 --> 00:03:33.720]  那份情仍然在那裏
[00:03:33.720 --> 00:03:36.000]  那份關係仍然在那裏
[00:03:36.000 --> 00:03:37.520]  雖然大家相隔
[00:03:37.520 --> 00:03:39.320]  我不知道幾千萬公里
[00:03:39.320 --> 00:03:40.760]  但我們的情仍然在那裏
[00:03:40.760 --> 00:03:42.920]  因為我們有同一位神
[00:03:42.920 --> 00:03:44.840]  同一位主
[00:03:44.840 --> 00:03:48.000]  願望一息間所說的
[00:03:48.000 --> 00:03:53.800]  我們都能夠被上帝的話語去提醒
[00:03:53.800 --> 00:03:54.800]  都說一點點
[00:03:54.800 --> 00:03:57.800]  因為很多人問你家人怎樣
[00:03:57.800 --> 00:04:00.680]  你兒子怎樣
[00:04:00.680 --> 00:04:01.840]  長大了很多
[00:04:01.840 --> 00:04:03.120]  我想恩福家很多弟兄姊妹
[00:04:03.120 --> 00:04:04.440]  看著他們長大的
[00:04:04.440 --> 00:04:05.400]  康體士工
[00:04:05.400 --> 00:04:06.800]  或者國園團契
[00:04:06.800 --> 00:04:08.000]  戶外團契
[00:04:08.000 --> 00:04:10.080]  我們還記得那時候老三
[00:04:10.080 --> 00:04:11.120]  出生沒多久
[00:04:11.120 --> 00:04:13.000]  我老婆很記得的
[00:04:13.000 --> 00:04:14.280]  在戶外團契裏面
[00:04:14.280 --> 00:04:16.280]  老三就是每個人抱著他
[00:04:16.280 --> 00:04:19.240]  好像傳奉獻代那樣傳
[00:04:19.240 --> 00:04:21.280]  現在他都已經十七歲多
[00:04:21.280 --> 00:04:22.480]  Senior
[00:04:22.480 --> 00:04:24.800]  很感恩
[00:04:24.800 --> 00:04:28.720]  三個兒子在美國的適應
[00:04:28.720 --> 00:04:29.360]  有高低
[00:04:29.360 --> 00:04:30.680]  但都感恩的是
[00:04:30.680 --> 00:04:33.200]  三個兒子都仍然在上帝裏面
[00:04:33.200 --> 00:04:34.240]  三個兒子分別在
[00:04:34.240 --> 00:04:37.840]  23年 24年 25年的復活節
[00:04:37.840 --> 00:04:41.280]  在三間不同的教會裏面去受浸
[00:04:41.280 --> 00:04:43.600]  不是我刻意安排
[00:04:43.600 --> 00:04:45.800]  而是他們有上帝的帶領
[00:04:45.800 --> 00:04:46.680]  有不同的
[00:04:46.680 --> 00:04:47.560]  我們也不覺得
[00:04:47.560 --> 00:04:49.640]  兒子一定要回自己的教會
[00:04:49.640 --> 00:04:51.680]  我自己的教會比較少
[00:04:51.680 --> 00:04:53.920]  年輕一些的人
[00:04:53.920 --> 00:04:56.240]  所以他們有合適的群體
[00:04:56.240 --> 00:04:56.720]  都很好
[00:04:56.720 --> 00:04:58.360]  最小的那個就感恩
[00:04:58.360 --> 00:05:01.520]  他能夠和我們教會的同輩
[00:05:01.520 --> 00:05:02.720]  可以交流得到
[00:05:02.720 --> 00:05:05.320]  所以最小的那個
[00:05:05.320 --> 00:05:07.160]  我有份幫他洗
[00:05:07.160 --> 00:05:08.160]  我和另一個
[00:05:08.160 --> 00:05:10.080]  頭兩個都沒辦法
[00:05:10.080 --> 00:05:11.520]  在別人那裏
[00:05:12.080 --> 00:05:13.080]  無論如何
[00:05:13.080 --> 00:05:14.400]  你看到多了一個女孩
[00:05:14.400 --> 00:05:15.280]  不是我們生的
[00:05:15.280 --> 00:05:15.920]  很明顯
[00:05:15.920 --> 00:05:19.040]  路易的女朋友
[00:05:19.040 --> 00:05:20.000]  我也很感恩
[00:05:20.000 --> 00:05:20.760]  我問了她們
[00:05:20.760 --> 00:05:22.320]  我跟她們說了
[00:05:22.320 --> 00:05:23.520]  你介不介意
[00:05:23.520 --> 00:05:24.920]  可能有千幾二千人
[00:05:24.920 --> 00:05:26.160]  看到你的樣子
[00:05:26.160 --> 00:05:26.720]  她說OK
[00:05:26.720 --> 00:05:27.120]  Uncle
[00:05:27.120 --> 00:05:27.600]  不要緊
[00:05:27.600 --> 00:05:29.440]  多喜歡
[00:05:29.440 --> 00:05:31.600]  這次回來主要是因為
[00:05:31.600 --> 00:05:34.000]  我有一個堂弟結婚
[00:05:34.000 --> 00:05:36.200]  在我們劉家裏面
[00:05:36.200 --> 00:05:40.160]  可能他這一代人是最後一個
[00:05:40.160 --> 00:05:41.600]  我們稱為
[00:05:41.600 --> 00:05:43.720]  下一代可能就是我的兒子結婚
[00:05:43.720 --> 00:05:44.640]  不知道什麼時候
[00:05:44.640 --> 00:05:47.560]  所以都很難得
[00:05:47.560 --> 00:05:49.560]  都想回來參加一個
[00:05:49.560 --> 00:05:50.840]  家族性的聚會
[00:05:50.840 --> 00:05:52.680]  昨天都見到很多親戚
[00:05:52.680 --> 00:05:53.720]  昨天下午
[00:05:53.720 --> 00:05:54.640]  我不知道你知不知道
[00:05:54.640 --> 00:05:55.680]  現在香港人結婚
[00:05:55.680 --> 00:05:58.760]  大概要多少錢
[00:05:58.760 --> 00:05:59.960]  你真的不知道
[00:05:59.960 --> 00:06:00.960]  我之前都不知道
[00:06:00.960 --> 00:06:03.200]  不過上網
[00:06:03.200 --> 00:06:05.040]  嘩
[00:06:05.040 --> 00:06:07.920]  所以如果你有年輕的朋友
[00:06:07.920 --> 00:06:08.720]  認識的話
[00:06:08.720 --> 00:06:11.680]  當然幫幫忙
[00:06:11.680 --> 00:06:13.160]  當然封劍尤人
[00:06:13.160 --> 00:06:14.720]  我相信我昨天參加的那個
[00:06:14.720 --> 00:06:16.160]  不需要這麼貴
[00:06:16.160 --> 00:06:18.000]  我的堂弟都很
[00:06:18.000 --> 00:06:19.440]  還有他娶了一個
[00:06:19.440 --> 00:06:21.240]  應該很懂得
[00:06:21.240 --> 00:06:23.360]  兩夫妻都很懂得劍
[00:06:23.360 --> 00:06:24.280]  Anyway
[00:06:24.280 --> 00:06:26.600]  我不是說一定要這樣的價錢
[00:06:26.600 --> 00:06:28.560]  不過實際上又真的
[00:06:28.560 --> 00:06:29.920]  某程度上幾十萬
[00:06:29.920 --> 00:06:32.920]  好像走不掉
[00:06:32.920 --> 00:06:35.000]  但是這裡有很多人結婚
[00:06:35.000 --> 00:06:36.080]  但是大家都應該知道
[00:06:36.080 --> 00:06:38.280]  有很多人什麼
[00:06:38.280 --> 00:06:39.760]  走去離婚
[00:06:39.760 --> 00:06:42.000]  有不同的數字
[00:06:42.000 --> 00:06:45.280]  左邊是
[00:06:45.280 --> 00:06:46.840]  本港
[00:06:46.840 --> 00:06:48.440]  叫做粗結婚率
[00:06:48.440 --> 00:06:52.440]  每一千人的人口
[00:06:52.440 --> 00:06:54.920]  大概6.34對
[00:06:54.920 --> 00:06:56.800]  來結婚
[00:06:56.800 --> 00:06:58.720]  但是同一個研究裡面
[00:06:58.720 --> 00:07:00.520]  去展現就是
