
[00:00:00.000 --> 00:00:01.720]  親愛的弟兄姊妹
[00:00:01.720 --> 00:00:02.720]  主禮平安
[00:00:02.720 --> 00:00:08.360]  昨晚是中秋節正日
[00:00:08.360 --> 00:00:10.760]  我祝願弟兄姊妹朋友們
[00:00:10.760 --> 00:00:12.120]  主恩常伴
[00:00:12.120 --> 00:00:14.120]  人月兩團圓
[00:00:14.120 --> 00:00:15.880]  今晚是什麼日子?
[00:00:15.880 --> 00:00:17.320]  追月
[00:00:17.320 --> 00:00:19.480]  不知道你們會不會去賞月
[00:00:19.480 --> 00:00:25.040]  宋朝文學家蘇軾有一首名詩
[00:00:25.040 --> 00:00:26.920]  水調歌頭
[00:00:26.920 --> 00:00:29.080]  詩的首句是這樣說
[00:00:29.080 --> 00:00:31.640]  他說明月幾時有
[00:00:31.640 --> 00:00:34.160]  把酒問青天
[00:00:34.160 --> 00:00:36.840]  詩的尾句是什麼呢?
[00:00:36.840 --> 00:00:39.920]  但願人長久
[00:00:39.920 --> 00:00:42.200]  千里共閃倦
[00:00:42.200 --> 00:00:45.920]  你們原來也懂得唸詩
[00:00:45.920 --> 00:00:49.680]  每年中秋節我都會想起這首詩
[00:00:49.680 --> 00:00:52.160]  這首詩勾起小僕
[00:00:52.160 --> 00:00:56.160]  對於已經逝去親人的思念
[00:00:57.480 --> 00:01:02.480]  過去這首詩也被編曲的人
[00:01:02.480 --> 00:01:04.560]  放進歌曲裡去唱
[00:01:04.560 --> 00:01:06.560]  成為美麗的樂曲
[00:01:06.560 --> 00:01:08.560]  弟兄姊妹
[00:01:08.560 --> 00:01:10.080]  假如我問你
[00:01:10.080 --> 00:01:12.040]  明月幾時有
[00:01:12.040 --> 00:01:13.840]  你會怎樣回答呢?
[00:01:13.840 --> 00:01:18.160]  我看到有些弟兄姊妹心裡已經回答了
[00:01:18.160 --> 00:01:20.960]  有些小朋友這樣回答我
[00:01:20.960 --> 00:01:23.680]  他說手機裡就有
[00:01:23.680 --> 00:01:25.720]  他還給我手機
[00:01:25.720 --> 00:01:27.240]  你看你要笑也可以
[00:01:27.440 --> 00:01:28.320]  哭也可以
[00:01:28.320 --> 00:01:29.080]  生氣也可以
[00:01:29.080 --> 00:01:30.880]  我說很有創意
[00:01:30.880 --> 00:01:32.080]  小朋友的創意
[00:01:32.080 --> 00:01:34.920]  成年人一般都回答我
[00:01:34.920 --> 00:01:36.080]  初一十五
[00:01:36.080 --> 00:01:37.640]  他們很寫實的
[00:01:37.640 --> 00:01:39.080]  事實也是
[00:01:39.080 --> 00:01:40.760]  初一十五就有明月
[00:01:40.760 --> 00:01:42.960]  老友記
[00:01:42.960 --> 00:01:43.760]  就是長輩
[00:01:43.760 --> 00:01:44.760]  他怎樣回答我呢?
[00:01:44.760 --> 00:01:47.200]  他說一家團聚的時候
[00:01:47.200 --> 00:01:48.720]  就是明月時了
[00:01:48.720 --> 00:01:50.760]  我覺得很有深度
[00:01:50.760 --> 00:01:53.880]  每逢佳節倍思親
[00:01:53.880 --> 00:01:56.640]  尤其是現今的世代
