
[00:00:00.000 --> 00:00:02.800]  不知道大家有沒有玩過團契裡面
[00:00:02.800 --> 00:00:04.800]  如果明天你要死了
[00:00:04.800 --> 00:00:06.800]  那你會做些什麼呢
[00:00:06.800 --> 00:00:08.800]  有沒有人玩過這些遊戲
[00:00:08.800 --> 00:00:10.800]  沒有嗎
[00:00:10.800 --> 00:00:13.800]  這些是上一代的人玩的遊戲
[00:00:13.800 --> 00:00:15.800]  你們這個年代已經不玩了
[00:00:15.800 --> 00:00:19.800]  我們讀大學的時候常常玩這些遊戲
[00:00:19.800 --> 00:00:23.800]  這些遊戲其實好像比較老套
[00:00:23.800 --> 00:00:25.800]  不過背後是有自己的意義的
[00:00:25.800 --> 00:00:27.800]  其實是什麼意思呢
[00:00:27.800 --> 00:00:29.800]  就讓你突然間發覺
[00:00:29.800 --> 00:00:33.800]  原來你現在所做的事情都不重要
[00:00:33.800 --> 00:00:38.800]  那有些什麼你會做而你沒有做到呢
[00:00:38.800 --> 00:00:39.800]  因為你要死了
[00:00:39.800 --> 00:00:41.800]  其實到最後是什麼
[00:00:41.800 --> 00:00:43.800]  到最後就是你的價值觀
[00:00:43.800 --> 00:00:45.800]  和你的觀點與角度
[00:00:45.800 --> 00:00:49.800]  如果我們將這個遊戲改一點點
[00:00:49.800 --> 00:00:51.800]  不是你會做些什麼
[00:00:51.800 --> 00:00:53.800]  如果你要死
[00:00:53.800 --> 00:00:55.800]  你最後的說話
[00:00:55.800 --> 00:00:57.800]  你會說些什麼
[00:00:57.800 --> 00:01:02.800]  和你身邊最愛你的人
[00:01:02.800 --> 00:01:05.800]  其實目的是什麼呢
[00:01:05.800 --> 00:01:10.800]  是想帶出在我們生命裡面
[00:01:10.800 --> 00:01:13.800]  我們想留下些什麼
[00:01:13.800 --> 00:01:15.800]  或者在我們的人生裡面
[00:01:15.800 --> 00:01:18.800]  有沒有一些東西我們可以留下
[00:01:18.800 --> 00:01:20.800]  給我們身邊的人
[00:01:20.800 --> 00:01:22.800]  或者成為他們的鼓勵
[00:01:22.800 --> 00:01:24.800]  或者成為他們的教導
[00:01:24.800 --> 00:01:29.800]  阿古爾是一個年老的智者
[00:01:29.800 --> 00:01:32.800]  其實他將他人生的智慧
[00:01:32.800 --> 00:01:36.800]  用了兩條很重要的問題
[00:01:36.800 --> 00:01:41.800]  來向神發出兩個請求
[00:01:41.800 --> 00:01:43.800]  其實再讀下去
[00:01:43.800 --> 00:01:47.800]  那兩個請求對於臨死的人根本沒有關係
[00:01:47.800 --> 00:01:50.800]  其實臨死的人不會問神這些事情
[00:01:50.800 --> 00:01:51.800]  第二個重點就是
[00:01:51.800 --> 00:01:55.800]  其實這兩個請求也是他的祈禱
[00:01:55.800 --> 00:01:56.800]  有沒有想過
[00:01:56.800 --> 00:01:58.800]  如果臨死之前
[00:01:58.800 --> 00:02:01.800]  你要祈禱求神什麼
[00:02:01.800 --> 00:02:03.800]  視乎你怎樣死
[00:02:03.800 --> 00:02:04.800]  你很痛的時候
[00:02:04.800 --> 00:02:06.800]  不要這麼痛
[00:02:06.800 --> 00:02:08.800]  其實是怎樣呢
[00:02:08.800 --> 00:02:12.800]  其實是讓我們看到那個智慧
[00:02:12.800 --> 00:02:14.800]  所以今天想分三點
[00:02:14.800 --> 00:02:16.800]  和大家看三節的經文
[00:02:16.800 --> 00:02:18.800]  第一點就是
[00:02:18.800 --> 00:02:20.800]  阿古爾求真誠
[00:02:20.800 --> 00:02:22.800]  遠離虛假
[00:02:22.800 --> 00:02:23.800]  突然間發覺
[00:02:23.800 --> 00:02:26.800]  和我們現實生活很貼切
[00:02:26.800 --> 00:02:28.800]  多不多虛假
[00:02:28.800 --> 00:02:29.800]  多了
[00:02:29.800 --> 00:02:33.800]  所以不只是阿古爾需要智慧
[00:02:33.800 --> 00:02:34.800]  來遠離虛假
[00:02:34.800 --> 00:02:36.800]  我們每一個人都需要
[00:02:36.800 --> 00:02:40.800]  第二點就是求保護免受試探
[00:02:40.800 --> 00:02:42.800]  這個也很有意義
[00:02:42.800 --> 00:02:45.800]  如果我們一生求神保守我們
[00:02:45.800 --> 00:02:48.800]  第三點我覺得是最重要的
[00:02:48.800 --> 00:02:52.800]  就是他洞察了人性的智慧
[00:02:52.800 --> 00:02:54.800]  所以這個就是
[00:02:54.800 --> 00:02:56.800]  我覺得在阿古爾一生
[00:02:56.800 --> 00:02:58.800]  一個智者一生裡
[00:02:58.800 --> 00:03:02.800]  給我們讀者最寶貴的智慧
[00:03:02.800 --> 00:03:03.800]  第七節這裡說
[00:03:03.800 --> 00:03:06.800]  我有兩件事求你
[00:03:06.800 --> 00:03:08.800]  在我死去以前
[00:03:08.800 --> 00:03:10.800]  求你答應我
[00:03:10.800 --> 00:03:13.800]  所以是阿古爾晚年的時候
[00:03:13.800 --> 00:03:15.800]  求神來答應我
[00:03:15.800 --> 00:03:16.800]  不過這裡要文法說一點
[00:03:16.800 --> 00:03:21.800]  這個求是完成式
[00:03:21.800 --> 00:03:23.800]  所以不應該譯作求
[00:03:23.800 --> 00:03:26.800]  應該譯作求過你
[00:03:26.800 --> 00:03:28.800]  但求過你又不一定譯得對
[00:03:28.800 --> 00:03:30.800]  這裡是怎樣呢
[00:03:30.800 --> 00:03:33.800]  同一句話在詩篇27篇出現了
[00:03:33.800 --> 00:03:36.800]  有一件事我求過耶和華
[00:03:36.800 --> 00:03:38.800]  那是什麼意思呢
[00:03:38.800 --> 00:03:40.800]  那就是阿古爾不是第一次求神
[00:03:40.800 --> 00:03:41.800]  這兩件事
[00:03:41.800 --> 00:03:44.800]  其實他一直都在求
[00:03:44.800 --> 00:03:45.800]  在他人生裡
[00:03:45.800 --> 00:03:48.800]  到死的時候已經不應用
[00:03:48.800 --> 00:03:50.800]  不過他求這件事
[00:03:50.800 --> 00:03:52.800]  求到他死之前那一刻
[00:03:52.800 --> 00:03:54.800]  他還仍然在求神
[00:03:54.800 --> 00:03:57.800]  這就證明這件事非常非常重要
[00:03:57.800 --> 00:03:59.800]  然後私人怎樣求神呢
[00:03:59.800 --> 00:04:01.800]  一件事我求過
[00:04:01.800 --> 00:04:03.800]  又是一件事我求過耶和華
[00:04:03.800 --> 00:04:05.800]  我還要尋求
[00:04:05.800 --> 00:04:08.800]  我不知道在人生裡有沒有一些東西
[00:04:08.800 --> 00:04:12.800]  你重複這樣來求神
[00:04:12.800 --> 00:04:17.800]  他要求神一生一世住在耶和華的殿裡
[00:04:17.800 --> 00:04:19.800]  沾養他的榮美殿中求問
[00:04:19.800 --> 00:04:21.800]  他就是求問
[00:04:21.800 --> 00:04:23.800]  他一次又一次求神
[00:04:23.800 --> 00:04:27.800]  他能夠跟神有一個很親密的經歷
[00:04:27.800 --> 00:04:29.800]  當時我們就問
[00:04:29.800 --> 00:04:33.800]  阿古爾為什麼會不停地求神呢
[00:04:33.800 --> 00:04:36.800]  讓虛方遠離他呢
[00:04:36.800 --> 00:04:39.800]  其實虛方真的很危險
[00:04:39.800 --> 00:04:42.800]  不停地求神
[00:04:42.800 --> 00:04:44.800]  需要持續
[00:04:44.800 --> 00:04:45.800]  舉個例子
[00:04:45.800 --> 00:04:48.800]  如果你身邊有人患了癌症
[00:04:48.800 --> 00:04:50.800]  你會不會為他祈禱
[00:04:50.800 --> 00:04:52.800]  你祈禱一次之後
[00:04:52.800 --> 00:04:54.800]  就以後不再祈禱
[00:04:54.800 --> 00:04:55.800]  不會
[00:04:55.800 --> 00:04:57.800]  他叫你祈禱化療
[00:04:57.800 --> 00:04:59.800]  化療是一個過程
[00:04:59.800 --> 00:05:01.800]  在整個過程裡
[00:05:01.800 --> 00:05:03.800]  你會怎樣為他祈禱呢
[00:05:03.800 --> 00:05:05.800]  你會不停地為他祈禱
[00:05:05.800 --> 00:05:09.800]  這就是阿古爾求神的同一件事
[00:05:09.800 --> 00:05:10.800]  第二件事
