
[00:00:00.000 --> 00:00:05.000]  我們感謝神獅班代表我們這麼有盼望的清神
[00:00:05.000 --> 00:00:07.000]  在我們過去的幾天裏面
[00:00:07.000 --> 00:00:11.000]  我們有媚言、彰言、耳言
[00:00:11.000 --> 00:00:14.000]  今天早上我想跟大家說的是必然
[00:00:14.000 --> 00:00:16.000]  必然要發生的事情
[00:00:16.000 --> 00:00:17.000]  所以今天很開心
[00:00:17.000 --> 00:00:20.000]  不過我也想分享一兩件今天必然會發生的事情
[00:00:20.000 --> 00:00:21.000]  就是今天十一點鐘
[00:00:21.000 --> 00:00:24.000]  我們第四子,即是北區子堂
[00:00:24.000 --> 00:00:26.000]  將會有他們第一堂的崇拜
[00:00:26.000 --> 00:00:28.000]  我們滿心的感謝神
[00:00:30.000 --> 00:00:32.000]  估計他們正在作最後的衝刺
[00:00:32.000 --> 00:00:35.000]  十一點鐘就開始他們第一首的詩歌
[00:00:35.000 --> 00:00:38.000]  同樣他們所需要的起步費神
[00:00:38.000 --> 00:00:41.000]  已經充充足足地供應了給我們
[00:00:41.000 --> 00:00:43.000]  我們也滿心的感謝神
[00:00:43.000 --> 00:00:51.000]  感謝主能夠今早在復活節的早上
[00:00:51.000 --> 00:00:52.000]  回到中堂
[00:00:52.000 --> 00:00:56.000]  跟大家說一個榮耀的必然
[00:00:56.000 --> 00:00:59.000]  在過去的早兩年
[00:00:59.000 --> 00:01:05.000]  我也有參加渣打馬拉松的十公里的比賽
[00:01:05.000 --> 00:01:06.000]  跑完之後
[00:01:06.000 --> 00:01:08.000]  我只記得自己的時間
[00:01:08.000 --> 00:01:10.000]  我從來不知道誰跑第一
[00:01:10.000 --> 00:01:13.000]  也從來不知道跑第一的時間是多少
[00:01:13.000 --> 00:01:15.000]  我估計大家都不會知道
[00:01:15.000 --> 00:01:18.000]  但今年我跑渣打十公里馬拉松
[00:01:18.000 --> 00:01:19.000]  一個人大家一定記得的
[00:01:19.000 --> 00:01:20.000]  知不知道是誰?
[00:01:20.000 --> 00:01:24.000]  鄭則仕,沒錯了
[00:01:24.000 --> 00:01:26.000]  鄭則仕用他七十四歲的高齡
[00:01:26.000 --> 00:01:31.000]  兼且又失痛跑完了十公里的渣打馬拉松
[00:01:31.000 --> 00:01:32.000]  他的題目就是
[00:01:32.000 --> 00:01:35.000]  大家香港人再沒有藉口不再做運動了
[00:01:35.000 --> 00:01:37.000]  他也能夠跑完
[00:01:37.000 --> 00:01:40.000]  成為了一個見證
[00:01:40.000 --> 00:01:42.000]  我覺得他跑完十公里的馬拉松
[00:01:42.000 --> 00:01:45.000]  很適合今天這段經文的重讀
[00:01:45.000 --> 00:01:49.000]  今天這段經文是來自羅馬書第八章的一個必然
[00:01:49.000 --> 00:01:50.000]  我們今天的苦楚
[00:01:50.000 --> 00:01:53.000]  比起將來必然顯現的榮耀
[00:01:53.000 --> 00:01:55.000]  是微不足道的
[00:01:55.000 --> 00:01:58.000]  我們不記得誰跑第一
[00:01:58.000 --> 00:02:02.000]  可能跑第一的人跑得很快、很厲害、很健康
[00:02:02.000 --> 00:02:04.000]  但我們記得最痛苦的一個
[00:02:04.000 --> 00:02:06.000]  記得最難跑的一個
[00:02:06.000 --> 00:02:08.000]  我們將最多的榮耀給了他
[00:02:08.000 --> 00:02:10.000]  報紙賣給他
[00:02:10.000 --> 00:02:14.000]  我們今天一起讀羅馬書第八章十八節
[00:02:14.000 --> 00:02:16.000]  到三十節我們一起讀吧
[00:02:16.000 --> 00:02:19.000]  我認為現在的苦楚
[00:02:19.000 --> 00:02:23.000]  若比起將來要顯現給我們的榮耀
[00:02:23.000 --> 00:02:25.000]  是不足介意的
[00:02:25.000 --> 00:02:31.000]  受造之物切忘等候神的眾子顯明出來
[00:02:31.000 --> 00:02:35.000]  因為受造之物屈服在虛空之下
[00:02:35.000 --> 00:02:37.000]  不是自己願意
[00:02:37.000 --> 00:02:42.000]  而是因那使他屈服的叫他於此
[00:02:42.000 --> 00:02:49.000]  救受造之物仍然指望從敗壞的合制下得釋放
[00:02:49.000 --> 00:02:53.000]  得享神兒女榮耀的自由
[00:02:53.000 --> 00:02:58.000]  我們知道一切受造之物一同新任
[00:02:58.000 --> 00:03:02.000]  一同忍受陣痛直到如今
[00:03:02.000 --> 00:03:04.000]  不但如此
[00:03:04.000 --> 00:03:09.000]  就是我們這有聖靈作初屬果子的
[00:03:09.000 --> 00:03:12.000]  也是自己內心新任
[00:03:12.000 --> 00:03:15.000]  等候得著兒子的名分
[00:03:15.000 --> 00:03:19.000]  就是我們的身體得救贖
[00:03:19.000 --> 00:03:23.000]  我們得救是在於盼望
[00:03:23.000 --> 00:03:27.000]  可是看得見的盼望就不是盼望
[00:03:27.000 --> 00:03:32.000]  誰還去盼望他所看得見的呢?
[00:03:32.000 --> 00:03:36.000]  但我們若盼望那看不見的
[00:03:36.000 --> 00:03:39.000]  我們就內心等候
[00:03:39.000 --> 00:03:44.000]  同樣我們的軟弱有聖靈幫助
[00:03:44.000 --> 00:03:48.000]  我們本不知道當怎樣禱告
[00:03:48.000 --> 00:03:53.000]  但是聖靈親自用無可言喻的嘆息
[00:03:53.000 --> 00:03:55.000]  替我們祈求
[00:03:55.000 --> 00:04:00.000]  那監察人心的知道聖靈所體貼的
[00:04:00.000 --> 00:04:06.000]  因為聖靈照著神的旨意替聖徒祈求
[00:04:06.000 --> 00:04:11.000]  我們知道萬事都互相效力
[00:04:11.000 --> 00:04:14.000]  叫愛神的人得益處
[00:04:14.000 --> 00:04:18.000]  就是按他旨意被照的人
[00:04:18.000 --> 00:04:21.000]  因為他所預指的人
[00:04:21.000 --> 00:04:26.000]  他也預定他們效法他兒子的模樣
[00:04:26.000 --> 00:04:31.000]  使他兒子在許多弟兄中作長子
[00:04:31.000 --> 00:04:36.000]  他所預定的也由照他們來
[00:04:36.000 --> 00:04:40.000]  所照來的人也由稱他們為義
[00:04:40.000 --> 00:04:42.000]  所稱為義的人
[00:04:42.000 --> 00:04:45.000]  他又叫他們得榮耀
[00:04:45.000 --> 00:04:47.000]  我們一起禱告吧
[00:04:47.000 --> 00:04:49.000]  七位主我們做一次的
[00:04:49.000 --> 00:04:51.000]  是將自己加在手裡
[00:04:51.000 --> 00:04:54.000]  在萬物的新任
[00:04:54.000 --> 00:04:57.000]  我們的新任和聖靈的嘆息裡
[00:04:57.000 --> 00:05:00.000]  讓我們再一次緊緊抓住聖靈
[00:05:00.000 --> 00:05:02.000]  願意聖靈今天在我們的會場裡
[00:05:02.000 --> 00:05:04.000]  更新改變我們每一個
[00:05:04.000 --> 00:05:06.000]  讓我們知道萬事都互相效力
[00:05:06.000 --> 00:05:10.000]  就是叫愛神的人得益處
[00:05:10.000 --> 00:05:12.000]  能夠像耶穌基督
[00:05:12.000 --> 00:05:14.000]  主就求你幫助我們今天整個的講道
[00:05:14.000 --> 00:05:16.000]  我們禱告奉耶穌基督的名
[00:05:16.000 --> 00:05:20.000]  《羅馬書》是關於
[00:05:20.000 --> 00:05:22.000]  無論以色列人還是外邦人
[00:05:22.000 --> 00:05:26.000]  都要透過耶穌基督的十字架得救
[00:05:26.000 --> 00:05:28.000]  在這卷十六章的書裡
[00:05:28.000 --> 00:05:30.000]  可以分為四部分
[00:05:30.000 --> 00:05:32.000]  第一部分已經說了兩個的意義
[00:05:32.000 --> 00:05:33.000]  一至四章
[00:05:33.000 --> 00:05:35.000]  說到我們罪已經得到赦免
[00:05:35.000 --> 00:05:37.000]  說到上帝稱我們為義人
[00:05:37.000 --> 00:05:38.000]  而五至八章
[00:05:38.000 --> 00:05:41.000]  在我們仍然活在破碎的世界裡
[00:05:41.000 --> 00:05:44.000]  說到第三個重要珍貴的意義
[00:05:44.000 --> 00:05:45.000]  就是聖靈已經住在
[00:05:45.000 --> 00:05:48.000]  我們每一個信主人的心裡
[00:05:48.000 --> 00:05:51.000]  我們可以想像三一真神
[00:05:51.000 --> 00:05:55.000]  在黃金座的私人座的一個藥櫃
[00:05:55.000 --> 00:05:57.000]  尚且稱為他的腳凳
[00:05:57.000 --> 00:05:59.000]  尚且不足以他居住
[00:05:59.000 --> 00:06:01.000]  不過他選擇住在你的心裡
[00:06:01.000 --> 00:06:04.000]  這是保羅所說的一個很大很大的意義
[00:06:04.000 --> 00:06:07.000]  今天稱為聖殿的就是你自己的身體
[00:06:07.000 --> 00:06:09.000]  信徒的身體就是意義
[00:06:09.000 --> 00:06:11.000]  然後到九至十一章
[00:06:11.000 --> 00:06:12.000]  他說到
[00:06:12.000 --> 00:06:13.000]  無論愛邦人和以色列人
[00:06:13.000 --> 00:06:15.000]  都是望著上帝的應許
[00:06:15.000 --> 00:06:16.000]  上帝的應許永不落空
[00:06:16.000 --> 00:06:19.000]  也都求會終拯救以色列人
[00:06:19.000 --> 00:06:21.000]  然後十二到十六章就說到
[00:06:21.000 --> 00:06:23.000]  我們怎樣最終成為活祭
[00:06:23.000 --> 00:06:25.000]  一個實際的教導
[00:06:25.000 --> 00:06:27.000]  在這十六章的經文裡
[00:06:27.000 --> 00:06:29.000]  我們今天去到第八章
[00:06:29.000 --> 00:06:32.000]  第八章說到三個的微言
[00:06:32.000 --> 00:06:35.000]  第一個微言就是受造界仍然未得到自由
[00:06:35.000 --> 00:06:37.000]  在衰敗的裡面
[00:06:37.000 --> 00:06:38.000]  這個我們每一個人都見到
[00:06:38.000 --> 00:06:40.000]  整個受造界
[00:06:40.000 --> 00:06:42.000]  是一次又一次毀滅的邊緣
[00:06:42.000 --> 00:06:43.000]  而第二個微言
[00:06:43.000 --> 00:06:44.000]  我們的信徒
[00:06:44.000 --> 00:06:46.000]  我們的身體還未得到救贖
[00:06:46.000 --> 00:06:49.000]  還未能夠去到十八、廿二
[00:06:49.000 --> 00:06:51.000]  我們仍然每一天的衰老
[00:06:51.000 --> 00:06:52.000]  第三個微言就是
[00:06:52.000 --> 00:06:54.000]  我們面對著人生的苦楚
[00:06:54.000 --> 00:06:56.000]  我們仍然有很多的軟弱
[00:06:56.000 --> 00:06:59.000]  我們仍然有很多不合神心意的地方
[00:06:59.000 --> 00:07:01.000]  所以今天做記錄圖
[00:07:01.000 --> 00:07:03.000]  你面對著很多的患難
[00:07:03.000 --> 00:07:06.000]  困苦、逼迫、危險
[00:07:06.000 --> 00:07:07.000]  就好像
[00:07:07.000 --> 00:07:08.000]  如果用剛才的例子
[00:07:08.000 --> 00:07:11.000]  就像鄭則仕的失痛和他的高齡
[00:07:11.000 --> 00:07:14.000]  一步一步令我們不想再跑下去
[00:07:14.000 --> 00:07:15.000]  或者將我們的信仰
[00:07:15.000 --> 00:07:18.000]  推向一個崩潰的邊緣
[00:07:18.000 --> 00:07:20.000]  但是這段經文就是這樣鼓勵我們
[00:07:20.000 --> 00:07:21.000]  就像鄭則仕的例子
[00:07:21.000 --> 00:07:22.000]  鼓勵著每一個香港人
[00:07:22.000 --> 00:07:24.000]  沒有藉口不再做運動一樣
[00:07:24.000 --> 00:07:27.000]  因為這段經文同樣揭示著三個
[00:07:27.000 --> 00:07:29.000]  不是微言
[00:07:29.000 --> 00:07:30.000]  不是張言
[00:07:30.000 --> 00:07:31.000]  不是耳言
[00:07:31.000 --> 00:07:34.000]  而是三個的必然
[00:07:34.000 --> 00:07:36.000]  我們逐個去看這三個的必然
[00:07:36.000 --> 00:07:38.000]  都是很美好的必然
[00:07:38.000 --> 00:07:39.000]  第一個必然就是
[00:07:39.000 --> 00:07:42.000]  受造界必然會再一次的更新
[00:07:42.000 --> 00:07:43.000]  19到22節說
[00:07:43.000 --> 00:07:46.000]  受造之物切忘等候神的眾子
[00:07:46.000 --> 00:07:47.000]  就是我們顯出來
[00:07:47.000 --> 00:07:49.000]  因為受造之物屈服在虛空之下
[00:07:49.000 --> 00:07:50.000]  不是自己願意
