
[00:00:00.000 --> 00:00:02.000]  各位早安
[00:00:02.000 --> 00:00:04.000]  早安
[00:00:04.000 --> 00:00:12.000]  今天主席跟我們說到樓下沒有電話歡迎我們
[00:00:12.000 --> 00:00:14.000]  意味著甚麼呢?
[00:00:14.000 --> 00:00:18.000]  意味著現在進入後疫情
[00:00:18.000 --> 00:00:19.000]  Post-Covid
[00:00:19.000 --> 00:00:23.000]  我自己在2019年1月份開始一個禱告
[00:00:23.000 --> 00:00:27.000]  在兩年多的時間,近三年,兩年半以上
[00:00:27.000 --> 00:00:29.000]  沒有停過一個禱告
[00:00:29.000 --> 00:00:31.000]  我不知道你有沒有這樣禱告
[00:00:31.000 --> 00:00:35.000]  我以前讀宣教學,宣教歷史
[00:00:35.000 --> 00:00:40.000]  很多次在人類歷史,在教會歷史裏面
[00:00:40.000 --> 00:00:43.000]  是有普世的瘟疫
[00:00:43.000 --> 00:00:47.000]  但是每一次這些普世的瘟疫之後
[00:00:47.000 --> 00:00:51.000]  因為基督徒在瘟疫期間是很傷痛的
[00:00:51.000 --> 00:00:53.000]  流很多血,死很多人
[00:00:53.000 --> 00:00:55.000]  但是基督徒在歷史的瘟疫
[00:00:55.000 --> 00:00:58.000]  普世流行的大瘟疫裏面
[00:00:58.000 --> 00:01:01.000]  仍然能夠活出那份見證
[00:01:01.000 --> 00:01:03.000]  在歷史裏面,在教會歷史裏面
[00:01:03.000 --> 00:01:05.000]  在宣教歷史裏面
[00:01:05.000 --> 00:01:08.000]  後瘟疫通常有一件事會發生
[00:01:08.000 --> 00:01:10.000]  你知道是甚麼嗎?
[00:01:10.000 --> 00:01:11.000]  復興
[00:01:11.000 --> 00:01:15.000]  宣教工場就去到擴展出去
[00:01:15.000 --> 00:01:17.000]  以前一直都在這個範疇
[00:01:17.000 --> 00:01:19.000]  是不能夠突破的
[00:01:19.000 --> 00:01:21.000]  但是在很多次全球的瘟疫
[00:01:21.000 --> 00:01:24.000]  在歷史裏面,在教會歷史裏面
[00:01:24.000 --> 00:01:26.000]  在宣教歷史裏面
[00:01:26.000 --> 00:01:29.000]  在普世瘟疫之後,是有一個大的復興
[00:01:29.000 --> 00:01:31.000]  所以2019年1月份
[00:01:31.000 --> 00:01:34.000]  當我知道世衛去公佈的時候
[00:01:34.000 --> 00:01:35.000]  我就去祈禱
[00:01:35.000 --> 00:01:38.000]  兩年多的時間一直在祈禱
[00:01:38.000 --> 00:01:42.000]  神啊,我們現在面對一個全球的瘟疫
[00:01:42.000 --> 00:01:43.000]  神啊,不如這樣
[00:01:43.000 --> 00:01:44.000]  我們禱告
[00:01:44.000 --> 00:01:46.000]  就是在瘟疫之後
[00:01:46.000 --> 00:01:49.000]  神啊,你給我們一個全球的復興,行不行呢?
[00:01:49.000 --> 00:01:51.000]  有沒有可能我們這次的瘟疫
[00:01:51.000 --> 00:01:53.000]  跟以前的瘟疫一樣
