
[00:00:00.000 --> 00:00:02.000]  頂姊妹早安
[00:00:02.000 --> 00:00:07.080]  很久沒有回來跟大家分享神的話語
[00:00:07.080 --> 00:00:09.920]  很想在此代表我們恩福堂
[00:00:09.920 --> 00:00:12.400]  恩福家歡迎你們每一位
[00:00:12.400 --> 00:00:15.440]  有沒有第一次在我們中間敬拜神的呢?
[00:00:15.440 --> 00:00:16.600]  可不可以舉起手?
[00:00:16.600 --> 00:00:18.960]  有沒有在我們中間第一次敬拜主的?
[00:00:18.960 --> 00:00:20.280]  可不可以舉起手?
[00:00:20.280 --> 00:00:22.280]  有有,看到了
[00:00:22.280 --> 00:00:28.680]  麻煩頂姊妹幫助我們第一次敬拜的朋友
[00:00:28.680 --> 00:00:29.520]  頂姊妹
[00:00:29.720 --> 00:00:31.840]  寫來賓表
[00:00:31.840 --> 00:00:34.000]  好讓教會繼續關心每一位
[00:00:34.000 --> 00:00:39.640]  今天跟大家分享神的話語題目
[00:00:39.640 --> 00:00:42.200]  可以加多一點愛
[00:00:42.200 --> 00:00:47.160]  再一次代表我們恩福元朗寺堂
[00:00:47.160 --> 00:00:48.640]  來向大家問安
[00:00:48.640 --> 00:00:52.000]  我們很多寺堂準備有北區第四寺
[00:00:52.000 --> 00:00:52.720]  大家知不知道嗎?
[00:00:52.720 --> 00:00:54.760]  有沒有人知道有第四寺可以舉手?
[00:00:54.760 --> 00:00:56.880]  是啦,很感恩
[00:00:56.880 --> 00:00:58.040]  給上帝掌聲
[00:00:58.040 --> 00:01:00.640]  (掌聲)
[00:01:00.640 --> 00:01:03.400]  感恩頂姊妹你們的祈禱
[00:01:03.400 --> 00:01:06.680]  讓我們能夠不住將恩福
[00:01:06.680 --> 00:01:09.960]  上帝託付給我們恩福家的使命
[00:01:09.960 --> 00:01:12.240]  那份愛,一點點的愛
[00:01:12.240 --> 00:01:14.000]  福音的寶貴
[00:01:14.000 --> 00:01:16.440]  帶到不同的社區
[00:01:16.440 --> 00:01:19.680]  元朗也經過五年多的時間
[00:01:19.680 --> 00:01:20.440]  五年多了
[00:01:20.440 --> 00:01:23.120]  也是慢慢的茁壯
[00:01:23.120 --> 00:01:24.280]  很多人信主
[00:01:24.280 --> 00:01:26.000]  我們看到神的工作
[00:01:26.000 --> 00:01:29.120]  我們也繼續聯繫了第四寺
[00:01:29.120 --> 00:01:31.920]  我們跟他們那邊的核心小組
[00:01:31.920 --> 00:01:33.360]  也一起去禱告
[00:01:33.360 --> 00:01:34.840]  因為我們是一個家
[00:01:34.840 --> 00:01:38.320]  無論東九、馬鞍山、元朗
[00:01:38.320 --> 00:01:40.120]  還有第四寺
[00:01:40.120 --> 00:01:41.240]  我們都是一家人
[00:01:41.240 --> 00:01:42.640]  跟整個恩福家
[00:01:42.640 --> 00:01:44.360]  我們一脈相承
[00:01:44.360 --> 00:01:47.120]  將神的愛帶到十八區
[00:01:47.120 --> 00:01:47.640]  好不好?
[00:01:47.640 --> 00:01:48.880]  給上帝掌聲
[00:01:48.880 --> 00:01:54.040]  (掌聲)
[00:01:54.040 --> 00:01:56.160]  跟大家分享的題目
[00:01:56.160 --> 00:01:56.920]  剛才說了
[00:01:56.920 --> 00:01:59.480]  就是可以加多一點愛嗎?
[00:01:59.480 --> 00:02:03.800]  經文是《耶福所說》第五章15-21節
[00:02:03.800 --> 00:02:07.480]  我一起來同讀今天的經文
[00:02:07.480 --> 00:02:09.960]  你們要謹慎行事
[00:02:09.960 --> 00:02:14.040]  不要像智慧的人
[00:02:14.040 --> 00:02:16.040]  要把握時機
[00:02:16.040 --> 00:02:18.920]  因為現今的世代邪惡
[00:02:18.920 --> 00:02:20.760]  不要作糊塗人
[00:02:20.760 --> 00:02:23.440]  要明白主的旨意如何
[00:02:23.440 --> 00:02:24.760]  不要醉酒
[00:02:24.760 --> 00:02:26.960]  酒能使人放蕩
[00:02:26.960 --> 00:02:29.600]  要被聖靈充滿
[00:02:29.600 --> 00:02:33.840]  要用詩篇讚美詩靈歌
[00:02:33.840 --> 00:02:35.320]  彼此對說
[00:02:35.320 --> 00:02:38.360]  口唱深和地讚美主
[00:02:38.360 --> 00:02:42.040]  凡事要奉我們主耶穌基督的名
[00:02:42.040 --> 00:02:44.360]  上上感謝父神
[00:02:44.360 --> 00:02:46.880]  要全敬畏基督的心
[00:02:46.880 --> 00:02:50.040]  彼此信服
[00:02:50.040 --> 00:02:50.720]  好,等一會兒
[00:02:50.720 --> 00:02:53.160]  我們再一次來禱告
[00:02:53.160 --> 00:02:56.760]  上帝我們感謝祢在我們中間
[00:02:56.760 --> 00:02:59.720]  祢給我們榮耀的救恩
[00:02:59.720 --> 00:03:00.840]  剛才敬拜隊
[00:03:00.840 --> 00:03:04.480]  帶領我們有非常優美的詩歌
[00:03:04.480 --> 00:03:07.240]  讓我們透過詩歌來敬拜祢
[00:03:07.240 --> 00:03:09.080]  也讓我們在詩歌裡面
[00:03:09.080 --> 00:03:10.640]  來做一次默想
[00:03:10.640 --> 00:03:13.040]  上帝對我們的救贖
[00:03:13.040 --> 00:03:15.960]  以致主我們願意因為祢的愛激勵我們
[00:03:15.960 --> 00:03:18.200]  我們願意在生活當中
[00:03:18.200 --> 00:03:21.880]  來將祢的愛活出來
[00:03:21.880 --> 00:03:23.320]  好讓我們的生活言行
[00:03:23.320 --> 00:03:27.320]  能夠與我們所夢召的恩相稱
[00:03:27.320 --> 00:03:28.240]  多謝祢祝福我們
[00:03:28.240 --> 00:03:29.960]  聖靈為我們禱告
[00:03:29.960 --> 00:03:31.760]  奉主耶穌的名
