
[00:00:00.000 --> 00:00:02.640]  在我們今天去聽道之先
[00:00:02.640 --> 00:00:06.080]  也讓我們一起低頭去禱告
[00:00:06.080 --> 00:00:09.800]  七愛天父 我們再次去感謝祢
[00:00:09.800 --> 00:00:13.240]  因為祢是各位創天造地的神
[00:00:13.240 --> 00:00:16.000]  當我們來到祢面前的時候
[00:00:16.000 --> 00:00:21.800]  我們真的要去俯伏屈膝去敬拜讚美祢
[00:00:21.800 --> 00:00:24.560]  神愛在這一刻的裡面
[00:00:24.560 --> 00:00:28.240]  祢讓我們一起聚集在這個地方
[00:00:28.520 --> 00:00:30.520]  我們一起去敬拜
[00:00:30.520 --> 00:00:32.760]  我們一起去聽祢的話
[00:00:32.760 --> 00:00:35.240]  願神祢的靈在我們當中
[00:00:35.240 --> 00:00:36.720]  預備我們的心
[00:00:36.720 --> 00:00:38.360]  讓說的、聽的
[00:00:38.360 --> 00:00:40.480]  一同在祢的面前去蒙恩
[00:00:40.480 --> 00:00:41.520]  主多謝祢
[00:00:41.520 --> 00:00:43.000]  聽我們在祢面前的禱告
[00:00:43.000 --> 00:00:45.240]  奉耶穌基督的名字而求
[00:00:45.240 --> 00:00:46.240]  阿們
[00:00:46.240 --> 00:00:55.600]  在上個月初
[00:00:55.600 --> 00:00:58.800]  我不知道大家有沒有聽到有一宗新聞
[00:00:58.800 --> 00:01:03.000]  就在泰國裡面發生了一件慘劇
[00:01:03.000 --> 00:01:07.280]  當時有一輛校巴
[00:01:07.280 --> 00:01:13.520]  載著有44名學生和老師去郊遊
[00:01:13.520 --> 00:01:18.960]  但是當日這個校巴就發生了火災
[00:01:18.960 --> 00:01:23.000]  當時在車上的學生的年紀
[00:01:23.000 --> 00:01:26.120]  都只不過是三歲到十四歲
[00:01:26.120 --> 00:01:31.360]  他們當時剛剛參觀完一個歷史的公園
[00:01:31.360 --> 00:01:35.240]  準備去下一個目的地的時候
[00:01:35.240 --> 00:01:38.360]  就在途中校巴
[00:01:38.360 --> 00:01:41.840]  突然之間車輛爆胎
[00:01:41.840 --> 00:01:46.400]  於是車輛就撞在路障裡面
[00:01:46.400 --> 00:01:49.000]  在這個碰撞之中
[00:01:49.000 --> 00:01:51.000]  就引起一些火花
[00:01:51.000 --> 00:01:54.920]  於是巴士就發生了大火
[00:01:54.920 --> 00:01:59.880]  引致當時有23位老師和學生
[00:01:59.880 --> 00:02:02.320]  不幸地逝世
[00:02:02.320 --> 00:02:05.240]  在事故的現場裡面
[00:02:05.240 --> 00:02:07.680]  當時警方和消防員
[00:02:07.680 --> 00:02:12.200]  發現了其中一位女教師的遺體
[00:02:12.200 --> 00:02:17.840]  當時她抱著一個學生
[00:02:18.280 --> 00:02:20.400]  原來這位女教師
[00:02:20.400 --> 00:02:22.640]  都只不過是剛剛畢業
[00:02:22.640 --> 00:02:24.640]  只有六天的時間
[00:02:24.640 --> 00:02:29.040]  原先這班老師和學生很開心
[00:02:29.040 --> 00:02:31.040]  打算一起去郊遊
[00:02:31.040 --> 00:02:36.320]  但是怎知道卻遇上這次不幸的事件
[00:02:36.320 --> 00:02:40.360]  更加可惜的是這位剛剛畢業的老師
[00:02:40.360 --> 00:02:45.520]  本來他自己前面都有一個大好的前途
[00:02:45.520 --> 00:02:48.200]  但是他想都沒有想過
[00:02:48.240 --> 00:02:50.640]  做了幾天的老師
[00:02:50.640 --> 00:02:53.520]  就是要完結他的生命
[00:02:53.520 --> 00:02:56.600]  我不知道在我們人生當中
[00:02:56.600 --> 00:03:01.600]  我們有沒有曾經經歷過一些很無常的事情發生呢?
[00:03:01.600 --> 00:03:06.800]  面對人生有些不能夠去掌握的事情的時候
[00:03:06.800 --> 00:03:10.600]  究竟你會用一個什麼樣的態度去面對呢?
[00:03:10.600 --> 00:03:15.280]  今天我們很想透過《傳道書》三章一到十五節
[00:03:15.280 --> 00:03:19.680]  我們去看看傳道者究竟怎樣去面對
[00:03:19.680 --> 00:03:22.880]  以及怎樣去理解這些事情呢?
[00:03:22.880 --> 00:03:27.640]  我們一起去讀經文
[00:03:27.640 --> 00:03:31.120]  經文在三章一到十五節
[00:03:31.120 --> 00:03:32.400]  我們一起讀吧
[00:03:32.400 --> 00:03:35.360]  「萬事都有定期」
[00:03:35.360 --> 00:03:38.360]  「天下萬物都有定時」
[00:03:38.360 --> 00:03:42.560]  「生有時死有時災中有時」
[00:03:42.560 --> 00:03:47.320]  「拆毀有時殺戮有時」
[00:03:47.320 --> 00:03:52.320]  「醫治有時拆毀有時建造有時」
[00:03:52.320 --> 00:03:56.600]  「哭有時笑有時哀悼有時」
[00:03:56.600 --> 00:04:07.640]  「踴躍有時擁抱有時避免擁抱有時」
[00:04:07.640 --> 00:04:14.680]  「尋找有時捨棄有時保存有時拋棄有時」
