
[00:00:00.000 --> 00:00:02.000]  我們有個祈禱
[00:00:02.000 --> 00:00:04.000]  七天父我們感謝你
[00:00:04.000 --> 00:00:06.000]  你創造人
[00:00:06.000 --> 00:00:08.000]  你創造了希臘
[00:00:08.000 --> 00:00:10.000]  你甚至是拯救了他
[00:00:10.000 --> 00:00:12.000]  過去生命不容易
[00:00:12.000 --> 00:00:14.000]  但他遇見你的時候
[00:00:14.000 --> 00:00:16.000]  他生命不再一樣
[00:00:16.000 --> 00:00:18.000]  感恩他今天可以為你作見證
[00:00:18.000 --> 00:00:20.000]  求你繼續去使用他
[00:00:20.000 --> 00:00:22.000]  以致他膽怯的心
[00:00:22.000 --> 00:00:24.000]  他內向的性格
[00:00:24.000 --> 00:00:26.000]  你使用他
[00:00:26.000 --> 00:00:28.000]  你使用他
[00:00:28.000 --> 00:00:30.000]  以致他可以為你作見證
[00:00:30.000 --> 00:00:32.000]  為了明天他的水禮
[00:00:32.000 --> 00:00:34.000]  甚至有很多其他頂子妹的水禮
[00:00:34.000 --> 00:00:36.000]  都去榮耀你
[00:00:36.000 --> 00:00:38.000]  他們願意在眾人面前
[00:00:38.000 --> 00:00:40.000]  去見證他們一世都會跟從你
[00:00:40.000 --> 00:00:42.000]  願你去月立
[00:00:42.000 --> 00:00:44.000]  今天我們都聽你的說話
[00:00:44.000 --> 00:00:46.000]  願你的說話說盡我們的心
[00:00:46.000 --> 00:00:48.000]  我們的生命
[00:00:48.000 --> 00:00:50.000]  被你有所改變
[00:00:50.000 --> 00:00:52.000]  我們要上去禱告
[00:00:52.000 --> 00:00:54.000]  奉主名求
[00:00:54.000 --> 00:00:56.000]  阿們
[00:00:56.000 --> 00:01:04.000]  我發覺我每次說到都想和大家分享一些電影
[00:01:04.000 --> 00:01:06.000]  今天就另外分享另一套電影
[00:01:06.000 --> 00:01:08.000]  叫做Bruce Almighty
[00:01:08.000 --> 00:01:12.000]  中文譯叫做衰鬼上帝
[00:01:12.000 --> 00:01:14.000]  都是香港人譯
[00:01:14.000 --> 00:01:16.000]  所以都是很生動的
[00:01:16.000 --> 00:01:18.000]  衰鬼上帝
[00:01:18.000 --> 00:01:20.000]  是一套我都很喜歡
[00:01:20.000 --> 00:01:22.000]  看完也會再看的一套笑片
[00:01:22.000 --> 00:01:24.000]  電影裏面
[00:01:24.000 --> 00:01:28.000]  用了聖經裏面的上帝作題材
[00:01:28.000 --> 00:01:32.000]  不過始終是一套荷里活電影
[00:01:32.000 --> 00:01:36.000]  所以裏面都會夾雜了不同宗教思維
[00:01:36.000 --> 00:01:38.000]  因為這樣
[00:01:38.000 --> 00:01:42.000]  所以才令人有很多信仰反思
[00:01:42.000 --> 00:01:44.000]  電影劇情是說什麼呢
[00:01:44.000 --> 00:01:49.000]  主角Bruce在生活上有很多不如意
[00:01:49.000 --> 00:01:51.000]  他埋怨上帝
[00:01:51.000 --> 00:01:55.000]  他就說上帝你沒有好好做他的工作
[00:01:55.000 --> 00:01:57.000]  上帝就說你埋怨我嗎
[00:01:57.000 --> 00:01:59.000]  我讓你做我的工作
[00:01:59.000 --> 00:02:01.000]  我讓你做上帝
[00:02:01.000 --> 00:02:03.000]  我給你一切的能力
[00:02:03.000 --> 00:02:05.000]  看你是不是做得比我好
[00:02:05.000 --> 00:02:07.000]  開始的時候
[00:02:07.000 --> 00:02:10.000]  Bruce就覺得做上帝很爽
[00:02:10.000 --> 00:02:12.000]  呼風喚雨
[00:02:12.000 --> 00:02:14.000]  甚至可以分紅海
[00:02:14.000 --> 00:02:16.000]  雖然都是分一碗湯
[00:02:16.000 --> 00:02:18.000]  可以呼風喚雨分紅海
[00:02:18.000 --> 00:02:23.000]  但上帝始終都有工作要做
