
[00:00:00.000 --> 00:00:02.000]  今天是7月10日
[00:00:02.000 --> 00:00:04.000]  對很多學校來說
[00:00:04.000 --> 00:00:06.000]  已經過了最後一天
[00:00:06.000 --> 00:00:08.000]  也就是開始暑假了
[00:00:08.000 --> 00:00:10.000]  有些人說
[00:00:10.000 --> 00:00:12.000]  放假比平日更加忙
[00:00:12.000 --> 00:00:14.000]  你覺得是不是?
[00:00:14.000 --> 00:00:16.000]  有些人覺得是
[00:00:16.000 --> 00:00:18.000]  不知道你有沒有同感
[00:00:18.000 --> 00:00:20.000]  所以我們更加要學習主耶穌
[00:00:20.000 --> 00:00:22.000]  祂如何過祂的忙碌的生活
[00:00:22.000 --> 00:00:24.000]  祂如何過祂的忙碌的生活
[00:00:24.000 --> 00:00:26.000]  祂如何過祂的忙碌的生活
[00:00:26.000 --> 00:00:28.000]  祂如何過祂的忙碌的生活
[00:00:28.000 --> 00:00:30.000]  祂如何過祂的忙碌的生活
[00:00:30.000 --> 00:00:32.000]  你有沒有試過
[00:00:32.000 --> 00:00:34.000]  天未亮就抹黑出門?
[00:00:34.000 --> 00:00:36.000]  天未亮就抹黑出門?
[00:00:36.000 --> 00:00:38.000]  有沒有試過呢?
[00:00:38.000 --> 00:00:40.000]  有些人試過,有些人沒有試過
[00:00:40.000 --> 00:00:42.000]  不要緊,我想
[00:00:42.000 --> 00:00:44.000]  試過的人
[00:00:44.000 --> 00:00:46.000]  應該是一些很重要的事情
[00:00:46.000 --> 00:00:48.000]  應該是一些很重要的事情
[00:00:48.000 --> 00:00:50.000]  你才會抹黑出門
[00:00:50.000 --> 00:00:52.000]  今天我們來看看
[00:00:52.000 --> 00:00:54.000]  耶穌天未亮的時候
[00:00:54.000 --> 00:00:56.000]  抹黑出門
[00:00:56.000 --> 00:00:58.000]  所為何事
[00:00:58.000 --> 00:01:00.000]  看看祂祈完禱之後
[00:01:00.000 --> 00:01:02.000]  何去何從
[00:01:02.000 --> 00:01:04.000]  讓我一起祈禱
[00:01:04.000 --> 00:01:08.000]  主耶穌,我們來到祢的面前
[00:01:08.000 --> 00:01:10.000]  我們要學習
[00:01:10.000 --> 00:01:12.000]  祢那麼忙碌,祢那麼風塵勃勃
[00:01:12.000 --> 00:01:14.000]  祢是怎樣的生活
[00:01:14.000 --> 00:01:16.000]  求聖靈帶領我們進入祢的真理
[00:01:16.000 --> 00:01:18.000]  讓我們明白
[00:01:18.000 --> 00:01:20.000]  去遵行
[00:01:20.000 --> 00:01:22.000]  我們祈禱奉耶穌基督的聖名祈求
[00:01:22.000 --> 00:01:24.000]  阿們
[00:01:24.000 --> 00:01:26.000]  今天要分享的訊息是在
[00:01:26.000 --> 00:01:28.000]  《馬可福音》第一章
[00:01:28.000 --> 00:01:30.000]  35至39節
[00:01:30.000 --> 00:01:32.000]  35至39節
[00:01:32.000 --> 00:01:34.000]  35至39節
[00:01:34.000 --> 00:01:36.000]  如果有經文
[00:01:36.000 --> 00:01:38.000]  如果有經文
[00:01:38.000 --> 00:01:40.000]  請聽我讀出
[00:01:40.000 --> 00:01:42.000]  請聽我讀出
[00:01:42.000 --> 00:01:44.000]  「次日早晨,天未亮的時候,耶穌起來到曠野地方去,在那裡禱告。
[00:01:44.000 --> 00:01:46.000]  次日早晨,天未亮的時候,耶穌起來到曠野地方去,在那裡禱告。
[00:01:46.000 --> 00:01:48.000]  次日早晨,天未亮的時候,耶穌起來到曠野地方去,在那裡禱告。
[00:01:48.000 --> 00:01:50.000]  次日早晨,天未亮的時候,耶穌起來到曠野地方去,在那裡禱告。
[00:01:50.000 --> 00:01:52.000]  次日早晨,天未亮的時候,耶穌起來到曠野地方去,在那裡禱告。
[00:01:52.000 --> 00:01:54.000]  西門和同伴出去找他,
[00:01:54.000 --> 00:01:56.000]  西門和同伴出去找他,
[00:01:56.000 --> 00:01:58.000]  找到了就對他說:
[00:01:58.000 --> 00:02:00.000]  找到了就對他說:
[00:02:00.000 --> 00:02:02.000]  「眾人都在找你。」
[00:02:02.000 --> 00:02:04.000]  「眾人都在找你。」
[00:02:04.000 --> 00:02:06.000]  耶穌對他們說:
[00:02:06.000 --> 00:02:08.000]  「讓我們往別處去,到鄰近的村莊,
[00:02:08.000 --> 00:02:10.000]  讓我們往別處去,到鄰近的村莊,
[00:02:10.000 --> 00:02:12.000]  我也好在那裡傳道,
