
[00:00:00.000 --> 00:00:01.280]  不知道大家有沒有發覺
[00:00:01.280 --> 00:00:05.040]  近年香港有種跑步的運動
[00:00:05.040 --> 00:00:08.400]  很多人去參加一些訓練班
[00:00:08.400 --> 00:00:10.240]  我住在青衣的
[00:00:10.240 --> 00:00:13.320]  我很多時候晚上吃完飯會出去走
[00:00:13.320 --> 00:00:15.200]  就會經過青衣運動場
[00:00:15.200 --> 00:00:17.440]  我看到很多人在報名
[00:00:17.440 --> 00:00:19.440]  在學習怎麼跑步
[00:00:19.440 --> 00:00:23.560]  連我的同工阿Ho都去學習怎麼跑步
[00:00:23.560 --> 00:00:26.480]  其實很多人學完跑步之後
[00:00:26.480 --> 00:00:28.480]  他的目的是什麼呢?
[00:00:28.600 --> 00:00:30.600]  他不是每天都在跑
[00:00:30.600 --> 00:00:31.600]  他有目標的
[00:00:31.600 --> 00:00:34.760]  他希望有一次去跑馬拉松
[00:00:34.760 --> 00:00:35.760]  是不是?
[00:00:35.760 --> 00:00:39.920]  讓發哥都可以跑完10K之後跑半馬
[00:00:39.920 --> 00:00:44.280]  很多去跑運動的人都很希望
[00:00:44.280 --> 00:00:48.440]  假如你去參加馬拉松比賽
[00:00:48.440 --> 00:00:50.160]  你報名了
[00:00:50.160 --> 00:00:53.200]  你當然要去練習
[00:00:53.200 --> 00:00:54.680]  要練氣
[00:00:54.680 --> 00:00:56.360]  要有足夠的能量
[00:00:56.360 --> 00:01:01.320]  才能夠跑完那42.1925公里
[00:01:01.320 --> 00:01:02.640]  都很長
[00:01:02.640 --> 00:01:05.880]  你不單單只是跑
[00:01:05.880 --> 00:01:07.080]  你還要想一下
[00:01:07.080 --> 00:01:09.840]  我這次跑的那條跑道
[00:01:09.840 --> 00:01:11.560]  是怎樣的呢?
[00:01:11.560 --> 00:01:13.280]  因為我要知道那條跑道
[00:01:13.280 --> 00:01:15.160]  哪些地方可能會上斜
[00:01:15.160 --> 00:01:16.920]  哪些地方可能會下斜
[00:01:16.920 --> 00:01:20.120]  哪些地方可能會有岔路
[00:01:20.120 --> 00:01:21.520]  如果我不知道
[00:01:21.520 --> 00:01:23.320]  我跑錯了的話
[00:01:23.320 --> 00:01:25.120]  我一切的努力
[00:01:25.480 --> 00:01:28.680]  就會全功盡廢
[00:01:28.680 --> 00:01:30.080]  沒用
[00:01:30.080 --> 00:01:31.840]  其實
[00:01:31.840 --> 00:01:33.840]  在我們的人生來說
[00:01:33.840 --> 00:01:36.800]  其實我們每一個人都是一個馬拉松選手
[00:01:36.800 --> 00:01:41.760]  我們一生都在跑馬拉松的比賽
[00:01:41.760 --> 00:01:43.480]  不過
[00:01:43.480 --> 00:01:45.920]  是每個人所跑的不一樣
[00:01:45.920 --> 00:01:48.960]  但是當我們去跑一條人生路
[00:01:48.960 --> 00:01:50.760]  的馬拉松的時候
[00:01:50.800 --> 00:01:52.480]  你有沒有想過
[00:01:52.480 --> 00:01:56.840]  你會為自己訂立一個方向
[00:01:56.840 --> 00:01:58.760]  以至你去跑的時候
[00:01:58.760 --> 00:02:02.080]  你有一個方向來帶領著你的時候
[00:02:02.080 --> 00:02:03.880]  你就不會走錯
[00:02:03.880 --> 00:02:05.480]  如果不是的話
[00:02:05.480 --> 00:02:06.600]  你沒有方向
[00:02:06.600 --> 00:02:08.920]  你每個人在路上跑就跑的話
[00:02:08.920 --> 00:02:10.960]  你跑著跑著會覺得很沒
[00:02:10.960 --> 00:02:12.640]  沒忍的
[00:02:12.640 --> 00:02:13.240]  是不是?
[00:02:13.240 --> 00:02:14.720]  可能當你跑著跑著的時候
[00:02:14.720 --> 00:02:15.800]  身邊沒有人的時候
[00:02:15.800 --> 00:02:17.680]  你就不想再跑了
[00:02:17.680 --> 00:02:19.320]  唯有你自己知道
[00:02:19.320 --> 00:02:20.560]  我的目標
[00:02:20.560 --> 00:02:23.040]  我才能夠堅持下去
[00:02:23.040 --> 00:02:26.240]  但是最大的問題就是
[00:02:26.240 --> 00:02:27.240]  今天很多人
[00:02:27.240 --> 00:02:31.200]  都不知道自己的人生目標是什麼
[00:02:31.200 --> 00:02:35.240]  直到他們離開世界
[00:02:35.240 --> 00:02:37.320]  走的那一天
[00:02:37.320 --> 00:02:40.080]  他都不知道自己要得些什麼
[00:02:40.080 --> 00:02:41.680]  其實這個情況
[00:02:41.680 --> 00:02:44.400]  不單單是那些不信耶穌的人
[00:02:44.400 --> 00:02:47.040]  連我們基督徒都一樣
[00:02:47.040 --> 00:02:48.840]  我們知不知道
[00:02:48.840 --> 00:02:50.640]  我們要活在世上
[00:02:50.640 --> 00:02:52.560]  神在我們身上
[00:02:52.560 --> 00:02:54.280]  有些什麼計劃
[00:02:54.280 --> 00:02:55.760]  希望我們去做
[00:02:55.760 --> 00:02:58.240]  如果我們不知道的話
[00:02:58.240 --> 00:03:00.080]  我們就很容易
[00:03:00.080 --> 00:03:03.360]  在這裡白白地過了我們一生
[00:03:03.360 --> 00:03:05.240]  今天
[00:03:05.240 --> 00:03:08.520]  我想跟大家一起通過傳道書
[00:03:08.520 --> 00:03:10.640]  第一章和第二章
[00:03:10.640 --> 00:03:12.280]  來看看傳道者
[00:03:12.280 --> 00:03:14.880]  他給我們帶來什麼啟迪
[00:03:14.880 --> 00:03:18.120]  我們先會請會眾
[00:03:18.120 --> 00:03:20.240]  幫我讀傳道書第一章
[00:03:20.240 --> 00:03:21.680]  然後我會讀第二章
[00:03:21.680 --> 00:03:23.680]  請大家一起讀第一章
[00:03:24.280 --> 00:03:25.600]  一代又來
[00:03:25.600 --> 00:03:27.840]  地卻永遠存留
[00:03:27.840 --> 00:03:29.400]  太陽升起
[00:03:29.400 --> 00:03:30.960]  太陽落下
[00:03:30.960 --> 00:03:34.120]  匆匆回到他初生之處
[00:03:34.120 --> 00:03:35.720]  風向南刮
[00:03:35.720 --> 00:03:37.440]  又往北轉
[00:03:37.440 --> 00:03:38.960]  轉了又轉
[00:03:38.960 --> 00:03:42.160]  不斷順著沿道返回
[00:03:42.160 --> 00:03:44.720]  江河向海流
[00:03:44.720 --> 00:03:46.760]  海裡卻不滿日
[00:03:46.760 --> 00:03:49.120]  江河往哪裡流
[00:03:49.120 --> 00:03:52.000]  又從哪裡流回
[00:03:52.000 --> 00:03:54.480]  萬事令人厭倦
[00:03:54.480 --> 00:03:56.720]  人說說不盡
[00:03:56.720 --> 00:03:59.080]  但看不飽
[00:03:59.080 --> 00:04:01.280]  以聽聽不足
[00:04:01.280 --> 00:04:04.360]  現有的事必將再有
[00:04:04.360 --> 00:04:05.880]  已做的事
[00:04:05.880 --> 00:04:07.720]  但將再做
[00:04:07.720 --> 00:04:09.080]  日光之下
[00:04:09.080 --> 00:04:11.640]  一件新事都沒有
[00:04:11.640 --> 00:04:13.160]  有那一件事
[00:04:13.160 --> 00:04:14.400]  人可以說
[00:04:14.400 --> 00:04:16.560]  看這是新的
[00:04:16.560 --> 00:04:19.160]  其實它在很久以前
[00:04:19.160 --> 00:04:20.560]  已經有了
[00:04:20.560 --> 00:04:22.040]  在我們之前
[00:04:22.040 --> 00:04:23.600]  早就有了
[00:04:23.600 --> 00:04:25.040]  以往的事
[00:04:25.040 --> 00:04:26.440]  無人記念
[00:04:26.440 --> 00:04:27.800]  將來的事
[00:04:27.800 --> 00:04:30.040]  後人也不記
[00:04:30.040 --> 00:04:33.800]  我傳道者曾在耶路撒冷為王
[00:04:33.800 --> 00:04:35.560]  統治以色列
[00:04:35.560 --> 00:04:36.480]  那時
[00:04:36.480 --> 00:04:38.360]  我用心去尋求
[00:04:38.360 --> 00:04:40.360]  用智慧去探索
[00:04:40.360 --> 00:04:43.240]  天底下發生的一切事
[00:04:43.240 --> 00:04:45.200]  神給予世人的
[00:04:45.200 --> 00:04:48.280]  確實是艱難的苦難
[00:04:48.280 --> 00:04:51.480]  叫他們為此操勞
[00:04:51.480 --> 00:04:53.840]  我為見過日光之下
[00:04:53.840 --> 00:04:55.960]  所發生的一切事
[00:04:55.960 --> 00:04:58.160]  不料全時虛空
[00:04:58.160 --> 00:05:00.000]  到時暴風
[00:05:00.000 --> 00:05:01.280]  弄彎了的
[00:05:01.280 --> 00:05:02.680]  不能隆直
[00:05:02.680 --> 00:05:04.000]  失去了的
[00:05:04.000 --> 00:05:05.720]  無法彌補
[00:05:05.720 --> 00:05:07.040]  我心裏說
[00:05:07.040 --> 00:05:09.760]  我大大增廣智慧
[00:05:09.760 --> 00:05:12.520]  超過所有在我之前
[00:05:12.520 --> 00:05:14.680]  統治耶路撒冷的人
[00:05:14.680 --> 00:05:16.400]  我心也領悟到
[00:05:16.400 --> 00:05:19.280]  豐富的智慧和知識
[00:05:19.280 --> 00:05:21.240]  我用心去了解
[00:05:21.240 --> 00:05:23.040]  智慧和知識
[00:05:23.040 --> 00:05:24.920]  瘋狂和愚昧
[00:05:24.920 --> 00:05:27.960]  才明白這也是暴風
[00:05:27.960 --> 00:05:28.960]  事實上
[00:05:28.960 --> 00:05:30.080]  智慧多
[00:05:30.080 --> 00:05:31.560]  煩惱就多
[00:05:31.560 --> 00:05:33.040]  知識增加
[00:05:33.040 --> 00:05:33.960]  很差
[00:05:33.960 --> 00:05:35.440]  增闊就增加
[00:05:35.440 --> 00:05:37.760]  好 我會讀第二章給大家聽
[00:05:37.760 --> 00:05:38.760]  我心裏說
[00:05:38.760 --> 00:05:39.480]  內霸
[00:05:39.480 --> 00:05:41.400]  我用享樂視是理
[00:05:41.400 --> 00:05:43.880]  讓你看看有什麼益處
[00:05:43.880 --> 00:05:45.800]  不料這也是虛空
[00:05:45.800 --> 00:05:46.920]  輪到歡笑
[00:05:46.920 --> 00:05:48.800]  我說那是發瘋
[00:05:48.800 --> 00:05:49.960]  輪到享樂
[00:05:49.960 --> 00:05:51.680]  我說這有何用
[00:05:51.680 --> 00:05:56.240]  我心裏沉思去讓肉身被走奴役
[00:05:56.240 --> 00:05:57.800]  去抓緊愚昧
[00:05:57.800 --> 00:05:59.200]  直到我看清
[00:05:59.200 --> 00:06:00.400]  天下的人
[00:06:00.400 --> 00:06:02.840]  在短暫人生中所行的
[00:06:02.840 --> 00:06:05.400]  到底有什麼益處
[00:06:05.400 --> 00:06:07.400]  我擴大自己的事業
[00:06:07.400 --> 00:06:08.880]  我興建房屋
[00:06:08.880 --> 00:06:10.320]  栽種葡萄園
[00:06:10.320 --> 00:06:12.480]  我收造各種的原子
[00:06:12.480 --> 00:06:15.120]  在園中栽種各類的果樹
[00:06:15.120 --> 00:06:16.640]  又挖了水池
[00:06:16.640 --> 00:06:21.720]  從中取水灌溉原林裏正在成長的樹木
[00:06:21.720 --> 00:06:23.840]  我買來男女奴僕
[00:06:23.840 --> 00:06:25.760]  也有許多管家
[00:06:25.760 --> 00:06:28.080]  又擁有大群的牛羊
[00:06:28.080 --> 00:06:32.560]  比任何在我之前的耶路撒冷人
[00:06:32.560 --> 00:06:34.400]  擁有更多
[00:06:34.400 --> 00:06:36.000]  我更積蓄金銀
[00:06:36.000 --> 00:06:38.760]  以及獵王和各省的珍寶
[00:06:38.760 --> 00:06:42.440]  又擁有許多男女歌手和菲賓
[00:06:42.440 --> 00:06:44.600]  到時人間樂事
[00:06:44.600 --> 00:06:46.600]  於是我日漸強盛
[00:06:46.600 --> 00:06:50.400]  超過任何在我之前的耶路撒冷人
[00:06:50.400 --> 00:06:53.080]  但我依然持守自衛
[00:06:53.080 --> 00:06:54.880]  我眼所求的一切
[00:06:54.880 --> 00:06:56.320]  我都不禁止
[00:06:56.320 --> 00:06:57.440]  任何歡樂
[00:06:57.440 --> 00:06:59.440]  我的心都不拒絕
[00:06:59.440 --> 00:07:01.960]  我心在勞碌中歡樂
[00:07:01.960 --> 00:07:06.160]  這就是我一切勞碌中所得的份額
[00:07:06.160 --> 00:07:09.200]  然而我回頭看我所做的一切
[00:07:09.200 --> 00:07:12.480]  以及我勞碌所成就的事
[00:07:12.480 --> 00:07:16.000]  不了全是虛空
[00:07:16.000 --> 00:07:17.400]  都是暴風
[00:07:17.400 --> 00:07:20.400]  在日光之下毫無益處
[00:07:20.400 --> 00:07:26.480]  我回頭看自衛瘋狂如霉
[00:07:26.480 --> 00:07:29.480]  看王的繼承人可以做甚麼
