
[00:00:00.000 --> 00:00:02.000]  主內平安
[00:00:02.000 --> 00:00:07.600]  我們五堂繼續有詩篇的講道系列
[00:00:07.600 --> 00:00:11.200]  上一次七月我就講詩篇二十三篇
[00:00:11.200 --> 00:00:13.400]  是最多人喜歡的詩篇
[00:00:13.400 --> 00:00:16.400]  今天我選擇了我自己最喜歡的詩篇
[00:00:16.400 --> 00:00:19.400]  就是我們一開始一起唱第一首的詩歌
[00:00:19.400 --> 00:00:22.200]  《在你手中》就是詩篇十六篇
[00:00:22.200 --> 00:00:25.600]  今天的講題就叫做
[00:00:25.600 --> 00:00:26.800]  以神為樂
[00:00:26.800 --> 00:00:28.600]  英文叫Enjoy God
[00:00:28.600 --> 00:00:32.000]  為什麼要命這個題目呢?
[00:00:32.000 --> 00:00:35.200]  因為我想透過詩篇十六篇去講一件事
[00:00:35.200 --> 00:00:38.400]  就是神創造人的目的
[00:00:38.400 --> 00:00:41.000]  你知道神創造你有兩個目的嗎?
[00:00:41.000 --> 00:00:43.200]  知道第一個目的是什麼嗎?
[00:00:43.200 --> 00:00:44.600]  永要神
[00:00:44.600 --> 00:00:46.600]  第二個目的呢?
[00:00:46.600 --> 00:00:48.000]  很少人知道的
[00:00:48.000 --> 00:00:48.800]  所以我今天要講
[00:00:48.800 --> 00:00:50.200]  第一個就是Glorify God
[00:00:50.200 --> 00:00:52.600]  第二個就是Enjoy God
[00:00:52.600 --> 00:00:54.400]  原來神做我們其中一個目的
[00:00:54.400 --> 00:00:56.400]  就是可以以祂為樂
[00:00:56.400 --> 00:00:59.200]  很享受祂的同在
[00:00:59.200 --> 00:01:01.800]  很可惜今天很多的基督徒
[00:01:01.800 --> 00:01:05.400]  其實都不知道神做我們有這兩個目的
[00:01:05.400 --> 00:01:07.800]  可能我們經常知道要永要神
[00:01:07.800 --> 00:01:11.000]  但是享受神是很少去講的
[00:01:11.000 --> 00:01:14.400]  這兩個神創造人的目的
[00:01:14.400 --> 00:01:17.000]  其實是出自聖經
[00:01:17.000 --> 00:01:21.000]  也是我讀神學院那本系統神學的書
[00:01:21.000 --> 00:01:23.400]  Wing Grudem那本Systemic Theology
[00:01:23.400 --> 00:01:25.000]  美國的神學院會用
[00:01:25.000 --> 00:01:26.600]  香港的神學院也會用這本書
[00:01:26.600 --> 00:01:29.200]  所以全世界都會用這本書
[00:01:29.200 --> 00:01:31.200]  它講到人論的時候
[00:01:31.200 --> 00:01:33.000]  就講到神造人這兩個目的
[00:01:33.000 --> 00:01:34.200]  還有這個作者
[00:01:34.200 --> 00:01:38.000]  其中一段經文是引用詩篇十六篇
[00:01:38.000 --> 00:01:39.800]  因為大衛在詩篇十六篇
[00:01:39.800 --> 00:01:40.800]  他真的表現到
[00:01:40.800 --> 00:01:43.600]  他很享受神的同在
[00:01:43.600 --> 00:01:45.200]  有平安喜樂
[00:01:45.200 --> 00:01:48.200]  所以今天我們藉著這個詩篇
[00:01:48.200 --> 00:01:50.800]  去講以神為樂的題目
[00:01:50.800 --> 00:01:52.000]  我們看經文之前
[00:01:52.000 --> 00:01:53.400]  我們一起來祈禱吧
[00:01:54.600 --> 00:01:56.000]  七位天父我們感謝祢
[00:01:56.000 --> 00:02:00.000]  祢讓大衛寫了這首這麼漂亮的詩篇
[00:02:00.000 --> 00:02:01.400]  我們求祢開我們的眼睛
[00:02:01.400 --> 00:02:03.600]  讓我們明白詩篇的內容
[00:02:03.600 --> 00:02:05.600]  我們求祢帶領以下我們的時間
[00:02:05.600 --> 00:02:07.000]  還有教導我們
[00:02:07.000 --> 00:02:10.000]  如何可以單單以祢為我們的喜樂
[00:02:10.000 --> 00:02:12.000]  我們祈禱奉耶穌基督聖名祈求
[00:02:12.000 --> 00:02:12.800]  阿們
[00:02:12.800 --> 00:02:18.600]  我們來看看詩篇十六篇的背景
[00:02:18.600 --> 00:02:21.000]  是大衛的金詩
[00:02:21.000 --> 00:02:22.400]  你聽到金詩會覺得
[00:02:22.400 --> 00:02:23.200]  bling bling
[00:02:23.200 --> 00:02:25.400]  好像黃金一樣
[00:02:25.400 --> 00:02:26.600]  很矜貴
[00:02:26.600 --> 00:02:28.400]  它原文是什麼意思呢?
[00:02:28.400 --> 00:02:29.200]  原文是英文
[00:02:29.200 --> 00:02:31.600]  你聽到它的音是mictam
[00:02:31.600 --> 00:02:34.600]  其實它的意思可能是inscription
[00:02:34.600 --> 00:02:35.400]  就是抄寫
[00:02:35.400 --> 00:02:37.000]  大衛抄寫
[00:02:37.000 --> 00:02:39.400]  就是說這篇詩篇的內容
[00:02:39.400 --> 00:02:41.400]  是很重要、很寶貴
[00:02:41.400 --> 00:02:43.800]  以致大衛要他自己抄寫
[00:02:43.800 --> 00:02:45.000]  或者叫別人抄寫
[00:02:45.000 --> 00:02:47.200]  所以中文譯作金詩
[00:02:47.200 --> 00:02:48.000]  其實是很貼切的
[00:02:48.000 --> 00:02:51.400]  就像黃金一樣矜貴的詩篇
[00:02:51.400 --> 00:02:54.800]  你知不知道聖經裏面有多少首金詩?
[00:02:54.800 --> 00:02:57.600]  很少的
[00:02:57.600 --> 00:02:58.800]  其實只有六首
[00:02:58.800 --> 00:03:00.200]  除了詩篇十六篇
[00:03:00.200 --> 00:03:03.800]  五十六至六十篇就是金詩
[00:03:03.800 --> 00:03:06.000]  在這六首的金詩裏面
[00:03:06.000 --> 00:03:09.600]  其實全部都是大衛在危難裏面
[00:03:09.600 --> 00:03:12.200]  即是很危險的時候
[00:03:12.200 --> 00:03:14.400]  他去作這些詩篇
[00:03:14.400 --> 00:03:16.800]  其中有幾首是說到
[00:03:16.800 --> 00:03:19.000]  大衛被數羅王追殺
[00:03:19.000 --> 00:03:21.400]  他就寫了這些金詩
[00:03:21.400 --> 00:03:22.600]  所以我自己估計
[00:03:22.600 --> 00:03:24.000]  詩篇十六篇的背景
[00:03:24.000 --> 00:03:27.000]  都是大衛被人追殺的時候
[00:03:27.000 --> 00:03:29.200]  他就寫下這個詩篇
[00:03:29.200 --> 00:03:30.800]  即是大難不死
[00:03:30.800 --> 00:03:32.800]  必會寫金詩
[00:03:32.800 --> 00:03:34.600]  就寫下這個金詩
[00:03:34.600 --> 00:03:36.800]  所以金詩真是
[00:03:36.800 --> 00:03:39.400]  詩篇十六篇差不多每一節都是金句
[00:03:39.400 --> 00:03:41.600]  是很寶貴的
[00:03:41.600 --> 00:03:43.600]  好,我們先看看第一節
[00:03:43.600 --> 00:03:45.200]  第一節是
[00:03:45.200 --> 00:03:48.800]  「神啊,求祢保守我,因為我投靠祢」
[00:03:48.800 --> 00:03:52.200]  是一個祈禱
[00:03:52.200 --> 00:03:54.600]  你見到他求神保守他
[00:03:54.600 --> 00:03:55.800]  保守他甚麼呢?
[00:03:55.800 --> 00:03:57.000]  如果你聽英文是
