
[00:00:00.000 --> 00:00:02.000]  安靜一下
[00:00:02.000 --> 00:00:04.000]  今天你抱著什麼心態
[00:00:04.000 --> 00:00:06.000]  什麼感受
[00:00:06.000 --> 00:00:08.000]  或者什麼心情
[00:00:08.000 --> 00:00:10.000]  回來聽聖經呢
[00:00:10.000 --> 00:00:12.000]  剛才在崇拜裡面
[00:00:12.000 --> 00:00:14.000]  師哥帶我們去敬拜我們的主
[00:00:14.000 --> 00:00:16.000]  今天呢
[00:00:16.000 --> 00:00:18.000]  很想你安靜自己
[00:00:18.000 --> 00:00:20.000]  我們一起祈禱
[00:00:20.000 --> 00:00:22.000]  切不要天賦
[00:00:22.000 --> 00:00:24.000]  感謝你
[00:00:24.000 --> 00:00:26.000]  感謝你能夠在這裏
[00:00:26.000 --> 00:00:28.000]  在這裏
[00:00:28.000 --> 00:00:30.000]  感謝你
[00:00:30.000 --> 00:00:32.000]  感謝你讓我們回到教會裡面
[00:00:32.000 --> 00:00:34.000]  一起去敬拜你
[00:00:34.000 --> 00:00:36.000]  感謝你讓我們聽到你的說話
[00:00:36.000 --> 00:00:38.000]  求聖靈引導我們
[00:00:38.000 --> 00:00:40.000]  讓我們應該要聽的
[00:00:40.000 --> 00:00:42.000]  求聖靈引導孩子
[00:00:42.000 --> 00:00:44.000]  讓孩子說應該要說的
[00:00:44.000 --> 00:00:46.000]  求主你都帶領
[00:00:46.000 --> 00:00:48.000]  感謝你
[00:00:48.000 --> 00:00:50.000]  奉主命求
[00:00:50.000 --> 00:00:52.000]  好,今天我們要看的經文
[00:00:52.000 --> 00:00:54.000]  是《馬可福音》第七章
[00:00:54.000 --> 00:00:56.000]  很想看看
[00:00:56.000 --> 00:00:58.000]  《馬可福音》第七章
[00:00:58.000 --> 00:01:00.000]  上帝和我們有什麼提醒
[00:01:00.000 --> 00:01:02.000]  我們先看一下背景
[00:01:02.000 --> 00:01:04.000]  按照教會的傳統
[00:01:04.000 --> 00:01:06.000]  《馬可福音》的作者
[00:01:06.000 --> 00:01:08.000]  就是馬可
[00:01:08.000 --> 00:01:10.000]  馬可和彼得是很友好的兄弟
[00:01:10.000 --> 00:01:12.000]  很多馬可
[00:01:12.000 --> 00:01:14.000]  所記錄的東西
[00:01:14.000 --> 00:01:16.000]  所寫的東西
[00:01:16.000 --> 00:01:18.000]  很多時候都是彼得親口跟他說
[00:01:18.000 --> 00:01:20.000]  或者跟他分享
[00:01:20.000 --> 00:01:22.000]  他的背景是怎樣呢
[00:01:22.000 --> 00:01:24.000]  當時羅馬
[00:01:24.000 --> 00:01:26.000]  發生了一場很嚴重的大火
[00:01:26.000 --> 00:01:28.000]  有學者研究
[00:01:28.000 --> 00:01:30.000]  去說當時的大火
[00:01:30.000 --> 00:01:32.000]  是羅馬皇帝尼祿
[00:01:32.000 --> 00:01:34.000]  所放的,因為他想重建羅馬城
[00:01:34.000 --> 00:01:36.000]  他想剷平羅馬城
[00:01:36.000 --> 00:01:38.000]  就可以
[00:01:38.000 --> 00:01:40.000]  按照自己的心意
[00:01:40.000 --> 00:01:42.000]  去重建自己的一個城市
[00:01:42.000 --> 00:01:44.000]  因為這場大火的緣故
[00:01:44.000 --> 00:01:46.000]  他就嫁禍了
[00:01:46.000 --> 00:01:48.000]  給當時的一班基督徒
[00:01:48.000 --> 00:01:50.000]  以致基督徒
[00:01:50.000 --> 00:01:52.000]  在羅馬各地遭受到
[00:01:52.000 --> 00:01:54.000]  各樣的迫害
[00:01:54.000 --> 00:01:56.000]  那些人很討厭基督徒
[00:01:56.000 --> 00:01:58.000]  馬可就這樣寫下了
[00:01:58.000 --> 00:02:00.000]  這本福音書
[00:02:00.000 --> 00:02:02.000]  他給當時的作者很清楚地說明
[00:02:02.000 --> 00:02:04.000]  耶穌基督
[00:02:04.000 --> 00:02:06.000]  耶穌就是那位基督
[00:02:06.000 --> 00:02:08.000]  就是彌賽亞
[00:02:08.000 --> 00:02:10.000]  他的目的是想記錄住耶穌的生平
[00:02:10.000 --> 00:02:12.000]  和歷史
[00:02:12.000 --> 00:02:14.000]  除此之外,很想表明給當時
[00:02:14.000 --> 00:02:16.000]  或者現在的信徒
[00:02:16.000 --> 00:02:18.000]  他知道我們主的門徒
[00:02:18.000 --> 00:02:20.000]  是需要為主受苦的
[00:02:20.000 --> 00:02:22.000]  還有
[00:02:22.000 --> 00:02:24.000]  作門徒的意義是什麼
[00:02:24.000 --> 00:02:26.000]  從而鼓勵信徒
[00:02:26.000 --> 00:02:28.000]  很堅定地面對
[00:02:28.000 --> 00:02:30.000]  當時很困難的環境
[00:02:30.000 --> 00:02:32.000]  好,我們進入經文
[00:02:32.000 --> 00:02:34.000]  我們一起去讀一下
[00:02:34.000 --> 00:02:36.000]  馬可福音第七章
[00:02:36.000 --> 00:02:38.000]  一至十三節
[00:02:38.000 --> 00:02:40.000]  我們分了兩個重點
[00:02:40.000 --> 00:02:42.000]  第一個重點就是
[00:02:42.000 --> 00:02:44.000]  第七章一至十三節
[00:02:44.000 --> 00:02:46.000]  第一個重點
[00:02:46.000 --> 00:02:48.000]  我們一二三一起讀
[00:02:48.000 --> 00:02:50.000]  有法利賽人
[00:02:50.000 --> 00:03:00.000]  (文字)
[00:03:00.000 --> 00:03:02.000]  就是沒有洗的手
[00:03:02.000 --> 00:03:04.000]  (文字)
[00:03:04.000 --> 00:03:06.000]  有法利賽人
[00:03:06.000 --> 00:03:08.000]  堪守古人的傳統
[00:03:08.000 --> 00:03:10.000]  若不按規矩洗手
[00:03:10.000 --> 00:03:12.000]  就不吃飯
[00:03:12.000 --> 00:03:14.000]  從此長來,若不洗手
[00:03:14.000 --> 00:03:16.000]  也不吃飯
[00:03:16.000 --> 00:03:18.000]  他們還拘守好
[00:03:18.000 --> 00:03:20.000]  古人的規矩
[00:03:20.000 --> 00:03:22.000]  如洗杯、罐、銅器、床鋪等
[00:03:22.000 --> 00:03:24.000]  法利賽人
[00:03:24.000 --> 00:03:26.000]  和文士問他
[00:03:26.000 --> 00:03:28.000]  你的門徒為什麼
[00:03:28.000 --> 00:03:30.000]  不照古人的傳統
[00:03:30.000 --> 00:03:32.000]  竟然不見潔淨的手吃飯呢?
[00:03:32.000 --> 00:03:34.000]  耶穌對他們說
[00:03:34.000 --> 00:03:36.000]  (文字)
[00:03:36.000 --> 00:03:38.000]  (文字)
[00:03:38.000 --> 00:03:40.000]  (文字)
[00:03:40.000 --> 00:03:42.000]  如經上所記
[00:03:42.000 --> 00:03:44.000]  (文字)
[00:03:44.000 --> 00:03:46.000]  (文字)
[00:03:46.000 --> 00:03:48.000]  「你們的心遠離我」
[00:03:48.000 --> 00:03:52.000]  「他們把人的規條當作教義教導人」
[00:03:52.000 --> 00:03:55.000]  「他們拜我也是枉然」
[00:03:55.000 --> 00:03:58.000]  「你們肆意犧牲的誓命」
[00:03:58.000 --> 00:04:00.000]  「驅守人的傳統」
[00:04:00.000 --> 00:04:02.000]  「耶穌有說」
[00:04:02.000 --> 00:04:08.000]  「你們承認要守自己的傳統」
[00:04:08.000 --> 00:04:09.000]  「俄羅斯說」
[00:04:09.000 --> 00:04:11.000]  「當孝敬父母」
[00:04:11.000 --> 00:04:13.000]  「又說就罵父母的」
[00:04:13.000 --> 00:04:16.000]  「必須處死」
[00:04:16.000 --> 00:04:18.000]  「你們倒說」
[00:04:18.000 --> 00:04:20.000]  「我受罰」
[00:04:20.000 --> 00:04:25.000]  「你們就容我」
[00:04:25.000 --> 00:04:32.000]  「你們就直著繼承傳統」
[00:04:32.000 --> 00:04:34.000]  「廢了神的話」
[00:04:34.000 --> 00:04:36.000]  「你們還」
[00:04:36.000 --> 00:04:38.000]  我剛才也說了
[00:04:38.000 --> 00:04:40.000]  我把經文分了兩個重點
[00:04:40.000 --> 00:04:41.000]  第一個重點就是
[00:04:41.000 --> 00:04:44.000]  重新遵行神的話
[00:04:44.000 --> 00:04:46.000]  在第七章一節開始
[00:04:46.000 --> 00:04:48.000]  他這樣描述
[00:04:48.000 --> 00:04:50.000]  有幾個文士和法利賽人
[00:04:50.000 --> 00:04:55.000]  從耶路撒冷尼跟隨耶穌
[00:04:55.000 --> 00:04:58.000]  法利賽人和文士在耶穌的時代
[00:04:58.000 --> 00:05:02.000]  在政治和宗教方面
[00:05:02.000 --> 00:05:05.000]  都是一群很具影響力的領袖
[00:05:05.000 --> 00:05:07.000]  法利賽人最出名的是什麼呢?
[00:05:07.000 --> 00:05:10.000]  他嚴守舊約的律法
[00:05:10.000 --> 00:05:11.000]  不單止這樣
[00:05:11.000 --> 00:05:12.000]  他在舊約的律法之外
[00:05:12.000 --> 00:05:15.000]  加上他們自己傳統的規矩
[00:05:15.000 --> 00:05:18.000]  其實這群宗教領袖
[00:05:18.000 --> 00:05:20.000]  不是現在才出現的
[00:05:20.000 --> 00:05:22.000]  他在《馬克福音》第三章裡
[00:05:22.000 --> 00:05:25.000]  已經開始跟隨和挑戰耶穌
[00:05:25.000 --> 00:05:27.000]  一個目的
[00:05:27.000 --> 00:05:30.000]  因為當時他們很想剷除耶穌
[00:05:30.000 --> 00:05:32.000]  所以去找他們的錯處
[00:05:32.000 --> 00:05:37.000]  這次第七章也是同樣的場景
[00:05:37.000 --> 00:05:39.000]  他和耶穌提出一件事
[00:05:39.000 --> 00:05:40.000]  就是說
[00:05:40.000 --> 00:05:42.000]  耶穌,為什麼你的門徒
[00:05:42.000 --> 00:05:44.000]  吃飯之前沒有洗手?
[00:05:44.000 --> 00:05:46.000]  很嚴重
[00:05:46.000 --> 00:05:47.000]  不如這樣,我問問他們
[00:05:47.000 --> 00:05:49.000]  你們吃飯之前有沒有洗手?
[00:05:49.000 --> 00:05:50.000]  有沒有?
[00:05:50.000 --> 00:05:52.000]  有啊,不會沒有洗手
[00:05:52.000 --> 00:05:53.000]  很大件事
[00:05:53.000 --> 00:05:56.000]  現在我想我們吃飯之前沒有洗手
[00:05:56.000 --> 00:05:59.000]  我想也是衛生問題
