
[00:00:00.000 --> 00:00:02.000]  定志不會做實
[00:00:02.000 --> 00:00:10.640]  近年無論世界或香港社會都發生很多事
[00:00:10.640 --> 00:00:13.840]  很多人都覺得很難想像
[00:00:13.840 --> 00:00:15.840]  很難接受
[00:00:15.840 --> 00:00:18.720]  最近身邊很多熟悉的人
[00:00:18.720 --> 00:00:21.720]  都選擇移民
[00:00:21.720 --> 00:00:24.640]  去異地開展他們的新生活
[00:00:24.640 --> 00:00:28.560]  我最近都想起一首詩歌《過前》
[00:00:29.520 --> 00:00:31.520]  《誰知明天》
[00:00:31.520 --> 00:00:33.520]  頭兩句
[00:00:33.520 --> 00:00:35.520]  動盪變遷
[00:00:35.520 --> 00:00:37.520]  世事難料
[00:00:37.520 --> 00:00:41.520]  面對周圍的環境
[00:00:41.520 --> 00:00:43.520]  我曾經都覺得
[00:00:43.520 --> 00:00:45.520]  有點唏噓
[00:00:45.520 --> 00:00:47.520]  和迷惘
[00:00:47.520 --> 00:00:51.520]  我間中都會檢視自己
[00:00:51.520 --> 00:00:55.520]  外在環境那麼多的改變
[00:00:55.520 --> 00:00:57.520]  我內在的生命
[00:00:57.520 --> 00:00:59.520]  有沒有變質呢
[00:00:59.520 --> 00:01:05.520]  我是仍然堅持守住信仰的基本功
[00:01:05.520 --> 00:01:09.520]  還是我又軟弱
[00:01:09.520 --> 00:01:11.520]  又倒退呢
[00:01:11.520 --> 00:01:13.520]  我不知道這個風浪
[00:01:13.520 --> 00:01:15.520]  對弟兄姊妹
[00:01:15.520 --> 00:01:17.520]  有多大影響
[00:01:17.520 --> 00:01:25.520]  生命最重要的基本功是什麼呢
[00:01:25.520 --> 00:01:27.520]  弟兄姊妹
[00:01:27.520 --> 00:01:29.520]  所以很盼望今天的訊息
[00:01:29.520 --> 00:01:33.520]  神給我們一些指引和方向
[00:01:33.520 --> 00:01:37.520]  我今天的講題是
[00:01:37.520 --> 00:01:39.520]  在行動中活出神
[00:01:39.520 --> 00:01:41.520]  經文是李希米記
[00:01:41.520 --> 00:01:43.520]  五章一到十九節
[00:01:43.520 --> 00:01:45.520]  我先簡單講一下
[00:01:45.520 --> 00:01:47.520]  書卷的背景
[00:01:47.520 --> 00:01:49.520]  就在主前
[00:01:49.520 --> 00:01:51.520]  五百六年
[00:01:51.520 --> 00:01:53.520]  猶太人經歷
[00:01:53.520 --> 00:01:55.520]  最慘痛的事件
[00:01:55.520 --> 00:01:57.520]  就是耶路撒冷城
[00:01:57.520 --> 00:01:59.520]  被巴比倫攻陷
[00:01:59.520 --> 00:02:01.520]  他們被擄去巴比倫
[00:02:01.520 --> 00:02:03.520]  只剩下一小撮
[00:02:03.520 --> 00:02:05.520]  的國民在耶路撒冷
[00:02:05.520 --> 00:02:09.520]  聖殿剩下一堆殘骸
[00:02:09.520 --> 00:02:11.520]  他們經歷所謂的
[00:02:11.520 --> 00:02:13.520]  國破家亡
[00:02:13.520 --> 00:02:15.520]  慘不慘
[00:02:15.520 --> 00:02:19.520]  隨著後來波斯王
[00:02:19.520 --> 00:02:21.520]  古烈的興起
[00:02:21.520 --> 00:02:23.520]  下了御靈
[00:02:23.520 --> 00:02:25.520]  很感恩感謝神
[00:02:25.520 --> 00:02:27.520]  他容許被擄的
[00:02:27.520 --> 00:02:29.520]  猶太人回到野城
[00:02:29.520 --> 00:02:31.520]  李希米
[00:02:31.520 --> 00:02:33.520]  原先在波斯政府
[00:02:33.520 --> 00:02:35.520]  作為一個官員
[00:02:35.520 --> 00:02:37.520]  當他聽到
[00:02:37.520 --> 00:02:39.520]  他的故鄉有不好的消息
[00:02:39.520 --> 00:02:41.520]  他決定
[00:02:41.520 --> 00:02:43.520]  千里迢迢
[00:02:43.520 --> 00:02:45.520]  帶領神的子民
[00:02:45.520 --> 00:02:47.520]  回到他的故鄉
[00:02:47.520 --> 00:02:49.520]  重作
[00:02:49.520 --> 00:02:51.520]  重建聖城的工作
[00:02:51.520 --> 00:02:55.520]  而這個工程是非常艱鉅
[00:02:55.520 --> 00:02:57.520]  包括所謂
[00:02:57.520 --> 00:02:59.520]  外憂和內患
[00:02:59.520 --> 00:03:03.520]  今天講第五章
[00:03:03.520 --> 00:03:05.520]  其實第四章是講他們面對外憂的問題
[00:03:05.520 --> 00:03:09.520]  就是周圍很多仇敵去攻擊他們
[00:03:09.520 --> 00:03:11.520]  去恥笑他們
[00:03:11.520 --> 00:03:13.520]  去威嚇他們
[00:03:13.520 --> 00:03:15.520]  停止建造城牆的工作
[00:03:15.520 --> 00:03:17.520]  其實面對
[00:03:17.520 --> 00:03:19.520]  外敵攻擊都很不容易
[00:03:19.520 --> 00:03:21.520]  來到第五章
[00:03:21.520 --> 00:03:23.520]  他們還要面對同胞之間
[00:03:23.520 --> 00:03:25.520]  產生的問題
[00:03:25.520 --> 00:03:29.520]  譬如我們看第一段經文
[00:03:29.520 --> 00:03:31.520]  困境
[00:03:31.520 --> 00:03:33.520]  現實的困境一度不解
[00:03:33.520 --> 00:03:35.520]  我想請大家一起讀出來
[00:03:35.520 --> 00:03:37.520]  百姓和他們的妻子
[00:03:37.520 --> 00:03:39.520]  大大呼號
[00:03:39.520 --> 00:03:41.520]  埋怨他們的弟兄猶太人
[00:03:41.520 --> 00:03:45.520]  有的說
[00:03:45.520 --> 00:03:47.520]  我們和兒女人口眾多
[00:03:47.520 --> 00:03:49.520]  必須得糧食吃
[00:03:49.520 --> 00:03:51.520]  才能活下去
[00:03:51.520 --> 00:03:53.520]  有的說
[00:03:53.520 --> 00:03:55.520]  我們點壓了田地
[00:03:55.520 --> 00:03:57.520]  葡萄園房屋
[00:03:57.520 --> 00:03:59.520]  才得糧食充飢
[00:03:59.520 --> 00:04:01.520]  有的說
[00:04:01.520 --> 00:04:03.520]  我們借了錢赴田地
[00:04:03.520 --> 00:04:05.520]  和葡萄園的稅給王
[00:04:05.520 --> 00:04:07.520]  現在
[00:04:07.520 --> 00:04:09.520]  我們的身體
[00:04:09.520 --> 00:04:11.520]  與我們的弟兄的身體是一樣的
[00:04:11.520 --> 00:04:13.520]  我們的兒女
[00:04:13.520 --> 00:04:15.520]  沒有差別
[00:04:15.520 --> 00:04:17.520]  看那
[00:04:17.520 --> 00:04:19.520]  我們卻要逼使兒女
[00:04:19.520 --> 00:04:21.520]  作人的奴婢
[00:04:21.520 --> 00:04:23.520]  我們有些女兒已被搶走了
[00:04:23.520 --> 00:04:25.520]  我們卻無能為力
[00:04:25.520 --> 00:04:27.520]  因為
[00:04:27.520 --> 00:04:29.520]  我們的田地和葡萄園
[00:04:29.520 --> 00:04:31.520]  已經歸了別人
[00:04:31.520 --> 00:04:35.520]  首先是百姓之間
[00:04:35.520 --> 00:04:37.520]  產生的衝突
[00:04:41.520 --> 00:04:43.520]  這五節經文裏面
[00:04:43.520 --> 00:04:45.520]  講了很多百姓埋怨的聲音
[00:04:45.520 --> 00:04:47.520]  譬如第一節
[00:04:47.520 --> 00:04:49.520]  他們大大呼號
[00:04:49.520 --> 00:04:51.520]  在叫嚷
[00:04:51.520 --> 00:04:53.520]  他們在埋怨他們的同胞
[00:04:53.520 --> 00:04:55.520]  主要有四個問題
[00:04:55.520 --> 00:04:57.520]  我列了出來
[00:04:57.520 --> 00:04:59.520]  就是第二節
[00:04:59.520 --> 00:05:01.520]  第一個問題是因為他們面對饑荒缺乏糧食
[00:05:01.520 --> 00:05:03.520]  其實這是基本需要的問題
[00:05:03.520 --> 00:05:05.520]  當時的巴勒斯坦
[00:05:05.520 --> 00:05:07.520]  出現了饑荒
[00:05:07.520 --> 00:05:09.520]  農作物失收
[00:05:09.520 --> 00:05:11.520]  他們的生活成了問題
[00:05:11.520 --> 00:05:13.520]  可能在他們的角度
[00:05:13.520 --> 00:05:15.520]  哪還有心力
[00:05:15.520 --> 00:05:17.520]  有力氣去建造城牆
[00:05:17.520 --> 00:05:21.520]  第二個問題
