
[00:00:00.000 --> 00:00:02.200]  好,大興姐妹,午安
[00:00:02.200 --> 00:00:05.800]  可否給點掌聲敬拜一隊
[00:00:05.800 --> 00:00:07.600]  給點掌聲
[00:00:07.600 --> 00:00:09.840]  還有我們預備的Cece和AV Team
[00:00:09.840 --> 00:00:11.280]  我們很少去…
[00:00:11.280 --> 00:00:13.240]  可能每個星期回來的時候
[00:00:13.240 --> 00:00:15.840]  我們都經常坐下來敬拜
[00:00:15.840 --> 00:00:19.840]  或者我們很少都去給點鼓勵
[00:00:19.840 --> 00:00:21.360]  我們的志奉團隊
[00:00:21.360 --> 00:00:22.440]  我不知道今天敬拜的時候
[00:00:22.440 --> 00:00:23.520]  你們看過甚麼
[00:00:23.520 --> 00:00:25.040]  我看過一件事就是
[00:00:25.040 --> 00:00:28.240]  原來神的愛是不變的
[00:00:28.320 --> 00:00:30.720]  有時我們可能經常會自己轉變
[00:00:30.720 --> 00:00:31.880]  或者離開了神
[00:00:31.880 --> 00:00:35.440]  但神的愛仍然跟我們同在
[00:00:35.440 --> 00:00:37.320]  跟我們可以回轉的時候
[00:00:37.320 --> 00:00:38.560]  我們回到神的時候
[00:00:38.560 --> 00:00:40.800]  可以經歷到主的愛原來這麼正
[00:00:40.800 --> 00:00:42.120]  這麼實在
[00:00:42.120 --> 00:00:44.240]  今天…不是我說道
[00:00:44.240 --> 00:00:45.200]  今天我們…
[00:00:45.200 --> 00:00:46.920]  如果有看IG Post的都知道
[00:00:46.920 --> 00:00:49.600]  今天是我們的堂主任黎家喬牧師
[00:00:49.600 --> 00:00:51.280]  跟我們分享信息
[00:00:51.280 --> 00:00:53.080]  所以都邀請大家
[00:00:53.080 --> 00:00:57.640]  我們一起去專注在神的位置
[00:00:57.720 --> 00:01:00.800]  我們邀請家喬牧師分享信息
[00:01:00.800 --> 00:01:02.280]  你不是家喬嗎?我去訪問一下
[00:01:02.280 --> 00:01:03.040]  訪問一下
[00:01:03.040 --> 00:01:05.040]  不,我們現在是問木姐
[00:01:05.040 --> 00:01:09.400]  各位早安,午安
[00:01:09.400 --> 00:01:12.520]  很開心能夠來到大家當中
[00:01:12.520 --> 00:01:14.240]  來到大家當中
[00:01:14.240 --> 00:01:16.560]  想起我洗禮的時候
[00:01:16.560 --> 00:01:18.880]  我19歲洗禮
[00:01:18.880 --> 00:01:19.880]  19歲洗禮的時候
[00:01:19.880 --> 00:01:22.040]  我大概就坐在那裡
[00:01:22.040 --> 00:01:24.040]  我小時候…現在好一點
[00:01:24.040 --> 00:01:26.760]  我小時候很受不了悶的港道
[00:01:26.840 --> 00:01:28.920]  牧師港道的時候我睡著了
[00:01:28.920 --> 00:01:31.320]  睡著睡著我就醒了
[00:01:31.320 --> 00:01:32.720]  醒了之後我發現原來那天洗禮
[00:01:32.720 --> 00:01:35.160]  是我講見證的,我還沒寫
[00:01:35.160 --> 00:01:36.640]  我就立刻寫了,拿起筆
[00:01:36.640 --> 00:01:39.120]  寫了寫了寫了,上台講見證
[00:01:39.120 --> 00:01:42.360]  這件事我在人生裡完全忘記了
[00:01:42.360 --> 00:01:44.280]  是有一個姐妹
[00:01:44.280 --> 00:01:45.880]  在我當堂主任的時候提醒我
[00:01:45.880 --> 00:01:47.840]  為甚麼你會當堂主任?
[00:01:47.840 --> 00:01:49.600]  我當時見到你靈命這麼差
[00:01:49.600 --> 00:01:51.600]  聽著聽著在港道欺負
[00:01:51.600 --> 00:01:54.720]  這是我19歲當時信耶穌的經歷
[00:01:54.800 --> 00:01:57.040]  我記得當時洗禮的時候講到…
[00:01:57.040 --> 00:01:58.120]  不是港道,講見證
[00:01:58.120 --> 00:01:59.880]  我記得我想講的就是
[00:01:59.880 --> 00:02:02.400]  朱耶穌說他不會撇下我的
[00:02:02.400 --> 00:02:03.600]  這是一個很深的印象
[00:02:03.600 --> 00:02:05.160]  我19歲信耶穌心想
[00:02:05.160 --> 00:02:07.720]  怎樣信到59歲?
[00:02:07.720 --> 00:02:09.480]  人生這麼多誘惑
[00:02:09.480 --> 00:02:11.000]  這麼多好玩的事情
[00:02:11.000 --> 00:02:13.040]  你叫我一個人信到59歲、69歲
[00:02:13.040 --> 00:02:14.240]  是不可能的
[00:02:14.240 --> 00:02:15.960]  但那一天見證神給了我一個說話
[00:02:15.960 --> 00:02:18.080]  就是他不會撇下我的
[00:02:18.080 --> 00:02:19.640]  走了這麼多年
[00:02:19.640 --> 00:02:21.960]  我今天都想講同樣的信息
[00:02:21.960 --> 00:02:23.800]  阿神為甚麼不撇下我們?
[00:02:23.880 --> 00:02:28.040]  這裡有四張投影片是港道的經文
[00:02:28.040 --> 00:02:29.120]  我請弟兄讀第一張
[00:02:29.120 --> 00:02:29.960]  姐妹讀第二張
[00:02:29.960 --> 00:02:31.600]  我讀完最後兩張,好嗎?
[00:02:31.600 --> 00:02:32.680]  我請弟兄先
[00:02:32.680 --> 00:02:34.520]  好,1、2、3
[00:02:34.520 --> 00:02:37.920]  我們若求在基女稱儀
[00:02:37.920 --> 00:02:40.920]  自己卻還被視為罪人
[00:02:40.920 --> 00:02:44.000]  那麼基督是罪的用人嗎?
[00:02:44.000 --> 00:02:45.360]  絕對不是
[00:02:45.360 --> 00:02:49.120]  如果我重新建造我所策畏的
[00:02:49.120 --> 00:02:52.720]  這就證明自己是違反律法的人
[00:02:52.800 --> 00:02:55.720]  我因律法而向律法死了
[00:02:55.720 --> 00:02:58.200]  使我可以向神活著
[00:02:58.200 --> 00:03:01.640]  我已經與基督同釘十字架
[00:03:01.640 --> 00:03:04.520]  現在活著的不再是我
[00:03:04.520 --> 00:03:07.520]  乃是基督在我裏面活著
[00:03:07.520 --> 00:03:10.680]  並且我如今在肉身活著
[00:03:10.680 --> 00:03:13.440]  是因信神的兒子而活
[00:03:13.440 --> 00:03:16.520]  他是愛我,為我捨己
[00:03:16.520 --> 00:03:18.760]  我不廢掉神的恩
[00:03:18.760 --> 00:03:21.960]  如果義士藉著律法而獲得
[00:03:22.040 --> 00:03:24.840]  那麼基督就白白死了
[00:03:24.840 --> 00:03:26.720]  我請姐妹讀第二張
[00:03:26.720 --> 00:03:29.960]  《無知的加拉太人》
[00:03:29.960 --> 00:03:32.440]  耶穌基督釘十字架
[00:03:32.440 --> 00:03:35.360]  已經活現在你們眼前
[00:03:35.360 --> 00:03:37.680]  誰又迷惑了你們呢?
[00:03:37.680 --> 00:03:40.520]  這是我唯一要問你們的
[00:03:40.520 --> 00:03:42.680]  你們領受了聖靈
[00:03:42.680 --> 00:03:44.520]  是因律法的行為
[00:03:44.520 --> 00:03:47.040]  或是因聽信福音呢?
[00:03:47.040 --> 00:03:49.800]  你們既然以聖靈開始
[00:03:49.880 --> 00:03:53.040]  如今竟然要以肉身終結嗎?
[00:03:53.040 --> 00:03:55.840]  你們是這樣的無知嗎?
[00:03:55.840 --> 00:03:57.760]  你們受這麼多的苦
[00:03:57.760 --> 00:03:59.760]  都是徒然的嗎?
[00:03:59.760 --> 00:04:01.920]  如果真是徒然的
[00:04:01.920 --> 00:04:04.800]  那麼神賜給你們聖靈
[00:04:04.800 --> 00:04:07.480]  又在你們中間行異能
[00:04:07.480 --> 00:04:09.080]  是因律法的行為
[00:04:09.080 --> 00:04:11.800]  或是因聽信福音呢?
[00:04:11.800 --> 00:04:13.120]  我就讀下去了
[00:04:13.120 --> 00:04:14.720]  正如阿伯拉罕信了神者
[00:04:14.720 --> 00:04:16.640]  就算他為二
[00:04:16.640 --> 00:04:17.520]  所以你們知道
[00:04:17.600 --> 00:04:20.240]  「有信心的人才是阿伯拉罕的子孫」
[00:04:20.240 --> 00:04:22.080]  聖經既然預先看見
[00:04:22.080 --> 00:04:24.800]  神要使外邦人因信稱義
[00:04:24.800 --> 00:04:26.800]  預先傳福音給阿伯拉罕說
[00:04:26.800 --> 00:04:28.720]  「萬國都必因你得福」
[00:04:28.720 --> 00:04:30.000]  可見哪有信心的人
[00:04:30.000 --> 00:04:32.320]  為有信心的阿伯拉罕一同得福
[00:04:32.320 --> 00:04:33.400]  凡出於律法的行為
[00:04:33.400 --> 00:04:35.400]  都是受詛咒的
[00:04:35.400 --> 00:04:36.760]  因為經上記著
[00:04:36.760 --> 00:04:39.560]  凡不持守律法書上所記的一切而行的
[00:04:39.560 --> 00:04:41.000]  都是受詛咒的
[00:04:41.000 --> 00:04:42.320]  沒有一個人靠著律法
[00:04:42.320 --> 00:04:43.760]  在神面前稱義
[00:04:43.760 --> 00:04:45.480]  這是明顯的
[00:04:45.480 --> 00:04:46.400]  因為經上說
[00:04:46.480 --> 00:04:48.000]  二人必因信得生
[00:04:48.000 --> 00:04:49.960]  律法並不出於信義時說
[00:04:49.960 --> 00:04:52.440]  行者者事的就必因此得生
[00:04:52.440 --> 00:04:54.440]  既然基督為我們成了詛咒
[00:04:54.440 --> 00:04:57.000]  就把我們從律法的詛咒中屬出來
[00:04:57.000 --> 00:04:58.080]  因為經上記著
[00:04:58.080 --> 00:05:00.720]  凡掛在木頭上的都是受詛咒的
[00:05:00.720 --> 00:05:02.240]  這是要使阿伯拉罕的福
[00:05:02.240 --> 00:05:05.640]  因著基督耶穌臨到外邦人
[00:05:05.640 --> 00:05:07.600]  使我們能因信得著所認許的聖命
[00:05:07.600 --> 00:05:09.160]  我們一起祈禱,好嗎?
[00:05:09.160 --> 00:05:12.880]  主要是願意你自己的靈
[00:05:12.880 --> 00:05:15.120]  引領我們去進入這隻真理裏面
[00:05:15.200 --> 00:05:17.200]  我們討告奉主命求,阿門
[00:05:17.200 --> 00:05:19.600]  我十九歲信耶穌
[00:05:19.600 --> 00:05:21.680]  打算自己信不下去
[00:05:21.680 --> 00:05:23.520]  沒想過今天還在信
[00:05:23.520 --> 00:05:25.720]  這是當時沒想過的事情
[00:05:25.720 --> 00:05:31.080]  當時猶太人其實同樣在問一個問題
[00:05:31.080 --> 00:05:34.040]  你們信耶穌就恩信清義,對吧?
[00:05:34.040 --> 00:05:35.280]  我們聽過這些詞語
[00:05:35.280 --> 00:05:37.640]  你信了就無罪,就跟神一起
[00:05:37.640 --> 00:05:39.000]  那是不是做什麼都可以?
[00:05:39.000 --> 00:05:40.800]  我們通常都問這個問題
[00:05:40.800 --> 00:05:43.240]  是不是作奸犯科,殺人放火都可以?
[00:05:43.240 --> 00:05:44.800]  我也問自己問題
[00:05:44.880 --> 00:05:47.920]  我信了耶穌,我又做壞事,怎麼辦?
[00:05:47.920 --> 00:05:49.480]  我如何計算?
[00:05:49.480 --> 00:05:51.800]  這是我自己在問的問題
[00:05:51.800 --> 00:05:53.480]  但保羅在這裡說了一個經文
[00:05:53.480 --> 00:05:57.840]  他說,拒絕拆毀的不會重建
[00:05:57.840 --> 00:06:01.920]  他說律法不在他身上有任何的功效
[00:06:01.920 --> 00:06:05.000]  律法拆毀了,就不會重建律法
[00:06:05.000 --> 00:06:07.600]  當時有兩個想法
[00:06:07.600 --> 00:06:09.560]  我們做基督徒,我們知道恩信清義
