
[00:00:00.000 --> 00:00:06.000]  又到一個月一次的轉變中的盼望講道系列
[00:00:06.000 --> 00:00:09.000]  這個月的講題就是
[00:00:09.000 --> 00:00:11.000]  你的心為何不滿足?
[00:00:11.000 --> 00:00:15.000]  弟兄姊妹,你的心會不會有時候覺得不滿足?
[00:00:15.000 --> 00:00:18.000]  會不會有時候覺得不足夠?
[00:00:18.000 --> 00:00:21.000]  可能都會有,見到有人點頭
[00:00:21.000 --> 00:00:25.000]  可能在不同的方面都會有不滿足的時候
[00:00:25.000 --> 00:00:28.000]  我們今天就會繼續看《以西傑書》
[00:00:28.000 --> 00:00:31.000]  第十六章,看看神的子民
[00:00:31.000 --> 00:00:34.000]  他們都會有不滿足的時候
[00:00:34.000 --> 00:00:37.000]  當神的子民不滿足的時候,他們會做些什麼呢?
[00:00:37.000 --> 00:00:40.000]  他們為何心裡不滿足呢?
[00:00:40.000 --> 00:00:42.000]  為何有神在也不滿足呢?
[00:00:42.000 --> 00:00:44.000]  他們的出路是什麼呢?
[00:00:44.000 --> 00:00:47.000]  願意在我們看十六章之前
[00:00:47.000 --> 00:00:51.000]  我們重溫一下之前,《以西傑書》講些什麼呢?
[00:00:51.000 --> 00:00:58.000]  在主前597年,巴比倫第一次襲擊耶路撒冷
[00:00:58.000 --> 00:01:04.000]  擄走了猶太人的王和一些子民
[00:01:04.000 --> 00:01:07.000]  當中包括以西傑
[00:01:07.000 --> 00:01:12.000]  在秘魯之後第五年,巴比倫的加巴魯河
[00:01:12.000 --> 00:01:15.000]  以西傑見到神的異象
[00:01:15.000 --> 00:01:17.000]  究竟他見到什麼呢?
[00:01:17.000 --> 00:01:22.000]  他見到神的榮耀在巴比倫出現
[00:01:22.000 --> 00:01:26.000]  他很疑惑,為何神的榮耀不是在以色列
[00:01:26.000 --> 00:01:27.000]  是在聖殿的嗎?
[00:01:27.000 --> 00:01:31.000]  為何會來到巴比倫這個愛邦人的地方呢?
[00:01:31.000 --> 00:01:37.000]  之後以西傑在異象中被提到耶路撒冷
[00:01:37.000 --> 00:01:39.000]  回到聖殿的場景
[00:01:39.000 --> 00:01:44.000]  他見到在聖殿周圍的人在拜偶像
[00:01:44.000 --> 00:01:50.000]  於是他就看到神的榮耀離開了聖殿
[00:01:50.000 --> 00:01:53.000]  離開了耶路撒冷
[00:01:53.000 --> 00:01:56.000]  之後12至24章
[00:01:56.000 --> 00:02:01.000]  神用很多不同的比喻來比喻以色列的罪
[00:02:01.000 --> 00:02:04.000]  這些比喻全部都不是好東西
[00:02:04.000 --> 00:02:07.000]  我們今天主要看第16章
[00:02:07.000 --> 00:02:10.000]  其中一個比喻
[00:02:10.000 --> 00:02:15.000]  我們在看第16章之前一起禱告
[00:02:15.000 --> 00:02:19.000]  天父我們求祢開我們的眼睛
[00:02:19.000 --> 00:02:20.000]  開我們的心
[00:02:20.000 --> 00:02:24.000]  讓我們明白以西傑書當中的內容
[00:02:24.000 --> 00:02:25.000]  明白祢的心意
[00:02:25.000 --> 00:02:26.000]  我們恭敬以下章
[00:02:26.000 --> 00:02:27.000]  以下的時間交上
[00:02:27.000 --> 00:02:29.000]  求主祢賜福
[00:02:29.000 --> 00:02:31.000]  祈禱奉耶穌基督的聖名祈求
[00:02:31.000 --> 00:02:32.000]  阿們
[00:02:32.000 --> 00:02:35.000]  今天我們會用環球新譯本
[00:02:35.000 --> 00:02:39.000]  就是先知書裏面最新的譯本
[00:02:39.000 --> 00:02:44.000]  我們請大家去讀頭三節
[00:02:44.000 --> 00:02:46.000]  預備起
[00:02:46.000 --> 00:02:49.000]  耶和華的話又臨到我說
[00:02:49.000 --> 00:03:08.000]  (天主教學)
[00:03:08.000 --> 00:03:12.000]  從地理上來說
[00:03:12.000 --> 00:03:15.000]  耶路撒冷是屬於迦南地
[00:03:15.000 --> 00:03:19.000]  它本身是阿摩利人和喀迪人住的地方
[00:03:19.000 --> 00:03:24.000]  但後來神將迦南地賜給了以色列人
[00:03:24.000 --> 00:03:29.000]  說到耶路撒冷是他們的出生地
[00:03:29.000 --> 00:03:30.000]  第四節說到
[00:03:30.000 --> 00:03:33.000]  論到你出生的境況
[00:03:33.000 --> 00:03:35.000]  在你生下來的日子
[00:03:35.000 --> 00:03:37.000]  沒有人替你剪斷磁帶
[00:03:37.000 --> 00:03:40.000]  沒有人用水清洗你
[00:03:40.000 --> 00:03:41.000]  洗你潔淨
[00:03:41.000 --> 00:03:43.000]  沒有人擦鹽在你身上
[00:03:43.000 --> 00:03:45.000]  也沒有人用布包裹你
[00:03:45.000 --> 00:03:47.000]  沒有人顧惜可憐你
[00:03:47.000 --> 00:03:50.000]  願意為你做任何一件這樣的事
[00:03:50.000 --> 00:03:52.000]  你出生的時候
[00:03:52.000 --> 00:03:53.000]  就被人淹污
[00:03:53.000 --> 00:03:55.000]  被人拋棄在野外
[00:03:55.000 --> 00:03:58.000]  在這幾節你會看到有多少次出現
[00:03:58.000 --> 00:04:00.000]  沒有人
[00:04:00.000 --> 00:04:01.000]  紅色字
[00:04:01.000 --> 00:04:02.000]  有五次這麼多
[00:04:02.000 --> 00:04:04.000]  所以在這段神強調
[00:04:04.000 --> 00:04:07.000]  以色列人出生的時候
[00:04:07.000 --> 00:04:08.000]  沒有人理會你
[00:04:08.000 --> 00:04:09.000]  沒有人洗淨你
[00:04:09.000 --> 00:04:11.000]  沒有人用鹽擦在你身上
[00:04:11.000 --> 00:04:12.000]  鹽就是潔淨
[00:04:12.000 --> 00:04:14.000]  所以強調耶路撒冷你的出生
[00:04:14.000 --> 00:04:16.000]  其實是不潔淨的
[00:04:16.000 --> 00:04:17.000]  而且是沒有人理會的
[00:04:17.000 --> 00:04:20.000]  被人拋棄的
[00:04:20.000 --> 00:04:22.000]  我們試試填充
[00:04:22.000 --> 00:04:23.000]  在這幾節裡
[00:04:23.000 --> 00:04:26.000]  神將耶路撒冷比喻為
[00:04:26.000 --> 00:04:27.000]  什麼呢?
[00:04:27.000 --> 00:04:28.000]  一個沒有人理會
[00:04:28.000 --> 00:04:30.000]  沒有人要的嬰兒
[00:04:30.000 --> 00:04:32.000]  我們叫做
[00:04:32.000 --> 00:04:33.000]  棄嬰
[00:04:33.000 --> 00:04:34.000]  很可憐
[00:04:34.000 --> 00:04:35.000]  就是
[00:04:35.000 --> 00:04:37.000]  說回猶太人的出生
[00:04:37.000 --> 00:04:38.000]  是很卑微的
[00:04:38.000 --> 00:04:39.000]  是不潔的
[00:04:39.000 --> 00:04:42.000]  棄嬰之後發生什麼事呢?
[00:04:42.000 --> 00:04:44.000]  我們繼續看下去
[00:04:44.000 --> 00:04:46.000]  我請大家讀第六節
[00:04:46.000 --> 00:04:47.000]  預備起
[00:04:47.000 --> 00:05:03.000]  紅色的字就是嬰兒的狀況
[00:05:03.000 --> 00:05:06.000]  說到他在一灘血裡掙扎
[00:05:06.000 --> 00:05:07.000]  快要死了
[00:05:07.000 --> 00:05:08.000]  又沒有人理會
[00:05:08.000 --> 00:05:11.000]  神就在他身邊經過
[00:05:11.000 --> 00:05:12.000]  鼓勵他要活下去
[00:05:12.000 --> 00:05:14.000]  就拯救了他
[00:05:14.000 --> 00:05:15.000]  第七節
[00:05:15.000 --> 00:05:36.000]  但是有沒有衣著呢?
[00:05:36.000 --> 00:05:37.000]  仍然沒有
[00:05:37.000 --> 00:05:39.000]  說到他仍然窮到沒有衣著
[00:05:39.000 --> 00:05:41.000]  是一個很卑微
[00:05:41.000 --> 00:05:43.000]  很羞恥的情況
[00:05:43.000 --> 00:05:46.000]  然後第八節
[00:05:46.000 --> 00:05:47.000]  神就繼續說
[00:05:47.000 --> 00:05:49.000]  我又從你身旁經過
[00:05:49.000 --> 00:05:52.000]  見你已經到了談情說愛的年紀
[00:05:52.000 --> 00:05:55.000]  我就用我的衣襟搭在你身上
[00:05:55.000 --> 00:05:58.000]  遮蓋你赤裸的身體
[00:05:58.000 --> 00:06:00.000]  我又向你起誓
[00:06:00.000 --> 00:06:01.000]  與你進入婚約
[00:06:01.000 --> 00:06:04.000]  於是你就歸於我
[00:06:04.000 --> 00:06:07.000]  這是主耶和華的宣告
[00:06:07.000 --> 00:06:11.000]  當你看到主耶和華的宣告的時候
[00:06:11.000 --> 00:06:14.000]  你會看到我選擇了紅色線
[00:06:14.000 --> 00:06:16.000]  其實在這段經文裡
[00:06:16.000 --> 00:06:17.000]  重複都會看到
[00:06:17.000 --> 00:06:19.000]  就是神特別強調
[00:06:19.000 --> 00:06:20.000]  你是屬於我的
[00:06:20.000 --> 00:06:21.000]  因為
[00:06:21.000 --> 00:06:22.000]  我們先總括一下
[00:06:22.000 --> 00:06:25.000]  神拯救了這個嬰兒
[00:06:25.000 --> 00:06:27.000]  還跟他納了什麼約
[00:06:27.000 --> 00:06:29.000]  婚約還跟他結婚
[00:06:29.000 --> 00:06:32.000]  所以這個嬰兒
[00:06:32.000 --> 00:06:35.000]  竟然成為了神的妻子
[00:06:35.000 --> 00:06:38.000]  是不是很大的對比
[00:06:38.000 --> 00:06:39.000]  有一個棄嬰
[00:06:39.000 --> 00:06:41.000]  然後變成神的妻子
[00:06:41.000 --> 00:06:43.000]  他們結婚之後
[00:06:43.000 --> 00:06:45.000]  會怎樣呢
[00:06:45.000 --> 00:06:47.000]  他們的新婚生活會怎樣呢
[00:06:47.000 --> 00:06:50.000]  我們留意一下
[00:06:50.000 --> 00:06:53.000]  紫色的字是關於神的動詞
[00:06:53.000 --> 00:06:55.000]  這位丈夫對他的太太
[00:06:55.000 --> 00:06:57.000]  做了什麼動作呢
[00:06:57.000 --> 00:06:59.000]  第九節
[00:06:59.000 --> 00:07:04.000]  那時我用水洗淨你身上的血
[00:07:04.000 --> 00:07:07.000]  又用橄欖油抹你的身體
[00:07:07.000 --> 00:07:09.000]  所以之前說她是不潔淨的
[00:07:09.000 --> 00:07:13.000]  現在神的丈夫洗乾淨她
[00:07:13.000 --> 00:07:14.000]  潔淨了她
[00:07:14.000 --> 00:07:15.000]  第十節
[00:07:15.000 --> 00:07:19.000]  丈夫還使他身穿刺繡的衣裳
[00:07:19.000 --> 00:07:22.000]  腳踏海牛皮鞋
[00:07:22.000 --> 00:07:25.000]  用細麻布吸你果頭
[00:07:25.000 --> 00:07:28.000]  又用絲綢吸你披在身上
[00:07:28.000 --> 00:07:30.000]  我用珠寶吸你打扮
[00:07:30.000 --> 00:07:32.000]  把手軸戴在你手上
[00:07:32.000 --> 00:07:35.000]  把項鏈戴在你頸上
[00:07:35.000 --> 00:07:38.000]  把鼻環戴在你鼻上
[00:07:38.000 --> 00:07:40.000]  把耳環戴在你耳朵上
[00:07:40.000 --> 00:07:42.000]  把華冠戴在你頭上
[00:07:42.000 --> 00:07:44.000]  所以看到這個丈夫
[00:07:44.000 --> 00:07:49.000]  由頭到腳都是為了他太太打扮
[00:07:49.000 --> 00:07:50.000]  耳朵又有
[00:07:50.000 --> 00:07:51.000]  鼻子又有
[00:07:51.000 --> 00:07:52.000]  項鏈又有
[00:07:52.000 --> 00:07:53.000]  手又有
[00:07:53.000 --> 00:07:55.000]  全身都將最好的東西
[00:07:55.000 --> 00:07:59.000]  放在妻子身上
[00:07:59.000 --> 00:08:00.000]  第十三節
[00:08:00.000 --> 00:08:02.000]  還給他一些好東西
[00:08:02.000 --> 00:08:04.000]  有金銀首飾
[00:08:04.000 --> 00:08:07.000]  穿細麻絲綢和絲綢的彩衣
[00:08:07.000 --> 00:08:08.000]  還吃一些好東西
[00:08:08.000 --> 00:08:11.000]  吃上等粗粒的小麥粉
[00:08:11.000 --> 00:08:13.000]  蜂蜜和橄欖油
[00:08:13.000 --> 00:08:14.000]  極其美麗
[00:08:14.000 --> 00:08:16.000]  可以與皇后媲美
[00:08:16.000 --> 00:08:18.000]  因為有個華冠在她頭上
[00:08:18.000 --> 00:08:19.000]  好像皇后那麼漂亮
[00:08:19.000 --> 00:08:20.000]  十四節
[00:08:20.000 --> 00:08:24.000]  你的美麗使你名滿列國
[00:08:24.000 --> 00:08:27.000]  很多國家都知道她很漂亮
[00:08:27.000 --> 00:08:28.000]  出名了
[00:08:28.000 --> 00:08:30.000]  因為我加在你身上的榮美
[00:08:30.000 --> 00:08:31.000]  使你全然美麗
[00:08:31.000 --> 00:08:33.000]  這是主耶和華的宣告
[00:08:33.000 --> 00:08:36.000]  我們又看到主強調的
[00:08:36.000 --> 00:08:37.000]  十四節
[00:08:37.000 --> 00:08:39.000]  你那麼漂亮
[00:08:39.000 --> 00:08:42.000]  是因為我加在你的榮美
[00:08:42.000 --> 00:08:44.000]  將最好的東西放在你身上
[00:08:44.000 --> 00:08:45.000]  又給你一些好東西
[00:08:45.000 --> 00:08:46.000]  吃有營養
[00:08:46.000 --> 00:08:48.000]  然後你才可以那麼漂亮
[00:08:48.000 --> 00:08:50.000]  上帝強調這件事
[00:08:50.000 --> 00:08:52.000]  你覺得這個
[00:08:52.000 --> 00:08:54.000]  我們填一下
[00:08:54.000 --> 00:08:59.000]  神…這位妻子
[00:08:59.000 --> 00:09:00.000]  是一個動詞
[00:09:00.000 --> 00:09:01.000]  神是甚麼
[00:09:01.000 --> 00:09:03.000]  將她成為一個棄嬰
[00:09:03.000 --> 00:09:05.000]  然後可以扮得那麼漂亮
[00:09:05.000 --> 00:09:06.000]  媲美皇后
[00:09:06.000 --> 00:09:08.000]  你覺得這個丈夫是怎樣
[00:09:08.000 --> 00:09:10.000]  很愛她
[00:09:10.000 --> 00:09:12.000]  很寵愛這個妻子
[00:09:12.000 --> 00:09:16.000]  如果你要給這個丈夫評分
[00:09:16.000 --> 00:09:17.000]  0至10分
[00:09:17.000 --> 00:09:18.000]  你覺得這個丈夫
[00:09:18.000 --> 00:09:21.000]  有多少分愛他的妻子
[00:09:21.000 --> 00:09:22.000]  10分
[00:09:22.000 --> 00:09:24.000]  10分愛的妻子
[00:09:24.000 --> 00:09:25.000]  你應該找不到一個丈夫
[00:09:25.000 --> 00:09:26.000]  更加愛
[00:09:26.000 --> 00:09:28.000]  將全世界最好的東西
[00:09:28.000 --> 00:09:30.000]  放在他身上
[00:09:30.000 --> 00:09:32.000]  這個妻子
[00:09:32.000 --> 00:09:34.000]  又怎會對她的丈夫
[00:09:34.000 --> 00:09:36.000]  會不會又十分愛他
[00:09:36.000 --> 00:09:38.000]  我請大家讀十五節
[00:09:38.000 --> 00:09:40.000]  預備起
[00:09:40.000 --> 00:09:53.000]  (廣東話)
[00:09:53.000 --> 00:09:54.000]  剛才我們說到
[00:09:54.000 --> 00:09:56.000]  丈夫十分愛這個妻子
[00:09:56.000 --> 00:09:58.000]  但這個妻子又怎樣
[00:09:58.000 --> 00:10:00.000]  她竟然
[00:10:00.000 --> 00:10:02.000]  倚仗
[00:10:02.000 --> 00:10:03.000]  英文是trust
[00:10:03.000 --> 00:10:04.000]  她信靠
[00:10:04.000 --> 00:10:05.000]  她現在很漂亮
[00:10:05.000 --> 00:10:06.000]  很出名
[00:10:06.000 --> 00:10:09.000]  她不再信靠她的丈夫
[00:10:09.000 --> 00:10:10.000]  她反而用
[00:10:10.000 --> 00:10:11.000]  恥靚行兇
[00:10:11.000 --> 00:10:12.000]  這麼漂亮
[00:10:12.000 --> 00:10:13.000]  到處行淫
[00:10:13.000 --> 00:10:15.000]  她和什麼人行淫
[00:10:15.000 --> 00:10:17.000]  藍色字
[00:10:17.000 --> 00:10:18.000]  每一個路人
[00:10:18.000 --> 00:10:21.000]  路人甲乙丙都行淫
[00:10:21.000 --> 00:10:23.000]  如果你是丈夫
[00:10:23.000 --> 00:10:25.000]  你會怎樣
[00:10:25.000 --> 00:10:26.000]  好吧
[00:10:26.000 --> 00:10:28.000]  我們看看這個老婆
[00:10:28.000 --> 00:10:29.000]  做些什麼
[00:10:29.000 --> 00:10:30.000]  十六節
[00:10:30.000 --> 00:10:31.000]  你這個老婆
[00:10:31.000 --> 00:10:35.000]  你的衣裳為自己建造彩色繽紛的優壇
[00:10:35.000 --> 00:10:37.000]  即是拜偶像的優壇
[00:10:37.000 --> 00:10:38.000]  在那裏行淫
[00:10:38.000 --> 00:10:39.000]  十七節
[00:10:39.000 --> 00:10:42.000]  你又拿我送給你的金銀寶器
[00:10:42.000 --> 00:10:45.000]  為自己鑄造男人的像羽行淫
[00:10:45.000 --> 00:10:48.000]  你還拿自己的繡花衣服給他們披上
[00:10:48.000 --> 00:10:52.000]  並且將我給你的橄欖油和香料獻給他們
[00:10:52.000 --> 00:10:54.000]  你將我賜給你的食物
[00:10:54.000 --> 00:10:56.000]  這些小麥粉
[00:10:56.000 --> 00:10:57.000]  橄欖油
[00:10:57.000 --> 00:10:58.000]  蜂蜜
[00:10:58.000 --> 00:11:00.000]  也獻給這些偶像做輕香的供物
[00:11:00.000 --> 00:11:02.000]  這是主耶和華的宣告
[00:11:02.000 --> 00:11:04.000]  所以這個丈夫
[00:11:04.000 --> 00:11:07.000]  很生氣
[00:11:07.000 --> 00:11:10.000]  因為他有這麼多男朋友結婚
[00:11:10.000 --> 00:11:11.000]  還有這麼多小衣服
[00:11:11.000 --> 00:11:12.000]  到處都是
[00:11:12.000 --> 00:11:15.000]  還要將丈夫給他的東西
[00:11:15.000 --> 00:11:16.000]  獻給這些小衣服
[00:11:16.000 --> 00:11:18.000]  獻給這些偶像
[00:11:18.000 --> 00:11:19.000]  我們試試填充
[00:11:19.000 --> 00:11:22.000]  耶路撒冷這位妻子行淫
[00:11:22.000 --> 00:11:29.000]  其實就是用行淫去比喻他們是拜偶像
[00:11:29.000 --> 00:11:32.000]  他們除了獻禮物
[00:11:32.000 --> 00:11:34.000]  這個老婆
[00:11:34.000 --> 00:11:35.000]  除了獻禮物
[00:11:35.000 --> 00:11:37.000]  即丈夫給她的東西
[00:11:37.000 --> 00:11:39.000]  給所有男人之外
[00:11:39.000 --> 00:11:42.000]  她還獻了甚麼出來呢
[00:11:42.000 --> 00:11:45.000]  請大家讀這兩節
[00:11:45.000 --> 00:11:46.000]  預備起
[00:12:03.000 --> 00:12:08.000]  這個老婆除了將丈夫給她的禮物獻給男朋友之外
[00:12:08.000 --> 00:12:11.000]  她還將自己的子女殺了
[00:12:11.000 --> 00:12:14.000]  將他們的經火獻給她的偶像
[00:12:14.000 --> 00:12:18.000]  所以他們行了甚麼惡行呢
[00:12:18.000 --> 00:12:19.000]  22節
[00:12:19.000 --> 00:12:20.000]  即是說這個老婆
[00:12:20.000 --> 00:12:23.000]  你行一切這些可憎和淫亂的事
[00:12:23.000 --> 00:12:26.000]  並不思念你年幼的日子
[00:12:26.000 --> 00:12:27.000]  那時候你赤身露體
[00:12:27.000 --> 00:12:30.000]  在血泊中掙扎
[00:12:30.000 --> 00:12:31.000]  這個丈夫一直說
[00:12:31.000 --> 00:12:33.000]  You have not once remembered
[00:12:33.000 --> 00:12:35.000]  你不想一想
[00:12:35.000 --> 00:12:39.000]  你曾經卑微的年幼日子
[00:12:39.000 --> 00:12:41.000]  你只是一個嬰兒
[00:12:41.000 --> 00:12:42.000]  你是一個棄嬰
[00:12:42.000 --> 00:12:43.000]  我如何去救你
[00:12:43.000 --> 00:12:44.000]  養大你
[00:12:44.000 --> 00:12:48.000]  你竟然將我們的子女獻給偶像
[00:12:48.000 --> 00:12:50.000]  你行了這些惡事之後
[00:12:50.000 --> 00:12:51.000]  你有和了
[00:12:51.000 --> 00:12:52.000]  你有和了
[00:12:52.000 --> 00:12:53.000]  這是耶和華的宣告
[00:12:53.000 --> 00:12:55.000]  所以這個丈夫強調
[00:12:55.000 --> 00:12:56.000]  你做了這些惡事
[00:12:56.000 --> 00:12:58.000]  你是有和了
[00:12:58.000 --> 00:13:01.000]  你感受到他的情緒嗎
[00:13:01.000 --> 00:13:03.000]  很憤怒
[00:13:03.000 --> 00:13:05.000]  我們試試田沖
[00:13:05.000 --> 00:13:06.000]  這個不忠的妻子
[00:13:06.000 --> 00:13:09.000]  將甚麼獻給偶像呢
[00:13:09.000 --> 00:13:11.000]  兒女
[00:13:11.000 --> 00:13:13.000]  竟然將自己的子女獻給偶像
[00:13:13.000 --> 00:13:14.000]  這是真的
[00:13:14.000 --> 00:13:16.000]  那時候的以色列王
[00:13:16.000 --> 00:13:20.000]  也將自己的子女燒了獻給偶像
[00:13:20.000 --> 00:13:22.000]  25節
[00:13:22.000 --> 00:13:25.000]  你這個老婆在各路口建造幽壇
[00:13:25.000 --> 00:13:28.000]  你向每一個過路的人張開雙腿
[00:13:28.000 --> 00:13:29.000]  肆意行淫
[00:13:29.000 --> 00:13:31.000]  你也放縱情慾
[00:13:31.000 --> 00:13:33.000]  和放縱情慾的鄰居埃及人
[00:13:33.000 --> 00:13:35.000]  九合肆意行淫
[00:13:35.000 --> 00:13:36.000]  惹我發怒
[00:13:36.000 --> 00:13:39.000]  因此我現在要伸手攻擊你
[00:13:39.000 --> 00:13:40.000]  減少你的糧食
[00:13:40.000 --> 00:13:45.000]  並且將你交給恨你的菲利士女子
[00:13:45.000 --> 00:13:47.000]  我們看到
[00:13:47.000 --> 00:13:49.000]  為何以色列會有饑荒
[00:13:49.000 --> 00:13:51.000]  沒有東西吃呢
[00:13:51.000 --> 00:13:53.000]  因為神減少了糧食
[00:13:53.000 --> 00:13:54.000]  因為去拜偶像
[00:13:54.000 --> 00:13:56.000]  為何經常有敵人攻打
[00:13:56.000 --> 00:13:58.000]  有菲利士人攻打
[00:13:58.000 --> 00:13:59.000]  因為他們拜偶像
[00:13:59.000 --> 00:14:04.000]  神用敵人來懲罰他們
[00:14:04.000 --> 00:14:05.000]  28節
[00:14:05.000 --> 00:14:08.000]  但你這個老婆貪得無厭
[00:14:08.000 --> 00:14:10.000]  又與亞述人行淫
[00:14:10.000 --> 00:14:12.000]  你和他們行淫之後
[00:14:12.000 --> 00:14:13.000]  仍然不滿足
[00:14:13.000 --> 00:14:16.000]  原文的意思是不滿足
[00:14:16.000 --> 00:14:17.000]  覺得不夠
[00:14:17.000 --> 00:14:19.000]  於是你更加肆意行淫
[00:14:19.000 --> 00:14:21.000]  直到貿易之地加勒底
[00:14:21.000 --> 00:14:23.000]  加勒底即是巴比倫
[00:14:23.000 --> 00:14:24.000]  攻打他們的巴比倫
[00:14:24.000 --> 00:14:25.000]  即使如此
[00:14:25.000 --> 00:14:27.000]  你仍然不滿足
[00:14:27.000 --> 00:14:28.000]  你做的一切
[00:14:28.000 --> 00:14:32.000]  都是任性無恥的猖狂所為
[00:14:32.000 --> 00:14:33.000]  好像妓女一樣
[00:14:33.000 --> 00:14:35.000]  你何等喪心病狂呢
[00:14:35.000 --> 00:14:37.000]  這是主耶和華的宣告
[00:14:37.000 --> 00:14:38.000]  在這一段
[00:14:38.000 --> 00:14:40.000]  我們看到紫色字
