
[00:00:00.000 --> 00:00:10.000]  今日的講題是信心之苦
[00:00:10.000 --> 00:00:12.000]  我們一同去禱告
[00:00:12.000 --> 00:00:18.000]  天父上帝,我們很感謝祢
[00:00:18.000 --> 00:00:22.000]  在清晨的時候讓我們可以回來教會
[00:00:22.000 --> 00:00:25.000]  可以一同去敬拜讚美祢
[00:00:25.000 --> 00:00:27.000]  我們獻上感恩
[00:00:27.000 --> 00:00:32.000]  一時間我們也有一同去聆聽祢的話語的時間
[00:00:32.000 --> 00:00:35.000]  求主祢也與我們眾人同在
[00:00:35.000 --> 00:00:42.000]  以致我們能夠聽得明白上帝的意思和祢的旨意
[00:00:42.000 --> 00:00:45.000]  多謝主,您聽我們同心合意的禱告
[00:00:45.000 --> 00:00:50.000]  交託仰望,是奉耶穌基督得勝明志禱告
[00:00:50.000 --> 00:00:52.000]  阿們
[00:00:52.000 --> 00:00:54.000]  提起宣教時
[00:00:54.000 --> 00:00:57.000]  不知道你們想起什麼呢?
[00:00:57.000 --> 00:01:00.000]  是否想起他們的豐功偉績呢?
[00:01:00.000 --> 00:01:04.000]  還是想起他們名垂千古呢?
[00:01:04.000 --> 00:01:10.000]  PowerPoint打出來
[00:01:10.000 --> 00:01:15.000]  令我想起近代宣教先鋒馬勵信
[00:01:15.000 --> 00:01:17.000]  不知道大家認不認識他呢?
[00:01:17.000 --> 00:01:22.000]  他25歲的時候就去到廣州巷
[00:01:22.000 --> 00:01:25.000]  他充滿著全福音的熱情
[00:01:25.000 --> 00:01:29.000]  他27年之後就去世了
[00:01:29.000 --> 00:01:34.000]  大家可以計算他幾多歲就離開世界
[00:01:34.000 --> 00:01:40.000]  他的成果卻只是10個中國人去施洗
[00:01:40.000 --> 00:01:46.000]  以及他翻譯了一套六卷的中文詞典
[00:01:46.000 --> 00:01:49.000]  和一本聖經的翻譯本
[00:01:50.000 --> 00:01:57.000]  可以說是第一個失敗的宣教士
[00:01:57.000 --> 00:02:02.000]  我們再回想這個失敗的宣教士
[00:02:02.000 --> 00:02:06.000]  他出發之前有人問過他一個問題
[00:02:06.000 --> 00:02:13.000]  他說當時的中國是充滿著偶像崇拜的中國
[00:02:13.000 --> 00:02:17.000]  你覺得自己可以改變什麼呢?
[00:02:17.000 --> 00:02:21.000]  馬勵信當時的回應就好像預言了
[00:02:21.000 --> 00:02:24.000]  連他自己都不知道的結局
[00:02:24.000 --> 00:02:25.000]  他怎樣回答呢?
[00:02:25.000 --> 00:02:26.000]  他是這樣說的
[00:02:26.000 --> 00:02:28.000]  先生我沒有辦法
[00:02:28.000 --> 00:02:31.000]  但我相信上帝是有他的辦法的
[00:02:31.000 --> 00:02:36.000]  馬勵信宣教士在中國侍奉27載
[00:02:36.000 --> 00:02:38.000]  他沒有虛度光陰
[00:02:38.000 --> 00:02:42.000]  他將自己的青春、才智和愛
[00:02:42.000 --> 00:02:45.000]  完完全全都放在中國人身上
[00:02:45.000 --> 00:02:49.000]  為基督教在中國宣教的事業
[00:02:49.000 --> 00:02:51.000]  創造了一個良好的開端
[00:02:51.000 --> 00:02:55.000]  也奠定了一個很堅實的基礎
[00:02:55.000 --> 00:02:58.000]  今天當我們華人教會
[00:02:58.000 --> 00:03:00.000]  問起宣教士
[00:03:00.000 --> 00:03:03.000]  說起宣教士的時候
[00:03:03.000 --> 00:03:06.000]  我們不其然都會被他套上光環
[00:03:06.000 --> 00:03:09.000]  我們都會歌功頌德
[00:03:09.000 --> 00:03:11.000]  感謝我們的宣教士
[00:03:13.000 --> 00:03:15.000]  但故中的辛酸
[00:03:15.000 --> 00:03:17.000]  信心之苦
[00:03:17.000 --> 00:03:21.000]  到底又有誰去體會和明白呢?
[00:03:21.000 --> 00:03:25.000]  今天我想透過聖經和大家分享
[00:03:25.000 --> 00:03:28.000]  一個同樣有著信心之苦
[00:03:28.000 --> 00:03:32.000]  並且同樣都說過類似的話
[00:03:32.000 --> 00:03:35.000]  就是說:先生我沒有辦法
[00:03:35.000 --> 00:03:38.000]  但我相信上帝是有他的辦法
[00:03:38.000 --> 00:03:41.000]  這番話不知道令你想起哪一個呢?
[00:03:41.000 --> 00:03:43.000]  就是我今天所說的
[00:03:43.000 --> 00:03:45.000]  阿伯拉罕憲爾撒
[00:03:45.000 --> 00:03:48.000]  提到信心之苦的時候
[00:03:48.000 --> 00:03:50.000]  我們一定會想到哪一個呢?
[00:03:50.000 --> 00:03:53.000]  阿伯拉罕吧,對嗎?
[00:03:53.000 --> 00:03:55.000]  每個人信了主之後
[00:03:55.000 --> 00:03:57.000]  都很想以阿伯拉罕
[00:03:57.000 --> 00:04:00.000]  作為自己的目標追求
[00:04:00.000 --> 00:04:02.000]  我不知道你會不會是這樣
[00:04:02.000 --> 00:04:05.000]  因為信心之苦是神對阿伯拉罕
[00:04:05.000 --> 00:04:08.000]  一個極高的評價
[00:04:08.000 --> 00:04:11.000]  然而我們很羨慕他
[00:04:11.000 --> 00:04:14.000]  成為信心之父,對嗎?
[00:04:14.000 --> 00:04:16.000]  當我們問到你
[00:04:16.000 --> 00:04:19.000]  會不會羨慕他的經歷的時候
[00:04:19.000 --> 00:04:21.000]  你會怎樣回應呢?
[00:04:21.000 --> 00:04:25.000]  羨慕,羨慕他的經歷嗎?
[00:04:25.000 --> 00:04:29.000]  你可能會這樣回答
[00:04:29.000 --> 00:04:31.000]  阿伯拉罕,他就行啦
[00:04:31.000 --> 00:04:33.000]  我就不行啦
[00:04:33.000 --> 00:04:35.000]  原來信心之苦
[00:04:35.000 --> 00:04:38.000]  其背後都有其信心之苦
[00:04:38.000 --> 00:04:42.000]  阿伯拉罕的信心和他的經歷
[00:04:42.000 --> 00:04:44.000]  是不能夠分開的
[00:04:44.000 --> 00:04:47.000]  沒有體會到這個痛苦
[00:04:47.000 --> 00:04:49.000]  其實就不會體會到
[00:04:49.000 --> 00:04:52.000]  信仰的真正意義
[00:04:52.000 --> 00:04:55.000]  所以今天我想透過
[00:04:55.000 --> 00:04:58.000]  信心之苦的信心之苦
[00:04:58.000 --> 00:05:01.000]  來跟大家去理解
[00:05:01.000 --> 00:05:04.000]  信仰背後的真正意義
[00:05:04.000 --> 00:05:06.000]  到底是什麼呢?
[00:05:06.000 --> 00:05:08.000]  第一點我想跟大家分享
[00:05:08.000 --> 00:05:11.000]  信心之苦是在於
[00:05:11.000 --> 00:05:13.000]  持續不斷的考驗
[00:05:13.000 --> 00:05:16.000]  我們一同讀一讀經文吧
[00:05:16.000 --> 00:05:19.000]  「這些事以後
[00:05:19.000 --> 00:05:22.000]  神考驗阿伯拉罕
[00:05:22.000 --> 00:05:25.000]  對他說:阿伯拉罕
[00:05:25.000 --> 00:05:27.000]  他說:我在這裡
[00:05:27.000 --> 00:05:31.000]  神說:你要帶你的兒子
[00:05:31.000 --> 00:05:35.000]  就是你所愛的獨子耳撒
[00:05:35.000 --> 00:05:37.000]  往摩尼亞地去
[00:05:37.000 --> 00:05:41.000]  我只是你的一座山上
[00:05:41.000 --> 00:05:44.000]  把他獻為凡濟」
[00:05:44.000 --> 00:05:47.000]  經文一開始就提到
[00:05:47.000 --> 00:05:49.000]  「這些事以後」
[00:05:49.000 --> 00:05:52.000]  「這些事」到底是指什麼呢?
[00:05:52.000 --> 00:05:54.000]  大家有沒有想到呢?
[00:05:54.000 --> 00:05:56.000]  原來一方面
[00:05:56.000 --> 00:05:58.000]  「這些事」可以指著
[00:05:58.000 --> 00:06:02.000]  上文《創世記》21章1至2節
[00:06:02.000 --> 00:06:05.000]  就是撒拉終於為阿伯拉罕
[00:06:05.000 --> 00:06:08.000]  生了耳撒這件事
[00:06:08.000 --> 00:06:09.000]  但另一方面
[00:06:09.000 --> 00:06:12.000]  「這些事」也可以追溯到
[00:06:12.000 --> 00:06:15.000]  《創世記》12章1至3節
[00:06:15.000 --> 00:06:17.000]  那裡就提到
[00:06:17.000 --> 00:06:19.000]  耶和華呼召阿伯拉罕
[00:06:19.000 --> 00:06:21.000]  這件事作為開始
[00:06:21.000 --> 00:06:26.000]  原來《創世記》12章至21章的主題
[00:06:26.000 --> 00:06:30.000]  其實都環繞著神對阿伯拉罕的應許
[00:06:30.000 --> 00:06:34.000]  「叫阿伯拉罕成為大國
[00:06:34.000 --> 00:06:37.000]  好叫地上萬族都因他而得福」
[00:06:37.000 --> 00:06:41.000]  這個應許是怎樣實現的呢?
[00:06:41.000 --> 00:06:44.000]  這十章的主題
[00:06:44.000 --> 00:06:46.000]  就是要記載阿伯拉罕
[00:06:46.000 --> 00:06:51.000]  是怎樣得到耳撒的一次信心之旅
[00:06:51.000 --> 00:06:54.000]  也都在這個過程裡
[00:06:55.000 --> 00:06:59.000]  信心之父是怎樣被稱為的呢?
[00:06:59.000 --> 00:07:03.000]  不過信心之父是否與生俱來呢?
[00:07:03.000 --> 00:07:05.000]  我們再看一看的時候
[00:07:05.000 --> 00:07:08.000]  你就會想到一些蛛絲馬跡
[00:07:08.000 --> 00:07:11.000]  從羅德和擇兒
[00:07:11.000 --> 00:07:13.000]  羅德那裡
[00:07:13.000 --> 00:07:16.000]  到「搏人以便以謝」
[00:07:16.000 --> 00:07:22.000]  到「喊妾侍下甲生耳實馬利」
[00:07:22.000 --> 00:07:25.000]  其實多次提到
[00:07:25.000 --> 00:07:29.000]  阿伯拉罕在信心上都軟弱
[00:07:29.000 --> 00:07:32.000]  他等到耳撒出世之前
[00:07:32.000 --> 00:07:34.000]  其實他一路走的時候
[00:07:34.000 --> 00:07:36.000]  都有多次提到
[00:07:36.000 --> 00:07:41.000]  「以便以謝就是搏人會成計我的家產」
[00:07:41.000 --> 00:07:44.000]  他去到最後
[00:07:44.000 --> 00:07:47.000]  老婆又叫他怎樣呢?
[00:07:47.000 --> 00:07:52.000]  「娶個妾侍生耳實馬利」
[00:07:52.000 --> 00:07:55.000]  他以為這個就是了
[00:07:55.000 --> 00:08:00.000]  因為他總是用自己的方式去盤算
[00:08:00.000 --> 00:08:03.000]  去迎合上帝的應許
[00:08:03.000 --> 00:08:07.000]  後來神親自向他們夫婦二人顯現
[00:08:07.000 --> 00:08:12.000]  並且指明撒拉要生一個兒子的時候
[00:08:12.000 --> 00:08:15.000]  他們的反應是怎樣呢?
[00:08:15.000 --> 00:08:17.000]  大家很熟悉吧?
[00:08:17.000 --> 00:08:19.000]  他們的反應是怎樣呢?
[00:08:19.000 --> 00:08:21.000]  有一個是嬉笑
[00:08:21.000 --> 00:08:23.000]  有一個是暗笑
[00:08:23.000 --> 00:08:27.000]  其實都是偷笑的意思
[00:08:27.000 --> 00:08:30.000]  即是不相信
[00:08:30.000 --> 00:08:33.000]  所以上帝很多幽默他們
[00:08:33.000 --> 00:08:34.000]  為甚麼呢?
[00:08:34.000 --> 00:08:37.000]  把他們的兒子的名字叫甚麼?
[00:08:37.000 --> 00:08:39.000]  叫「耳撒」
[00:08:39.000 --> 00:08:41.000]  即是甚麼意思呢?
[00:08:41.000 --> 00:08:43.000]  笑的意思
[00:08:43.000 --> 00:08:45.000]  雖然是這樣
[00:08:45.000 --> 00:08:51.000]  羅馬書四章十九至二十一節都提到
[00:08:51.000 --> 00:08:53.000]  他講到甚麼呢?
[00:08:53.000 --> 00:08:55.000]  他將近百歲的時候
[00:08:55.000 --> 00:08:59.000]  雖然想到自己身體如同死
[00:08:59.000 --> 00:09:02.000]  撒拉都不能夠生育
[00:09:02.000 --> 00:09:04.000]  他的信心還是不軟弱
[00:09:04.000 --> 00:09:07.000]  仍然仰望神的應許
[00:09:07.000 --> 00:09:10.000]  總無因為不信而起疑惑
[00:09:10.000 --> 00:09:12.000]  反倒因信而剛強
[00:09:12.000 --> 00:09:14.000]  將榮耀歸神
[00:09:14.000 --> 00:09:18.000]  而且是沒有神的應許
[00:09:18.000 --> 00:09:20.000]  就必能成就
[00:09:20.000 --> 00:09:24.000]  隨著神和阿伯拉罕同在
[00:09:24.000 --> 00:09:26.000]  阿伯拉罕的信心是怎樣呢?
[00:09:26.000 --> 00:09:28.000]  與日俱增
[00:09:28.000 --> 00:09:30.000]  最終他能夠如願以償
[00:09:30.000 --> 00:09:33.000]  等到耳撒的出世
[00:09:33.000 --> 00:09:35.000]  所以經過這些事以後
[00:09:35.000 --> 00:09:39.000]  信心應該已經達到巔峰
[00:09:39.000 --> 00:09:41.000]  應該達到巔峰
[00:09:41.000 --> 00:09:43.000]  然而在這個巔峰
[00:09:43.000 --> 00:09:45.000]  在這個高峰的狀態
[00:09:45.000 --> 00:09:48.000]  神再一次考驗他
[00:09:48.000 --> 00:09:50.000]  再一次考驗阿伯拉罕
[00:09:50.000 --> 00:09:52.000]  結果是怎樣呢?
[00:09:52.000 --> 00:09:55.000]  經文沒有提到阿伯拉罕的反應
[00:09:55.000 --> 00:09:58.000]  如果你細心留意經文的時候
[00:09:58.000 --> 00:10:02.000]  他從來都沒有形容阿伯拉罕有甚麼反應
[00:10:02.000 --> 00:10:07.000]  就好像仿佛他不是默然領受
[00:10:07.000 --> 00:10:10.000]  很信服神的旨意
[00:10:10.000 --> 00:10:14.000]  不過根據原文的字句的一些詞句
[00:10:14.000 --> 00:10:19.000]  我們就會看到原文的詞句的詞句
[00:10:19.000 --> 00:10:22.000]  是會斷斷續續的一個結構
[00:10:22.000 --> 00:10:24.000]  他就說是怎樣呢?
[00:10:24.000 --> 00:10:27.000]  是帶著你的兒子
[00:10:27.000 --> 00:10:29.000]  這樣吧,停一停
[00:10:29.000 --> 00:10:31.000]  你唯一的,停一停
[00:10:31.000 --> 00:10:34.000]  你所愛的,然後就是耳撒
[00:10:34.000 --> 00:10:37.000]  原來根據這個結構
[00:10:37.000 --> 00:10:38.000]  原文的結構
[00:10:38.000 --> 00:10:40.000]  有些拉比的識經
[00:10:40.000 --> 00:10:42.000]  他就作了一個故事
[00:10:42.000 --> 00:10:44.000]  去解釋這個結構
[00:10:44.000 --> 00:10:46.000]  原來拉比也很有智慧
[00:10:46.000 --> 00:10:48.000]  他解經的時候
[00:10:48.000 --> 00:10:53.000]  也根據這個結構作下去
[00:10:53.000 --> 00:10:55.000]  他怎樣說呢?
[00:10:55.000 --> 00:10:57.000]  說一說給大家聽
[00:10:57.000 --> 00:10:59.000]  其實也比我們更加清晰去看到
[00:10:59.000 --> 00:11:03.000]  原來也是一個有血有肉的阿伯拉罕
[00:11:03.000 --> 00:11:04.000]  他這樣說
[00:11:04.000 --> 00:11:07.000]  當神吩咐阿伯拉罕帶著你的兒子
[00:11:07.000 --> 00:11:09.000]  然後他就作下去
[00:11:09.000 --> 00:11:11.000]  阿伯拉罕立即回應神
[00:11:11.000 --> 00:11:13.000]  說我有兩個兒子
[00:11:13.000 --> 00:11:15.000]  當神再解釋的時候
[00:11:15.000 --> 00:11:17.000]  你唯一的
[00:11:17.000 --> 00:11:20.000]  阿伯拉罕再一次說
[00:11:20.000 --> 00:11:22.000]  對於兩個母親來說
[00:11:22.000 --> 00:11:24.000]  兒子也是唯一的
[00:11:24.000 --> 00:11:26.000]  是不是?
[00:11:26.000 --> 00:11:29.000]  然後神就再說明
[00:11:29.000 --> 00:11:31.000]  你所愛的
[00:11:31.000 --> 00:11:35.000]  阿伯拉罕就硬著頭皮回答
[00:11:35.000 --> 00:11:37.000]  兩個兒子我都愛
[00:11:37.000 --> 00:11:40.000]  最後神怎樣說?
[00:11:40.000 --> 00:11:42.000]  最後那個字句是什麼?
[00:11:42.000 --> 00:11:44.000]  以撒
[00:11:44.000 --> 00:11:46.000]  神就點名
[00:11:46.000 --> 00:11:48.000]  你獻以撒吧
[00:11:48.000 --> 00:11:51.000]  結果阿伯拉罕就默然無語
[00:11:51.000 --> 00:11:53.000]  由這個拉比識經
[00:11:53.000 --> 00:11:55.000]  可以讓我們再一次
[00:11:55.000 --> 00:11:57.000]  看一看經文的結構
[00:11:57.000 --> 00:11:59.000]  原來阿伯拉罕並不是
[00:11:59.000 --> 00:12:02.000]  一個非常有大信心的人
[00:12:02.000 --> 00:12:03.000]  相反他指出了
[00:12:03.000 --> 00:12:05.000]  其實他的信心仍在考驗
[00:12:05.000 --> 00:12:07.000]  所以當阿伯拉罕
[00:12:07.000 --> 00:12:11.000]  以為自己是真信心之父的時候
[00:12:11.000 --> 00:12:13.000]  神的考驗就再一次
[00:12:13.000 --> 00:12:15.000]  出現在他的生命裡
[00:12:15.000 --> 00:12:17.000]  彷彿提醒他
[00:12:17.000 --> 00:12:19.000]  你的信心高處不算高
[00:12:19.000 --> 00:12:22.000]  還可以更上一層樓
[00:12:22.000 --> 00:12:26.000]  原來教會傳統對信徒
[00:12:26.000 --> 00:12:29.000]  靈情的起跌
[00:12:29.000 --> 00:12:31.000]  都有兩種看法
[00:12:31.000 --> 00:12:34.000]  第一種叫循環式
[00:12:34.000 --> 00:12:38.000]  即是說靈明是一種
[00:12:38.000 --> 00:12:40.000]  時高時低的循環
[00:12:40.000 --> 00:12:42.000]  所以我們要得好過
[00:12:42.000 --> 00:12:45.000]  獨處、退休等等的方法
[00:12:45.000 --> 00:12:47.000]  令到我們的靈明提升
[00:12:47.000 --> 00:12:49.000]  會重新得力
[00:12:49.000 --> 00:12:51.000]  另一個就是不斷式
[00:12:51.000 --> 00:12:55.000]  不斷式就是
[00:12:55.000 --> 00:13:00.000]  令到靈明持續維持水平
[00:13:00.000 --> 00:13:02.000]  按一下
[00:13:02.000 --> 00:13:04.000]  即是說
[00:13:04.000 --> 00:13:11.000]  即是說靈明需要持續維持水平
[00:13:11.000 --> 00:13:14.000]  因此周而復始去靈修
[00:13:14.000 --> 00:13:16.000]  團契、崇拜的生活
[00:13:16.000 --> 00:13:19.000]  就能幫助你的靈明穩步上揚
[00:13:19.000 --> 00:13:24.000]  原來除了這兩種看法之外
[00:13:24.000 --> 00:13:27.000]  有學者、有目者都提到
[00:13:27.000 --> 00:13:28.000]  另外一種方法
[00:13:28.000 --> 00:13:30.000]  就叫忍耐式
[00:13:30.000 --> 00:13:32.000]  忍耐式就是指
[00:13:32.000 --> 00:13:35.000]  人生中有很多會影響
[00:13:35.000 --> 00:13:38.000]  我們跟神之間的關係和際遇
[00:13:38.000 --> 00:13:40.000]  有很多東西會影響
[00:13:40.000 --> 00:13:41.000]  因此我們假定
[00:13:41.000 --> 00:13:43.000]  我們的靈明是
[00:13:43.000 --> 00:13:48.000]  不可能永遠都在一個水平的位置
[00:13:48.000 --> 00:13:51.000]  所以他提到
[00:13:51.000 --> 00:13:53.000]  原來我們靈明的高峰
[00:13:53.000 --> 00:13:55.000]  如何能達到呢?
