
[00:00:00.000 --> 00:00:02.000]  晚安
[00:00:02.000 --> 00:00:04.320]  今天和大家分享的訊息
[00:00:04.320 --> 00:00:11.320]  叫做《淑齡衣櫃,從不悼要的改變》
[00:00:11.320 --> 00:00:15.820]  是《哥羅西書》三章五至十七節
[00:00:15.820 --> 00:00:18.320]  想問問大家
[00:00:18.320 --> 00:00:22.820]  香港是何時換季的呢?
[00:00:22.820 --> 00:00:26.820]  什麼?
[00:00:26.820 --> 00:00:28.820]  OK
[00:00:28.820 --> 00:00:30.820]  聽得不是很清楚
[00:00:30.820 --> 00:00:32.820]  不過我問AI
[00:00:32.820 --> 00:00:34.820]  香港是何時換季的呢?
[00:00:34.820 --> 00:00:39.820]  他說香港換季主要和天氣和商場的習慣有關
[00:00:39.820 --> 00:00:43.820]  一年通常有兩次大型換季的折扣
[00:00:43.820 --> 00:00:47.820]  雖然每年的確實時間都有一些浮動
[00:00:47.820 --> 00:00:53.820]  但他說大致上下季換季是六月下旬
[00:00:53.820 --> 00:00:55.820]  即是現在
[00:00:55.820 --> 00:00:57.820]  但今年大家都換季了
[00:00:57.820 --> 00:00:59.820]  今年熱得很快
[00:00:59.820 --> 00:01:01.820]  四月已經換了下季
[00:01:01.820 --> 00:01:04.820]  不知道大家家裡的衣櫃
[00:01:04.820 --> 00:01:06.820]  裡面的衣服
[00:01:06.820 --> 00:01:09.820]  又是否已經換了季呢?
[00:01:09.820 --> 00:01:11.820]  而其實每一位基督徒
[00:01:11.820 --> 00:01:13.820]  包括我和你
[00:01:13.820 --> 00:01:18.820]  我們的生命都好像一個淑齡的衣櫃一樣
[00:01:18.820 --> 00:01:20.820]  在這一刻
[00:01:20.820 --> 00:01:22.820]  在你的淑齡衣櫃裏面
[00:01:22.820 --> 00:01:25.820]  裝了些什麼呢?
[00:01:25.820 --> 00:01:28.820]  你又換了季了嗎?
[00:01:28.820 --> 00:01:30.820]  我們今晚
[00:01:30.820 --> 00:01:32.820]  大家不要心理準備
[00:01:32.820 --> 00:01:37.820]  今晚嘗試去翻一翻自己的淑齡衣櫃裏面的東西
[00:01:37.820 --> 00:01:39.820]  好嗎?
[00:01:39.820 --> 00:01:41.820]  是,大家有點害怕
[00:01:41.820 --> 00:01:43.820]  衣櫃裏面的東西
[00:01:43.820 --> 00:01:46.820]  有沒有一些不能夠見光的呢?
[00:01:46.820 --> 00:01:49.820]  又不能夠被人看到的呢?
[00:01:49.820 --> 00:01:53.820]  為了鼓勵大家去檢視一下自己的淑齡衣櫃
[00:01:53.820 --> 00:01:58.820]  待會我都會讓大家稍微去看看
[00:01:58.820 --> 00:02:01.820]  我的淑齡衣櫃裏面裝了些什麼
[00:02:01.820 --> 00:02:04.820]  大家想不想看一下呢?
[00:02:04.820 --> 00:02:05.820]  想是吧?
[00:02:05.820 --> 00:02:07.820]  很想看別人的衣櫃
