
[00:00:00.000 --> 00:00:03.000]  感恩今天是恩福的神學主日
[00:00:03.000 --> 00:00:05.680]  在各堂的崇拜都會有恩福神學院的老師
[00:00:05.680 --> 00:00:06.960]  跟我們分享正道
[00:00:06.960 --> 00:00:09.960]  我們中堂就有我們敬愛的宋牧師
[00:00:09.960 --> 00:00:11.960]  是恩福神學院的院長和創投牧師
[00:00:11.960 --> 00:00:13.960]  我們給宋牧師一點掌聲好嗎
[00:00:13.960 --> 00:00:17.960]  今天的講題是健康教會的GPS
[00:00:25.960 --> 00:00:27.960]  頂姐妹早安
[00:00:27.960 --> 00:00:30.960]  在我講道之先
[00:00:30.960 --> 00:00:32.960]  我很想大家看一條片
[00:00:32.960 --> 00:00:40.960]  讓我們一方面紀念恩福神學院成立25週年
[00:00:40.960 --> 00:00:42.960]  讓我們回顧一下
[00:00:42.960 --> 00:00:45.960]  為什麼我們要開始這個神學院呢
[00:00:45.960 --> 00:00:47.960]  請大家一起看片
[00:00:47.960 --> 00:00:49.960]  各位頂姐妹
[00:00:49.960 --> 00:00:51.960]  我很想在這個時候
[00:00:51.960 --> 00:00:54.960]  趁著恩福神學院成立25週年的時間
[00:00:54.960 --> 00:00:57.960]  跟大家細說神學院的起源
[00:00:57.960 --> 00:00:59.960]  神學院的發展
[00:00:59.960 --> 00:01:01.960]  我一開始已經有一個心願
[00:01:01.960 --> 00:01:03.960]  是發展神學的教育
[00:01:03.960 --> 00:01:05.960]  因為這個就是大使命告訴我們的
[00:01:05.960 --> 00:01:08.960]  我們借一間學校來開始主日崇拜
[00:01:08.960 --> 00:01:10.960]  是用家裡來做方正的茶經
[00:01:10.960 --> 00:01:13.960]  我們已經開始來訓練他們基督論
[00:01:13.960 --> 00:01:14.960]  聖靈論
[00:01:14.960 --> 00:01:15.960]  三一神論
[00:01:15.960 --> 00:01:16.960]  創造論
[00:01:16.960 --> 00:01:18.960]  另外就在茶經的時間
[00:01:18.960 --> 00:01:20.960]  一卷一卷的書跟他們去查
[00:01:20.960 --> 00:01:22.960]  又教導他們怎樣去帶茶經
[00:01:22.960 --> 00:01:26.960]  是非正式但卻是實實在在的神學訓練
[00:01:26.960 --> 00:01:29.960]  在2001年
[00:01:29.960 --> 00:01:33.960]  我們正式就開始了恩福聖經學院
[00:01:33.960 --> 00:01:36.960]  我們畢業了的同學有23個人
[00:01:36.960 --> 00:01:40.960]  他們都在恩福教會來參與侍奉
[00:01:40.960 --> 00:01:42.960]  也有不少的學生畢業之後
[00:01:42.960 --> 00:01:45.960]  被差到外面做外面的宣教士
[00:01:45.960 --> 00:01:46.960]  所以頂姐妹
[00:01:46.960 --> 00:01:49.960]  我們希望大家能夠切切紀念
[00:01:49.960 --> 00:01:52.960]  我還有一個還沒完的夢
[00:01:52.960 --> 00:01:55.960]  就是當我們見到教會繼續有人接棒
[00:01:55.960 --> 00:01:56.960]  繼續成長
[00:01:56.960 --> 00:01:59.960]  我們還需要更多的訓練
[00:01:59.960 --> 00:02:00.960]  更多的學習
[00:02:00.960 --> 00:02:03.960]  我就希望能夠透過教會學博士
[00:02:03.960 --> 00:02:05.960]  能夠陪他們一起去走
[00:02:05.960 --> 00:02:08.960]  管理上、領導上、策略上
[00:02:08.960 --> 00:02:11.960]  建立他們成為一個更合神心意的主管
[00:02:11.960 --> 00:02:13.960]  我們未來將會有幾個
[00:02:13.960 --> 00:02:19.960]  木會經驗豐富但同樣在學養上都是豐富的一些講師
[00:02:19.960 --> 00:02:21.960]  和大家一起來成長
[00:02:21.960 --> 00:02:22.960]  另一方面
[00:02:22.960 --> 00:02:25.960]  就在我們神學院繼續要發展的時候
[00:02:25.960 --> 00:02:26.960]  我很感謝神的
[00:02:26.960 --> 00:02:30.960]  我們有新的講師團隊加入我們當中
[00:02:30.960 --> 00:02:34.960]  黃志良博士、陳小娟博士、麥啟新博士
[00:02:34.960 --> 00:02:36.960]  我們更加感恩的
[00:02:36.960 --> 00:02:38.960]  就是在恩福堂成長
[00:02:38.960 --> 00:02:43.960]  又在恩福神學院畢業的優燕薇姊妹Karen
[00:02:43.960 --> 00:02:45.960]  她讀完我們的MDiv之後
[00:02:45.960 --> 00:02:50.960]  就去到Dallas繼續進修舊約的博士學位
[00:02:50.960 --> 00:02:52.960]  對我們自己神學院來說
[00:02:52.960 --> 00:02:54.960]  是一個很大的鼓舞
[00:02:54.960 --> 00:02:56.960]  她在最遲明年
[00:02:56.960 --> 00:02:57.960]  她就會分到我們當中
[00:02:57.960 --> 00:02:59.960]  我請大家繼續來的紀念
[00:02:59.960 --> 00:03:02.960]  當我們的神學院要發展的時候
[00:03:02.960 --> 00:03:04.960]  我們同樣是需要經費
[00:03:04.960 --> 00:03:06.960]  所以接下來都鼓勵大家
[00:03:06.960 --> 00:03:09.960]  為了神學院未來這些的夢
[00:03:09.960 --> 00:03:10.960]  參與奉獻
[00:03:10.960 --> 00:03:12.960]  以致我們各方面的課程
[00:03:12.960 --> 00:03:15.960]  是沒有後顧之憂來發展下去
[00:03:15.960 --> 00:03:18.960]  亦都願望恩福堂、恩福神學院
[00:03:18.960 --> 00:03:20.960]  是能夠彼此合作
[00:03:20.960 --> 00:03:22.960]  大家一起的同工
[00:03:22.960 --> 00:03:24.960]  建立一個更美的教會
[00:03:24.960 --> 00:03:26.960]  和更美的神學院
[00:03:26.960 --> 00:03:29.960]  最重要的鼓勵大家
[00:03:29.960 --> 00:03:33.960]  出席我們的25週年感恩聚會
[00:03:33.960 --> 00:03:38.960]  是7月5日下午3點正
[00:03:38.960 --> 00:03:40.960]  我希望見到你們
[00:03:40.960 --> 00:03:42.960]  祝福你們
[00:04:03.960 --> 00:04:05.960]  不知道大家是否記得
[00:04:05.960 --> 00:04:07.960]  盛傳聖徒
[00:04:07.960 --> 00:04:09.960]  各盡其職
[00:04:09.960 --> 00:04:11.960]  立足香港
[00:04:11.960 --> 00:04:12.960]  放假
[00:04:12.960 --> 00:04:13.960]  胸懷抱誓
[00:04:13.960 --> 00:04:15.960]  這個就是我們的使命
[00:04:15.960 --> 00:04:19.960]  我願望在今天這一堂聚會當中
[00:04:19.960 --> 00:04:24.960]  更加有效地
[00:04:24.960 --> 00:04:25.960]  跟大家講到
[00:04:25.960 --> 00:04:29.960]  為什麼恩福堂是這樣開始
[00:04:29.960 --> 00:04:32.960]  為什麼我們要自己在教會裏面
[00:04:32.960 --> 00:04:34.960]  有成立神學教育
[00:04:34.960 --> 00:04:35.960]  不單止成立教育
[00:04:35.960 --> 00:04:38.960]  神學教育成立神學院
[00:04:38.960 --> 00:04:42.960]  甚至我們對全球各地的人
[00:04:42.960 --> 00:04:44.960]  我們仍然都有一間神學院
[00:04:44.960 --> 00:04:46.960]  是建立給他們
[00:04:46.960 --> 00:04:47.960]  網上都可以讀的
[00:04:47.960 --> 00:04:50.960]  為什麼?
[00:04:50.960 --> 00:04:52.960]  完了崇拜之後
[00:04:52.960 --> 00:04:53.960]  緊緊記得
[00:04:53.960 --> 00:04:57.960]  恩福神學院有一份簡單的禮物
[00:04:57.960 --> 00:04:58.960]  送給大家
[00:04:58.960 --> 00:05:00.960]  給大家知道
[00:05:00.960 --> 00:05:02.960]  恩福神學院
[00:05:02.960 --> 00:05:03.960]  我們的心願
[00:05:03.960 --> 00:05:07.960]  就是個個有機會去裝備自己
[00:05:07.960 --> 00:05:10.960]  健康教會的GPS
[00:05:10.960 --> 00:05:13.960]  什麼是健康教會呢?
[00:05:13.960 --> 00:05:14.960]  是不是人數多
[00:05:14.960 --> 00:05:16.960]  教堂大
[00:05:16.960 --> 00:05:19.960]  有強而有力的講壇的供應
[00:05:19.960 --> 00:05:22.960]  能夠吸引很多信和不信的人
[00:05:22.960 --> 00:05:23.960]  來出席
[00:05:23.960 --> 00:05:25.960]  人來了之後
[00:05:25.960 --> 00:05:28.960]  不捨得離開
[00:05:28.960 --> 00:05:31.960]  這是不是健康教會
[00:05:31.960 --> 00:05:33.960]  最重要
[00:05:33.960 --> 00:05:38.960]  而唯一的目標呢?
