
[00:00:00.000 --> 00:00:03.000]  各位電影姐妹 各位朋友 早安
[00:00:03.000 --> 00:00:05.000]  我感到非常之不習慣
[00:00:05.000 --> 00:00:08.000]  因為沒有了口罩
[00:00:08.000 --> 00:00:10.000]  原來其實幾個星期
[00:00:10.000 --> 00:00:12.000]  我早幾個星期講完已經開始不用戴口罩
[00:00:12.000 --> 00:00:15.000]  原來昔日我們開始要戴口罩
[00:00:15.000 --> 00:00:17.000]  我們每個人都很不習慣 是不是
[00:00:17.000 --> 00:00:19.000]  原來當一樣東西習慣了之後
[00:00:19.000 --> 00:00:21.000]  就變成了習慣
[00:00:21.000 --> 00:00:23.000]  於是當你不用再做的時候
[00:00:23.000 --> 00:00:25.000]  變成很不習慣
[00:00:25.000 --> 00:00:26.000]  在這裡我都體會
[00:00:26.000 --> 00:00:28.000]  《屬靈生命》都有點類似
[00:00:28.000 --> 00:00:31.000]  這個加插了一段自己的感受
[00:00:31.000 --> 00:00:34.000]  再一次向各位歡迎
[00:00:34.000 --> 00:00:36.000]  主內平安 多謝你
[00:00:36.000 --> 00:00:39.000]  亦感謝神讓我們今天能夠一起來崇拜
[00:00:39.000 --> 00:00:41.000]  開始今天的正道
[00:00:41.000 --> 00:00:45.000]  我今天很想先問問大家
[00:00:45.000 --> 00:00:49.000]  相信大家在不同的崇拜或是福音聚會裡
[00:00:49.000 --> 00:00:52.000]  你一定都聽過人分享見證
[00:00:52.000 --> 00:00:55.000]  我相信你聽就一定聽得多
[00:00:55.000 --> 00:00:58.000]  不知道如果當你的團契目者
[00:00:58.000 --> 00:01:00.000]  接下來邀請你
[00:01:00.000 --> 00:01:02.000]  在接下來的聚會或福音報道會裡
[00:01:02.000 --> 00:01:05.000]  去向人分享你自己的見證
[00:01:05.000 --> 00:01:07.000]  請問有哪位願意答應
[00:01:07.000 --> 00:01:09.000]  答應請舉手
[00:01:09.000 --> 00:01:11.000]  很感恩 很感恩
[00:01:11.000 --> 00:01:14.000]  認住了誰舉了手
[00:01:14.000 --> 00:01:16.000]  亦都很感謝神
[00:01:16.000 --> 00:01:17.000]  如果我們能夠見證
[00:01:17.000 --> 00:01:19.000]  全是祂的榮耀
[00:01:19.000 --> 00:01:22.000]  有些弟妹可能有些猶豫
[00:01:22.000 --> 00:01:24.000]  舉緊或不敢舉
[00:01:24.000 --> 00:01:27.000]  不知道如果我們要舉手或不舉手
[00:01:27.000 --> 00:01:29.000]  能夠向人作見證
[00:01:29.000 --> 00:01:31.000]  或感到未能夠的
[00:01:31.000 --> 00:01:33.000]  是有什麼原因呢
[00:01:33.000 --> 00:01:35.000]  會不會如果我們不敢舉手
[00:01:35.000 --> 00:01:37.000]  是否因為我們都覺得
[00:01:37.000 --> 00:01:40.000]  自己的見證都好像沒什麼特別
[00:01:40.000 --> 00:01:42.000]  沒什麼特別經歷過
[00:01:42.000 --> 00:01:44.000]  不知道跟人分享什麼
[00:01:44.000 --> 00:01:46.000]  會不會我們都覺得
[00:01:46.000 --> 00:01:48.000]  生命裡需要很大的經歷
[00:01:48.000 --> 00:01:51.000]  我們才可以為主作見證呢
[00:01:51.000 --> 00:01:55.000]  到底一個真實見證主的生命
[00:01:55.000 --> 00:01:57.000]  應該是怎樣的呢
[00:01:57.000 --> 00:02:02.000]  讓我先和大家分享一個姐妹的見證
[00:02:02.000 --> 00:02:14.000]  一位姐妹至少內向寡言
[00:02:14.000 --> 00:02:16.000]  很怕陌生人
[00:02:16.000 --> 00:02:21.000]  甚至是路過都不安心
[00:02:21.000 --> 00:02:23.000]  年幼的時候
[00:02:23.000 --> 00:02:26.000]  家裡為了空氣流通
[00:02:26.000 --> 00:02:27.000]  涼爽一點
[00:02:27.000 --> 00:02:29.000]  通常打開大門
[00:02:29.000 --> 00:02:30.000]  只關上鐵閘
[00:02:30.000 --> 00:02:31.000]  可以通爽一點
[00:02:31.000 --> 00:02:33.000]  不用開風扇
[00:02:33.000 --> 00:02:34.000]  由於這樣的關係
[00:02:34.000 --> 00:02:36.000]  升降機門口有什麼人來經過呢
[00:02:36.000 --> 00:02:38.000]  其實姐妹都很清楚
[00:02:38.000 --> 00:02:40.000]  有人經過的時候
[00:02:40.000 --> 00:02:42.000]  甚至當腳步聲越來越近
[00:02:42.000 --> 00:02:45.000]  彷彿想走近她的家門
[00:02:45.000 --> 00:02:47.000]  其實她就開始感到不安
[00:02:47.000 --> 00:02:50.000]  彷彿很怕別人走過來
[00:02:50.000 --> 00:02:51.000]  會不會想跟她說話
[00:02:51.000 --> 00:02:53.000]  或者叫她們
[00:02:53.000 --> 00:02:59.000]  於是這位姐妹自然會走進家裡
[00:02:59.000 --> 00:03:01.000]  避免別人看到她
[00:03:01.000 --> 00:03:04.000]  或者避免別人過來談話
[00:03:04.000 --> 00:03:06.000]  甚至也試過
[00:03:06.000 --> 00:03:07.000]  當別人走得很近的時候
[00:03:07.000 --> 00:03:09.000]  在她小時候
[00:03:09.000 --> 00:03:12.000]  她試過怕得會哭起來
[00:03:12.000 --> 00:03:15.000]  由於姐妹的性格內向
[00:03:15.000 --> 00:03:18.000]  但是一個很守規矩的人
[00:03:18.000 --> 00:03:20.000]  所以在學業上
[00:03:20.000 --> 00:03:22.000]  各方面的成績都不錯
[00:03:22.000 --> 00:03:25.000]  於是她就很順利地升學
[00:03:25.000 --> 00:03:28.000]  也進入了自己喜歡的科目
[00:03:28.000 --> 00:03:31.000]  自願投身在醫療的專業裡
[00:03:31.000 --> 00:03:34.000]  這位姐妹都達到了
[00:03:34.000 --> 00:03:37.000]  不知道大家聽了這位姐妹的見證的一部分
[00:03:37.000 --> 00:03:40.000]  不知道大家有什麼感覺呢
[00:03:40.000 --> 00:03:42.000]  是不是覺得很平淡呢
[00:03:42.000 --> 00:03:46.000]  還是覺得很悶,沒什麼特別呢
[00:03:46.000 --> 00:03:48.000]  暫時這位姐妹的見證
[00:03:48.000 --> 00:03:50.000]  我講了上半部
[00:03:50.000 --> 00:03:53.000]  下半部容後再講
[00:03:53.000 --> 00:03:55.000]  最近我讀了一本書
[00:03:55.000 --> 00:03:58.000]  叫做《保羅:攪動世界的仕途》
[00:03:58.000 --> 00:04:02.000]  是我們恩福神學院的張詠順牧師所寫的
[00:04:02.000 --> 00:04:05.000]  書裡面由保羅的背景開始講起
[00:04:05.000 --> 00:04:07.000]  講述保羅的出生
[00:04:07.000 --> 00:04:08.000]  他的成長
[00:04:08.000 --> 00:04:09.000]  他信主的經歷
[00:04:09.000 --> 00:04:12.000]  以至信主之後的改變
[00:04:12.000 --> 00:04:14.000]  並且他一生實踐福音
[00:04:14.000 --> 00:04:16.000]  示明他在神裡面的侍奉
[00:04:16.000 --> 00:04:20.000]  我分享當中其中一段描述
[00:04:20.000 --> 00:04:21.000]  寫道
[00:04:21.000 --> 00:04:23.000]  他口才了得
[00:04:23.000 --> 00:04:24.000]  學識淵博
[00:04:24.000 --> 00:04:26.000]  為道爭辯
[00:04:26.000 --> 00:04:28.000]  見證基督
[00:04:28.000 --> 00:04:30.000]  他多次遠行宣教
[00:04:30.000 --> 00:04:31.000]  建立教會
[00:04:31.000 --> 00:04:32.000]  堅固信徒
[00:04:32.000 --> 00:04:34.000]  侍奉不遺餘力
[00:04:34.000 --> 00:04:38.000]  亦有近半的新約書卷出自他的手筆
[00:04:38.000 --> 00:04:40.000]  這位格外勞苦的仕途
[00:04:40.000 --> 00:04:43.000]  到底是怎樣的一個人呢?
[00:04:43.000 --> 00:04:45.000]  今天我們講題是
[00:04:45.000 --> 00:04:47.000]  譜出生命的見證
[00:04:47.000 --> 00:04:49.000]  經文在《菲律賓書》第三章
[00:04:49.000 --> 00:04:51.000]  藉著今天的經文
[00:04:51.000 --> 00:04:54.000]  保羅就成為我們今早崇拜的見證嘉賓
[00:04:54.000 --> 00:04:56.000]  因為他在這一章裡面
[00:04:56.000 --> 00:04:59.000]  他會親述他自己的生命見證
[00:04:59.000 --> 00:05:01.000]  在這一章聖經裡面
[00:05:01.000 --> 00:05:02.000]  保羅並沒有提及
[00:05:02.000 --> 00:05:04.000]  他侍奉做了什麼
[00:05:04.000 --> 00:05:06.000]  有什麼功勞
[00:05:06.000 --> 00:05:07.000]  而是他來否白
[00:05:07.000 --> 00:05:09.000]  他在侍奉的背後
[00:05:09.000 --> 00:05:11.000]  是一個怎樣的內在生命
[00:05:11.000 --> 00:05:12.000]  他在主裡面
[00:05:12.000 --> 00:05:14.000]  他的生命有什麼改變
[00:05:14.000 --> 00:05:16.000]  還有他的人生的目的
[00:05:16.000 --> 00:05:18.000]  和目標是什麼
[00:05:18.000 --> 00:05:20.000]  讓我們開始分享聖經之先
[00:05:20.000 --> 00:05:22.000]  我們一起祈禱
[00:05:22.000 --> 00:05:26.000]  親愛的主
[00:05:26.000 --> 00:05:27.000]  親愛的聖靈
[00:05:27.000 --> 00:05:29.000]  我們求祢臨在我們當中
[00:05:29.000 --> 00:05:32.000]  藉著保羅的生命見證
[00:05:32.000 --> 00:05:34.000]  求主激勵我們
[00:05:34.000 --> 00:05:35.000]  反思我們自己
[00:05:35.000 --> 00:05:37.000]  每個人的屬靈生命
[00:05:37.000 --> 00:05:41.000]  以致我們能夠真正的活出所信
[00:05:41.000 --> 00:05:43.000]  為祢作見證
[00:05:43.000 --> 00:05:44.000]  我們同心禱告
[00:05:44.000 --> 00:05:46.000]  奉主耶穌基督的名求
[00:05:46.000 --> 00:05:47.000]  阿門
[00:05:47.000 --> 00:05:52.000]  請大家一起讀出今天的聖經
[00:05:52.000 --> 00:05:53.000]  我們先讀出
[00:05:53.000 --> 00:05:55.000]  菲勒比書三章一至三節
[00:05:55.000 --> 00:05:56.000]  預備起
[00:05:56.000 --> 00:05:58.000]  沒了我的弟兄們
[00:05:58.000 --> 00:06:00.000]  你們要靠主喜樂
[00:06:00.000 --> 00:06:03.000]  我把這些話再寫給你們
[00:06:03.000 --> 00:06:05.000]  對我並不困難
[00:06:05.000 --> 00:06:07.000]  對你們卻是妥當的
[00:06:07.000 --> 00:06:09.000]  應當防備犬類
[00:06:09.000 --> 00:06:10.000]  防備作惡的
[00:06:10.000 --> 00:06:12.000]  防備妄自行各的
[00:06:12.000 --> 00:06:14.000]  因為真受各禮的
[00:06:14.000 --> 00:06:15.000]  就是我們者
[00:06:15.000 --> 00:06:17.000]  藉著神的靈敬拜
[00:06:17.000 --> 00:06:19.000]  以基督為誇耀
[00:06:19.000 --> 00:06:21.000]  不依靠肉體的
[00:06:21.000 --> 00:06:24.000]  一開始
[00:06:24.000 --> 00:06:27.000]  保羅對菲勒比的信徒
[00:06:27.000 --> 00:06:29.000]  連續發出兩個命令
[00:06:29.000 --> 00:06:30.000]  在第一節
[00:06:30.000 --> 00:06:32.000]  你們要靠主喜樂
[00:06:32.000 --> 00:06:35.000]  說明是靠主喜樂
[00:06:35.000 --> 00:06:37.000]  靠主在原文的意思
[00:06:37.000 --> 00:06:40.000]  是在主裡的意思
[00:06:40.000 --> 00:06:42.000]  保羅吩咐菲勒比的信徒
[00:06:42.000 --> 00:06:43.000]  要喜樂
[00:06:43.000 --> 00:06:44.000]  而且這份喜樂
[00:06:44.000 --> 00:06:46.000]  是要在主裡才會有的
[00:06:46.000 --> 00:06:48.000]  就是說一個信徒
[00:06:48.000 --> 00:06:49.000]  如果他的生命
[00:06:49.000 --> 00:06:51.000]  是在主裡的話
[00:06:51.000 --> 00:06:52.000]  他才能夠
[00:06:52.000 --> 00:06:54.000]  並且唯一一個方法
[00:06:54.000 --> 00:06:55.000]  是能夠有喜樂
[00:06:55.000 --> 00:06:57.000]  就是要在主裡
[00:06:57.000 --> 00:07:01.000]  菲勒比書是監獄書信的其中一卷
[00:07:01.000 --> 00:07:03.000]  保羅在寫作的時候
[00:07:03.000 --> 00:07:05.000]  他自己是身處在監獄之中
[00:07:05.000 --> 00:07:07.000]  在這裡等候判刑
[00:07:07.000 --> 00:07:09.000]  生死是未定的
[00:07:09.000 --> 00:07:11.000]  即或是這樣
[00:07:11.000 --> 00:07:12.000]  他仍然吩咐信徒
[00:07:12.000 --> 00:07:14.000]  要靠主喜樂
[00:07:14.000 --> 00:07:16.000]  保羅並沒有因為
[00:07:16.000 --> 00:07:18.000]  身處在牢獄之中
[00:07:18.000 --> 00:07:19.000]  而失去喜樂
[00:07:19.000 --> 00:07:20.000]  這份喜樂
[00:07:20.000 --> 00:07:21.000]  可以看到
[00:07:21.000 --> 00:07:23.000]  已經超越了牢獄
[00:07:23.000 --> 00:07:24.000]  超越了幻境
[00:07:24.000 --> 00:07:26.000]  也超越了他的困難
[00:07:26.000 --> 00:07:29.000]  而是因為他在主裡喜樂
[00:07:29.000 --> 00:07:33.000]  保羅在書中一再重複喜樂這個主題
[00:07:33.000 --> 00:07:36.000]  是為了確保信徒的信仰穩妥
[00:07:36.000 --> 00:07:40.000]  第二個命令就是防備
[00:07:40.000 --> 00:07:42.000]  在第二節裡出現了多少次
[00:07:42.000 --> 00:07:44.000]  防備 防備 再防備
[00:07:44.000 --> 00:07:46.000]  我講三次很重要的
[00:07:46.000 --> 00:07:50.000]  就是代表我們要留心提防的意思
[00:07:50.000 --> 00:07:53.000]  保羅提醒信徒要防備什麼
[00:07:53.000 --> 00:07:55.000]  防備犬類
[00:07:55.000 --> 00:07:57.000]  防備作惡的
[00:07:57.000 --> 00:07:59.000]  防備妄自行惡的
[00:07:59.000 --> 00:08:03.000]  犬類很直接的意思就是狗
[00:08:03.000 --> 00:08:05.000]  狗在猶太人當中
[00:08:05.000 --> 00:08:07.000]  被視為不潔
[00:08:07.000 --> 00:08:09.000]  是猶太人對愛邦人
[00:08:09.000 --> 00:08:12.000]  一個很鄙視不尊敬的稱呼
