
[00:00:00.000 --> 00:00:04.000]  讓我們正道之先有個祈禱
[00:00:04.000 --> 00:00:07.000]  慈愛天父,我們感謝讚美你
[00:00:07.000 --> 00:00:10.000]  很感謝你帶領我們今天來到你的殿裡
[00:00:10.000 --> 00:00:12.000]  一同去敬拜你
[00:00:12.000 --> 00:00:15.000]  我們求主帶領以下的時間
[00:00:15.000 --> 00:00:17.000]  打開我們心靈的眼睛
[00:00:17.000 --> 00:00:19.000]  將你的話語聽進去
[00:00:19.000 --> 00:00:22.000]  以致我們在生活裡能夠活出來
[00:00:22.000 --> 00:00:23.000]  聽我們的禱告
[00:00:23.000 --> 00:00:27.000]  是奉主耶穌基督,明知而求,阿們
[00:00:29.000 --> 00:00:31.000]  認識我的弟兄姊妹
[00:00:31.000 --> 00:00:34.000]  相信都會聽過我的分享
[00:00:34.000 --> 00:00:37.000]  我是在一間幾十人的教會裡
[00:00:37.000 --> 00:00:39.000]  缺志和成長的
[00:00:39.000 --> 00:00:43.000]  後來因為我教會被神收回
[00:00:43.000 --> 00:00:46.000]  所以後來我就加入了恩福堂
[00:00:46.000 --> 00:00:49.000]  記得當年教會是因為
[00:00:49.000 --> 00:00:53.000]  我們借用的幼稚園結束了
[00:00:53.000 --> 00:00:56.000]  所以我們就沒有地方聚會了
[00:00:56.000 --> 00:00:59.000]  加上當時又沒有傳道人帶領
[00:00:59.000 --> 00:01:03.000]  一班弟兄姊妹都感到非常徬徨
[00:01:03.000 --> 00:01:05.000]  不知道該怎麼辦
[00:01:05.000 --> 00:01:09.000]  我們的教會裡的會友
[00:01:09.000 --> 00:01:11.000]  有老年人、年長的
[00:01:11.000 --> 00:01:15.000]  也有家庭和年輕人
[00:01:15.000 --> 00:01:18.000]  還有一班中小學生
[00:01:18.000 --> 00:01:20.000]  面對這個難題
[00:01:20.000 --> 00:01:24.000]  弟兄姊妹之間都有不同的意見
[00:01:24.000 --> 00:01:26.000]  有些肢體說
[00:01:26.000 --> 00:01:28.000]  雖然不捨得大家
[00:01:28.000 --> 00:01:32.000]  但是我們要找地方重新開始
[00:01:32.000 --> 00:01:34.000]  都很艱難的
[00:01:34.000 --> 00:01:38.000]  我寧願去找另一間教會聚會了
[00:01:38.000 --> 00:01:40.000]  又有肢體說
[00:01:40.000 --> 00:01:43.000]  我真的很想教會繼續下去
[00:01:43.000 --> 00:01:45.000]  畢竟我們一班人
[00:01:45.000 --> 00:01:49.000]  一班弟兄姊妹都成長了這麼久
[00:01:49.000 --> 00:01:52.000]  沒有了真的很可惜
[00:01:52.000 --> 00:01:56.000]  另外又有些肢體說
[00:01:56.000 --> 00:02:01.000]  想延續教會要怎麼搞
[00:02:01.000 --> 00:02:03.000]  我們又沒有經驗
[00:02:03.000 --> 00:02:05.000]  不知道該怎麼辦
[00:02:05.000 --> 00:02:07.000]  就是這樣
[00:02:07.000 --> 00:02:09.000]  大家七嘴八舌
[00:02:09.000 --> 00:02:11.000]  你一言我一語
[00:02:11.000 --> 00:02:14.000]  拋了很多意見出來
[00:02:14.000 --> 00:02:18.000]  但是又不知道實際怎麼去做
[00:02:18.000 --> 00:02:22.000]  要同心合意去做一個決定
[00:02:22.000 --> 00:02:24.000]  真的很不容易
[00:02:24.000 --> 00:02:27.000]  後來怎麼收穫呢?
[00:02:27.000 --> 00:02:31.000]  一會兒講到快要尾聲的時候
[00:02:31.000 --> 00:02:33.000]  我會告訴大家
[00:02:33.000 --> 00:02:36.000]  今天的講題是
[00:02:36.000 --> 00:02:38.000]  「熟齡不倒翁」
[00:02:38.000 --> 00:02:43.000]  經文是菲勒比書四章二至九節
[00:02:43.000 --> 00:02:45.000]  在這段經文裡
[00:02:45.000 --> 00:02:50.000]  菲勒比教會都出現一個意見不合的情況
[00:02:50.000 --> 00:02:53.000]  讓我們去看看保羅的教導
[00:02:53.000 --> 00:02:56.000]  怎麼幫助我們在主裡面合一
[00:02:56.000 --> 00:02:58.000]  和去站穩
[00:02:58.000 --> 00:03:03.000]  請大家一起讀菲勒比書
[00:03:03.000 --> 00:03:06.000]  第四章二至九節
[00:03:06.000 --> 00:03:10.000]  今天我用的經文是環球聖經譯本
[00:03:10.000 --> 00:03:11.000]  請大家一起中讀
[00:03:11.000 --> 00:03:13.000]  預備起
[00:03:13.000 --> 00:03:18.000]  「我懇求尤蝶雅也懇求新濤基
[00:03:18.000 --> 00:03:22.000]  要在主裡有同樣的意念
[00:03:22.000 --> 00:03:24.000]  我真誠的同伴啊
[00:03:24.000 --> 00:03:27.000]  我也求你幫助他們
[00:03:27.000 --> 00:03:30.000]  因為他們曾經與我
[00:03:30.000 --> 00:03:34.000]  還有甲、利、冕和我其餘的同工
[00:03:34.000 --> 00:03:38.000]  在福音上一同勞苦
[00:03:38.000 --> 00:03:42.000]  他們的名字都寫生命賊上
[00:03:42.000 --> 00:03:46.000]  你們要上上喜樂
[00:03:46.000 --> 00:03:49.000]  我再說你們要喜樂
[00:03:49.000 --> 00:03:54.000]  要讓所有人看出你們的謙和
[00:03:54.000 --> 00:03:56.000]  主已經近了
[00:03:56.000 --> 00:03:59.000]  你們不要為任何事憂慮
[00:03:59.000 --> 00:04:03.000]  而要凡事直著禱告、祈求
[00:04:03.000 --> 00:04:05.000]  連同謝恩
[00:04:05.000 --> 00:04:08.000]  讓神知道你們的請求
[00:04:08.000 --> 00:04:14.000]  這樣那超乎任何人所能理解的平安
[00:04:14.000 --> 00:04:17.000]  就會在基督耶穌裡
[00:04:17.000 --> 00:04:20.000]  守護你們的心思意念
[00:04:20.000 --> 00:04:23.000]  還有弟兄們
[00:04:23.000 --> 00:04:31.000]  凡是真實的、壯重的、公義的、純潔的、可愛的、可重揚的
[00:04:31.000 --> 00:04:36.000]  無論是什麼美德、什麼可稱頌的
[00:04:36.000 --> 00:04:40.000]  這些事你們都要思量
[00:04:40.000 --> 00:04:48.000]  你們在我身上所學習、所領受、所聽見、所看見的
[00:04:48.000 --> 00:04:51.000]  這些事你們都要實行
[00:04:51.000 --> 00:04:57.000]  那麼次平安的神就會與你們同在
[00:04:57.000 --> 00:05:03.000]  我們先看第二至第三節
[00:05:03.000 --> 00:05:07.000]  我給了一個主題
[00:05:07.000 --> 00:05:10.000]  是合一使神加受益
[00:05:10.000 --> 00:05:14.000]  保羅在四章第二節指出
[00:05:14.000 --> 00:05:17.000]  在菲律賓教會有一個現象
[00:05:17.000 --> 00:05:20.000]  他提到有兩位姊妹的不和
[00:05:20.000 --> 00:05:23.000]  大家看到第四章二節說到
[00:05:23.000 --> 00:05:28.000]  他懇求猶諜也,也懇求新淘姬
[00:05:28.000 --> 00:05:33.000]  懇求他們在主裡要有同樣的意念
[00:05:33.000 --> 00:05:37.000]  這兩位姊妹可能是兩位女的執事
[00:05:37.000 --> 00:05:41.000]  他們可能因為一些意見、一些事情
[00:05:41.000 --> 00:05:44.000]  而未能夠同心侍奉
[00:05:44.000 --> 00:05:47.000]  雖然保羅在經文裡沒有提及
[00:05:47.000 --> 00:05:51.000]  他們是否發生爭吵或有分裂
[00:05:51.000 --> 00:05:54.000]  但卻出現了意見分歧
[00:05:54.000 --> 00:05:57.000]  他們失去了聖靈所賜
[00:05:57.000 --> 00:06:00.000]  合而為一的心
[00:06:00.000 --> 00:06:04.000]  就像二弗所書四章三節說到
[00:06:04.000 --> 00:06:06.000]  用和平彼此聯繫
[00:06:06.000 --> 00:06:11.000]  竭力持守聖靈所賜的合一
[00:06:11.000 --> 00:06:13.000]  相信他們這樣的表現
[00:06:13.000 --> 00:06:17.000]  帶來教會是有一些虧損
[00:06:17.000 --> 00:06:21.000]  所以保羅勸他們要同心
[00:06:21.000 --> 00:06:25.000]  大家看到保羅用了懇求這個字
[00:06:25.000 --> 00:06:30.000]  這個字是有誠意去催促的意思
[00:06:30.000 --> 00:06:35.000]  即是非常期望他們在主裡和好
[00:06:35.000 --> 00:06:40.000]  可見肢體在主裡同心合一是很重要的
[00:06:40.000 --> 00:06:43.000]  有時我們在教會裡侍奉
[00:06:43.000 --> 00:06:48.000]  在合作上確實有很多意見分歧
[00:06:48.000 --> 00:06:52.000]  大家的出發點都是為了事公好
[00:06:52.000 --> 00:06:55.000]  很希望做到盡善盡美
[00:06:55.000 --> 00:06:57.000]  讓更多人去認識主
[00:06:57.000 --> 00:06:59.000]  信徒得到見賴
[00:06:59.000 --> 00:07:02.000]  但有時因為意見不合
[00:07:02.000 --> 00:07:05.000]  甚至會出現磨擦
[00:07:05.000 --> 00:07:08.000]  以致不能夠同心服侍
[00:07:08.000 --> 00:07:12.000]  這是大家都不想見到的情況
[00:07:12.000 --> 00:07:14.000]  記得有一段時間
[00:07:14.000 --> 00:07:20.000]  我和童恭就關顧一位身體有缺陷的肢體
[00:07:20.000 --> 00:07:23.000]  我們出現了不同的看法
[00:07:23.000 --> 00:07:28.000]  這位肢體一直有不當的行為
[00:07:28.000 --> 00:07:31.000]  我認為他濫用肢體的愛心
[00:07:31.000 --> 00:07:35.000]  我覺得要嚴正地勸戒他
[00:07:35.000 --> 00:07:38.000]  但童恭一直很憐恤他
[00:07:38.000 --> 00:07:41.000]  認為他是軟弱的肢體
[00:07:41.000 --> 00:07:45.000]  所以需要多加體恤和包容他
[00:07:45.000 --> 00:07:47.000]  慢慢教導吧
[00:07:47.000 --> 00:07:53.000]  將來他覺得這樣才可以向神交徵
[00:07:53.000 --> 00:07:55.000]  有一次
[00:07:55.000 --> 00:08:00.000]  這個肢體的一個行為冒犯了一位祖孺
[00:08:00.000 --> 00:08:04.000]  甚至同樣的事情都發生在我的身上
[00:08:04.000 --> 00:08:08.000]  令到姐妹和我都感到很不舒暢
[00:08:08.000 --> 00:08:10.000]  甚至反感
[00:08:10.000 --> 00:08:12.000]  因為這件事
[00:08:12.000 --> 00:08:15.000]  我和童恭在WhatsApp有很多的討論
[00:08:15.000 --> 00:08:19.000]  大家都各自發表自己的看法
[00:08:19.000 --> 00:08:22.000]  當時因為這些不同的看法
[00:08:22.000 --> 00:08:25.000]  確實是大家都不是很開心
[00:08:25.000 --> 00:08:30.000]  之後我就坦誠地和童恭分享
[00:08:30.000 --> 00:08:33.000]  我分享到肢體的行為
[00:08:33.000 --> 00:08:37.000]  和我對童恭的看法的一些感受
[00:08:37.000 --> 00:08:41.000]  我們彼此溝通之後
[00:08:41.000 --> 00:08:44.000]  童恭都很明白和很接納
[00:08:44.000 --> 00:08:48.000]  我其實是對事而不是對人
[00:08:48.000 --> 00:08:51.000]  我們同意一起要忘記背後
[00:08:51.000 --> 00:08:53.000]  努力面前
[00:08:53.000 --> 00:08:57.000]  大家盡力地和這位肢體約談
[00:08:57.000 --> 00:09:00.000]  和和他約法三章
[00:09:00.000 --> 00:09:03.000]  給他時間去改善他的行為
[00:09:03.000 --> 00:09:07.000]  糾正他的錯誤
[00:09:07.000 --> 00:09:09.000]  我們童恭之間
[00:09:09.000 --> 00:09:12.000]  當時開始就除去戒題
[00:09:12.000 --> 00:09:16.000]  繼續地同心去侍奉
[00:09:16.000 --> 00:09:17.000]  弟兄姊妹
[00:09:17.000 --> 00:09:19.000]  在教會裏面侍奉
[00:09:19.000 --> 00:09:21.000]  是會有不同的意見的
[00:09:21.000 --> 00:09:25.000]  我們怎樣才可以達至合一
[00:09:25.000 --> 00:09:29.000]  在甚麼基礎上才可以達至合一呢?
[00:09:29.000 --> 00:09:35.000]  我們看看肥立比書第二章二和五節
[00:09:35.000 --> 00:09:37.000]  請大家一起重讀這段經文
[00:09:37.000 --> 00:09:38.000]  預備起
[00:09:38.000 --> 00:09:54.000]  (肥立比書第二章二和五節)
[00:09:54.000 --> 00:09:56.000]  謝謝
[00:09:56.000 --> 00:09:58.000]  大家有沒有留意到
[00:09:58.000 --> 00:10:02.000]  在這段經文裏面提醒我們
[00:10:02.000 --> 00:10:05.000]  我們要按甚麼基礎去處事呢?
[00:10:05.000 --> 00:10:08.000]  在裏面很清楚地告訴我們
[00:10:08.000 --> 00:10:13.000]  我們是按著基督給我們的價值觀去處事
[00:10:13.000 --> 00:10:19.000]  我們要以基督的意念為我們的意念作為基礎
[00:10:19.000 --> 00:10:22.000]  才能夠達到合一
[00:10:22.000 --> 00:10:25.000]  既然合一是那麼重要
[00:10:25.000 --> 00:10:30.000]  所以保羅在四章三節上半節
[00:10:30.000 --> 00:10:33.000]  他懇請肥立比教會的同工
[00:10:33.000 --> 00:10:36.000]  幫助這兩位姊妹去和好
[00:10:36.000 --> 00:10:41.000]  幫助這個字是命令動詞
[00:10:41.000 --> 00:10:43.000]  也可以解作支援
[00:10:43.000 --> 00:10:47.000]  也有「握在一起」的意思
[00:10:47.000 --> 00:10:52.000]  例如將一些想法握在一起
[00:10:52.000 --> 00:10:56.000]  緊密地聯繫在一起
[00:10:56.000 --> 00:11:00.000]  保羅呼籲曾經與他真誠合作的同工們
[00:11:00.000 --> 00:11:04.000]  幫助和支援這兩位姊妹
[00:11:04.000 --> 00:11:06.000]  使他們能夠重新和好
[00:11:06.000 --> 00:11:10.000]  緊密地聯繫在一起
[00:11:10.000 --> 00:11:14.000]  這樣對教會真的有莫大的庇譽
[00:11:14.000 --> 00:11:19.000]  有時肢體之間甚至同工之間都會
[00:11:19.000 --> 00:11:21.000]  我們會有一些不協調
[00:11:21.000 --> 00:11:26.000]  未必能夠自己去解決和舒緩張力
[00:11:26.000 --> 00:11:29.000]  因為人人都有一些盲點
[00:11:29.000 --> 00:11:32.000]  在這個時候可以怎樣做呢?
[00:11:32.000 --> 00:11:37.000]  我們很需要有屬靈的前輩在當中去支援
[00:11:37.000 --> 00:11:43.000]  可以幫助肢體去分析和梳理一些誤解
[00:11:43.000 --> 00:11:45.000]  恢復和好和合一
[00:11:45.000 --> 00:11:48.000]  使肢體在靈命上成長
[00:11:48.000 --> 00:11:53.000]  和在教會的侍奉中有更大的益處
[00:11:53.000 --> 00:11:57.000]  也能成為美好的見證
[00:11:57.000 --> 00:12:02.000]  弟兄姊妹,信徒合一是非常重要的
[00:12:02.000 --> 00:12:06.000]  如果我們因為一些意見不合而引致教會分裂
[00:12:06.000 --> 00:12:10.000]  將會令到神家受到很大的虧損
[00:12:10.000 --> 00:12:15.000]  所以我們必須盡力支援和聯繫
[00:12:15.000 --> 00:12:17.000]  使肢體和好
[00:12:17.000 --> 00:12:19.000]  請大家謹記
[00:12:19.000 --> 00:12:22.000]  合一使到神家受益
[00:12:22.000 --> 00:12:24.000]  親愛的弟兄姊妹
[00:12:24.000 --> 00:12:29.000]  不知道你們和弟兄姊妹的相交中
