
[00:00:00.000 --> 00:00:01.300]  弟兄姊妹早晨
[00:00:01.300 --> 00:00:03.200]  新朋友早晨 大家好
[00:00:03.200 --> 00:00:08.000]  今天和大家分享一個人人都很熟悉
[00:00:08.000 --> 00:00:12.000]  但實踐起來一點都不容易的題目
[00:00:12.000 --> 00:00:13.700]  就是良善
[00:00:13.700 --> 00:00:19.700]  記載在《已忽所書》五章第八至第十四節
[00:00:19.700 --> 00:00:21.900]  今天的講題就是
[00:00:21.900 --> 00:00:28.500]  「你以為只是小事 聖經就叫它做良善」
[00:00:28.500 --> 00:00:35.700]  《屬靈果子》系列今天已經講了五個
[00:00:35.700 --> 00:00:37.500]  今天就講第六個
[00:00:37.500 --> 00:00:42.800]  就是人在主裡願意被聖靈改變之後的
[00:00:42.800 --> 00:00:48.600]  生命特質的第六方面 良善
[00:00:48.600 --> 00:00:53.100]  最近網上流傳一段車禁片
[00:00:53.100 --> 00:00:56.800]  在上個月七月二十五日
[00:00:56.800 --> 00:01:00.600]  中午十二時在繁忙的時段
[00:01:00.600 --> 00:01:12.600]  很多車輛從銅鑼灣方向走到永興街
[00:01:12.600 --> 00:01:15.100]  如果有開車的朋友就知道了
[00:01:15.100 --> 00:01:19.600]  馬路中間突然出現了一位婆婆
[00:01:19.600 --> 00:01:21.900]  你看到紅圈圈著她
[00:01:21.900 --> 00:01:29.000]  她就推著一輛四輪的坐行車逆線反方向走來
[00:01:29.000 --> 00:01:34.000]  所以車禁片拍到她的婆婆向著車子走
[00:01:34.000 --> 00:01:37.000]  網絡上有人說
[00:01:37.000 --> 00:01:40.100]  這個婆婆這樣亂過馬路
[00:01:40.100 --> 00:01:42.500]  不理自己的人生安全
[00:01:42.500 --> 00:01:46.700]  懷疑婆婆可能是有腦退化認知的問題
[00:01:46.700 --> 00:01:48.200]  所以才會這樣做
[00:01:48.200 --> 00:01:51.000]  就逆線走了出馬路
[00:01:51.000 --> 00:01:53.000]  但又不知道怎樣走回去
[00:01:53.000 --> 00:01:54.500]  有時會很徬徨
[00:01:54.500 --> 00:01:59.300]  在馬路中間怎麼辦呢?
[00:01:59.300 --> 00:02:01.000]  又走不到行人路
