
[00:00:00.000 --> 00:00:03.040]  讓我們先聽到禱告
[00:00:03.040 --> 00:00:04.040]  我們一起低頭
[00:00:04.040 --> 00:00:08.040]  慈愛天父,我們感謝讚美祢
[00:00:08.040 --> 00:00:12.040]  祢是那位全能全知,偉大無比的神
[00:00:12.040 --> 00:00:16.040]  我們一同來到祢的面前,一同去敬拜祢
[00:00:16.040 --> 00:00:20.040]  求主,賜我們有屬靈的眼睛
[00:00:20.040 --> 00:00:22.040]  以致我們聽祢的話語的時候
[00:00:22.040 --> 00:00:26.040]  我們能夠看得清楚,聽得明白
[00:00:26.040 --> 00:00:28.040]  求主,帶領以下的時間
[00:00:28.040 --> 00:00:32.040]  聽我們的禱告,是奉主耶穌基督,明智而求
[00:00:32.040 --> 00:00:34.040]  我們一同去敬拜祢
[00:00:34.040 --> 00:00:36.040]  我們一同去敬拜祢
[00:00:36.040 --> 00:00:40.040]  祢是那位全能全知,偉大無比的神
[00:00:40.040 --> 00:00:42.040]  我們一同去敬拜祢
[00:00:42.040 --> 00:00:44.040]  求主,賜我們有屬靈的眼睛
[00:00:44.040 --> 00:00:46.040]  以致我們聽祢的話語的時候
[00:00:46.040 --> 00:00:48.040]  我們能夠聽得清楚,聽得明白
[00:00:48.040 --> 00:00:50.040]  求主,帶領以下的時間
[00:00:50.040 --> 00:00:52.040]  聽我們的禱告,是奉主耶穌基督,明智而求
[00:00:52.040 --> 00:00:54.040]  求主,帶領以下的時間
[00:00:54.040 --> 00:00:56.040]  我們一同去敬拜祢
[00:00:56.040 --> 00:00:58.040]  求主,帶領以下的時間
[00:00:58.040 --> 00:01:00.040]  我們一同去敬拜祢
[00:01:00.040 --> 00:01:02.040]  求主,帶領以下的時間
[00:01:02.040 --> 00:01:04.040]  我們一同去敬拜祢
[00:01:04.040 --> 00:01:06.040]  求主,帶領以下的時間
[00:01:06.040 --> 00:01:08.040]  求主,帶領以下的時間
[00:01:08.040 --> 00:01:10.040]  求主,帶領以下的時間
[00:01:10.040 --> 00:01:12.040]  求主,帶領以下的時間
[00:01:12.040 --> 00:01:14.040]  求主,帶領以下的時間
[00:01:14.040 --> 00:01:16.040]  求主,帶領以下的時間
[00:01:16.040 --> 00:01:18.040]  求主,帶領以下的時間
[00:01:18.040 --> 00:01:20.040]  求主,帶領以下的時間
[00:01:20.040 --> 00:01:22.040]  求主,帶領以下的時間
[00:01:22.040 --> 00:01:24.040]  求主,帶領以下的時間
[00:01:24.040 --> 00:01:26.040]  求主,帶領以下的時間
[00:01:26.040 --> 00:01:28.040]  求主,帶領以下的時間
[00:01:28.040 --> 00:01:30.040]  求主,帶領以下的時間
[00:01:30.040 --> 00:01:32.040]  求主,帶領以下的時間
[00:01:32.040 --> 00:01:34.040]  求主,帶領以下的時間
[00:01:34.040 --> 00:01:36.040]  求主,帶領以下的時間
[00:01:36.040 --> 00:01:38.040]  求主,帶領以下的時間
