
[00:00:00.000 --> 00:00:08.000]  今日和大家分享一個題目
[00:00:08.000 --> 00:00:15.000]  就是繼續創世記阿伯拉罕一生的事蹟
[00:00:15.000 --> 00:00:23.000]  這一講是一個遙不可及的英許
[00:00:23.000 --> 00:00:26.000]  你會相信嗎?
[00:00:26.000 --> 00:00:40.000]  兩個多星期前,我收到我妹妹在廣州的電話
[00:00:40.000 --> 00:00:57.000]  告訴我上個月她的丈夫,亦患了32年癌症的妹夫
[00:00:57.000 --> 00:01:07.000]  因為要檢查身體,我妹妹陪他一起去醫院
[00:01:07.000 --> 00:01:13.000]  沒想到檢查完後,確診了新冠肺炎
[00:01:13.000 --> 00:01:21.000]  因為她發燒,即時要送入醫院
[00:01:21.000 --> 00:01:27.000]  市的醫院因為太多人,沒辦法收她
[00:01:27.000 --> 00:01:33.000]  結果送到廣州一個區的醫院,比較小的醫院
[00:01:33.000 --> 00:01:42.000]  但這是一個比較好的安排,因為區的醫院可以讓家人陪她
[00:01:42.000 --> 00:01:46.000]  因為這個緣故,我的外甥可以陪她
[00:01:46.000 --> 00:01:49.000]  連續八天高燒,沒有退
[00:01:49.000 --> 00:01:55.000]  但因為我的外甥在照顧她,就知道她整個反應
[00:01:55.000 --> 00:02:01.000]  她叫我外甥告訴她,不需要擔心,我們信得住
[00:02:01.000 --> 00:02:03.000]  我們一定在上面
[00:02:03.000 --> 00:02:13.000]  我外甥看著她,過去服侍她的時間,她都是扯鼻汗
[00:02:13.000 --> 00:02:17.000]  但怎知有一天去到的時候,無聲無息
[00:02:17.000 --> 00:02:21.000]  她出屋移動的時候,發覺沒有移動
[00:02:21.000 --> 00:02:27.000]  她就叫了護士來,發覺她已經睡覺離開了
[00:02:27.000 --> 00:02:31.000]  我外甥打電話給我,我都很擔心她
[00:02:31.000 --> 00:02:39.000]  因為我外甥最近一年多被發現患了大腸癌
[00:02:39.000 --> 00:02:49.000]  在我家裏有八個我們的至親,都患上和患過癌症
[00:02:49.000 --> 00:02:58.000]  但我感恩的是,這八個至親每次患癌症,我們都見到一個變相的祝福
[00:02:58.000 --> 00:03:02.000]  未信的,就因為這個緣故信得住
[00:03:02.000 --> 00:03:06.000]  信得住的,是讓他們更加有力去見證主
[00:03:06.000 --> 00:03:13.000]  我們看見,每一次神都用到他們的生命去祝福很多人
[00:03:13.000 --> 00:03:21.000]  而實際上,在他們當中,我這個妹夫是三十二年前患鼻咽癌
[00:03:21.000 --> 00:03:28.000]  但他患鼻咽癌的時候,正好是我的姐夫患了鼻咽癌六年
[00:03:28.000 --> 00:03:35.000]  就因為接受治療期間,對神的話開始越來越投入
[00:03:35.000 --> 00:03:41.000]  結果參加了我哥哥的茶經,決志清楚信主
[00:03:41.000 --> 00:03:51.000]  信了之後,他就和在QE接受電療的人分享
[00:03:51.000 --> 00:03:57.000]  別人問他,你第幾期?他說第四期,B
[00:03:57.000 --> 00:04:00.000]  那你第幾期?我說第三期
[00:04:00.000 --> 00:04:04.000]  為什麼你這麼輕鬆?我告訴你,這是你的秘訣
[00:04:04.000 --> 00:04:07.000]  我都希望你都可以得著這個秘訣
[00:04:07.000 --> 00:04:16.000]  最後,在電療過程中帶了十幾個接受電療的人去參加茶經班
[00:04:16.000 --> 00:04:20.000]  而這些人絕大部分都是信得住的
[00:04:20.000 --> 00:04:24.000]  另一方面,我的妹夫就是因為這個鼻咽癌
[00:04:24.000 --> 00:04:30.000]  經歷到在廣州上一些信主的醫生對他的照顧
[00:04:30.000 --> 00:04:37.000]  心裡非常感恩,深深感覺到這個信仰的真實
[00:04:37.000 --> 00:04:42.000]  是因為這樣的緣故,破釜沉舟,決志信得住
[00:04:42.000 --> 00:04:48.000]  他當軍當了十四年,但是當他考慮信主的時候
[00:04:48.000 --> 00:04:51.000]  毫不猶豫,就是這樣信主
[00:04:51.000 --> 00:04:55.000]  我為了他們感恩,我哥哥,我嫂子
[00:04:55.000 --> 00:05:04.000]  其實都是因為這個病,使他們在侍奉中更有能力去安慰病中的人
[00:05:04.000 --> 00:05:08.000]  在今天,我不知道大家有沒有聽過
[00:05:08.000 --> 00:05:12.000]  有人曾經這樣說,聖經這些預言
[00:05:12.000 --> 00:05:18.000]  耶穌基督說,祂會再回來,祂已經為我們預備了一個新的居所
[00:05:18.000 --> 00:05:20.000]  祂去就是為我們預備的
[00:05:20.000 --> 00:05:28.000]  如果祂去為我們預備這個新的居所,祂就一定會接我們去到祂那裡去
[00:05:28.000 --> 00:05:32.000]  另一方面,聖經也告訴我們,主一定會再來
[00:05:32.000 --> 00:05:36.000]  我們每一個信了主的人,我們會復活,我們會被提
[00:05:36.000 --> 00:05:44.000]  將來和主一起降臨,然後進入千禧年國度裡,和祂一起的作王
[00:05:44.000 --> 00:05:52.000]  你們有沒有聽過有些人說,這些預言是這麼遠的事,我怎麼知道是不是真的
[00:05:52.000 --> 00:05:58.000]  我很感恩,原來政府都考慮等公屋
[00:05:58.000 --> 00:06:06.000]  你如果排到什麼都排不到的時間,市民一定鼓吵
[00:06:06.000 --> 00:06:11.000]  所以他們考慮到,那些叫做過渡性房屋
[00:06:11.000 --> 00:06:18.000]  大家都知道,過渡性的房屋,就給到一些人看得見
[00:06:18.000 --> 00:06:23.000]  原來一步一步是可以改善,是令到我們經歷到
[00:06:23.000 --> 00:06:27.000]  然後我們再看一看我們今天的信仰
[00:06:27.000 --> 00:06:36.000]  神不是要我們等到將來被提的時候,才享受那種在主裡面的喜樂和恩典
[00:06:36.000 --> 00:06:38.000]  心裡面的平安
[00:06:38.000 --> 00:06:43.000]  祂是叫我們活在世上的時候已經享受到
[00:06:43.000 --> 00:06:48.000]  所以我梅夫過世的時候,我心裡面非常掛念我的妹妹
[00:06:48.000 --> 00:06:53.000]  因為她仍然是在接受電療和化療
[00:06:53.000 --> 00:06:57.000]  她怎樣去熬過這段時間呢?
[00:06:57.000 --> 00:07:02.000]  我很感恩,上個星期一,我們幾兄弟姐妹一起用Zoom
[00:07:02.000 --> 00:07:04.000]  我們有一個祈禱會
[00:07:04.000 --> 00:07:11.000]  我哥哥在美國,我姐姐在加拿大,我妹妹在廣州,我們在香港
[00:07:11.000 --> 00:07:19.000]  在當中,第一句我就問,阿May,你心情怎樣?
[00:07:19.000 --> 00:07:24.000]  她第一句說的,哥,你們放心吧
[00:07:24.000 --> 00:07:26.000]  這個是我的禱告
[00:07:26.000 --> 00:07:29.000]  她的禱告是什麼呢?
[00:07:29.000 --> 00:07:33.000]  不要讓她離開比她的丈夫早
[00:07:33.000 --> 00:07:38.000]  因為她知道,如果她離開比她的丈夫早
[00:07:38.000 --> 00:07:41.000]  她的丈夫是需要人照顧的
[00:07:41.000 --> 00:07:43.000]  她就會很淒涼
[00:07:43.000 --> 00:07:48.000]  但是,神現在是先接了她的丈夫
[00:07:48.000 --> 00:07:52.000]  所以她整個人就放心了
[00:07:52.000 --> 00:07:59.000]  我為了她這種信念感恩
[00:07:59.000 --> 00:08:04.000]  她說,我遲早會見到的,哥,你不用掛念我們
[00:08:04.000 --> 00:08:06.000]  另外,你自己呢?
[00:08:06.000 --> 00:08:09.000]  她正在接受化療和電療
[00:08:09.000 --> 00:08:12.000]  因為太厲害了
[00:08:12.000 --> 00:08:18.000]  所以她說,就在那段時間,當照顧她丈夫的時間
[00:08:18.000 --> 00:08:21.000]  她就決定停了他
[00:08:21.000 --> 00:08:24.000]  因為連大便都出血
[00:08:24.000 --> 00:08:29.000]  因為這個緣故,她感覺到對她身體的狀況非常弱
[00:08:29.000 --> 00:08:33.000]  她就停了化療和電療,改用中藥
[00:08:33.000 --> 00:08:39.000]  反而她就穩定了,可以吃,睡
[00:08:39.000 --> 00:08:41.000]  我們都是繼續為她禱告
[00:08:41.000 --> 00:08:46.000]  但她心裡說,現在我就完全放心了
[00:08:46.000 --> 00:08:48.000]  去哪裡我都見得到
[00:08:48.000 --> 00:08:52.000]  想去見到丈夫,在下面又見到我們
[00:08:52.000 --> 00:08:55.000]  所以因為這個緣故,她充滿了一種喜樂
[00:08:55.000 --> 00:08:57.000]  各位頂智妹
[00:08:57.000 --> 00:09:05.000]  我今天就要和大家回到四千年前的阿伯拉罕身上
[00:09:05.000 --> 00:09:10.000]  原來我們對神的應許,是有一種幻得幻生
[00:09:10.000 --> 00:09:12.000]  是不是真的?
[00:09:12.000 --> 00:09:18.000]  這個預言有沒有可能有另一個不同的解釋和理解?
[00:09:18.000 --> 00:09:20.000]  我希望和大家分享一下
[00:09:20.000 --> 00:09:27.000]  神對阿伯拉罕其中一個的應許,就是他的後裔
[00:09:27.000 --> 00:09:33.000]  他的後裔會多到好像天上的星,地上的沙這麼多
[00:09:33.000 --> 00:09:38.000]  但這個應許,大家要記得
[00:09:38.000 --> 00:09:45.000]  阿伯拉罕接受這個應許的時間,是他連一個兒子都沒有
[00:09:45.000 --> 00:09:53.000]  直到他99歲的時候,他還沒有自己和太太生的兒子
[00:09:53.000 --> 00:09:58.000]  你說對著這個應許,75歲第一次聽
[00:09:58.000 --> 00:10:05.000]  到99歲還沒有一個兒子從自己的太太和他生出來
[00:10:05.000 --> 00:10:07.000]  你還信不信?
[00:10:07.000 --> 00:10:09.000]  我想問問大家
[00:10:09.000 --> 00:10:17.000]  如果你到99歲,你的太太到89歲,一顆兒子都沒有
[00:10:17.000 --> 00:10:25.000]  但是神告訴你,你將來會成立一個國家
[00:10:25.000 --> 00:10:30.000]  你的國民很多,多到好像天上的星,地上的沙這麼多
[00:10:30.000 --> 00:10:32.000]  你信不信?
[00:10:32.000 --> 00:10:36.000]  信的舉手,好嗎?
[00:10:36.000 --> 00:10:41.000]  還有,我很感恩,是兩個老人家信的
[00:10:41.000 --> 00:10:46.000]  全部年輕人都沒有舉手,是兩個老人家舉手
[00:10:46.000 --> 00:10:48.000]  我們心裏面深深感恩
[00:10:48.000 --> 00:10:52.000]  各位親愛的弟兄姊妹,我今天就要和大家分享這個寓言
[00:10:52.000 --> 00:10:56.000]  我們一起看一看《創世記》第15章第一節
[00:10:56.000 --> 00:10:58.000]  我們一起讀
[00:10:58.000 --> 00:11:07.000]  「這些事以後,耶和華的話在意象中臨到亞伯蘭,說:亞伯蘭,不要懼怕!」
[00:11:07.000 --> 00:11:09.000]  好了,「這些事」
[00:11:09.000 --> 00:11:11.000]  是什麼事呢?
[00:11:11.000 --> 00:11:14.000]  其實是說第十四章發生的事
[00:11:14.000 --> 00:11:18.000]  第十四章發生了什麼事呢?
[00:11:18.000 --> 00:11:25.000]  就是從巴比倫、幽伐拉底河、底格里斯河那個地區
[00:11:25.000 --> 00:11:29.000]  有一個四國聯盟的部隊
[00:11:29.000 --> 00:11:31.000]  有很多解經家說
[00:11:31.000 --> 00:11:43.000]  其實這些人差不多日後就形成一個巴比倫帝國的主力
[00:11:43.000 --> 00:11:49.000]  但是他們在那個地方,兩河流域,不甘心只在那裏
[00:11:49.000 --> 00:11:52.000]  他們要雄霸整個世界
[00:11:52.000 --> 00:11:55.000]  所以就發動了第一次的世界大戰
[00:11:55.000 --> 00:11:57.000]  這個不是我說的
[00:11:57.000 --> 00:11:59.000]  是很多解經家相信
[00:11:59.000 --> 00:12:02.000]  其實那個就是第一次的世界大戰
[00:12:02.000 --> 00:12:05.000]  是由底格里斯河、幽伐拉底河
