
[00:00:00.000 --> 00:00:05.400]  我想問一下,我們今天的講題叫做「堅持從來不移」
[00:00:05.400 --> 00:00:11.400]  剛才那首詩歌很合今晚的訊息
[00:00:11.400 --> 00:00:16.800]  其實剛才大早之前,我想不如用這首唱回應詩
[00:00:16.800 --> 00:00:19.600]  不過我又怕你們不懂唱,原來懂唱,很好
[00:00:19.600 --> 00:00:21.800]  很感謝敬拜隊為我們預備
[00:00:21.800 --> 00:00:26.400]  我不知道大家喜歡看日本漫畫嗎?
[00:00:26.400 --> 00:00:27.400]  喜歡看日本漫畫嗎?
[00:00:27.400 --> 00:00:30.200]  有人舉手了,這邊有人嗎?
[00:00:30.200 --> 00:00:31.400]  現在不流行嗎?
[00:00:31.400 --> 00:00:34.600]  不流行這些了
[00:00:34.600 --> 00:00:38.800]  我和我太太都很喜歡看日本漫畫
[00:00:38.800 --> 00:00:44.200]  不過現在有些年紀了,看很多書
[00:00:44.200 --> 00:00:48.000]  又不想經常對著電腦看字
[00:00:48.000 --> 00:00:50.200]  我就轉了看動漫
[00:00:50.200 --> 00:00:54.800]  有幾套動漫我都經常追
[00:00:54.800 --> 00:00:57.600]  有一套我不知道是不是你的年代
[00:00:57.600 --> 00:01:01.400]  有沒有人是Slam Dunk年代的?
[00:01:01.400 --> 00:01:04.600]  只有我一個,你們有吧?
[00:01:04.600 --> 00:01:07.400]  早前也有上過
[00:01:07.400 --> 00:01:11.000]  另外兩套現在都歐了
[00:01:11.000 --> 00:01:13.800]  Spy Family,鬼滅那些
[00:01:13.800 --> 00:01:19.600]  其實我都很歐,我才剛剛追完鬼滅
[00:01:19.600 --> 00:01:22.400]  不過我很想說日本漫畫
[00:01:22.400 --> 00:01:27.200]  鬼滅那裡有些角色,特別是主角
[00:01:27.200 --> 00:01:33.800]  他們那種熱血追隨自己的使命和目標
[00:01:33.800 --> 00:01:38.000]  那個態度其實很吸引
[00:01:38.000 --> 00:01:41.200]  吸引我去追這些漫畫
[00:01:41.200 --> 00:01:43.600]  其實我都相信是這些元素
[00:01:43.600 --> 00:01:45.800]  其實心裡都很渴望
[00:01:45.800 --> 00:01:47.000]  好像他們那樣
[00:01:47.000 --> 00:01:52.200]  有些目標很不顧一切地追隨
[00:01:52.200 --> 00:01:56.400]  但我想這些目標都不是真實
[00:01:56.400 --> 00:01:57.400]  在漫畫裡面
[00:01:57.400 --> 00:01:59.600]  可能是就算是籃球也好
[00:01:59.600 --> 00:02:03.800]  其實都是一個自己很遠的目標
[00:02:03.800 --> 00:02:08.000]  昨天去港大報道會
[00:02:08.000 --> 00:02:11.000]  我們一班大專的弟兄姊妹
[00:02:11.000 --> 00:02:12.600]  一班年青人
[00:02:12.600 --> 00:02:15.600]  我們一起去港大幫忙做報道會
[00:02:15.600 --> 00:02:17.000]  我不是想說報道會
[00:02:17.000 --> 00:02:18.800]  不過我想說裡面有的嘉賓
[00:02:18.800 --> 00:02:20.200]  都是我們弟兄姊妹
[00:02:20.200 --> 00:02:24.400]  Baby John是我們的弟兄
[00:02:24.400 --> 00:02:25.400]  在我們當中
[00:02:25.400 --> 00:02:27.400]  他昨天的分享
[00:02:27.400 --> 00:02:29.200]  他自己的見證分享
[00:02:29.200 --> 00:02:31.600]  他都說很真誠很好
[00:02:31.600 --> 00:02:32.400]  真的很棒
[00:02:32.400 --> 00:02:33.600]  很感動
[00:02:33.600 --> 00:02:35.800]  在裡面他都說
[00:02:35.800 --> 00:02:39.400]  他自己裡面的職業生涯
[00:02:39.400 --> 00:02:42.600]  原來有一套戲對他來說很重要
[00:02:42.600 --> 00:02:44.600]  你記不記得早幾年
[00:02:44.600 --> 00:02:45.600]  這套戲
[00:02:45.600 --> 00:02:46.800]  還記得嗎
[00:02:46.800 --> 00:02:49.400]  我們曾經有一句金句
[00:02:49.400 --> 00:02:51.400]  在這套戲裡走出來
[00:02:51.400 --> 00:02:52.600]  我一說你就記得
[00:02:52.600 --> 00:02:53.600]  有沒有印象
[00:02:53.600 --> 00:02:59.400]  我們為什麼可以去到多盡
[00:02:59.400 --> 00:03:02.600]  那些字隨你感覺
[00:03:02.600 --> 00:03:05.800]  你可以為音樂去到多盡
[00:03:05.800 --> 00:03:09.400]  你可以為吃東西去到多盡
[00:03:09.400 --> 00:03:12.400]  隨你放進去都萬能
[00:03:12.400 --> 00:03:14.400]  原來這套戲
[00:03:14.400 --> 00:03:16.600]  原來對Baby John來說很重要
[00:03:16.600 --> 00:03:19.200]  也想起我
[00:03:19.200 --> 00:03:21.200]  想起原來有一句金句
[00:03:21.200 --> 00:03:23.200]  我們以前經常說
[00:03:23.200 --> 00:03:26.400]  我想反觀一下自己
[00:03:26.400 --> 00:03:29.200]  我們作為基督徒的弟兄姊妹
[00:03:29.200 --> 00:03:34.600]  其實我們為了主可以去到多盡
[00:03:34.600 --> 00:03:36.400]  我們剛才都說
[00:03:36.400 --> 00:03:38.800]  很多漫畫的主角
[00:03:38.800 --> 00:03:40.600]  很熱血去奮鬥
[00:03:40.600 --> 00:03:43.400]  為了目標為了使命去奮鬥
[00:03:43.400 --> 00:03:45.200]  我們作為基督徒
[00:03:45.200 --> 00:03:47.200]  我們有沒有帶著基督的使命
[00:03:47.200 --> 00:03:49.200]  同樣有那份堅持
[00:03:49.200 --> 00:03:52.000]  同樣為了主去奮鬥
[00:03:52.000 --> 00:03:54.400]  今天我們要看的經文
[00:03:54.400 --> 00:03:57.000]  就在《仕途行傳》第十四章裡
[00:03:57.000 --> 00:03:59.600]  我介紹一下《仕途行傳》是什麼
[00:03:59.600 --> 00:04:01.600]  《仕途行傳》是新約裡
[00:04:01.600 --> 00:04:05.200]  我們稱為新約歷史書的書卷
[00:04:05.200 --> 00:04:08.000]  作者就是路加醫生
[00:04:08.000 --> 00:04:12.800]  路加醫生也是保羅一起傳道的戰友
[00:04:12.800 --> 00:04:17.600]  大致上《仕途行傳》可以分為兩個大章節去看
[00:04:17.600 --> 00:04:21.800]  其中一個小章節就是第一章到第二章半
[00:04:21.800 --> 00:04:25.800]  就是說耶穌基督去道成肉身
[00:04:25.800 --> 00:04:28.000]  為了我們去死去復活
[00:04:28.000 --> 00:04:29.600]  去升天一個記載
[00:04:29.600 --> 00:04:33.600]  然後記住了頭半節
[00:04:33.600 --> 00:04:35.600]  由第二章到第十二章
[00:04:35.600 --> 00:04:40.600]  記錄了彼得和其他仕途傳道的一些事蹟
[00:04:40.600 --> 00:04:43.400]  而下半部分就是我們今天要看
[00:04:43.400 --> 00:04:46.400]  就是保羅和他的宣教團隊
[00:04:46.400 --> 00:04:49.000]  在傳道裡面的一些事蹟
[00:04:49.000 --> 00:04:52.200]  其實《仕途行傳》可以分為這兩個大部分
[00:04:52.200 --> 00:04:55.800]  主要的內容都是聖靈降臨的工作
[00:04:55.800 --> 00:05:00.000]  甚至乎是初代教會建立的事蹟
[00:05:00.000 --> 00:05:03.200]  可以說是反映了上帝計劃
[00:05:03.200 --> 00:05:05.000]  甚至乎他的目標
[00:05:05.000 --> 00:05:07.800]  如何在地上執行上來
[00:05:07.800 --> 00:05:11.400]  所以今天我們要看《仕途行傳》第十四章這段經文
[00:05:11.400 --> 00:05:17.400]  其實可以說是保羅宣教旅程裡面一個開始
[00:05:17.400 --> 00:05:19.400]  我們一起讀一下經文
[00:05:19.400 --> 00:05:23.200]  就是《仕途行傳》第十四章二十一至二十二節
[00:05:23.200 --> 00:05:25.400]  好,我們一起讀
[00:05:25.400 --> 00:05:26.400]  一二三
[00:05:26.400 --> 00:05:47.400]  (教會念經)
[00:05:47.400 --> 00:05:49.400]  我們一起祈禱
[00:05:49.400 --> 00:05:51.400]  致給天父感謝祢
[00:05:51.400 --> 00:05:54.400]  感謝祢招助我們回到你的教會裡面
[00:05:54.400 --> 00:05:56.400]  我們能夠一起去敬拜祢
[00:05:56.400 --> 00:05:58.000]  一起聽祢的話語
[00:05:58.000 --> 00:06:01.000]  就讓聖靈去引導我們在座各人
[00:06:01.000 --> 00:06:04.000]  能夠聽到從神而來的訊息
[00:06:04.000 --> 00:06:07.200]  更加保守孩子所準備的
[00:06:07.200 --> 00:06:09.600]  求主祢都讓聖靈去引導孩子
[00:06:09.600 --> 00:06:11.000]  說出所準備的
[00:06:11.000 --> 00:06:13.600]  求主祢都親自去帶領我們
[00:06:13.600 --> 00:06:15.600]  來奉主命求,阿門
[00:06:15.600 --> 00:06:21.800]  今天我們看的經文就是二十一節至二十二節
[00:06:21.800 --> 00:06:28.600]  可以理解為保羅和巴拿巴第一次宣教裡面的一個小的總結
