
[00:00:00.000 --> 00:00:02.000]  佢仲揸你
[00:00:02.000 --> 00:00:05.800]  你愛我哋,為我哋犧牲
[00:00:05.800 --> 00:00:07.200]  你為我哋擺相
[00:00:07.200 --> 00:00:10.000]  大過哂我哋頭先每個人唱聲浪
[00:00:10.000 --> 00:00:13.000]  有住我哋願意盡力去擺相
[00:00:13.000 --> 00:00:14.600]  因為你係我哋嘅後柱
[00:00:14.600 --> 00:00:17.000]  你為我哋犧牲,你為我哋流出寶血
[00:00:17.000 --> 00:00:20.000]  你保守我哋今日仍然能夠嚟到呢度
[00:00:20.000 --> 00:00:22.000]  去敬拜
[00:00:22.000 --> 00:00:24.000]  因為你嘅認同
[00:00:24.000 --> 00:00:26.000]  你配得所有眾生
[00:00:28.000 --> 00:00:31.000]  我哋每一個用心嚟到去敬拜你
[00:00:31.000 --> 00:00:37.000]  我哋多謝你俾我哋呢個福分
[00:00:37.000 --> 00:00:39.000]  呢個我哋嘅恩典,我哋仍然得夠開口
[00:00:39.000 --> 00:00:41.000]  舉手去讚你
[00:00:41.000 --> 00:00:43.000]  全多謝你
[00:00:43.000 --> 00:00:45.000]  佢哋繼續黎睇我哋
[00:00:45.000 --> 00:00:47.000]  俾我哋心裏面對準你
[00:00:47.000 --> 00:00:49.000]  我哋帶嚟嗰條問題
[00:00:49.000 --> 00:00:51.000]  你幫我哋去解答,你俾答話我哋
[00:00:51.000 --> 00:00:53.000]  最後多謝你
[00:00:53.000 --> 00:00:56.000]  我哋咁樣同過個教堂,奉住耶穌面孔
[00:00:56.000 --> 00:00:58.000]  我哋慶祝
[00:00:58.000 --> 00:01:04.000]  我唔知唱完好首詩歌之後
[00:01:04.000 --> 00:01:07.000]  頭先你嘅答案開始改變嘅
[00:01:07.000 --> 00:01:10.000]  又係咪呀,主,好難
[00:01:10.000 --> 00:01:12.000]  好難呀,好難呀
[00:01:12.000 --> 00:01:16.000]  係呀,我哋其實每一個人都面對緊唔同嘅難處
[00:01:16.000 --> 00:01:21.000]  但係同樣我哋係面對主耶穌好多嘅恩典,啱啱呀
[00:01:21.000 --> 00:01:25.000]  每一次嘅困難,每一次你覺得好難行上去嘅地方
[00:01:25.000 --> 00:01:27.000]  你有冇望返轉頭呀
[00:01:27.000 --> 00:01:32.000]  你望返轉頭望唔到啲咩呀,我望返轉頭望到咩呀
[00:01:32.000 --> 00:01:40.000]  跟住嗰首詩歌就係一段,我哋每次帶嘅時候都提醒我
[00:01:40.000 --> 00:01:44.000]  當你回頭一望,主嘅恩典仲喺度
[00:01:44.000 --> 00:01:47.000]  點解我哋成日都好似望住前面
[00:01:47.000 --> 00:01:51.000]  面對住嗰啲困難,但我哋又望唔到後面
[00:01:52.000 --> 00:01:56.000]  鼓勵你將頭先嗰條問題,你再重新再去答一次好嗎
[00:01:56.000 --> 00:02:00.000]  呢首新嘅歌你可以聽我哋唱一次,然後邀請大家一齊加入
[00:02:00.000 --> 00:02:07.000]  係呀,我哋面對緊好多個困難,好多個虛假,好多個冷冰
[00:02:07.000 --> 00:02:11.000]  好多個離別,我哋信心已經崩潰
[00:02:11.000 --> 00:02:15.000]  但詩歌轉頭就提醒我哋
[00:02:15.000 --> 00:02:19.000]  基督在堂,耶穌就喺你身邊
[00:02:20.000 --> 00:02:27.000]  你信唔信呀,我哋要詩歌你哋互相祷告祝福,彼此有影響
[00:02:51.000 --> 00:02:57.000]  冷冰瀰漫一切似天下
[00:02:57.000 --> 00:03:04.000]  未必瞬間光輝到虛假
[00:03:04.000 --> 00:03:12.000]  轉眼信心已崩潰
[00:03:12.000 --> 00:03:19.000]  難道世代已此終結
[00:03:20.000 --> 00:03:33.000]  面對十家諸起神無懼
[00:03:33.000 --> 00:03:40.000]  憤怒仍舊一切似沙裡
[00:03:41.000 --> 00:03:57.000]  情何負我諸基督,守在你共我的旁邊
[00:03:57.000 --> 00:04:02.000]  主呀,我哋好需要你
[00:04:02.000 --> 00:04:06.000]  主呀,我哋需要你再一次嚟到我哋身邊
[00:04:06.000 --> 00:04:09.000]  其實你一路都喺我哋身邊
[00:04:10.000 --> 00:04:12.000]  但我哋選擇唔去望你
[00:04:12.000 --> 00:04:17.000]  主幫我哋今日能夠見到你
[00:04:17.000 --> 00:04:22.000]  喺十字架上你已經落咗嚟,你得聖,你已經復活
[00:04:22.000 --> 00:04:31.000]  冷冰瀰漫一切似天下
[00:04:31.000 --> 00:04:38.000]  未必瞬間光輝到虛假
[00:04:39.000 --> 00:04:46.000]  轉眼信心已崩潰
[00:04:46.000 --> 00:04:53.000]  難道世代已此終結
[00:04:53.000 --> 00:05:07.000]  面對十家諸起神無懼
[00:05:09.000 --> 00:05:14.000]  憤怒仍舊一切似沙裡
[00:05:14.000 --> 00:05:29.000]  情何負我諸基督,守在你共我的旁邊
[00:05:31.000 --> 00:05:39.000]  害怕對東掩蓋,沒法願意忍耐
[00:05:39.000 --> 00:05:49.000]  竟不見今天在旁是耶穌
[00:05:49.000 --> 00:05:57.000]  害怕到你不在,未有耐性等待
[00:05:58.000 --> 00:06:07.000]  竟不見今天在旁是耶穌
[00:06:07.000 --> 00:06:16.000]  面向洞察主愛,學會突破阻礙
[00:06:17.000 --> 00:06:28.000]  用一生咁追隨耶穌
[00:06:48.000 --> 00:06:50.000]  今日返到嚟嘅時候
[00:06:50.000 --> 00:06:53.000]  我哋唔再搵一個我覺得嘅答案
[00:06:53.000 --> 00:06:55.000]  係主你覺得啱嘅答案
[00:06:55.000 --> 00:07:04.000]  以致我喺詩歌,喺祈禱,喺訊息,喺祝福,喺報告裏面
[00:07:04.000 --> 00:07:06.000]  我聽到你嘅聲音
[00:07:06.000 --> 00:07:10.000]  幫助我哋咁樣去信奉你嘅心意
[00:07:10.000 --> 00:07:14.000]  幫助我哋去聆聽你嘅聲音
[00:07:14.000 --> 00:07:17.000]  幫助我哋去面對
[00:07:17.000 --> 00:07:22.000]  面對我哋諗住誇聖唔到嘅地方
[00:07:22.000 --> 00:07:24.000]  因為你同我哋一齊面對
[00:07:24.000 --> 00:07:26.000]  你就喺我旁邊
[00:07:26.000 --> 00:07:32.000]  雖然世界俾我哋好多個冷冰
[00:07:32.000 --> 00:07:41.000]  冷冰冷得一切似天空
[00:07:42.000 --> 00:07:48.000]  未必瞬間光輝到去解
[00:07:48.000 --> 00:07:55.000]  轉眼信心已崩潰
[00:07:55.000 --> 00:08:03.000]  難道世代已此終結
[00:08:10.000 --> 00:08:16.000]  面對十家主犧牲無懼
[00:08:16.000 --> 00:08:23.000]  憤怒仍舊一切似失去
[00:08:23.000 --> 00:08:24.000]  感謝主呀
[00:08:24.000 --> 00:08:31.000]  請看保護主基督
[00:08:31.000 --> 00:08:39.000]  就在你和我的旁邊
[00:08:41.000 --> 00:08:44.000]  視覺悲痛掩蓋
[00:08:44.000 --> 00:08:48.000]  沒法願意忍耐
[00:08:48.000 --> 00:08:53.000]  竟不見今天在旁
[00:08:53.000 --> 00:08:58.000]  似耶穌
[00:08:58.000 --> 00:09:03.000]  害怕到你不在
[00:09:03.000 --> 00:09:07.000]  未有耐性等待
[00:09:07.000 --> 00:09:12.000]  竟不見今天在旁
[00:09:12.000 --> 00:09:17.000]  似耶穌
[00:09:17.000 --> 00:09:22.000]  面向洞察主愛
[00:09:22.000 --> 00:09:25.000]  學會突破阻礙
[00:09:25.000 --> 00:09:37.000]  終一生敢追隨耶穌
[00:09:55.000 --> 00:09:58.000]  在經牌裏面你要我們得到的答案
[00:09:58.000 --> 00:10:01.000]  求你這樣大力幫助我們
[00:10:01.000 --> 00:10:03.000]  祈禱奉主耶穌的名號
[00:10:03.000 --> 00:10:05.000]  阿們
[00:10:26.000 --> 00:10:30.000]  今日來到我們約書亞記
[00:10:30.000 --> 00:10:33.000]  二十四章最後一章
[00:10:33.000 --> 00:10:37.000]  在人類歷史
[00:10:37.000 --> 00:10:40.000]  我們進入一個很特別的階段
[00:10:40.000 --> 00:10:42.000]  我們這一代人
[00:10:42.000 --> 00:10:47.000]  見證著創世以來一個最大的扭轉
[00:10:47.000 --> 00:10:49.000]  在創世以來
[00:10:49.000 --> 00:10:53.000]  人類的人口不斷的加添
[00:10:53.000 --> 00:10:58.000]  有人預測去到2080年將會達到高峰
[00:10:58.000 --> 00:11:01.000]  然後開始向下扭轉
[00:11:01.000 --> 00:11:05.000]  我覺得整個景象是一個很末世的景象
[00:11:05.000 --> 00:11:10.000]  是一個人不再添加的景象
[00:11:10.000 --> 00:11:14.000]  不過在香港這個景象出現得更加快
[00:11:14.000 --> 00:11:18.000]  香港終於有一樣東西超越日本
[00:11:18.000 --> 00:11:23.000]  將會在未來的幾年我們的老化是超越日本
[00:11:23.000 --> 00:11:27.000]  我覺得這個也是一個很大挑戰的事情
[00:11:27.000 --> 00:11:30.000]  但我自己也很感恩
[00:11:30.000 --> 00:11:32.000]  我能夠活在這一代
[00:11:32.000 --> 00:11:33.000]  能夠老在這一代
[00:11:33.000 --> 00:11:36.000]  也是上帝給我的恩典
[00:11:36.000 --> 00:11:37.000]  能夠見證這一代
[00:11:37.000 --> 00:11:40.000]  我又覺得是很開心
[00:11:40.000 --> 00:11:41.000]  在這一代裏面
[00:11:41.000 --> 00:11:44.000]  我們在說很多傳承
[00:11:44.000 --> 00:11:49.000]  很多坊間銀行在說財富的傳承
[00:11:49.000 --> 00:11:51.000]  教會也在說傳承
[00:11:51.000 --> 00:11:52.000]  在上一個世紀
[00:11:52.000 --> 00:11:58.000]  在巴西有一個很有錢的二世公子
[00:11:58.000 --> 00:12:00.000]  他叫做約熱桂樂
[00:12:00.000 --> 00:12:02.000]  他22歲的時候
[00:12:02.000 --> 00:12:08.000]  當時是承繼了爸爸20億美金的財產
[00:12:08.000 --> 00:12:12.000]  還有很多港口的基礎設施
[00:12:12.000 --> 00:12:14.000]  有很多碼頭
[00:12:14.000 --> 00:12:16.000]  他當時就跟自己計算
[00:12:16.000 --> 00:12:18.000]  我活著的日子
[00:12:18.000 --> 00:12:21.000]  一年可以花一億多
[00:12:21.000 --> 00:12:25.000]  我可以躺平一世
[00:12:25.000 --> 00:12:28.000]  然後他就盡情開始享樂
[00:12:28.000 --> 00:12:29.000]  結交明星
[00:12:29.000 --> 00:12:30.000]  買珠寶
[00:12:30.000 --> 00:12:33.000]  大家猜一下會怎樣呢?
[00:12:33.000 --> 00:12:39.000]  最後他是上個世紀最大的大家的例子
[00:12:39.000 --> 00:12:42.000]  他所有的公司都破產
[00:12:42.000 --> 00:12:44.000]  他變賣了早業
[00:12:44.000 --> 00:12:46.000]  到了晚年身無分文
[00:12:46.000 --> 00:12:48.000]  然後患了腫瘤
[00:12:48.000 --> 00:12:49.000]  沒有錢做手術
[00:12:49.000 --> 00:12:52.000]  他說我的財富提前用了
[00:12:52.000 --> 00:12:54.000]  不過我的人還活著
[00:12:54.000 --> 00:12:56.000]  那怎麼辦呢?
[00:12:56.000 --> 00:12:57.000]  最後的十幾年
[00:12:57.000 --> 00:13:00.000]  他只能夠在一間很小的屋裏住
[00:13:00.000 --> 00:13:04.000]  拿著政府給他的津貼度日
[00:13:04.000 --> 00:13:06.000]  在傳承的日子
[00:13:06.000 --> 00:13:09.000]  因福堂走到四十年
[00:13:09.000 --> 00:13:12.000]  我覺得四十年是一個很特別的日子
[00:13:12.000 --> 00:13:16.000]  四十年是以色列人在曠野練盡
[00:13:16.000 --> 00:13:18.000]  練成他們一生的日子
[00:13:18.000 --> 00:13:20.000]  他們在裏面再一次知道
[00:13:20.000 --> 00:13:22.000]  自己是一個什麼樣的民族
[00:13:22.000 --> 00:13:27.000]  而是他要選擇進入耶和華應許之地
[00:13:27.000 --> 00:13:30.000]  剛才岳聖牧師叫我們答一個問題
[00:13:30.000 --> 00:13:34.000]  我覺得Vicky傳道一上來問了我們一個問題
[00:13:34.000 --> 00:13:39.000]  就是到底侍奉耶和華好還是不好
[00:13:39.000 --> 00:13:41.000]  這個有時候在我心裏
[00:13:41.000 --> 00:13:42.000]  我剛才聽的時候
[00:13:42.000 --> 00:13:45.000]  都是一個很大的掙扎
[00:13:45.000 --> 00:13:46.000]  有很多的挑戰的時候
[00:13:46.000 --> 00:13:51.000]  都在問自己侍奉耶和華好還是不好
[00:13:51.000 --> 00:13:53.000]  今天在《若書雅記》
[00:13:53.000 --> 00:13:56.000]  就是在回答一個這樣的問題
[00:13:56.000 --> 00:13:58.000]  《若書雅記》二十四章
[00:13:58.000 --> 00:14:00.000]  我們首先讀一至十節
[00:14:00.000 --> 00:14:03.000]  然後再聽若書雅問我們的問題
[00:14:03.000 --> 00:14:05.000]  十三到十五節
[00:14:05.000 --> 00:14:07.000]  我們一起讀出今天的經文
