
[00:00:00.000 --> 00:00:04.900]  我們今天會繼續講約翰福音
[00:00:04.900 --> 00:00:08.360]  約翰福音我們都查了一段時間
[00:00:08.360 --> 00:00:10.360]  我們已經去到第七章的時間
[00:00:10.360 --> 00:00:13.640]  不知大家是否記得過去學過的東西
[00:00:13.640 --> 00:00:14.800]  體會過的東西
[00:00:14.800 --> 00:00:18.880]  約翰福音有一個很重要的元素在當中
[00:00:18.880 --> 00:00:20.720]  就是說主耶穌基督去呈現
[00:00:20.720 --> 00:00:25.240]  去展現祂是一個怎樣的神的兒子
[00:00:25.240 --> 00:00:27.240]  一個彌措究竟是怎樣的呢
[00:00:27.240 --> 00:00:29.240]  當中有講到祂是世界的光
[00:00:29.240 --> 00:00:31.760]  是生命的糧 羊的門
[00:00:31.760 --> 00:00:32.800]  好木人
[00:00:32.800 --> 00:00:33.920]  有很多未出現的
[00:00:33.920 --> 00:00:35.640]  不過我們之後就會出現了
[00:00:35.640 --> 00:00:38.640]  但其實很奇怪的一件事就是
[00:00:38.640 --> 00:00:40.640]  明明是神的子民
[00:00:40.640 --> 00:00:42.640]  以色列人 即是猶太人
[00:00:42.640 --> 00:00:45.480]  但他們當他們的彌措來到的時候
[00:00:45.480 --> 00:00:49.280]  他們卻是不願意接納祂
[00:00:49.280 --> 00:00:50.920]  亦都是無動於衷
[00:00:50.920 --> 00:00:54.800]  究竟是甚麼原因讓這件事發生的呢
[00:00:54.800 --> 00:00:58.720]  明明他們應該是最屬靈的
[00:00:58.720 --> 00:01:01.480]  是全世界最屬靈的一個群體
[00:01:01.480 --> 00:01:04.240]  但他們在當中卻是體會不到
[00:01:04.240 --> 00:01:07.240]  好像不認識他們的上帝一樣
[00:01:07.240 --> 00:01:09.880]  當中究竟出現了一個甚麼問題呢
[00:01:09.880 --> 00:01:11.440]  或者我在想
[00:01:11.440 --> 00:01:13.000]  當中其實可能
[00:01:13.000 --> 00:01:15.000]  在屬靈生命裏面
[00:01:15.000 --> 00:01:19.400]  他們的成長可能就向錯一個錯的方向去成長
[00:01:19.400 --> 00:01:21.240]  人可以去成長
[00:01:21.240 --> 00:01:24.000]  我們有很多方式去幫我們成長
[00:01:24.000 --> 00:01:27.560]  但可能當我們向一個錯的方向成長的時候
[00:01:27.560 --> 00:01:31.240]  對我們來說反而帶來很多禍害
[00:01:31.240 --> 00:01:33.240]  比好處還要多
[00:01:33.240 --> 00:01:34.720]  我舉個例子
[00:01:34.720 --> 00:01:36.720]  剛剛DSE考完試
[00:01:36.720 --> 00:01:39.720]  接下來就有些面試
[00:01:39.720 --> 00:01:41.720]  不知大家是否記得很久以前
[00:01:41.720 --> 00:01:44.560]  其實有一個新聞是這樣的
[00:01:44.560 --> 00:01:47.640]  有一個考生考完試然後面試
[00:01:47.640 --> 00:01:49.640]  是學霸來的 讀書很厲害
[00:01:49.640 --> 00:01:51.640]  他去面試
[00:01:51.640 --> 00:01:53.640]  誰知他去面試的時候
[00:01:53.640 --> 00:01:56.760]  他又帶上他媽媽去面試
[00:01:56.760 --> 00:01:59.240]  一起進去看著考官
[00:01:59.240 --> 00:02:01.720]  考官就看著你眼睛看我眼睛
[00:02:01.720 --> 00:02:06.000]  然後就問這位姨姨在做甚麼
[00:02:06.000 --> 00:02:08.000]  然後就很尷尬
[00:02:08.000 --> 00:02:10.000]  原來他媽媽進去後
[00:02:10.000 --> 00:02:12.000]  就想幫他回答所有問題
[00:02:12.000 --> 00:02:14.480]  排除萬難 讓他可以進入神科
[00:02:14.480 --> 00:02:16.480]  結果當然是不行
[00:02:16.480 --> 00:02:19.120]  沒可能這樣發生
[00:02:19.120 --> 00:02:22.240]  我想很多時候我們都很想
[00:02:22.240 --> 00:02:25.240]  可能父母很想培育子女成長
[00:02:25.240 --> 00:02:27.920]  很想幫他們解決困難
[00:02:27.920 --> 00:02:29.920]  但當向一個錯的方向
[00:02:29.920 --> 00:02:31.920]  可能就是幫他們做所有事情
[00:02:31.920 --> 00:02:34.920]  或者是解決所有困難
[00:02:34.920 --> 00:02:40.080]  其實對兒子帶來的壞處
[00:02:40.080 --> 00:02:42.080]  是多於好處
[00:02:42.080 --> 00:02:44.080]  同樣可能我們屬靈生命
[00:02:44.080 --> 00:02:46.080]  如果我們向一個錯的方向
[00:02:46.080 --> 00:02:48.080]  去成長的時候
[00:02:48.080 --> 00:02:50.080]  可能其實我們不斷在做
[00:02:50.080 --> 00:02:52.080]  好像很努力
[00:02:52.080 --> 00:02:54.080]  好像在做很多事
[00:02:54.080 --> 00:02:56.080]  所以我們可能和上帝的關係
[00:02:56.080 --> 00:02:58.080]  反而是越來越遠
[00:02:58.080 --> 00:03:00.080]  大英姐妹 不知道今天的你
[00:03:00.080 --> 00:03:02.080]  今天的我 我們有沒有一些位置
[00:03:02.080 --> 00:03:05.080]  我們屬靈生命成長是一個正確的方向
[00:03:05.080 --> 00:03:07.080]  但同時間可能有些方向我們錯了
[00:03:07.080 --> 00:03:09.080]  以致我們和上帝的關係
[00:03:09.080 --> 00:03:11.080]  變得遠離
[00:03:11.080 --> 00:03:13.080]  今天我們會看一段經文
[00:03:13.080 --> 00:03:16.080]  約翰福音七章
[00:03:16.080 --> 00:03:18.080]  今天很想特別和大家
[00:03:18.080 --> 00:03:21.080]  介紹一個約翰福音的看法
[00:03:21.080 --> 00:03:23.080]  和葉牧師聊天
[00:03:23.080 --> 00:03:25.080]  說一定要說這些
[00:03:25.080 --> 00:03:27.080]  那就說吧
[00:03:27.080 --> 00:03:29.080]  約翰福音有一個文法的結構
[00:03:29.080 --> 00:03:31.080]  我覺得很有趣
[00:03:31.080 --> 00:03:33.080]  叫Hinaclause
[00:03:33.080 --> 00:03:35.080]  也就是說
[00:03:35.080 --> 00:03:37.080]  做些什麼
[00:03:37.080 --> 00:03:39.080]  表面的行為
[00:03:39.080 --> 00:03:41.080]  是為了什麼
[00:03:41.080 --> 00:03:44.080]  說出人心中的一個動機
[00:03:44.080 --> 00:03:47.080]  所以人可以做很多事
[00:03:47.080 --> 00:03:49.080]  但其實最重要的是
[00:03:49.080 --> 00:03:51.080]  他做的事背後的動機是什麼
[00:03:51.080 --> 00:03:53.080]  譬如有一個
[00:03:53.080 --> 00:03:55.080]  他沒有帶功課
[00:03:55.080 --> 00:03:57.080]  沒有帶功課的表面行為
[00:03:57.080 --> 00:03:59.080]  背後的動機是什麼
[00:03:59.080 --> 00:04:01.080]  沒有辦法 被狗吃了功課
[00:04:01.080 --> 00:04:03.080]  沒有辦法
[00:04:03.080 --> 00:04:05.080]  這個就是背後的動機
[00:04:05.080 --> 00:04:07.080]  沒有辦法 逼於無奈
[00:04:07.080 --> 00:04:09.080]  原諒他吧 但很大機會是假的
[00:04:09.080 --> 00:04:11.080]  我們知道的就是
[00:04:11.080 --> 00:04:14.080]  其實我們最重要去探索的
[00:04:14.080 --> 00:04:16.080]  不是人的行為
[00:04:16.080 --> 00:04:18.080]  而是他行為背後
[00:04:18.080 --> 00:04:20.080]  究竟他為了什麼去做
[00:04:20.080 --> 00:04:22.080]  就好像一個婦人
[00:04:22.080 --> 00:04:24.080]  井旁的婦人
[00:04:24.080 --> 00:04:26.080]  她想要主耶穌基督的活水
[00:04:26.080 --> 00:04:28.080]  為什麼呢
[00:04:28.080 --> 00:04:30.080]  是因為她不想走到那麼遠去打水
[00:04:30.080 --> 00:04:33.080]  還要12點鐘暴曬的時間去打水
[00:04:33.080 --> 00:04:35.080]  因為她很想避開所有人
[00:04:35.080 --> 00:04:37.080]  因為她不想人見到
[00:04:37.080 --> 00:04:39.080]  一個有五個老公的她
[00:04:39.080 --> 00:04:41.080]  所以主耶穌給她活水
[00:04:41.080 --> 00:04:43.080]  但主耶穌的動機
[00:04:43.080 --> 00:04:46.080]  就是為了讓她心中得到滿足
[00:04:46.080 --> 00:04:48.080]  再去學
[00:04:48.080 --> 00:04:50.080]  原來我們看約翰福音
[00:04:50.080 --> 00:04:52.080]  我們很需要去認識
[00:04:52.080 --> 00:04:54.080]  當中故事裡
[00:04:54.080 --> 00:04:56.080]  人的動機是什麼
[00:04:56.080 --> 00:04:58.080]  其實都帶著我們呈現我們內心
[00:04:58.080 --> 00:05:01.080]  究竟我們內心的動機是什麼呢
[00:05:01.080 --> 00:05:04.080]  今天我們會看一段經文
[00:05:04.080 --> 00:05:06.080]  就是約翰福音第七章
[00:05:06.080 --> 00:05:09.080]  我們首先去看背景
[00:05:09.080 --> 00:05:11.080]  約翰福音很有趣的一個結構
[00:05:11.080 --> 00:05:13.080]  也是三文治結構
[00:05:13.080 --> 00:05:15.080]  他會先說背景
[00:05:15.080 --> 00:05:17.080]  按著背景
[00:05:17.080 --> 00:05:19.080]  然後主耶穌就會發揮
[00:05:19.080 --> 00:05:21.080]  Teachable moment
[00:05:21.080 --> 00:05:23.080]  就會說一個教導
[00:05:23.080 --> 00:05:25.080]  然後他就會說教完之後
[00:05:25.080 --> 00:05:26.080]  那些人怎麼回應呢
[00:05:26.080 --> 00:05:27.080]  就是一個三文治結構
[00:05:27.080 --> 00:05:29.080]  所以大家可以去看一看
[00:05:29.080 --> 00:05:31.080]  這段經文我們先看背景
[00:05:31.080 --> 00:05:33.080]  然後看看主耶穌怎麼去教
[00:05:33.080 --> 00:05:35.080]  然後我們看看我們可以怎麼去回應這件事
[00:05:35.080 --> 00:05:37.080]  不如我們先讀背景
[00:05:37.080 --> 00:05:39.080]  一起讀
[00:05:39.080 --> 00:05:41.080]  請
[00:05:41.080 --> 00:05:45.080]  我們一開始看到
[00:05:45.080 --> 00:05:47.080]  約翰福音第七章第九節的背景
[00:05:47.080 --> 00:05:51.080]  當中主耶穌基督的親生
[00:05:51.080 --> 00:05:53.080]  不是親生
[00:05:53.080 --> 00:05:55.080]  他的弟弟
[00:05:55.080 --> 00:05:57.080]  half brother
[00:05:57.080 --> 00:06:01.080]  因為他是天父的兒子
[00:06:01.080 --> 00:06:03.080]  但就是瑪利亞的兒子
[00:06:03.080 --> 00:06:05.080]  大家明白吧
[00:06:05.080 --> 00:06:09.080]  所以他的弟弟提出一個提議
[00:06:09.080 --> 00:06:11.080]  很酷很聰明
[00:06:11.080 --> 00:06:14.080]  你不要留在加利利
[00:06:14.080 --> 00:06:17.080]  你一定要去耶路撒冷
[00:06:17.080 --> 00:06:19.080]  去行神蹟
[00:06:19.080 --> 00:06:21.080]  他們在當中
[00:06:21.080 --> 00:06:23.080]  他們就說了
[00:06:23.080 --> 00:06:25.080]  很酷的這個字
[00:06:25.080 --> 00:06:27.080]  他們說到他們的動機是什麼
[00:06:27.080 --> 00:06:29.080]  就是說你可以去給你的門徒
[00:06:29.080 --> 00:06:31.080]  可以看得見你做的事
[00:06:31.080 --> 00:06:34.080]  主耶穌不是一向他的門徒都看得見的
[00:06:34.080 --> 00:06:36.080]  究竟在說什麼呢
[00:06:36.080 --> 00:06:38.080]  後面就在說他們的信念
[00:06:38.080 --> 00:06:40.080]  就是因為人要揚名
[00:06:40.080 --> 00:06:42.080]  主耶穌如果你要出名的話
[00:06:42.080 --> 00:06:44.080]  就沒有理由在加利利
[00:06:44.080 --> 00:06:46.080]  這些小的地方做
[00:06:46.080 --> 00:06:48.080]  當然去到一些大街大巷
[00:06:48.080 --> 00:06:50.080]  是不是耶路撒冷
[00:06:50.080 --> 00:06:52.080]  全部人都聚集
[00:06:52.080 --> 00:06:54.080]  做一些大神蹟出來
[00:06:54.080 --> 00:06:56.080]  煙花炮仗
[00:06:56.080 --> 00:06:58.080]  個個就會跟著你
[00:06:58.080 --> 00:07:00.080]  所以其實他們當中
[00:07:00.080 --> 00:07:02.080]  心裡面有一個概念
[00:07:02.080 --> 00:07:04.080]  有一個信念
[00:07:04.080 --> 00:07:06.080]  就是相信主耶穌是想出名的
[00:07:06.080 --> 00:07:08.080]  並且出名
[00:07:08.080 --> 00:07:10.080]  是要在一些大街大巷
[00:07:10.080 --> 00:07:12.080]  做一些很轟動的事
[00:07:12.080 --> 00:07:14.080]  去讓人看到
[00:07:14.080 --> 00:07:16.080]  才會跟隨的
[00:07:16.080 --> 00:07:18.080]  好像為了主耶穌去看
[00:07:18.080 --> 00:07:20.080]  甚至他們說了這個字
[00:07:20.080 --> 00:07:22.080]  主耶穌你要把自己顯明出來
[00:07:22.080 --> 00:07:24.080]  好像一個舞台
[00:07:24.080 --> 00:07:26.080]  哇表演
[00:07:26.080 --> 00:07:28.080]  The stage is all yours
[00:07:28.080 --> 00:07:30.080]  你去表演證明自己很厲害
[00:07:30.080 --> 00:07:32.080]  主耶穌你要證明自己很厲害
[00:07:32.080 --> 00:07:34.080]  讓別人去跟隨你
[00:07:34.080 --> 00:07:36.080]  但是主耶穌在這裡
[00:07:36.080 --> 00:07:38.080]  他是不願意去接受
[00:07:38.080 --> 00:07:40.080]  這個提議
[00:07:40.080 --> 00:07:42.080]  他在這裡說了一個原因是什麼
[00:07:42.080 --> 00:07:44.080]  就是因為他的時機還沒到
[00:07:44.080 --> 00:07:46.080]  但是他的弟弟他們的時機
[00:07:46.080 --> 00:07:48.080]  他隨時都有
[00:07:48.080 --> 00:07:50.080]  聽起來是不是很奇怪
[00:07:50.080 --> 00:07:52.080]  什麼我的時機你的時機
[00:07:52.080 --> 00:07:54.080]  原來跟時機這個字
[00:07:54.080 --> 00:07:56.080]  是很有關係的
[00:07:56.080 --> 00:07:58.080]  時機這個字不是說時間
[00:07:58.080 --> 00:08:00.080]  不是3點57分
[00:08:00.080 --> 00:08:02.080]  不是這個時間
[00:08:02.080 --> 00:08:04.080]  而是說一個決定
[00:08:04.080 --> 00:08:06.080]  什麼時候去讓這件事情發生
[00:08:06.080 --> 00:08:08.080]  好像怎麼樣
[00:08:08.080 --> 00:08:10.080]  就好像說什麼時候吃飯
[00:08:10.080 --> 00:08:12.080]  不知道你問爸爸
[00:08:12.080 --> 00:08:14.080]  這一句他不是說爸爸才知道答案
[00:08:14.080 --> 00:08:16.080]  3點57分
[00:08:16.080 --> 00:08:18.080]  而是因為爸爸做決定
[00:08:18.080 --> 00:08:20.080]  爸爸就說現在吃就搞定
[00:08:20.080 --> 00:08:22.080]  所以決定權是由
[00:08:22.080 --> 00:08:24.080]  爸爸那裡出的
[00:08:24.080 --> 00:08:26.080]  主耶穌在這裡就是說
[00:08:26.080 --> 00:08:28.080]  我的時機還沒到為什麼
[00:08:28.080 --> 00:08:30.080]  因為我是跟著天父的心意
[00:08:30.080 --> 00:08:32.080]  去做決定
[00:08:32.080 --> 00:08:34.080]  天父說還沒到就還沒到
[00:08:34.080 --> 00:08:36.080]  但為什麼你們的時間隨時都有
