
[00:00:00.000 --> 00:00:06.000]  多謝敬拜隊幫我們從幾首詩歌裏面去回顧
[00:00:06.000 --> 00:00:08.000]  回憶主耶穌對我們的愛
[00:00:08.000 --> 00:00:12.000]  和祂讓我們生命得著自由的一個訊息
[00:00:12.000 --> 00:00:17.000]  在這幾個星期我們去籌備這次的方聖崇拜的時候
[00:00:17.000 --> 00:00:19.000]  有些弟兄姊妹都問
[00:00:19.000 --> 00:00:22.000]  咦 不是很清楚怎樣去邀請
[00:00:22.000 --> 00:00:24.000]  因為很難給你連結
[00:00:24.000 --> 00:00:27.000]  然後你就自己在家裏看
[00:00:27.000 --> 00:00:31.000]  我們聽到不同弟兄姊妹都有不同的掙扎和想法
[00:00:31.000 --> 00:00:33.000]  但今天如果你在這裏
[00:00:33.000 --> 00:00:35.000]  很想再一次歡迎你
[00:00:35.000 --> 00:00:37.000]  你的朋友給你這條連結
[00:00:37.000 --> 00:00:40.000]  應該用了不同的方式去邀請你
[00:00:40.000 --> 00:00:44.000]  我也很相信你內心裏面是有一種催逼
[00:00:44.000 --> 00:00:46.000]  或者一種渴求
[00:00:46.000 --> 00:00:49.000]  以致今天你會花時間在這裏和我們一起去
[00:00:49.000 --> 00:00:51.000]  看看我們一個這麼獨特的時間
[00:00:51.000 --> 00:00:53.000]  在復活節裏面
[00:00:53.000 --> 00:00:57.000]  看看主耶穌基督祂自己怎樣幫助我們
[00:00:57.000 --> 00:00:59.000]  去突破一些人生裏面
[00:00:59.000 --> 00:01:02.000]  我們經常認為是困局的時間
[00:01:02.000 --> 00:01:03.000]  我自我介紹一下
[00:01:03.000 --> 00:01:05.000]  剛才Claire也自我介紹了
[00:01:05.000 --> 00:01:07.000]  我是在這個群體
[00:01:07.000 --> 00:01:08.000]  年青人群體裏面
[00:01:08.000 --> 00:01:11.000]  以諾團契和X團契的傳導人一個導師
[00:01:11.000 --> 00:01:15.000]  所以如果你透過今天的訊息之後
[00:01:15.000 --> 00:01:17.000]  你接觸我們返到團契
[00:01:17.000 --> 00:01:20.000]  你會見到我 Esther 或者另外一些導師
[00:01:20.000 --> 00:01:22.000]  會和大家一起討論信仰
[00:01:22.000 --> 00:01:24.000]  一起去成長
[00:01:24.000 --> 00:01:26.000]  剛才一開始的時候
[00:01:26.000 --> 00:01:28.000]  有一首詩歌 第二首詩歌
[00:01:28.000 --> 00:01:32.000]  有一句說話在我心裏面很震撼的
[00:01:32.000 --> 00:01:36.000]  就是重新找到生存的勇氣
[00:01:36.000 --> 00:01:38.000]  是因為主耶穌基督的愛
[00:01:38.000 --> 00:01:41.000]  讓我們能夠重新找到生存的勇氣
[00:01:41.000 --> 00:01:43.000]  在背後裏面我就會想
[00:01:43.000 --> 00:01:45.000]  我們其實在今天的環境
[00:01:45.000 --> 00:01:46.000]  生活環境裏面
[00:01:46.000 --> 00:01:50.000]  我們有很多東西需要勇氣去面對
[00:01:50.000 --> 00:01:53.000]  我們有很多迷霧 很多懼怕
[00:01:53.000 --> 00:01:54.000]  不知道下一步怎樣去走
[00:01:54.000 --> 00:01:57.000]  我相信我們這個二十多歲的群體
[00:01:57.000 --> 00:02:00.000]  經常是面對這種轉變上帶給人的壓力
[00:02:00.000 --> 00:02:04.000]  又或者是這種壓力讓我們產生了一些恐懼
[00:02:04.000 --> 00:02:08.000]  在一些網上的research裏面
[00:02:08.000 --> 00:02:11.000]  就去問過一些網民
[00:02:11.000 --> 00:02:13.000]  你最怕的是什麼
[00:02:13.000 --> 00:02:15.000]  其中一樣是密閉空間
[00:02:15.000 --> 00:02:17.000]  或者一個困局
[00:02:17.000 --> 00:02:19.000]  我不知道大家在這幾年
[00:02:19.000 --> 00:02:21.000]  或者是現在面對的處境
[00:02:21.000 --> 00:02:25.000]  你會不會有時都會覺得自己在一個困局裏面
[00:02:25.000 --> 00:02:27.000]  你很想和這個困局
[00:02:27.000 --> 00:02:29.000]  好像那些密室逃脫的遊戲一樣
[00:02:29.000 --> 00:02:32.000]  你要想一些方法去走出去那個困局
[00:02:32.000 --> 00:02:34.000]  不知道大家有沒有試過混入升降機
[00:02:34.000 --> 00:02:36.000]  有一次我上班的時候
[00:02:36.000 --> 00:02:37.000]  就混入升降機
[00:02:37.000 --> 00:02:38.000]  有兩部升降機
[00:02:38.000 --> 00:02:41.000]  其中一部之後我都很少搭升降機
[00:02:41.000 --> 00:02:43.000]  可能有點陰影
[00:02:43.000 --> 00:02:45.000]  那次是我人生唯一一次
