
[00:00:00.000 --> 00:00:02.000]  那我們一起先有個祈禱吧
[00:00:02.000 --> 00:00:06.720]  即是說我們面對生命可能有不同的光景
[00:00:06.720 --> 00:00:10.360]  我們可能都是活得很暢順的
[00:00:10.360 --> 00:00:13.160]  或者是活得很自在
[00:00:13.160 --> 00:00:15.160]  我們是很幸福的裏面
[00:00:15.160 --> 00:00:18.080]  但可能我們都是有困難
[00:00:18.080 --> 00:00:20.080]  有面對失業
[00:00:20.080 --> 00:00:22.880]  面對和家人有爭執等等
[00:00:22.880 --> 00:00:24.400]  我們有不同的光景
[00:00:24.400 --> 00:00:27.640]  但上帝我們相信你是獨一的主
[00:00:27.640 --> 00:00:29.240]  你是不變的主
[00:00:29.240 --> 00:00:31.240]  你是我們眾人的主的時候
[00:00:31.240 --> 00:00:33.960]  我們每人按照我們的光景
[00:00:33.960 --> 00:00:35.960]  都可以去到你的面前
[00:00:35.960 --> 00:00:36.840]  幫助我們
[00:00:36.840 --> 00:00:39.840]  今天你要我們作出一個選擇
[00:00:39.840 --> 00:00:41.840]  你賜給我們勇氣
[00:00:41.840 --> 00:00:43.840]  你賜給我們剛強
[00:00:43.840 --> 00:00:46.960]  以致我們可以向你做一個正確的回應
[00:00:46.960 --> 00:00:50.800]  求你聖靈將你的說話說進我們的心
[00:00:50.800 --> 00:00:52.800]  以致我們走出這個禮堂
[00:00:52.800 --> 00:00:54.520]  生命會有些不同
[00:00:54.520 --> 00:00:56.520]  我們以上的禱告奉主名求
[00:00:56.520 --> 00:00:58.520]  阿門
[00:01:00.240 --> 00:01:03.240]  大家現在可以看看你的鞋
[00:01:03.240 --> 00:01:05.240]  你穿的是甚麼鞋
[00:01:05.240 --> 00:01:08.240]  穿Nike的可不可以舉手
[00:01:08.240 --> 00:01:14.240]  Nike有句很出名的廣告口號
[00:01:14.240 --> 00:01:17.240]  就叫做Just Do It
[00:01:17.240 --> 00:01:19.240]  其實很有意思
[00:01:19.240 --> 00:01:21.240]  它的意思就是說
[00:01:21.240 --> 00:01:23.240]  不要想太多
[00:01:23.240 --> 00:01:25.240]  為了突破自己
[00:01:25.240 --> 00:01:27.240]  挑戰極限局限
[00:01:27.240 --> 00:01:29.240]  去做就可以了
[00:01:29.240 --> 00:01:30.240]  你想做就做
[00:01:30.240 --> 00:01:32.240]  要做就去做
[00:01:32.240 --> 00:01:34.240]  這幾十年其實
[00:01:34.240 --> 00:01:36.240]  一些流行心理學
[00:01:36.240 --> 00:01:38.240]  都會說類似的
[00:01:38.240 --> 00:01:42.240]  要一個正向的思維
[00:01:42.240 --> 00:01:44.240]  不要覺得自己不行
[00:01:44.240 --> 00:01:46.240]  要說自己可以的
[00:01:46.240 --> 00:01:48.240]  沒問題的
[00:01:48.240 --> 00:01:52.240]  要培育一個成長型思維
[00:01:52.240 --> 00:01:54.240]  不要有固定型思維
[00:01:54.240 --> 00:01:56.240]  就是要開放生命
[00:01:56.240 --> 00:01:58.240]  如果困難的
[00:01:58.240 --> 00:02:00.240]  就逐小步逐小步來
[00:02:00.240 --> 00:02:02.240]  不要想著一步登天
[00:02:02.240 --> 00:02:04.240]  累就休息
[00:02:04.240 --> 00:02:05.240]  不要放棄
[00:02:05.240 --> 00:02:06.240]  你可以的
[00:02:06.240 --> 00:02:08.240]  你做到的
[00:02:08.240 --> 00:02:10.240]  你相信自己就可以了
[00:02:10.240 --> 00:02:12.240]  坦言其實
[00:02:12.240 --> 00:02:14.240]  我自己也是被這些說話
[00:02:14.240 --> 00:02:16.240]  去鼓勵
[00:02:16.240 --> 00:02:19.240]  鼓勵我可以多走一步
[00:02:19.240 --> 00:02:23.240]  Just Do It確實是一個很有感染力
[00:02:23.240 --> 00:02:25.240]  很有勵志的說話
[00:02:25.240 --> 00:02:27.240]  不過這句說話的口號
[00:02:27.240 --> 00:02:30.240]  原來來源都蠻諷刺的
[00:02:30.240 --> 00:02:33.240]  原來Just Do It這句說話
[00:02:33.240 --> 00:02:38.240]  取材於一個死囚
[00:02:38.240 --> 00:02:43.240]  一個死囚臨死前的一句說話
[00:02:43.240 --> 00:02:47.240]  Gary Gilmore因為謀殺了兩個人
[00:02:47.240 --> 00:02:49.240]  被判死刑
[00:02:49.240 --> 00:02:52.240]  他就選擇去用槍決
[00:02:52.240 --> 00:02:54.240]  去面對他的死刑
[00:02:54.240 --> 00:02:57.240]  行刑之前就問他
[00:02:57.240 --> 00:03:01.240]  你有沒有臨死遺言
[00:03:01.240 --> 00:03:03.240]  而他最後一句說話
[00:03:03.240 --> 00:03:05.240]  就是說Let's Do It
[00:03:05.240 --> 00:03:07.240]  就是說開槍吧
[00:03:07.240 --> 00:03:10.240]  他就沒有去爭取去上訴
[00:03:10.240 --> 00:03:12.240]  去免除死刑
[00:03:12.240 --> 00:03:15.240]  因為他覺得終身監禁
[00:03:15.240 --> 00:03:18.240]  比面對死亡更可怕
[00:03:18.240 --> 00:03:21.240]  所以他選擇死亡
[00:03:21.240 --> 00:03:23.240]  Let's Do It
[00:03:23.240 --> 00:03:25.240]  這句尋死的Let's Do It
[00:03:25.240 --> 00:03:27.240]  就啟發了Nike
[00:03:27.240 --> 00:03:32.240]  就出了他的Just Do It
[00:03:32.240 --> 00:03:35.240]  一句出自接受死亡
[00:03:35.240 --> 00:03:37.240]  接受自己局限的說話
[00:03:37.240 --> 00:03:39.240]  竟然被改編成為鼓勵人
[00:03:39.240 --> 00:03:42.240]  去突破局限的口號
[00:03:42.240 --> 00:03:44.240]  我覺得蠻諷刺的
[00:03:44.240 --> 00:03:47.240]  但這句說話確實是很成功的說話
[00:03:47.240 --> 00:03:52.240]  因為Nike在出了這句口號的十年裏
[00:03:52.240 --> 00:03:56.240]  他在北美運動鞋市場的佔有率
[00:03:56.240 --> 00:04:02.240]  由18%大幅上升到43%
[00:04:02.240 --> 00:04:05.240]  由18%上升到43%
[00:04:05.240 --> 00:04:07.240]  就是因為這句口號
[00:04:07.240 --> 00:04:08.240]  所以這句口號
[00:04:08.240 --> 00:04:11.240]  其實鼓勵了很多人去買他的鞋
[00:04:11.240 --> 00:04:14.240]  去自我突破
[00:04:14.240 --> 00:04:16.240]  事實上超越自我
[00:04:16.240 --> 00:04:19.240]  是現今世界所提倡的
[00:04:19.240 --> 00:04:22.240]  近年我開始跟一班叔叔去行山
[00:04:22.240 --> 00:04:24.240]  今天其中一個叔叔也坐在這裏
[00:04:24.240 --> 00:04:26.240]  所以我有點緊張
[00:04:26.240 --> 00:04:28.240]  他們很好
[00:04:28.240 --> 00:04:30.240]  他們教我去行山
[00:04:30.240 --> 00:04:33.240]  用很多心思去安排行山
[00:04:33.240 --> 00:04:35.240]  行條我行得到
[00:04:35.240 --> 00:04:38.240]  慢慢幫我越來越行得多一點
[00:04:38.240 --> 00:04:39.240]  鼓勵我行得多一點
[00:04:39.240 --> 00:04:40.240]  高一點 快一點
[00:04:40.240 --> 00:04:45.240]  事實上我比三四年前行得好
[00:04:45.240 --> 00:04:48.240]  但無論我比以前行得多好
[00:04:48.240 --> 00:04:50.240]  我們都是會透暑的
[00:04:50.240 --> 00:04:54.240]  我們都不會36度以下去行山
[00:04:54.240 --> 00:04:55.240]  特別是我
[00:04:55.240 --> 00:04:58.240]  因為我汗腺不太發達
[00:04:58.240 --> 00:05:00.240]  所以去到某個溫度
[00:05:00.240 --> 00:05:03.240]  我的身體排汗的速度
[00:05:03.240 --> 00:05:05.240]  是不會幫到我降溫
[00:05:05.240 --> 00:05:07.240]  所以我很容易過熱
[00:05:07.240 --> 00:05:09.240]  甚至是中暑
[00:05:09.240 --> 00:05:11.240]  甚至是進了醫院
[00:05:11.240 --> 00:05:14.240]  所以我會努力的
[00:05:14.240 --> 00:05:15.240]  去令自己出汗
[00:05:15.240 --> 00:05:16.240]  多做運動
[00:05:16.240 --> 00:05:19.240]  我比以前是出汗多了
[00:05:19.240 --> 00:05:21.240]  但同時我都要承認
[00:05:21.240 --> 00:05:24.240]  我是會有我的局限
[00:05:24.240 --> 00:05:26.240]  我要在接受我的局限
[00:05:26.240 --> 00:05:30.240]  和去挑戰自己當中取得平衡
[00:05:30.240 --> 00:05:32.240]  我想進步
[00:05:32.240 --> 00:05:36.240]  但我都不想死在山頭
[00:05:36.240 --> 00:05:38.240]  人生就是這樣
[00:05:38.240 --> 00:05:41.240]  一方面我們要去面對挑戰
[00:05:41.240 --> 00:05:43.240]  挑戰我們自己的局限
[00:05:43.240 --> 00:05:46.240]  但另一方面我們要被提醒
[00:05:46.240 --> 00:05:50.240]  人是真的有限制的
[00:05:50.240 --> 00:05:52.240]  不過在接受限制
[00:05:52.240 --> 00:05:55.240]  和在突破限制之間
[00:05:55.240 --> 00:05:57.240]  約書亞
[00:05:57.240 --> 00:06:00.240]  今日我們會看的經文約書亞
[00:06:00.240 --> 00:06:02.240]  在今日的經文裏
[00:06:02.240 --> 00:06:05.240]  竟然直接了當的和以色列人說
[00:06:05.240 --> 00:06:07.240]  你們不能
[00:06:07.240 --> 00:06:10.240]  他直接和以色列人說
[00:06:10.240 --> 00:06:11.240]  你們不能
[00:06:11.240 --> 00:06:15.240]  為甚麼約書亞要說這麼不鼓勵性的話
[00:06:15.240 --> 00:06:20.240]  他又憑甚麼說以色列人不行呢
[00:06:20.240 --> 00:06:21.240]  而今日的我們
[00:06:21.240 --> 00:06:23.240]  又會否像約書亞所說的
[00:06:23.240 --> 00:06:26.240]  以色列人一樣不行呢
[00:06:26.240 --> 00:06:30.240]  其實我們是行還是不行呢
[00:06:30.240 --> 00:06:31.240]  靚姐妹
[00:06:31.240 --> 00:06:36.240]  近日你覺得自己能夠還是不能夠
[00:06:36.240 --> 00:06:38.240]  當你見到你的能力
[00:06:38.240 --> 00:06:40.240]  或者你的限制
[00:06:40.240 --> 00:06:46.240]  你會作出一些怎樣相應的選擇呢
[00:06:46.240 --> 00:06:49.240]  今日藉著約書亞的二十四章
[00:06:49.240 --> 00:06:50.240]  我們就一起來思考
[00:06:50.240 --> 00:06:52.240]  究竟人
[00:06:52.240 --> 00:06:56.240]  究竟我們是行還是不行呢
[00:06:56.240 --> 00:06:57.240]  而當我們面對我們的
[00:06:57.240 --> 00:06:59.240]  行和不行的裏面
[00:06:59.240 --> 00:07:04.240]  我們又應該作出一些怎樣的選擇呢
[00:07:04.240 --> 00:07:05.240]  進入今日經文之前
[00:07:05.240 --> 00:07:07.240]  我們又了解一下經文背景
[00:07:07.240 --> 00:07:11.240]  當時以色列人已經大致安置在英許地
[00:07:11.240 --> 00:07:16.240]  所有的主要的戰爭都已經結束了
[00:07:16.240 --> 00:07:19.240]  迦南地都已經大部分被攻佔了
[00:07:19.240 --> 00:07:25.240]  而攻佔的土地也都被分派給十二支派了
[00:07:25.240 --> 00:07:26.240]  所以去到最後
[00:07:26.240 --> 00:07:28.240]  二十二到二十四的焦點
[00:07:28.240 --> 00:07:31.240]  就不再是怎樣攻打迦南地
[00:07:31.240 --> 00:07:33.240]  而是以色列人在英許地
[00:07:33.240 --> 00:07:35.240]  應該怎樣去生活
[00:07:35.240 --> 00:07:37.240]  而二十三、二十四章
[00:07:37.240 --> 00:07:40.240]  就是約書亞的臨別陣營
[00:07:40.240 --> 00:07:42.240]  不過這兩個對話
[00:07:42.240 --> 00:07:44.240]  這兩個講話的焦點
[00:07:44.240 --> 00:07:46.240]  是有不同的
[00:07:46.240 --> 00:07:47.240]  焦點不同
[00:07:47.240 --> 00:07:49.240]  場景不同
[00:07:49.240 --> 00:07:51.240]  焦點不同是因為二十三章
[00:07:51.240 --> 00:07:56.240]  是負面地帶出警告和勸勉
[00:07:56.240 --> 00:07:58.240]  而二十四章是正面的
[00:07:58.240 --> 00:08:02.240]  去紀念、去選擇和納約
[00:08:02.240 --> 00:08:04.240]  而場景不同
[00:08:04.240 --> 00:08:08.240]  是因為第二十三章是發生在一個地方叫做士羅
[00:08:08.240 --> 00:08:12.240]  而二十四章就發生在士劍
[00:08:12.240 --> 00:08:13.240]  差不多
[00:08:13.240 --> 00:08:14.240]  不過一個是士羅
[00:08:14.240 --> 00:08:16.240]  一個是士劍
[00:08:16.240 --> 00:08:20.240]  約書亞是專門召集全體的以色列人去士劍
[00:08:20.240 --> 00:08:22.240]  去到如此勞師動眾
[00:08:22.240 --> 00:08:25.240]  是因為士劍是在歷史上
[00:08:25.240 --> 00:08:27.240]  一個很具重要性
[00:08:27.240 --> 00:08:30.240]  有屬靈意義的地方
[00:08:30.240 --> 00:08:33.240]  約書亞要以色列人專門去士劍
[00:08:33.240 --> 00:08:35.240]  那麼有標誌性的地方
[00:08:35.240 --> 00:08:37.240]  是因為他要以色列人
[00:08:37.240 --> 00:08:41.240]  去作出一個很重要的選擇
[00:08:41.240 --> 00:08:43.240]  一個特別的地方就是
[00:08:43.240 --> 00:08:45.240]  約書亞一邊相呼籲以色列人
[00:08:45.240 --> 00:08:47.240]  要去作出選擇
[00:08:47.240 --> 00:08:49.240]  他說今天你們就可以選擇
