
[00:00:00.000 --> 00:00:02.000]  第一次每月早晨
[00:00:02.000 --> 00:00:05.000]  很開心能夠在大家中間
[00:00:05.000 --> 00:00:07.000]  今天和大家分享神的說話
[00:00:07.000 --> 00:00:10.000]  在神的分享之前
[00:00:10.000 --> 00:00:12.000]  我們都有個祈禱
[00:00:12.000 --> 00:00:14.000]  七夕天父多謝你
[00:00:14.000 --> 00:00:16.000]  讓我們能夠回來敬拜你
[00:00:16.000 --> 00:00:19.000]  願你閱立我們的歌聲
[00:00:19.000 --> 00:00:21.000]  更加閱立我們對你的讚美
[00:00:21.000 --> 00:00:24.000]  求你次因幫助我們
[00:00:24.000 --> 00:00:27.000]  今天在你面前能夠聆聽
[00:00:27.000 --> 00:00:29.000]  你在聖經裏面的說話
[00:00:29.000 --> 00:00:32.000]  幫助我們每一個人都能夠明白
[00:00:32.000 --> 00:00:34.000]  更加懂得如何回應
[00:00:34.000 --> 00:00:35.000]  再一次多謝讚美你
[00:00:35.000 --> 00:00:37.000]  以上禱告奉主明教
[00:00:37.000 --> 00:00:38.000]  阿們
[00:00:38.000 --> 00:00:46.000]  今年九月有機會去台灣一個全球華人宣教峰會
[00:00:46.000 --> 00:00:50.000]  來自世界各地不同的領袖聚首一堂
[00:00:50.000 --> 00:00:55.000]  一同去探討散居福音的群體需要
[00:00:55.000 --> 00:00:59.000]  其中一位講員問到一件重要的事情
[00:00:59.000 --> 00:01:02.000]  我們何時會做呢?
[00:01:02.000 --> 00:01:06.000]  比如若果我們家裏漏水
[00:01:06.000 --> 00:01:09.000]  有多少人會馬上找師傅去維修呢?
[00:01:09.000 --> 00:01:10.000]  有吧?
[00:01:10.000 --> 00:01:14.000]  若果我們家裏患了急症
[00:01:14.000 --> 00:01:16.000]  生命有危險的時候
[00:01:16.000 --> 00:01:19.000]  有多少人會馬上放下自己手上的工作
[00:01:19.000 --> 00:01:23.000]  跑到醫院裏面去看自己的親人呢?
[00:01:23.000 --> 00:01:24.000]  有多少個?
[00:01:24.000 --> 00:01:25.000]  也好,有吧?
[00:01:25.000 --> 00:01:29.000]  我相信大家都會去做這件事
[00:01:29.000 --> 00:01:32.000]  因為那是我們最愛的親人
[00:01:32.000 --> 00:01:34.000]  那是我們最關心的事情
[00:01:34.000 --> 00:01:36.000]  可惜現實告訴我們
[00:01:36.000 --> 00:01:40.000]  今日世界還有很多未信主的群體
[00:01:40.000 --> 00:01:44.000]  他們的生命同樣在神眼中看為重要
[00:01:44.000 --> 00:01:48.000]  但是台灣和香港的一些機構
[00:01:48.000 --> 00:01:50.000]  最近的一些調查結果
[00:01:50.000 --> 00:01:54.000]  原來宣教士平均的年齡在台灣是48歲
[00:01:54.000 --> 00:01:57.000]  而香港是53歲
[00:01:57.000 --> 00:01:58.000]  換句話說
[00:01:58.000 --> 00:02:01.000]  一件在神眼中看為重要的事情
[00:02:01.000 --> 00:02:06.000]  缺乏一些年青人在當中去參與
[00:02:06.000 --> 00:02:08.000]  當你聽見的時候
[00:02:08.000 --> 00:02:11.000]  不知道大家有什麼感覺呢?
[00:02:11.000 --> 00:02:13.000]  其實會不會都看見
[00:02:13.000 --> 00:02:17.000]  我們今日這個氣候
[00:02:17.000 --> 00:02:21.000]  對於宣教大家都覺得不是那麼重要呢?
[00:02:21.000 --> 00:02:23.000]  值得我們兩地的教會
[00:02:23.000 --> 00:02:26.000]  繼續去反思這個問題
[00:02:26.000 --> 00:02:30.000]  若果我們本地的福音工作同樣一樣
[00:02:30.000 --> 00:02:34.000]  若果我們對傳福音的心態有不正確的態度
[00:02:34.000 --> 00:02:38.000]  同樣都會大大影響教會未來的發展
[00:02:38.000 --> 00:02:39.000]  親愛的弟兄姊妹
[00:02:39.000 --> 00:02:42.000]  今日很想和大家透過保羅的生命
[00:02:42.000 --> 00:02:44.000]  一同去學習和思想
[00:02:44.000 --> 00:02:48.000]  保羅對福音不可缺少的態度
[00:02:48.000 --> 00:02:51.000]  究竟保羅對傳福音的使命
[00:02:51.000 --> 00:02:53.000]  他有多麼重視
[00:02:53.000 --> 00:02:56.000]  他帶著什麼心態去參與呢?
[00:02:56.000 --> 00:02:59.000]  我們一起在當中去中讀羅馬書
[00:02:59.000 --> 00:03:01.000]  一章八到十七節
[00:03:01.000 --> 00:03:03.000]  我們一起讀
[00:03:03.000 --> 00:03:09.000]  首先我靠著耶穌基督為你們眾人感謝我的神
[00:03:09.000 --> 00:03:12.000]  因你們的信德傳遍了天下
[00:03:12.000 --> 00:03:14.000]  我在他兒子的福音上
[00:03:14.000 --> 00:03:18.000]  用心靈所侍奉的神可以見證
[00:03:18.000 --> 00:03:21.000]  我怎樣不住地提到你們
[00:03:21.000 --> 00:03:24.000]  在我的禱告中常常懇求
[00:03:24.000 --> 00:03:26.000]  或許照神的旨意
[00:03:26.000 --> 00:03:31.000]  最終我能毫無阻礙地往你們那裡去
[00:03:31.000 --> 00:03:34.000]  因為我迫切地想見你們
[00:03:34.000 --> 00:03:38.000]  要把一切屬靈的恩賜分給你們
[00:03:38.000 --> 00:03:40.000]  使你們得以堅固
[00:03:40.000 --> 00:03:43.000]  也可以說我在你們中間
[00:03:43.000 --> 00:03:47.000]  因你我彼此的信心而同得安慰
[00:03:47.000 --> 00:03:50.000]  弟兄們我不願意你們不知道
[00:03:50.000 --> 00:03:54.000]  我屢次計劃往你們那裡去
[00:03:54.000 --> 00:03:57.000]  要在你們中間得到果子
[00:03:57.000 --> 00:04:00.000]  如同在其餘的愛邦人中一樣
[00:04:00.000 --> 00:04:03.000]  只是到如今仍有難阻
[00:04:03.000 --> 00:04:07.000]  無論是希臘人、未開化的人
[00:04:07.000 --> 00:04:09.000]  聰明人、愚蠢人
[00:04:09.000 --> 00:04:11.000]  我都欠他們的債
[00:04:11.000 --> 00:04:14.000]  所以願意盡我的力量
[00:04:14.000 --> 00:04:18.000]  把福音傳給你們在羅馬的人
[00:04:18.000 --> 00:04:20.000]  我不以福音為恥
[00:04:20.000 --> 00:04:23.000]  這福音本是神的大能
[00:04:23.000 --> 00:04:25.000]  祂救一切相信的
[00:04:25.000 --> 00:04:29.000]  先是猶太人,是希臘人
[00:04:29.000 --> 00:04:34.000]  因為神的義正在這福音上顯明出來
[00:04:34.000 --> 00:04:37.000]  這義是本於信而自於信
[00:04:37.000 --> 00:04:42.000]  如經上所記,二人必因信得新
[00:04:42.000 --> 00:04:45.000]  上次跟大家分享羅馬書的時候
[00:04:45.000 --> 00:04:48.000]  是撞正打風的日子
[00:04:48.000 --> 00:04:50.000]  不知道大家還記不記得
[00:04:50.000 --> 00:04:54.000]  首先我想重溫在當中第一章一到七節的內容
[00:04:54.000 --> 00:04:56.000]  本來在第一章開始的時候
[00:04:56.000 --> 00:04:59.000]  他就介紹了自己的身份
[00:04:59.000 --> 00:05:01.000]  是一個夢照作使徒
[00:05:01.000 --> 00:05:04.000]  受主的託父在當中傳福音
[00:05:04.000 --> 00:05:08.000]  之後保羅指出福音並不是一些新的事物
[00:05:08.000 --> 00:05:10.000]  是神藉著眾先知
[00:05:10.000 --> 00:05:15.000]  在舊約裏面已經作了很多的應許
[00:05:15.000 --> 00:05:18.000]  神對猶太人的應許是不變的
[00:05:18.000 --> 00:05:22.000]  另外保羅指出福音的主角就是耶穌基督
[00:05:22.000 --> 00:05:25.000]  他就在舊約應許尼塞亞
[00:05:25.000 --> 00:05:27.000]  他一直是神的兒子
[00:05:27.000 --> 00:05:29.000]  從僅古到永恆
[00:05:29.000 --> 00:05:31.000]  保羅要告訴我們
[00:05:31.000 --> 00:05:33.000]  這位神是信實
[00:05:33.000 --> 00:05:36.000]  神的應許必定會成就
[00:05:36.000 --> 00:05:39.000]  所以信主的人可以放心
[00:05:39.000 --> 00:05:41.000]  神要藉著耶穌基督
[00:05:41.000 --> 00:05:45.000]  去延伸阿伯拉罕的應許
[00:05:45.000 --> 00:05:47.000]  去到外邦人的中間
[00:05:47.000 --> 00:05:50.000]  使萬國萬民可以靠著
[00:05:50.000 --> 00:05:51.000]  信靠神
[00:05:51.000 --> 00:05:53.000]  也都在當中去信服神
[00:05:53.000 --> 00:05:56.000]  我們要怎樣在當中去表達
[00:05:56.000 --> 00:05:59.000]  這份對神的馴服呢?
[00:05:59.000 --> 00:06:01.000]  保羅以身作則告訴他
[00:06:01.000 --> 00:06:04.000]  神託父給他的使命
[00:06:04.000 --> 00:06:07.000]  就是要去向外邦人傳福音
[00:06:07.000 --> 00:06:10.000]  他就能夠忠於神的託父
[00:06:10.000 --> 00:06:14.000]  計劃將福音帶到羅馬的教會
[00:06:14.000 --> 00:06:16.000]  在十一節他說
[00:06:16.000 --> 00:06:18.000]  「因為我迫切地想見你們
