
[00:00:00.000 --> 00:00:02.000]  從前風雲有你
[00:00:02.000 --> 00:00:05.000]  現在親眼見你
[00:00:05.000 --> 00:00:09.000]  相信這個大家知道是約伯的禱告
[00:00:09.000 --> 00:00:12.000]  要經歷了很多的艱難很多的患難
[00:00:12.000 --> 00:00:15.000]  他才能夠說出這句話
[00:00:15.000 --> 00:00:18.000]  昨晚當我九點鐘睡覺的時候
[00:00:18.000 --> 00:00:19.000]  我都在想
[00:00:19.000 --> 00:00:21.000]  今天應該說不出來了
[00:00:21.000 --> 00:00:24.000]  一篇未能說的講章
[00:00:24.000 --> 00:00:26.000]  但我自己才有得著
[00:00:26.000 --> 00:00:28.000]  心裏面都覺得
[00:00:28.000 --> 00:00:30.000]  不能說是好的
[00:00:30.000 --> 00:00:32.000]  因為可能我都未預備好
[00:00:32.000 --> 00:00:35.000]  未預備好不是一篇講章
[00:00:35.000 --> 00:00:36.000]  講章已經寫了
[00:00:36.000 --> 00:00:40.000]  但我的心又好像今天保羅的教導
[00:00:40.000 --> 00:00:42.000]  我有領受多少呢
[00:00:42.000 --> 00:00:45.000]  今天可以和大家一起分享聖經
[00:00:45.000 --> 00:00:47.000]  今天會說到一個世人
[00:00:47.000 --> 00:00:49.000]  甚至可能是中國人
[00:00:49.000 --> 00:00:50.000]  我們都比較忌諱
[00:00:50.000 --> 00:00:53.000]  我們很少會公開討論的一個題目
[00:00:53.000 --> 00:00:55.000]  就是死亡
[00:00:55.000 --> 00:00:59.000]  正如孔子在論語裏所說
[00:00:59.000 --> 00:01:02.000]  未知死未知生
[00:01:02.000 --> 00:01:05.000]  焉知死
[00:01:05.000 --> 00:01:09.000]  這個可能是我們一個
[00:01:09.000 --> 00:01:11.000]  先看看
[00:01:11.000 --> 00:01:16.000]  先看看
[00:01:16.000 --> 00:01:17.000]  對了
[00:01:17.000 --> 00:01:20.000]  未知死未知生焉知死
[00:01:20.000 --> 00:01:23.000]  為什麼這樣說呢
[00:01:23.000 --> 00:01:25.000]  未知死焉知生
[00:01:25.000 --> 00:01:26.000]  反過來
[00:01:26.000 --> 00:01:29.000]  未知死焉知生
[00:01:29.000 --> 00:01:33.000]  生命都是很多時候我們很忙碌
[00:01:33.000 --> 00:01:38.000]  我們可能根本沒有時間去想死亡
[00:01:38.000 --> 00:01:42.000]  所以生活的問題我們都未能夠參透
[00:01:42.000 --> 00:01:43.000]  怎樣去想死亡呢
[00:01:43.000 --> 00:01:45.000]  又或者可能我們比較現實一點
[00:01:45.000 --> 00:01:47.000]  不要說生命
[00:01:47.000 --> 00:01:49.000]  生活又如何呢
[00:01:49.000 --> 00:01:51.000]  生活可能已經有很多的壓力
[00:01:51.000 --> 00:01:54.000]  令你都覺得生命的題目
[00:01:54.000 --> 00:01:55.000]  或者生命的意義
[00:01:55.000 --> 00:01:58.000]  其實留待將來再處理
[00:01:58.000 --> 00:02:00.000]  所以死亡可能對我們中國人來說
[00:02:00.000 --> 00:02:02.000]  都比較少去說
[00:02:02.000 --> 00:02:04.000]  我們可能都會探討生命
[00:02:04.000 --> 00:02:05.000]  這個可能都是現代人的寫照
[00:02:05.000 --> 00:02:06.000]  我們忙碌
[00:02:06.000 --> 00:02:08.000]  直到有一天
[00:02:08.000 --> 00:02:10.000]  可能我們都未預備好
[00:02:10.000 --> 00:02:11.000]  或者好像今天這樣
[00:02:11.000 --> 00:02:12.000]  可能我們都未預備好
[00:02:12.000 --> 00:02:15.000]  去思想死亡這個時候
[00:02:15.000 --> 00:02:18.000]  死亡卻在我們沒想過的時間出現
[00:02:18.000 --> 00:02:20.000]  無論發生在我們的親友當中
[00:02:20.000 --> 00:02:22.000]  或者可能好像風一樣
[00:02:22.000 --> 00:02:24.000]  和我們擦身而過
[00:02:24.000 --> 00:02:26.000]  死亡這個不速之客
[00:02:26.000 --> 00:02:28.000]  往往都是突然出現
[00:02:28.000 --> 00:02:30.000]  叫我們手足無措
[00:02:30.000 --> 00:02:33.000]  人生的計劃或者夢想可能會被打破
[00:02:33.000 --> 00:02:36.000]  整個人的方向全然會失去
[00:02:36.000 --> 00:02:39.000]  因為我們沒有好好地預備它
[00:02:39.000 --> 00:02:41.000]  因為我們不說
[00:02:41.000 --> 00:02:42.000]  我們不想
[00:02:42.000 --> 00:02:44.000]  我們不去面對
[00:02:44.000 --> 00:02:48.000]  最終其實不單止我們沒有力去面對死亡
[00:02:48.000 --> 00:02:50.000]  其實最大的影響就是
[00:02:50.000 --> 00:02:52.000]  我們不能夠面對每一天
[00:02:52.000 --> 00:02:54.000]  我們的生活
[00:02:54.000 --> 00:02:58.000]  靈修神學教授盧雲
[00:02:58.000 --> 00:02:59.000]  他在一本書
[00:02:59.000 --> 00:03:01.000]  我們歌詞竟然都有唱到
[00:03:01.000 --> 00:03:02.000]  叫《最大的禮物》
[00:03:02.000 --> 00:03:05.000]  這本書是講生與死的靈性關顧
[00:03:05.000 --> 00:03:06.000]  他是這樣說的
[00:03:06.000 --> 00:03:10.000]  他說死亡是不是真的這麼可怕和荒謬呢?
[00:03:10.000 --> 00:03:13.000]  我們是不是最好不去想它或者談論它呢?
[00:03:13.000 --> 00:03:15.000]  死亡是不是真的生命裡面
[00:03:15.000 --> 00:03:17.000]  不受歡迎的一部分呢?
[00:03:17.000 --> 00:03:20.000]  或者最好將它擺在不存在呢?
[00:03:20.000 --> 00:03:24.000]  死亡是不是所有思想和行動的終極盡頭
[00:03:24.000 --> 00:03:27.000]  令我們沒辦法去面對呢?
[00:03:27.000 --> 00:03:28.000]  盧雲是這樣說
[00:03:28.000 --> 00:03:29.000]  他說然而
[00:03:29.000 --> 00:03:33.000]  我們有沒有可能逐漸地以死亡為由
[00:03:33.000 --> 00:03:35.000]  對它保持一個開放
[00:03:35.000 --> 00:03:38.000]  相信沒有什麼是需要害怕的
[00:03:38.000 --> 00:03:44.000]  有沒有可能用父母預備我們降生時那份專注
[00:03:44.000 --> 00:03:47.000]  同樣預備我們的死亡呢?
[00:03:47.000 --> 00:03:49.000]  我們能不能等待自己的死亡
[00:03:49.000 --> 00:03:51.000]  好像等待一個朋友
[00:03:51.000 --> 00:03:54.000]  正熱誠地歡迎我們歸家呢?
[00:03:54.000 --> 00:03:56.000]  很難啊
[00:03:56.000 --> 00:03:57.000]  我相信不容易
[00:03:57.000 --> 00:04:01.000]  但是盧雲給我們另一個角度
[00:04:01.000 --> 00:04:02.000]  當你想一下
[00:04:02.000 --> 00:04:04.000]  如果面對死亡
[00:04:04.000 --> 00:04:05.000]  好像他所說
[00:04:05.000 --> 00:04:09.000]  是父母等待孩子出生的時候
[00:04:09.000 --> 00:04:11.000]  你不會感到很絕望
[00:04:11.000 --> 00:04:12.000]  你會很期盼
[00:04:12.000 --> 00:04:14.000]  你會很等候
[00:04:14.000 --> 00:04:15.000]  你會很專注
[00:04:15.000 --> 00:04:18.000]  你的感受不是恐懼或迷惘
[00:04:18.000 --> 00:04:21.000]  你會感到很歡呼和雀躍
[00:04:21.000 --> 00:04:24.000]  我有一位從事殯儀的弟兄
[00:04:24.000 --> 00:04:26.000]  他說在外國的老人院
[00:04:26.000 --> 00:04:28.000]  當一個院友離世的時候
[00:04:28.000 --> 00:04:30.000]  不是靜靜地帶他走的
[00:04:30.000 --> 00:04:32.000]  你睡醒時看看旁邊的床
[00:04:32.000 --> 00:04:33.000]  他不在了
[00:04:33.000 --> 00:04:34.000]  沒有人敢說
[00:04:34.000 --> 00:04:35.000]  也沒有人提醒
[00:04:35.000 --> 00:04:36.000]  不是的
[00:04:36.000 --> 00:04:38.000]  他說當有一個院友要離開的時候
[00:04:38.000 --> 00:04:40.000]  當救護員來接他的時候
[00:04:40.000 --> 00:04:42.000]  他們全部人會拍掌
[00:04:42.000 --> 00:04:44.000]  所有院友
[00:04:44.000 --> 00:04:47.000]  所有在老人院的職員
[00:04:47.000 --> 00:04:49.000]  一起拍掌
[00:04:49.000 --> 00:04:50.000]  大家會覺得
[00:04:50.000 --> 00:04:52.000]  他已經走完人生的旅程
[00:04:52.000 --> 00:04:53.000]  是值得掌聲
[00:04:53.000 --> 00:04:54.000]  值得鼓勵
[00:04:54.000 --> 00:04:55.000]  我看到很多鴨頭
[00:04:55.000 --> 00:04:56.000]  我都希望我離世的時候
[00:04:56.000 --> 00:04:57.000]  有人拍掌
[00:04:57.000 --> 00:04:58.000]  不是靜靜地離開
[00:04:58.000 --> 00:05:00.000]  其實應該是這樣的
[00:05:00.000 --> 00:05:02.000]  跑完人生的路
[00:05:02.000 --> 00:05:03.000]  你想一下
[00:05:03.000 --> 00:05:04.000]  好像馬拉松一樣
[00:05:04.000 --> 00:05:06.000]  當你跑到最後的時候
