
[00:00:00.000 --> 00:00:03.500]  大家好,先介紹一下自己
[00:00:03.500 --> 00:00:07.200]  我是Claire,我是青少部其中一位的目者
[00:00:07.200 --> 00:00:11.000]  很開心今天第一次在二樓跟大家見面
[00:00:11.000 --> 00:00:16.000]  今天想說一句上帝的話
[00:00:16.000 --> 00:00:20.000]  今天是一年一度的青少主日
[00:00:20.000 --> 00:00:22.000]  每年透過青少主日
[00:00:22.000 --> 00:00:26.500]  其實我們很想讓恩福家,整個教會,全部弟兄姊妹
[00:00:26.500 --> 00:00:29.000]  更加體會年輕人的需要
[00:00:29.000 --> 00:00:33.500]  也見證在恩福堂,我們有一群年輕人的成長
[00:00:33.500 --> 00:00:37.500]  我也不厭其煩地跟大家分享
[00:00:37.500 --> 00:00:41.500]  其實今天不論是敬拜隊,詩詩隊,AV Team
[00:00:41.500 --> 00:00:44.500]  甚至你們手上有這本特刊
[00:00:44.500 --> 00:00:48.000]  甚至你們剛剛沿著樓梯走上來的佈置等等
[00:00:48.000 --> 00:00:51.500]  全部都是我們一群年輕人負責的
[00:00:51.500 --> 00:00:54.500]  很想借你們的掌聲去鼓勵他們
[00:00:54.500 --> 00:00:56.500]  他們預備了很久
[00:00:56.500 --> 00:00:59.500]  我們也很想盡心去服侍你們
[00:00:59.500 --> 00:01:02.500]  同樣也是在服侍上帝
[00:01:02.500 --> 00:01:05.500]  今年青少部的主題是什麼呢?
[00:01:05.500 --> 00:01:08.500]  我們先去以下的Power Point
[00:01:08.500 --> 00:01:14.500]  今年的主題是Back to Basic Seeking the Truth
[00:01:14.500 --> 00:01:17.500]  這是我們每年青少部都會有不同的年提
[00:01:17.500 --> 00:01:19.500]  這個年提是想做什麼呢?
[00:01:19.500 --> 00:01:22.500]  今年我們青少部,我們目者們
[00:01:22.500 --> 00:01:26.500]  和一群年輕人去回歸基本步,Back to Basic
[00:01:26.500 --> 00:01:31.500]  就是建立這個用上帝的話語成為我們生命的基礎
[00:01:31.500 --> 00:01:36.500]  先跟大家做些互動,有個民意調查
[00:01:36.500 --> 00:01:39.500]  不知道在座有沒有人回了恩福五年
[00:01:39.500 --> 00:01:41.500]  可不可以揮揮手,五年或以上
[00:01:41.500 --> 00:01:43.500]  也有不少
[00:01:43.500 --> 00:01:45.500]  有沒有人是十年?
[00:01:45.500 --> 00:01:47.500]  也很多
[00:01:47.500 --> 00:01:49.500]  有沒有人是二十年?
[00:01:49.500 --> 00:01:51.500]  二十年也有,不得了
[00:01:51.500 --> 00:01:54.500]  我比較新一點
[00:01:54.500 --> 00:01:57.500]  我來了恩福堂大概三年左右
[00:01:57.500 --> 00:01:59.500]  有機會跟大家認識一下
[00:01:59.500 --> 00:02:02.500]  不過今天為什麼會做這個民意調查呢?
[00:02:02.500 --> 00:02:08.500]  不知道大家在信仰主五年、十年或二十年
[00:02:08.500 --> 00:02:11.500]  你的信仰會不會慢慢變得公式化
[00:02:11.500 --> 00:02:13.500]  會不會你不知不覺
[00:02:13.500 --> 00:02:17.500]  你的返教會變成一項又一項的宗教活動
[00:02:17.500 --> 00:02:20.500]  我想每星期我們都會在特定的時間
[00:02:20.500 --> 00:02:23.500]  特定的場地,你們都會來教會
[00:02:23.500 --> 00:02:26.500]  參與的可能是敬拜
[00:02:26.500 --> 00:02:28.500]  可能是參與團契
[00:02:28.500 --> 00:02:30.500]  參與一些主一學
[00:02:30.500 --> 00:02:32.500]  甚至是一些門徒的訓練
[00:02:32.500 --> 00:02:36.500]  當然我不是在說參與聚會或服事
[00:02:36.500 --> 00:02:40.500]  甚至參與這些訓練上主一學是錯的
[00:02:40.500 --> 00:02:43.500]  我想這些都是我們在屬靈成長中
[00:02:43.500 --> 00:02:46.500]  很重要的一個途徑和平台
[00:02:46.500 --> 00:02:51.500]  不過我們今天再看看我們講到崇拜的敬拜
[00:02:51.500 --> 00:02:54.500]  回到團契的Fellowship
[00:02:54.500 --> 00:02:58.500]  還有門徒訓練或主一學裡的Discipleship
[00:02:58.500 --> 00:03:00.500]  今天特別寫了英文
[00:03:00.500 --> 00:03:05.500]  有沒有留意他們的尾巴都有SHIP的字
[00:03:05.500 --> 00:03:08.500]  SHIP,我聽到很多人SHIP
[00:03:08.500 --> 00:03:10.500]  這個SHIP是什麼呢?
[00:03:10.500 --> 00:03:13.500]  這裡絕對不是在說一艘船
[00:03:13.500 --> 00:03:15.500]  這裡在說什麼呢?
[00:03:15.500 --> 00:03:18.500]  是在說一份的Relationship
[00:03:18.500 --> 00:03:20.500]  是在說一份的關係
[00:03:20.500 --> 00:03:23.500]  我相信你們去相信主的時候
[00:03:23.500 --> 00:03:25.500]  相信耶穌接受了福音之後
[00:03:25.500 --> 00:03:28.500]  你回來敬拜是因為你認識這位上帝是多麼偉大
[00:03:28.500 --> 00:03:30.500]  所以你每個星期回來
[00:03:30.500 --> 00:03:32.500]  你很願意去敬拜讚美這位主
[00:03:32.500 --> 00:03:35.500]  同樣你回到你的團契
[00:03:35.500 --> 00:03:36.500]  是因為你知道
[00:03:36.500 --> 00:03:38.500]  你很想去學習上帝這份的愛
[00:03:38.500 --> 00:03:39.500]  去到團契
[00:03:39.500 --> 00:03:42.500]  你去將這份的愛去實踐
[00:03:42.500 --> 00:03:43.500]  去彼此相愛
[00:03:43.500 --> 00:03:47.500]  甚或你願意去加入一些主一學
[00:03:47.500 --> 00:03:49.500]  你願意去作門徒
[00:03:49.500 --> 00:03:53.500]  是因為你很想去努力成為一個跟從主的門徒
[00:03:53.500 --> 00:03:56.500]  在這個世界去為主作光
[00:03:56.500 --> 00:03:59.500]  我想這些返教會
[00:03:59.500 --> 00:04:02.500]  唱詩甚或去服侍是很重要
[00:04:02.500 --> 00:04:06.500]  不過信仰的基礎從來都不是這些宗教活動的本身
[00:04:06.500 --> 00:04:08.500]  又或者你做了些什麼
[00:04:08.500 --> 00:04:12.500]  信仰的核心應該是基於神和人之間那份的關係
[00:04:12.500 --> 00:04:14.500]  那份愛的關係
[00:04:14.500 --> 00:04:17.500]  很多時候上帝就是藉著祂的活潑
[00:04:17.500 --> 00:04:21.500]  也有功效的話語跟我們生命有互動
[00:04:21.500 --> 00:04:23.500]  藉著祂的話去光照我們
[00:04:23.500 --> 00:04:25.500]  去引導我們
[00:04:25.500 --> 00:04:27.500]  願意我們今天一起去back to basic
[00:04:27.500 --> 00:04:31.500]  我們去重歸信仰的原點
[00:04:31.500 --> 00:04:32.500]  那個起始點
[00:04:32.500 --> 00:04:35.500]  讓神的話對我們的生命說話
[00:04:35.500 --> 00:04:38.500]  今天其實剛剛主席也跟我們去讀了一次
[00:04:38.500 --> 00:04:42.500]  但我也想大家一起去透過以下的經文再一次去重讀
[00:04:42.500 --> 00:04:45.500]  希伯來書四章十二到十三節
[00:04:45.500 --> 00:04:47.500]  我們一起去讀以下的經文
[00:04:47.500 --> 00:04:49.500]  預備起
[00:04:49.500 --> 00:04:51.500]  神的道是活潑的
[00:04:51.500 --> 00:04:53.500]  是有功效的
[00:04:53.500 --> 00:04:55.500]  比一切兩刃的劍更快
[00:04:55.500 --> 00:04:57.500]  甚至魂與靈
[00:04:57.500 --> 00:04:59.500]  骨節與骨髓
[00:04:59.500 --> 00:05:01.500]  都能刺入剖開
[00:05:01.500 --> 00:05:04.500]  連心中的思念和主義
[00:05:04.500 --> 00:05:06.500]  都能辨明
[00:05:06.500 --> 00:05:08.500]  並且被造的
[00:05:08.500 --> 00:05:12.500]  沒有一樣在他面前不顯然的
[00:05:12.500 --> 00:05:17.500]  原來萬物在那與我們有關係的主眼前
[00:05:17.500 --> 00:05:20.500]  都是赤露堂開的
[00:05:20.500 --> 00:05:22.500]  我們一起禱告
[00:05:22.500 --> 00:05:24.500]  主願你幫助我們
[00:05:24.500 --> 00:05:26.500]  願聖靈都在我們心裡面動功
[00:05:26.500 --> 00:05:27.500]  也都臨在
[00:05:27.500 --> 00:05:29.500]  以致我們能夠去打開我們的心
[00:05:29.500 --> 00:05:30.500]  打開我們的耳
[00:05:30.500 --> 00:05:32.500]  去聽你的說話
[00:05:32.500 --> 00:05:33.500]  成為我們的幫助
[00:05:33.500 --> 00:05:34.500]  我們的提醒
[00:05:34.500 --> 00:05:36.500]  同樣成為我們腳前的燈
[00:05:36.500 --> 00:05:37.500]  路上的光
[00:05:37.500 --> 00:05:38.500]  願你幫助我們
[00:05:38.500 --> 00:05:39.500]  以信禱告
[00:05:39.500 --> 00:05:41.500]  奉主耶穌基督聖名求
[00:05:41.500 --> 00:05:43.500]  阿們
[00:05:43.500 --> 00:05:45.500]  我們一起進入經文
[00:05:45.500 --> 00:05:46.500]  進入第一點
[00:05:46.500 --> 00:05:49.500]  神話語的功效
[00:05:49.500 --> 00:05:51.500]  第十二節經文很快
[00:05:51.500 --> 00:05:53.500]  作者讓我們看見
[00:05:53.500 --> 00:05:55.500]  神的道有兩個特性
[00:05:55.500 --> 00:05:57.500]  分別是活潑
[00:05:57.500 --> 00:05:58.500]  是Living的
[00:05:58.500 --> 00:05:59.500]  同樣是有功效
[00:05:59.500 --> 00:06:01.500]  是很Active的
[00:06:01.500 --> 00:06:04.500]  接著作者用了一個很生動的比喻
[00:06:04.500 --> 00:06:08.500]  說神的話比一切兩刃劍更快
[00:06:08.500 --> 00:06:10.500]  作者形容神的話
[00:06:10.500 --> 00:06:12.500]  就好像一把鋒利的刀
[00:06:12.500 --> 00:06:14.500]  它能夠去刺入
[00:06:14.500 --> 00:06:15.500]  浮開
[00:06:15.500 --> 00:06:16.500]  浮開什麼呢
[00:06:16.500 --> 00:06:20.500]  是深入到一些我們肉眼都看不見的地方
[00:06:20.500 --> 00:06:22.500]  是關於我們的魂
[00:06:22.500 --> 00:06:23.500]  我們的靈
[00:06:23.500 --> 00:06:25.500]  骨折和骨髓
[00:06:25.500 --> 00:06:26.500]  這裡作者很想說
[00:06:26.500 --> 00:06:31.500]  神的話能夠去滲透、穿透到我們生命最深入
[00:06:31.500 --> 00:06:33.500]  最隱密的地方
[00:06:33.500 --> 00:06:34.500]  接下來
[00:06:34.500 --> 00:06:36.500]  作者第十三節就說到
[00:06:36.500 --> 00:06:37.500]  這位創造主
[00:06:37.500 --> 00:06:40.500]  他看透我們一切被造物的心思意念
[00:06:40.500 --> 00:06:42.500]  在神的面前
[00:06:42.500 --> 00:06:44.500]  我們是赤露塘開
[00:06:44.500 --> 00:06:48.500]  不知道這裡提到赤露塘開的時候
[00:06:48.500 --> 00:06:50.500]  你會有什麼體會
[00:06:50.500 --> 00:06:51.500]  可能你會馬上想
[00:06:51.500 --> 00:06:53.500]  被人想到很羞恥
[00:06:53.500 --> 00:06:54.500]  恐懼
[00:06:54.500 --> 00:06:56.500]  就好像自己沒有穿衣服一樣
[00:06:56.500 --> 00:06:58.500]  好像所有的醜陋
[00:06:58.500 --> 00:07:02.500]  軟弱都好像在上帝的面前無所遁形
[00:07:02.500 --> 00:07:05.500]  而赤露塘開這個字的原文
[00:07:05.500 --> 00:07:07.500]  和在創世紀
[00:07:07.500 --> 00:07:08.500]  還有沒有印象呢
[00:07:08.500 --> 00:07:10.500]  亞當夏娃他們一開始被造的時候
[00:07:10.500 --> 00:07:12.500]  說到赤身露體
[00:07:12.500 --> 00:07:14.500]  在上帝面前生活
[00:07:14.500 --> 00:07:16.500]  是不覺得羞恥
[00:07:16.500 --> 00:07:19.500]  所以赤露塘開和赤身露體
[00:07:19.500 --> 00:07:21.500]  其實是源於同一個字根
[00:07:21.500 --> 00:07:23.500]  同一個字
[00:07:23.500 --> 00:07:25.500]  但是大家還有沒有印象
[00:07:25.500 --> 00:07:27.500]  當亞當夏娃犯罪之後
[00:07:27.500 --> 00:07:30.500]  他們對於赤露塘開
[00:07:30.500 --> 00:07:32.500]  這個感受就很不一樣
[00:07:32.500 --> 00:07:34.500]  他們當犯罪之後
[00:07:34.500 --> 00:07:36.500]  他們聽見神的聲音
[00:07:36.500 --> 00:07:38.500]  就害怕躲藏
[00:07:38.500 --> 00:07:40.500]  神說他們用自己的方式
[00:07:40.500 --> 00:07:42.500]  將無花果的樹葉
[00:07:42.500 --> 00:07:44.500]  去編作一個裙子
[00:07:44.500 --> 00:07:48.500]  為了遮蓋他們當刻覺得的羞恥
[00:07:48.500 --> 00:07:50.500]  由那一刻開始
[00:07:50.500 --> 00:07:53.500]  人們因著罪的緣故在神的面前
[00:07:53.500 --> 00:07:55.500]  赤露塘開的感覺
[00:07:55.500 --> 00:07:58.500]  就由原本是一個很親密信賴的關係
[00:07:58.500 --> 00:08:02.500]  變成一個害怕羞恥的關係
[00:08:02.500 --> 00:08:05.500]  其實作者在第十二節
[00:08:05.500 --> 00:08:08.500]  形容神的話是鋒利的刀
[00:08:08.500 --> 00:08:11.500]  十三節說到我們在神的面前
[00:08:11.500 --> 00:08:13.500]  是赤露塘開
[00:08:13.500 --> 00:08:15.500]  這兩件事為何作者要這樣
[00:08:15.500 --> 00:08:18.500]  放在一起去關聯呢
[00:08:18.500 --> 00:08:20.500]  原來你對赤露塘開的感覺
[00:08:20.500 --> 00:08:22.500]  是很視乎你如何看待
[00:08:22.500 --> 00:08:26.500]  神的話是一把怎樣的刀
[00:08:26.500 --> 00:08:28.500]  跟大家分享一下
[00:08:28.500 --> 00:08:30.500]  以前的我都以為
[00:08:30.500 --> 00:08:33.500]  神的話好像是一個審判的刀
[00:08:33.500 --> 00:08:35.500]  我小學的時候
[00:08:35.500 --> 00:08:37.500]  我的爸爸因為有新的家庭
[00:08:37.500 --> 00:08:39.500]  所以我父母就離婚
[00:08:39.500 --> 00:08:41.500]  到我升中四的時候
[00:08:41.500 --> 00:08:43.500]  媽媽突然在家中中風
[00:08:43.500 --> 00:08:45.500]  要住到老人院當中
[00:08:45.500 --> 00:08:47.500]  直到今天
[00:08:47.500 --> 00:08:49.500]  那時候只有我和弟弟
[00:08:49.500 --> 00:08:51.500]  相依為命
[00:08:51.500 --> 00:08:53.500]  當時爸爸沒有打算照顧
[00:08:53.500 --> 00:08:55.500]  我和我的弟弟
[00:08:55.500 --> 00:08:57.500]  我想對於爸爸的遺棄
[00:08:57.500 --> 00:08:59.500]  他的冷漠是很深深
[00:08:59.500 --> 00:09:01.500]  傷害了我自己
[00:09:01.500 --> 00:09:03.500]  我記得我是中六信主
[00:09:03.500 --> 00:09:05.500]  初信主頭幾年
[00:09:05.500 --> 00:09:07.500]  每次回教會聽道
[00:09:07.500 --> 00:09:09.500]  甚至去讀聖經
[00:09:09.500 --> 00:09:11.500]  一提到關於什麼呢
[00:09:11.500 --> 00:09:13.500]  饒恕、愛仇敵
[00:09:13.500 --> 00:09:16.500]  神的話就好像穿透我內心的深處
[00:09:16.500 --> 00:09:18.500]  去照出我心裡
[00:09:18.500 --> 00:09:20.500]  對爸爸那份憎恨
[00:09:20.500 --> 00:09:22.500]  那份憤怒
