
[00:00:00.000 --> 00:00:04.000]  開始今日崇拜正道之先,我們一齊安靜禱告。
[00:00:04.000 --> 00:00:30.000]  主席
[00:00:30.000 --> 00:00:38.000]  主席
[00:00:38.000 --> 00:01:02.000]  主席
[00:01:02.000 --> 00:01:17.000]  主席
[00:01:17.000 --> 00:01:35.000]  主席
[00:01:35.000 --> 00:01:58.000]  主席
[00:01:58.000 --> 00:02:26.000]  主席
[00:02:26.000 --> 00:02:54.000]  主席
[00:02:54.000 --> 00:03:23.000]  主席
[00:03:23.000 --> 00:03:24.000]  主席
[00:03:24.000 --> 00:03:53.000]  主席
[00:03:53.000 --> 00:04:05.000]  主席
[00:04:05.000 --> 00:04:34.000]  主席
[00:04:34.000 --> 00:05:03.000]  主席
[00:05:03.000 --> 00:05:13.000]  主席
[00:05:13.000 --> 00:05:35.000]  主席
[00:05:35.000 --> 00:06:04.000]  主席
[00:06:04.000 --> 00:06:33.000]  主席
[00:06:33.000 --> 00:07:01.000]  主席
[00:07:01.000 --> 00:07:13.000]  主席
[00:07:13.000 --> 00:07:40.000]  主席
[00:07:40.000 --> 00:08:09.000]  主席
[00:08:09.000 --> 00:08:35.000]  主席
[00:08:35.000 --> 00:08:36.000]  主席
[00:08:36.000 --> 00:09:05.000]  主席
[00:09:05.000 --> 00:09:23.000]  主席
[00:09:23.000 --> 00:09:50.000]  主席
[00:09:50.000 --> 00:10:10.000]  主席
[00:10:10.000 --> 00:10:36.000]  主席
[00:10:36.000 --> 00:10:48.000]  主席
[00:10:48.000 --> 00:11:16.000]  主席
[00:11:16.000 --> 00:11:37.000]  主席
[00:11:37.000 --> 00:11:50.000]  主席
[00:11:50.000 --> 00:12:17.000]  主席
[00:12:17.000 --> 00:12:46.000]  主席
[00:12:46.000 --> 00:13:15.000]  主席
[00:13:15.000 --> 00:13:44.000]  主席
[00:13:44.000 --> 00:13:47.000]  主席
[00:13:47.000 --> 00:14:15.000]  主席
[00:14:15.000 --> 00:14:21.000]  主席
[00:14:21.000 --> 00:14:50.000]  主席
[00:14:50.000 --> 00:14:56.000]  主席
[00:14:56.000 --> 00:15:25.000]  主席
[00:15:25.000 --> 00:15:49.000]  主席
[00:15:49.000 --> 00:16:17.000]  主席
[00:16:17.000 --> 00:16:42.000]  主席
[00:16:42.000 --> 00:17:07.000]  主席
[00:17:07.000 --> 00:17:34.000]  主席
[00:17:34.000 --> 00:18:03.000]  主席
[00:18:03.000 --> 00:18:04.000]  主席
[00:18:04.000 --> 00:18:33.000]  主席
[00:18:34.000 --> 00:18:40.000]  主席
[00:18:40.000 --> 00:19:09.000]  主席
[00:19:09.000 --> 00:19:10.000]  主席
[00:19:10.000 --> 00:19:39.000]  主席
[00:19:39.000 --> 00:19:57.000]  主席
[00:19:57.000 --> 00:20:24.000]  主席
[00:20:24.000 --> 00:20:30.000]  主席
[00:20:30.000 --> 00:20:59.000]  主席
[00:20:59.000 --> 00:21:00.000]  主席
[00:21:00.000 --> 00:21:22.000]  主席
[00:21:22.000 --> 00:21:41.000]  主席
[00:21:41.000 --> 00:22:04.000]  主席
[00:22:04.000 --> 00:22:13.000]  主席
[00:22:14.000 --> 00:22:15.000]  主席
[00:22:16.000 --> 00:22:17.000]  主席
[00:22:17.000 --> 00:22:45.000]  主席
[00:22:45.000 --> 00:23:13.000]  主席
[00:23:13.000 --> 00:23:32.000]  主席
[00:23:32.000 --> 00:23:52.000]  主席
[00:23:52.000 --> 00:24:20.000]  主席
[00:24:20.000 --> 00:24:40.000]  主席
[00:24:40.000 --> 00:25:09.000]  主席
[00:25:09.000 --> 00:25:23.000]  主席
[00:25:23.000 --> 00:25:51.000]  主席
[00:25:51.000 --> 00:26:20.000]  主席
[00:26:21.000 --> 00:26:45.000]  主席
[00:26:45.000 --> 00:27:14.000]  主席
[00:27:14.000 --> 00:27:37.000]  主席
[00:27:37.000 --> 00:28:04.000]  主席
[00:28:04.000 --> 00:28:14.000]  主席
[00:28:14.000 --> 00:28:21.000]  主席
[00:28:22.000 --> 00:28:29.000]  主席
[00:28:29.000 --> 00:28:57.000]  主席
[00:28:57.000 --> 00:28:58.000]  主席
[00:28:58.000 --> 00:29:27.000]  主席
[00:29:27.000 --> 00:29:45.000]  主席
[00:29:45.000 --> 00:30:03.000]  主席
[00:30:03.000 --> 00:30:16.000]  主席
[00:30:17.000 --> 00:30:29.000]  主席
[00:30:29.000 --> 00:30:57.000]  主席
[00:30:57.000 --> 00:31:22.000]  主席
[00:31:22.000 --> 00:31:47.000]  主席
[00:31:47.000 --> 00:31:58.000]  主席
[00:31:58.000 --> 00:32:21.000]  主席
[00:32:22.000 --> 00:32:50.000]  主席
[00:32:50.000 --> 00:32:58.000]  主席
[00:32:58.000 --> 00:33:26.000]  主席
[00:33:26.000 --> 00:33:39.000]  主席
[00:33:39.000 --> 00:33:58.000]  主席
[00:33:58.000 --> 00:34:16.000]  主席
