
[00:00:00.000 --> 00:00:02.000]  頂姐妹主內平安
[00:00:02.000 --> 00:00:07.340]  剛才在「師哥敬拜親近神」裡面
[00:00:07.340 --> 00:00:11.480]  我給了兩句歌詞很吸引
[00:00:11.480 --> 00:00:16.280]  「奇異因典何等甘甜」
[00:00:16.280 --> 00:00:19.160]  不知道大家當你唱這兩句的時候
[00:00:19.160 --> 00:00:22.320]  心裡有沒有什麼湧流呢?
[00:00:22.320 --> 00:00:27.000]  奇異因典可以是聚得赦免
[00:00:27.840 --> 00:00:30.960]  奇異因典可以是疾病得醫治
[00:00:30.960 --> 00:00:36.880]  奇異因典也可以是在關係上得到復和
[00:00:36.880 --> 00:00:42.400]  但是在今年裡面我也在學習一件事
[00:00:42.400 --> 00:00:47.560]  一個甘甜的因典其實可以很簡單
[00:00:47.560 --> 00:00:53.360]  我會覺得我們能夠在今天這一刻
[00:00:53.360 --> 00:00:55.360]  我們這一班弟兄姐妹
[00:00:55.360 --> 00:00:58.200]  在一個會堂裡面一起去敬拜神
[00:00:58.200 --> 00:01:00.200]  一起親近神
[00:01:00.200 --> 00:01:02.200]  這也是一個甘甜的因典
[00:01:02.200 --> 00:01:07.880]  因為我想在時間河流裡面
[00:01:07.880 --> 00:01:09.880]  不會再有一刻
[00:01:09.880 --> 00:01:15.240]  能夠讓我們這一班組合走在一起
[00:01:15.240 --> 00:01:18.480]  因為就算少了一個人已經不同了
[00:01:18.480 --> 00:01:21.320]  所以也很想邀請
[00:01:21.320 --> 00:01:25.320]  當我們今天去聽神的話語的時候
[00:01:25.320 --> 00:01:30.480]  我們也能夠抱著一個感恩的心
[00:01:30.480 --> 00:01:33.800]  我們一起去親近神好不好?
[00:01:33.800 --> 00:01:36.080]  感謝主
[00:01:36.080 --> 00:01:38.080]  我們一起禱告
[00:01:38.080 --> 00:01:43.000]  親主祢的因典是甘甜
[00:01:43.000 --> 00:01:47.240]  在我們每個人的生命裡面
[00:01:47.240 --> 00:01:49.720]  祢也預備了不同的因典
[00:01:49.720 --> 00:01:52.360]  大的、小的
[00:01:55.080 --> 00:01:57.080]  當我們去經歷的時候
[00:01:57.080 --> 00:02:02.080]  我們特別是一些很感受到
[00:02:02.080 --> 00:02:04.080]  很被感動的時候
[00:02:04.080 --> 00:02:06.080]  我們會去讚歎、讚美
[00:02:06.080 --> 00:02:08.080]  但是有時候有很多很多
[00:02:08.080 --> 00:02:10.080]  一些因典在生活上面
[00:02:10.080 --> 00:02:12.080]  我們沒有留意
[00:02:12.080 --> 00:02:15.080]  聽不到、看不見
[00:02:15.080 --> 00:02:18.080]  主也求祢在今天裡面
[00:02:18.080 --> 00:02:21.080]  再一次開啟我們的心
[00:02:21.080 --> 00:02:23.080]  開啟我們的耳
[00:02:23.080 --> 00:02:25.080]  讓我們能夠留意到
[00:02:25.080 --> 00:02:27.080]  在我們周圍、身邊
[00:02:27.080 --> 00:02:30.080]  其實上帝有很多很多不同的作為
[00:02:30.080 --> 00:02:33.080]  不斷地賜給我們
[00:02:33.080 --> 00:02:35.080]  塑造著我們的生命
[00:02:35.080 --> 00:02:37.080]  主啊
[00:02:37.080 --> 00:02:41.080]  這一刻我們回到祢的殿裡面
[00:02:41.080 --> 00:02:43.080]  讓我們心安靜
[00:02:43.080 --> 00:02:50.080]  讓我們能夠再一次聽見祢的呼喚
[00:02:50.080 --> 00:02:52.080]  感謝、讚美祢
[00:02:52.080 --> 00:02:53.080]  祈禱感恩
[00:02:53.080 --> 00:02:55.080]  奉靠主的獨特性的名字
[00:02:55.080 --> 00:02:57.080]  阿們
[00:02:58.080 --> 00:03:03.080]  聽過一個長輩這樣說
[00:03:03.080 --> 00:03:05.080]  在他年輕的時候
[00:03:05.080 --> 00:03:11.080]  最喜歡的娛樂節目就是聽收音機
[00:03:11.080 --> 00:03:13.080]  這裡有沒有人喜歡聽收音機的?
[00:03:13.080 --> 00:03:15.080]  現在還有聽吧
[00:03:15.080 --> 00:03:19.080]  到了年紀大了
[00:03:19.080 --> 00:03:22.080]  他開始不能夠
[00:03:22.080 --> 00:03:24.080]  我其實現在也會
[00:03:24.080 --> 00:03:27.080]  聽得太小聲
[00:03:27.080 --> 00:03:29.080]  聽不清楚
[00:03:29.080 --> 00:03:32.080]  也不太懂得怎樣用智能電話
[00:03:32.080 --> 00:03:39.080]  去看YouTube、IG這些應用程式
[00:03:39.080 --> 00:03:41.080]  所以對他來說
[00:03:41.080 --> 00:03:44.080]  收音機仍然是他最簡單、最方便
[00:03:44.080 --> 00:03:48.080]  甚至是最安心的一個工具
[00:03:48.080 --> 00:03:52.080]  或者陪著他過每一天的日子
[00:03:52.080 --> 00:03:54.080]  有一次探望他的時候
[00:03:54.080 --> 00:03:56.080]  看到他坐在沙發上
[00:03:56.080 --> 00:03:58.080]  竟然沒有聽收音機
[00:03:58.080 --> 00:04:00.080]  就這樣放在旁邊
[00:04:00.080 --> 00:04:03.080]  他坐在窗邊
[00:04:03.080 --> 00:04:05.080]  看著外面
[00:04:05.080 --> 00:04:07.080]  然後我就問他
[00:04:07.080 --> 00:04:10.080]  小伯爺,為什麼這次你不聽收音機?
[00:04:10.080 --> 00:04:12.080]  難道壞了嗎?
[00:04:12.080 --> 00:04:16.080]  然後他慢慢地說
[00:04:16.080 --> 00:04:18.080]  是的
[00:04:18.080 --> 00:04:21.080]  突然之間收音機沒有聲音
[00:04:21.080 --> 00:04:25.080]  又好像調校不到台
[00:04:25.080 --> 00:04:28.080]  我還以為他壞了
[00:04:28.080 --> 00:04:30.080]  不過這樣坐著坐著
[00:04:30.080 --> 00:04:33.080]  忽然間聽到隔壁房間
[00:04:33.080 --> 00:04:36.080]  孫女的笑聲
