
[00:00:00.000 --> 00:00:03.880]  我們這個系列是講聖經人物
[00:00:03.880 --> 00:00:06.880]  我們是講一些生命的特質
[00:00:06.880 --> 00:00:10.520]  成為吸引眼球的生命
[00:00:10.520 --> 00:00:12.240]  我選擇了約書亞
[00:00:12.240 --> 00:00:14.080]  其實我一向都很喜歡約書亞
[00:00:14.080 --> 00:00:17.600]  因為約書亞的故事我覺得是很模特兒
[00:00:17.600 --> 00:00:19.680]  不過我覺得太模特兒了
[00:00:19.680 --> 00:00:25.480]  有時候我也很想在當中找到約書亞有沒有軟弱
[00:00:25.480 --> 00:00:27.200]  有沒有掙扎的地方
[00:00:27.200 --> 00:00:28.600]  其實也不容易
[00:00:28.600 --> 00:00:30.520]  我也研究了一會兒
[00:00:30.520 --> 00:00:33.040]  我決定還是繼續講約書亞
[00:00:33.040 --> 00:00:38.000]  希望能夠繼續講約書亞
[00:00:38.000 --> 00:00:39.520]  繼續講完今季
[00:00:39.520 --> 00:00:41.160]  我先講一下
[00:00:41.160 --> 00:00:42.520]  為什麼選約書亞
[00:00:42.520 --> 00:00:45.240]  因為生命特質很好
[00:00:45.240 --> 00:00:48.080]  但是當中也發現到
[00:00:48.080 --> 00:00:50.480]  原來約書亞有好的特質
[00:00:50.480 --> 00:00:54.480]  但是當中也有很多的地方失腳
[00:00:54.480 --> 00:00:58.160]  不過我們待會再進入經文去看看
[00:00:58.160 --> 00:01:00.000]  我也想分享一下
[00:01:00.000 --> 00:01:03.000]  為什麼我會選擇這個題目
[00:01:03.000 --> 00:01:07.120]  其實上兩個星期我放假
[00:01:07.120 --> 00:01:10.200]  在家裡和太太看一齣
[00:01:10.200 --> 00:01:12.920]  按電視看一齣電影
[00:01:12.920 --> 00:01:15.080]  那齣電影是港產片
[00:01:15.080 --> 00:01:17.080]  有沒有人看過
[00:01:17.080 --> 00:01:18.280]  有人看過
[00:01:18.280 --> 00:01:21.240]  我覺得很黑色幽默
[00:01:21.240 --> 00:01:22.240]  也挺好笑的
[00:01:22.240 --> 00:01:24.000]  其實我先講一下
[00:01:24.000 --> 00:01:24.680]  不是劇頭
[00:01:24.680 --> 00:01:25.840]  不過講一下內容
[00:01:25.880 --> 00:01:28.280]  因為電影裡面講述一家人
[00:01:28.280 --> 00:01:33.040]  其中一個人晚上倒垃圾
[00:01:33.040 --> 00:01:36.280]  發現門口突然有一條屍體出現
[00:01:36.280 --> 00:01:37.840]  躺在家門口
[00:01:37.840 --> 00:01:41.960]  其實本身的故事已經很奇怪
[00:01:41.960 --> 00:01:43.960]  也很匪夷所思
[00:01:43.960 --> 00:01:48.480]  那家人躺在門口
[00:01:48.480 --> 00:01:51.360]  他不想事情揚出去
[00:01:51.360 --> 00:01:52.560]  因為一旦揚出去
[00:01:52.560 --> 00:01:54.040]  他們就想很多事情
[00:01:54.040 --> 00:01:56.240]  樓價會不會下降
[00:01:56.240 --> 00:01:57.680]  會不會令到我們負資產
[00:01:57.680 --> 00:01:58.920]  我們要分家
[00:01:58.920 --> 00:02:00.000]  這樣發生了
[00:02:00.000 --> 00:02:02.160]  所以他們就決定了
[00:02:02.160 --> 00:02:04.560]  如何去處理這條屍體
[00:02:04.560 --> 00:02:05.960]  我不講了
[00:02:05.960 --> 00:02:06.760]  免得劇頭
[00:02:06.760 --> 00:02:08.040]  不講它是怎樣
[00:02:08.040 --> 00:02:09.280]  不過這套電影
[00:02:09.280 --> 00:02:12.920]  我覺得不單是諷刺香港的
[00:02:12.920 --> 00:02:15.520]  荒謬的樓價市場
[00:02:15.520 --> 00:02:16.520]  社會現象
[00:02:16.520 --> 00:02:18.720]  我覺得當中的角色
[00:02:18.720 --> 00:02:20.320]  為什麼我覺得這麼好看
[00:02:20.320 --> 00:02:22.200]  我覺得當中的角色
[00:02:22.200 --> 00:02:25.760]  其實故事有點荒謬
[00:02:25.760 --> 00:02:31.040]  當中的角色用了很人性的一面
[00:02:31.040 --> 00:02:32.720]  或者很整體的人性
[00:02:32.720 --> 00:02:36.280]  將他內心的事情做出來
[00:02:36.280 --> 00:02:38.880]  在電影中擺出來給你看
[00:02:38.880 --> 00:02:41.680]  他們各人為了處理屍體
[00:02:41.680 --> 00:02:43.960]  不想自己的房子樓價下跌
[00:02:43.960 --> 00:02:45.920]  他們就千方百計
[00:02:45.920 --> 00:02:49.040]  將自己用一些很合理的謊言
[00:02:49.040 --> 00:02:50.920]  去處理這件事
[00:02:50.920 --> 00:02:52.400]  當中之後
[00:02:52.400 --> 00:02:56.240]  當然一連串的荒謬故事就發生了
[00:02:56.240 --> 00:02:58.800]  看了這套電影覺得好笑
[00:02:58.800 --> 00:03:00.720]  我現在講也覺得
[00:03:00.720 --> 00:03:03.160]  我也在取笑裡面的劇情
[00:03:03.160 --> 00:03:04.920]  為什麼可以這樣發生
[00:03:04.920 --> 00:03:06.120]  是不是真的這樣
[00:03:06.120 --> 00:03:07.640]  但是在電影中
[00:03:07.640 --> 00:03:08.640]  真的
[00:03:08.640 --> 00:03:09.720]  我也想
[00:03:09.720 --> 00:03:12.320]  香港人可能真的這樣
[00:03:12.320 --> 00:03:14.160]  將人性的陰暗那一面
[00:03:14.160 --> 00:03:15.480]  表露了出來
[00:03:15.480 --> 00:03:16.760]  挖了出來
[00:03:16.760 --> 00:03:18.360]  人呢
[00:03:18.360 --> 00:03:19.160]  真的
[00:03:19.160 --> 00:03:21.400]  為了滿足了自己的想法
[00:03:21.400 --> 00:03:23.960]  甚至乎達到自己的目的
[00:03:23.960 --> 00:03:25.240]  我不知道你們會不會
[00:03:25.240 --> 00:03:28.520]  去選擇一些自己會喜歡的事情去聽
[00:03:28.520 --> 00:03:32.520]  甚至乎在日常生活當中
[00:03:32.520 --> 00:03:34.760]  我們面對很多匪夷所思
[00:03:34.760 --> 00:03:36.560]  似是而非的事情
[00:03:36.560 --> 00:03:38.840]  我們也會選擇去聽
[00:03:38.840 --> 00:03:41.080]  可能我們也會將那些事情
[00:03:41.080 --> 00:03:42.840]  照單傳授
[00:03:42.840 --> 00:03:44.800]  所以我今天設定
[00:03:44.800 --> 00:03:46.440]  講一個主題叫做
[00:03:47.440 --> 00:03:51.120]  遠離壞與更壞的選擇
[00:03:51.120 --> 00:03:51.680]  是的
[00:03:51.680 --> 00:03:56.040]  我們會看看約書亞記第九章裡面的經文
[00:03:56.040 --> 00:03:57.880]  先講一些背景
[00:03:57.880 --> 00:04:02.280]  約書亞是摩西之後帶領以色列人的一個領袖
[00:04:02.280 --> 00:04:05.680]  約書亞記將約書亞描繪成一個很堅強
[00:04:05.680 --> 00:04:08.440]  很有勇敢的一個領袖
[00:04:08.440 --> 00:04:11.280]  很忠於耶和華和摩西的子嗣
[00:04:11.280 --> 00:04:14.240]  在約書亞記裡面我們可以觀察到
[00:04:14.240 --> 00:04:14.840]  喂
[00:04:14.840 --> 00:04:16.920]  其實約書亞真的很厲害
[00:04:16.920 --> 00:04:18.880]  但是剛才我也說了
[00:04:18.880 --> 00:04:21.640]  我在當中也發現到
[00:04:21.640 --> 00:04:25.000]  原來約書亞同樣也有一些軟弱的地方
[00:04:25.000 --> 00:04:27.000]  一個這麼堅強這麼勇敢的人
[00:04:27.000 --> 00:04:32.960]  同樣在卷書裡面也寫了自己的一些軟弱的地方
[00:04:32.960 --> 00:04:37.080]  我們在經文裡面很想跟大家看看
[00:04:37.080 --> 00:04:39.760]  究竟一個這麼堅強這麼勇敢的人
[00:04:39.760 --> 00:04:41.000]  他面對軟弱
[00:04:41.000 --> 00:04:43.120]  他又如何去重整自己
[00:04:43.120 --> 00:04:46.080]  繼續執行帶領以色列人的使命
[00:04:46.080 --> 00:04:47.240]  我們進入經文
