
[00:00:00.000 --> 00:00:11.360]  感恩今天跟大家分享,按教會的安排,今天也是《釋經》的系列,已不所書的
[00:00:11.360 --> 00:00:20.000]  所以開始的時候,也想跟大家讀一讀已不所書第四章一至十六節
[00:00:20.000 --> 00:00:34.000]  今天的題目是教會生活你我他,他就是神自己,所以在關係裡面,除了你我,上帝在我們中間也是相當重要的
[00:00:34.000 --> 00:00:41.000]  我們一起讀一讀已不所書第四章,下一章,我們一起讀經文
[00:00:41.000 --> 00:01:01.000]  我為主被囚的勸你們,既然蒙召行事為人,就當與蒙召的恩相稱,凡事謙虛溫柔忍耐,用愛心互相寬容,用和平彼此聯絡,竭力保守聖靈所賜合而為一的心
[00:01:01.000 --> 00:01:19.000]  身體只有一個,聖靈只有一個,正如你們同朝,蒙有一個子母,一主一信一神,就是眾人的父,超乎眾人之上,貫乎眾人之中,也住在眾人之內
[00:01:19.000 --> 00:01:34.000]  你們各人蒙恩,都是照基督所量給各人的恩賜,所以經上說,他升上高天的時候,努力了囚敵,將各樣的恩賜賞給人
[00:01:34.000 --> 00:01:45.000]  既說,聖上豈不是先降在地下嗎?降在的就是遠超天之上,充滿萬有的
[00:01:45.000 --> 00:02:02.000]  他所賜的,有使徒,有先知,有傳呼音的,有牧師和教師,為要成全聖徒,各盡其職,建立基督的身體,直等到我們眾人在真道上同歸於一
[00:02:02.000 --> 00:02:15.000]  認識神的兒子,得以長大成人,滿有基督長成的新娘,使我們不再作小孩子,中了人的詭計和欺騙的法術
[00:02:15.000 --> 00:02:28.000]  被一切教之風搖動,飄來飄去,就隨從各樣的疑端,唯用愛心說誠實話,凡事長進,憐於元首基督
[00:02:28.000 --> 00:02:42.000]  全身各教他聯絡得合適,百折各按各職,朝著各體的功用彼此相助,便叫身體漸漸增長,在愛中建立自己
[00:02:42.000 --> 00:02:45.000]  我們一起禱告吧
[00:02:45.000 --> 00:03:04.000]  主在我們中間,冠乎我們眾人之內的這位父,我們同心來仰望你,求你藉著你真理的聖靈,將你自己的話語再一次在我們心中光照我們
[00:03:04.000 --> 00:03:18.000]  幫助我們從你的話語中,能夠明白上帝你自己的心意,帶領我們這段時間去敬拜你,我們這樣禱告交託,奉耶穌基督的聖名
[00:03:18.000 --> 00:03:23.000]  我相信大家對已忽所書都有一定的認識
[00:03:23.000 --> 00:03:35.000]  概括來說,已忽所書第一至三章,我們說到教會的真理,所以前面也說了很多關於教會的本質
[00:03:35.000 --> 00:03:54.000]  但四至六章,我們說到信徒的生活,前面可以說是神給教會的恩典,而後面就是信徒對這份恩典的回應
[00:03:54.000 --> 00:04:11.000]  因此第四章第一節,就很清楚明白地說,使徒保羅說很清楚地表達,信徒既然蒙召行事為人,就當與蒙召的恩相稱
[00:04:11.000 --> 00:04:14.000]  所以是一個對等的情況
[00:04:14.000 --> 00:04:22.000]  這裡提到行事為人,行事我們明白就是做事的手法和態度
[00:04:22.000 --> 00:04:31.000]  為人就是指我們的待人接物,包括我們整個人的生活狀況
[00:04:31.000 --> 00:04:44.000]  而在很多的縱的關係當中,在第四章一直打下去,包括有夫妻,主僕等等
[00:04:44.000 --> 00:04:52.000]  但保羅一開始要強調的是教會的生活
[00:04:52.000 --> 00:05:04.000]  作為信徒,我們需要明白上帝在教會裡,讓我們這群人走在一起的時候,祂的心意和目的是什麼
[00:05:04.000 --> 00:05:13.000]  或者說我們在與頂姐妹一起去服事的過程,我們又需要關注的是什麼呢?
[00:05:13.000 --> 00:05:16.000]  今天主要跟大家分開兩方面
[00:05:16.000 --> 00:05:25.000]  第一方面,前面第四章一至十節,就提到竭力保守合一
[00:05:25.000 --> 00:05:34.000]  什麼都還沒說,第一件事很清楚地說,原來教會裡合一是相當重要的
[00:05:34.000 --> 00:05:46.000]  早一年多的時間,香港基督教裡有一位名牧,即安息主懷
[00:05:46.000 --> 00:05:56.000]  不知道大家有沒有印象,當牧者離開的時候,都是引申了一些風波
[00:05:56.000 --> 00:06:04.000]  為什麼呢?因為家人根據牧師的意願,想喪事要低調處理
[00:06:04.000 --> 00:06:10.000]  但反過來,教會就說對這位牧師的認識和敬重
[00:06:10.000 --> 00:06:21.000]  他們覺得需要讓會眾有機會參與追思的安息禮
[00:06:21.000 --> 00:06:27.000]  結果雙方僵持不下,不單在公開場合對質
[00:06:27.000 --> 00:06:33.000]  甚至在平台網絡上對罵
[00:06:33.000 --> 00:06:37.000]  我自己侍奉了這麼多年,都是第一次聽
[00:06:37.000 --> 00:06:42.000]  很多人都是第一次聽,很奇怪
[00:06:42.000 --> 00:06:46.000]  當然我們不是局內人,我們是局外的
[00:06:46.000 --> 00:06:50.000]  我們不知道背後的故事發生什麼
[00:06:50.000 --> 00:06:58.000]  不過我想雙方都僵持不下的時候,總是覺得自己對
[00:06:58.000 --> 00:07:05.000]  真理在我那邊,總覺得我們做的事情是最好的
[00:07:05.000 --> 00:07:08.000]  或者覺得對方有問題
[00:07:08.000 --> 00:07:18.000]  以至神的教會在這些事情上面對一個很大的考驗和挑戰
[00:07:18.000 --> 00:07:22.000]  所以求主都幫助我們
[00:07:22.000 --> 00:07:29.000]  保羅提醒教會,要竭力保守教會的合一
[00:07:29.000 --> 00:07:34.000]  要保守教會合一,我們有什麼需要留意呢?
[00:07:34.000 --> 00:07:40.000]  第一方面在第二至三節,聖經說
[00:07:40.000 --> 00:07:47.000]  凡事謙虛、溫柔、忍耐,用愛心互相寬容,用和平彼此聯絡
[00:07:47.000 --> 00:07:52.000]  竭力保守聖靈所賜合一的心
[00:07:52.000 --> 00:07:57.000]  這裡提到有五個生命的素質
[00:07:57.000 --> 00:08:05.000]  這五個生命的素質正正是影響著教會或信徒的合一關係
[00:08:05.000 --> 00:08:09.000]  謙虛是什麼?我們應該都明白
[00:08:09.000 --> 00:08:15.000]  就是在神面前一個很真誠、謙卑自己的生命
[00:08:15.000 --> 00:08:20.000]  而不是只是一種外表的虛偽
[00:08:20.000 --> 00:08:25.000]  溫柔就是對神那份信服的心
[00:08:25.000 --> 00:08:32.000]  以至帶來對人有一種寬宏、寬廣的心來接納
[00:08:32.000 --> 00:08:39.000]  忍耐就是堅定不移的一份內心
[00:08:39.000 --> 00:08:47.000]  是一份持久、長久的,不是一件或兩件事或簡單的短時間
[00:08:47.000 --> 00:08:53.000]  用愛心來互相寬容,需要寬容代表什麼?
[00:08:53.000 --> 00:09:00.000]  意思是有些東西可能令你感覺到不舒服
[00:09:00.000 --> 00:09:07.000]  硬著硬著,這時候正是我們需要實踐這份愛心的時候
[00:09:07.000 --> 00:09:12.000]  用和平彼此的聯絡,聯絡是什麼?
[00:09:12.000 --> 00:09:15.000]  就是原來原文是綁在一起的意思
[00:09:15.000 --> 00:09:19.000]  這幾年我們經常聽到一個詞彙,叫什麼?
[00:09:19.000 --> 00:09:26.000]  生命共同體,我們原來是生命共同體
[00:09:26.000 --> 00:09:31.000]  我們是憂戚與共,同樣相關
[00:09:31.000 --> 00:09:36.000]  所以上述這五個特質,頂姐妹你檢視一下
[00:09:36.000 --> 00:09:39.000]  你覺得自己哪個是最強的?
[00:09:39.000 --> 00:09:46.000]  謙虛、溫柔、忍耐、愛心、和平
[00:09:46.000 --> 00:09:51.000]  哪個最強?哪個最弱?
[00:09:51.000 --> 00:09:56.000]  (笑聲)
[00:09:56.000 --> 00:09:59.000]  這個我們自己想吧
[00:09:59.000 --> 00:10:06.000]  原來造成人際不和的因素是什麼?
[00:10:06.000 --> 00:10:11.000]  很多時候就是過於自以為是
[00:10:11.000 --> 00:10:15.000]  我們說話有時不留餘地
[00:10:15.000 --> 00:10:19.000]  衝動、欠耐性、缺乏愛心
[00:10:19.000 --> 00:10:24.000]  過份強調你或我,而忽視了我們
[00:10:24.000 --> 00:10:31.000]  有時有意無意,從我們面部身體肢體的語言
[00:10:31.000 --> 00:10:35.000]  都好像感覺到,他人於千里之外
[00:10:35.000 --> 00:10:38.000]  這個值得我們關注
[00:10:38.000 --> 00:10:42.000]  所以保羅提醒說,教會要保持合一
[00:10:42.000 --> 00:10:46.000]  第一就是五個生命的素質在我們中間
[00:10:46.000 --> 00:10:49.000]  真實的情況是怎樣呢?
[00:10:49.000 --> 00:10:53.000]  第二就是要堅持合一的基礎
[00:10:53.000 --> 00:10:57.000]  在第四至第六節,我們一起讀一讀
[00:10:57.000 --> 00:11:00.000]  身體只有一個,聖靈只有一個
[00:11:00.000 --> 00:11:04.000]  正如你們夢照,同有一個指望
[00:11:04.000 --> 00:11:07.000]  一主一信一洗一神
[00:11:07.000 --> 00:11:10.000]  就是眾人乎,超乎眾人之上
[00:11:10.000 --> 00:11:15.000]  半乎眾人之中,也住在眾人之內
[00:11:15.000 --> 00:11:21.000]  所以保羅提出,這裡有七個合一的基礎
[00:11:21.000 --> 00:11:24.000]  七個合一的基礎
[00:11:24.000 --> 00:11:28.000]  同一個身體,同一個聖靈
[00:11:28.000 --> 00:11:30.000]  本來是一個個出口
[00:11:30.000 --> 00:11:35.000]  同一個聖靈,同一個的召命
[00:11:35.000 --> 00:11:40.000]  一主一信一洗
[00:11:40.000 --> 00:11:47.000]  我們聖餐的時候,大家應該都唱過這首歌
[00:11:47.000 --> 00:11:50.000]  同一個身體,記不記得
[00:11:50.000 --> 00:11:53.000]  不知道你們唱的時候有沒有什麼感觸呢?
[00:11:53.000 --> 00:11:55.000]  同一個身體
[00:11:55.000 --> 00:11:57.000]  歌詞是這樣說的
[00:11:57.000 --> 00:12:00.000]  是同一個餅,是同一個杯
[00:12:00.000 --> 00:12:05.000]  是同一個的身體,承受同一滴血
[00:12:05.000 --> 00:12:12.000]  富哥說,是者張開的餅,讓我眾貴於一身
[00:12:12.000 --> 00:12:18.000]  是者傾倒的杯,來讓我們有這個潔淨
[00:12:18.000 --> 00:12:24.000]  是者同德的恩,讓我們眾人更深深的感恩
[00:12:24.000 --> 00:12:29.000]  是同一個的身體,承受同一滴血
[00:12:29.000 --> 00:12:32.000]  所以現在鼓勵你看一看你周圍的弟兄姊妹
[00:12:32.000 --> 00:12:35.000]  這些都是跟你同領餅的人
[00:12:35.000 --> 00:12:38.000]  這些都是跟你同領杯的人
[00:12:38.000 --> 00:12:44.000]  這些都是上帝放在我們中間,跟你是同一個身體的人
[00:12:44.000 --> 00:12:47.000]  你覺不覺得他是你肢體的一部分
[00:12:47.000 --> 00:12:49.000]  你覺不覺得
[00:12:49.000 --> 00:12:51.000]  跟他打個招呼吧
[00:12:51.000 --> 00:12:53.000]  (笑)
[00:12:53.000 --> 00:12:58.000]  有時候很怕弟兄姊妹回來後很目獨
[00:12:58.000 --> 00:13:01.000]  目目睹睹地走回來
[00:13:01.000 --> 00:13:03.000]  然後又目目睹睹地走出去
[00:13:03.000 --> 00:13:07.000]  有時候站在門口想跟他打招呼,我已經看得不好
[00:13:07.000 --> 00:13:11.000]  想跟他打招呼,但他還是看不到人,走出去
[00:13:11.000 --> 00:13:15.000]  當然背後可能有他在想事情,有很多故事
[00:13:15.000 --> 00:13:17.000]  我自己很明白
