
[00:00:00.000 --> 00:00:02.720]  可否給掌聲今天的侍奉團隊
[00:00:02.720 --> 00:00:07.000]  包括敬拜隊、詩詩隊及AV Team
[00:00:07.000 --> 00:00:09.800]  多謝他們的服侍
[00:00:09.800 --> 00:00:11.480]  剛才一路敬拜時
[00:00:11.480 --> 00:00:14.400]  有一幅圖畫在我的腦裏出現了
[00:00:14.400 --> 00:00:18.000]  可能這段時間都是比較忙碌的日子
[00:00:18.000 --> 00:00:22.200]  有個圖畫就是我在海裏
[00:00:22.200 --> 00:00:24.320]  那些浪又蓋過來了
[00:00:24.320 --> 00:00:27.400]  有暗湧、有漩渦
[00:00:27.400 --> 00:00:29.080]  但上帝跟我說
[00:00:29.080 --> 00:00:34.600]  我的畫能夠讓你在風暴裏得到平安
[00:00:34.600 --> 00:00:38.600]  我的畫能夠引導你去到我的身邊
[00:00:38.600 --> 00:00:40.600]  我感覺很溫暖
[00:00:40.600 --> 00:00:43.400]  而且平安馬上回來了
[00:00:43.400 --> 00:00:46.400]  希望弟兄姊妹你都能夠經歷
[00:00:46.400 --> 00:00:48.400]  在主義裏面的平安
[00:00:48.400 --> 00:00:49.400]  在你的生命裏面
[00:00:49.400 --> 00:00:55.400]  現在是10月
[00:00:55.400 --> 00:00:57.400]  好像又過了暑假
[00:00:57.400 --> 00:00:58.400]  沒有多久
[00:00:58.400 --> 00:01:00.400]  雖然我離開了青少部數年
[00:01:00.400 --> 00:01:03.400]  但我都很留意你們的活動
[00:01:03.400 --> 00:01:06.400]  暑假裏面很忙碌
[00:01:06.400 --> 00:01:09.400]  有短孫、有營會
[00:01:09.400 --> 00:01:11.400]  很多活動都很精彩
[00:01:11.400 --> 00:01:14.400]  除了留意到青少部的暑假
[00:01:14.400 --> 00:01:19.400]  我亦留意到暑假大家都去不少旅行
[00:01:19.400 --> 00:01:23.400]  我不知道最近的假期大家有沒有去旅行
[00:01:23.400 --> 00:01:25.400]  不過去旅行的並不是你們
[00:01:25.400 --> 00:01:28.400]  你們的哥哥姐姐升上X的那些
[00:01:28.400 --> 00:01:31.400]  他們一場假都是去旅行
[00:01:31.400 --> 00:01:37.400]  我不知道是否讀書壓力很大
[00:01:37.400 --> 00:01:39.400]  工作壓力也很大
[00:01:39.400 --> 00:01:41.400]  你們帶不帶壓力?
[00:01:41.400 --> 00:01:42.400]  你看看你旁邊的那些人
[00:01:42.400 --> 00:01:43.400]  你覺得他們帶不帶壓力?
[00:01:43.400 --> 00:01:46.400]  帶壓力到他們都沒有反應
[00:01:46.400 --> 00:01:50.400]  可能真的壓力大
[00:01:50.400 --> 00:01:52.400]  總是要離開香港
[00:01:52.400 --> 00:01:55.400]  才能減少壓力
[00:01:55.400 --> 00:01:57.400]  我不知道
[00:01:57.400 --> 00:02:03.400]  好像旅行是香港人生活的一個部分
[00:02:03.400 --> 00:02:06.400]  不過我又想
[00:02:06.400 --> 00:02:09.400]  作為基督徒的我們
[00:02:09.400 --> 00:02:12.400]  我們又應該有怎樣的生活方式呢?
[00:02:12.400 --> 00:02:15.400]  當然去旅行是可以的
[00:02:15.400 --> 00:02:17.400]  我還經常跟觀眾說
[00:02:17.400 --> 00:02:18.400]  你快點放假
[00:02:18.400 --> 00:02:20.400]  不要做那麼多事
[00:02:20.400 --> 00:02:21.400]  是可以的
[00:02:21.400 --> 00:02:23.400]  但我會想
[00:02:23.400 --> 00:02:26.400]  會不會有時候一些生活方式
[00:02:26.400 --> 00:02:29.400]  或習慣都未必是天賦喜悅的
[00:02:29.400 --> 00:02:31.400]  是合神心意的
[00:02:31.400 --> 00:02:33.400]  有沒有一些生活方式
[00:02:33.400 --> 00:02:37.400]  習慣都在阻礙我們的靈命成長呢?
[00:02:37.400 --> 00:02:39.400]  希望今天透過已忽所書
[00:02:39.400 --> 00:02:43.400]  看看上帝對我們的生命有什麼提醒
[00:02:43.400 --> 00:02:49.400]  今日的經文是已忽所書的四章十七到二十四節
[00:02:49.400 --> 00:02:51.400]  我邀請大家一起讀
[00:02:51.400 --> 00:02:52.400]  預備起
[00:02:52.400 --> 00:02:54.400]  所以我這樣說
[00:02:54.400 --> 00:02:57.400]  且類主類鄭重地說
[00:02:57.400 --> 00:02:59.400]  你們行事為人
[00:02:59.400 --> 00:03:01.400]  不要再仗愛幫人
[00:03:01.400 --> 00:03:03.400]  存虛妄的心而活
[00:03:03.400 --> 00:03:05.400]  他們心地昏昧
[00:03:05.400 --> 00:03:07.400]  因自己無知
[00:03:07.400 --> 00:03:08.400]  心裡剛硬
[00:03:08.400 --> 00:03:11.400]  而與神所似的生命隔絕了
[00:03:11.400 --> 00:03:13.400]  既然他們已經麻木
[00:03:13.400 --> 00:03:15.400]  就放縱情慾
[00:03:15.400 --> 00:03:18.400]  貪婪地行種種污穢的事
[00:03:18.400 --> 00:03:22.400]  但你們從基督學的不是這樣
[00:03:22.400 --> 00:03:25.400]  如果你們聽過他的道
[00:03:25.400 --> 00:03:27.400]  領了他的教
[00:03:27.400 --> 00:03:29.400]  因為真理就在耶穌裡
[00:03:29.400 --> 00:03:32.400]  你們要脫去從前的行為
[00:03:32.400 --> 00:03:34.400]  脫去救人
[00:03:34.400 --> 00:03:38.400]  這救我是因私欲的迷惑而漸漸敗壞的
[00:03:38.400 --> 00:03:42.400]  你們要把自己的心智更新
[00:03:42.400 --> 00:03:44.400]  並且穿上新我
[00:03:44.400 --> 00:03:48.400]  這新我是照著神的形象做的
[00:03:48.400 --> 00:03:51.400]  有從真理來的公義和成結
[00:03:51.400 --> 00:03:53.400]  我們向低頭禱告
[00:03:53.400 --> 00:03:56.400]  天主上繼續與我們同在
[00:03:56.400 --> 00:03:57.400]  讓我們看到
[00:03:57.400 --> 00:04:00.400]  不單止你是風浪上行走的主
[00:04:00.400 --> 00:04:01.400]  也讓我們看到
[00:04:01.400 --> 00:04:04.400]  你的話能夠讓我們經歷風浪
[00:04:04.400 --> 00:04:06.400]  你的話讓我們有新的生命
