
[00:00:00.000 --> 00:00:07.000]  突然姐妹早晨,感謝敬拜隊帶領我們回到神裡面去敬拜
[00:00:07.000 --> 00:00:12.000]  我猜我們平日很忙,很多事情要做
[00:00:12.000 --> 00:00:17.000]  有時也會錯過神在我們生命中的關係和位置
[00:00:17.000 --> 00:00:19.000]  在我們生活中
[00:00:19.000 --> 00:00:22.000]  我想每個星期回來,崇拜也是提醒我們
[00:00:22.000 --> 00:00:26.000]  神跟我們是有關係的,我們可以去找祂
[00:00:26.000 --> 00:00:28.000]  這也是我們可以去學習的東西
[00:00:28.000 --> 00:00:33.000]  今天跟大家分享訊息
[00:00:33.000 --> 00:00:40.000]  踏入四月,青少部又開始了一個新的月題
[00:00:40.000 --> 00:00:44.000]  如果大家有記得,由三月開始我們有一個新的轉變
[00:00:44.000 --> 00:00:49.000]  由三月到暑假,我們每個月的月題都很想看看
[00:00:49.000 --> 00:00:54.000]  青少部有六個元素,關係、牧養、成長、傳福、恩、服、示、敬、拜
[00:00:54.000 --> 00:00:59.000]  我們想看看聖經怎樣去看那些元素
[00:00:59.000 --> 00:01:04.000]  今個月我們跟大家看牧養這個字
[00:01:04.000 --> 00:01:08.000]  牧養,我不知道你想起什麼
[00:01:08.000 --> 00:01:11.000]  可能你會想,我初中而已,不關我的事
[00:01:11.000 --> 00:01:16.000]  一定是這邊跟導師說的,然後關上耳朵準備睡覺
[00:01:16.000 --> 00:01:24.000]  但不是的,弟兄姊妹,你試想像一下牧養是怎樣發生的
[00:01:24.000 --> 00:01:27.000]  牧養是需要有一個牧養人的人
[00:01:27.000 --> 00:01:32.000]  但同樣另一邊是需要有一個人被牧養
[00:01:32.000 --> 00:01:35.000]  牧養這個字才能夠順利發生
[00:01:35.000 --> 00:01:40.000]  所以牧養其實是基於一種互動和關係
[00:01:40.000 --> 00:01:47.000]  很想跟大家在進入經文之前分享一個我這幾年牧養的過程中
[00:01:47.000 --> 00:01:50.000]  發生一個通常都很普遍的情況
[00:01:50.000 --> 00:01:53.000]  我不知道這件事會不會在你身上也發生過
[00:01:53.000 --> 00:01:57.000]  不過你身如有雷同,實屬巧合
[00:01:57.000 --> 00:02:02.000]  你知道我平時會約大家吃飯,約大家聊天
[00:02:02.000 --> 00:02:12.000]  通常我會約大家吃飯,約你吃飯,聊聊天
[00:02:12.000 --> 00:02:16.000]  不過這幾年,當我第一次這樣問的時候
[00:02:16.000 --> 00:02:19.000]  都會有一個情況,是甚麼呢?
[00:02:19.000 --> 00:02:24.000]  寧鋒,你找我聊天,是不是有甚麼事?
[00:02:24.000 --> 00:02:33.000]  再釐清一次,如果這是你,我想告訴大家,很普遍,如有雷同,實屬巧合
[00:02:33.000 --> 00:02:38.000]  不過每一次被問的時候,我都在問自己一個問題
[00:02:38.000 --> 00:02:41.000]  我的形象是這樣的嗎?
[00:02:41.000 --> 00:02:45.000]  我的樣子算是很和藹可親
[00:02:45.000 --> 00:02:49.000]  起碼我對比阿君,我應該沒有她那麼兇
[00:02:49.000 --> 00:02:51.000]  雖然阿君很善良
[00:02:51.000 --> 00:02:54.000]  不過我會想到一個問題
[00:02:54.000 --> 00:02:58.000]  好像當有一個身份和角色出現的時候
[00:02:58.000 --> 00:03:05.000]  好像在牧羊的過程上,都會有一些範例出現
[00:03:05.000 --> 00:03:08.000]  範例是甚麼呢?好像有很多阻隔
[00:03:08.000 --> 00:03:12.000]  好像在牧羊上,我們作為組員
[00:03:12.000 --> 00:03:15.000]  有些事我們都想告訴導師
[00:03:15.000 --> 00:03:18.000]  不過可能我們說的時候又會想
[00:03:18.000 --> 00:03:20.000]  我的導師是一個甚麼類型的導師呢?
[00:03:20.000 --> 00:03:26.000]  如果我不是很喜歡這個類型的導師,我就未必想說
[00:03:26.000 --> 00:03:29.000]  到了牧者,距離又遠了一點
[00:03:29.000 --> 00:03:33.000]  又好像有一種階級觀念關係的緣故
[00:03:33.000 --> 00:03:39.000]  變相好像牧羊這件事要發生,中間有很多阻隔出現
[00:03:39.000 --> 00:03:44.000]  我會問一件事,其實牧羊應該是怎樣的呢?
[00:03:44.000 --> 00:03:47.000]  或者牧羊的關係應該是怎樣發生的呢?
[00:03:47.000 --> 00:03:51.000]  今天很想和大家看保羅的自白
[00:03:51.000 --> 00:03:57.000]  當中他分享一下他和鐵撒羅尼亞教會的頂尖姐妹的關係
[00:03:57.000 --> 00:04:01.000]  我想這段經文讓作為牧羊者的
[00:04:01.000 --> 00:04:04.000]  可能是導師的,或者同工我們的
[00:04:04.000 --> 00:04:05.000]  可能都有一些提醒
[00:04:05.000 --> 00:04:08.000]  但同樣作為被牧羊的頂尖姐妹
[00:04:08.000 --> 00:04:11.000]  可能我們都在當中有些事可以去學習
[00:04:11.000 --> 00:04:17.000]  今天我想看的經文是鐵撒羅尼亞前書的二章三到八節
[00:04:17.000 --> 00:04:22.000]  先講一下鐵撒羅尼亞前後書,他有兩本書
[00:04:22.000 --> 00:04:27.000]  其實是保羅寫給鐵撒羅尼亞教會的書信
[00:04:27.000 --> 00:04:34.000]  當時他寫這封信的時候,很想去回應當時教會的三個問題
[00:04:34.000 --> 00:04:35.000]  第一個問題是什麼呢?
[00:04:35.000 --> 00:04:41.000]  就是他很想面對面對受逼迫的信徒,如何去堅持信仰
[00:04:41.000 --> 00:04:47.000]  第二,他很想面對一群本來信奉外邦異教的信徒
[00:04:47.000 --> 00:04:52.000]  現在信奉基督教,他如何去持守聖潔的生活呢?
[00:04:52.000 --> 00:04:58.000]  第三,保羅很想澄清當時江湖的術士
[00:04:58.000 --> 00:05:05.000]  又或者有很多不同的人對於保羅自己和他的團隊傳教的一些指控
[00:05:05.000 --> 00:05:08.000]  因為當時的人指控他們什麼呢?
[00:05:08.000 --> 00:05:13.000]  就說他們的團隊的品格、傳道的動機都很有問題
[00:05:13.000 --> 00:05:17.000]  所以保羅很想透過他的自白去澄清
[00:05:17.000 --> 00:05:23.000]  其實我不是這樣的,我不是有什麼私心的
[00:05:23.000 --> 00:05:27.000]  我們一起看一下經文裡面發生了什麼事
[00:05:27.000 --> 00:05:30.000]  我們一起先讀這幾個經文,二章三到八節
[00:05:30.000 --> 00:05:32.000]  我們一起讀,準備起
[00:05:32.000 --> 00:05:40.000]  我們的怯面不是出於錯誤,不是出於污穢,也不是用詭詐
[00:05:40.000 --> 00:05:45.000]  但上帝既然嚴重了我們,把福音託付我們
[00:05:45.000 --> 00:05:54.000]  我們就照樣說,不是要討人喜歡,那是要討那察言我們心的上帝喜歡
[00:05:54.000 --> 00:05:59.000]  因為我們從來沒有用過纏綿的話
[00:05:59.000 --> 00:06:03.000]  這是你們知道的,也沒有藏著貪心
[00:06:03.000 --> 00:06:06.000]  這是上帝可以作見證的
[00:06:06.000 --> 00:06:12.000]  我們作基督的使徒,雖然可以叫人尊重要求什麼
[00:06:12.000 --> 00:06:16.000]  卻沒有向你們或別人求榮耀
[00:06:16.000 --> 00:06:23.000]  旨在你們中間存心溫柔,如同母親養自己的孩子
[00:06:23.000 --> 00:06:29.000]  我們既是這樣愛你們,不但願意將上帝的福音給你們
[00:06:29.000 --> 00:06:36.000]  連自己的性命也願意給你們,因你們是我們所同愛的
[00:06:36.000 --> 00:06:40.000]  我們一起先讀,主願你帶領我們
[00:06:40.000 --> 00:06:45.000]  讓我們此刻打開心,讓你的話語進入我們心靈
[00:06:45.000 --> 00:06:50.000]  讓我們思想,藉著保羅的分享成為我們今天的提醒
[00:06:50.000 --> 00:06:54.000]  願你帶領我們,祈禱交託,奉主明求,阿門
[00:06:54.000 --> 00:06:59.000]  剛才大家讀的經文中,當你讀三至五節的時候
[00:06:59.000 --> 00:07:03.000]  很特別的,你會看到出現了保羅說了幾個不是
[00:07:03.000 --> 00:07:10.000]  這幾個不是正正帶出他當時傳道、牧養的動機是什麼
[00:07:10.000 --> 00:07:16.000]  他很想澄清,他說不是錯誤,不是出於污穢,不是用詭詐
[00:07:16.000 --> 00:07:21.000]  是什麼呢?不是錯誤,其實保羅很想說的就是
[00:07:21.000 --> 00:07:25.000]  他所傳講的不是一些神錯誤的真理
[00:07:25.000 --> 00:07:28.000]  而是真真正正是耶穌基督道成肉身
[00:07:28.000 --> 00:07:31.000]  怎樣為我們死的一些真理
[00:07:31.000 --> 00:07:34.000]  同樣,不是出於污穢是什麼呢?
[00:07:34.000 --> 00:07:41.000]  污穢這個字在聖經中很多時候都是用在講關於禮儀上的不潔
[00:07:41.000 --> 00:07:43.000]  或者一些性的不潔上
[00:07:43.000 --> 00:07:47.000]  不過很特別,如果我們按照上文下理
[00:07:47.000 --> 00:07:50.000]  就應該不是這個意思,其實是什麼意思呢?
[00:07:50.000 --> 00:07:54.000]  其實是在講一些自私和不純正的動機
[00:07:54.000 --> 00:07:56.000]  不是用詭詐
[00:07:56.000 --> 00:08:02.000]  原來這個字是在講一些有以有捕捉的意思
[00:08:02.000 --> 00:08:08.000]  就好像當時一些江湖術士會用一些偷呃拐騙的方式
[00:08:08.000 --> 00:08:12.000]  去引導人去跟從他增加自己的聲望
[00:08:12.000 --> 00:08:17.000]  保羅很想強調他去傳道去做牧養
[00:08:17.000 --> 00:08:19.000]  這三個動機,很想告訴你
[00:08:19.000 --> 00:08:24.000]  就是他去貼薩羅里加城去傳道去做牧養
[00:08:24.000 --> 00:08:26.000]  他沒有用什麼花言巧語
[00:08:26.000 --> 00:08:29.000]  也沒有像那些江湖術士那樣
[00:08:29.000 --> 00:08:31.000]  用一些偷呃拐騙的方式
[00:08:31.000 --> 00:08:36.000]  沒有隱藏一些不純正的動機來到他們的群體當中
[00:08:36.000 --> 00:08:39.000]  保羅之後在第四到第五節
[00:08:39.000 --> 00:08:44.000]  他更加重新來到這裡去傳道的時候
[00:08:44.000 --> 00:08:46.000]  其實他的初心是什麼呢?
[00:08:46.000 --> 00:08:49.000]  經文你看到他之後第四節就說
[00:08:49.000 --> 00:08:52.000]  神既然驗中了我們
[00:08:52.000 --> 00:08:55.000]  他用了這件事去做大前提
[00:08:55.000 --> 00:08:56.000]  其實是在講什麼呢?
[00:08:56.000 --> 00:09:03.000]  原來驗中這個字是有一種保羅好像被神考驗陷阱的意思
[00:09:03.000 --> 00:09:05.000]  好像突然間他拿了個牌
[00:09:05.000 --> 00:09:07.000]  神給了他一個牌去傳道
[00:09:07.000 --> 00:09:09.000]  就好像一些人去學車一樣
[00:09:09.000 --> 00:09:10.000]  學車是怎樣的呢?
[00:09:10.000 --> 00:09:13.000]  學車就要報課要上課
[00:09:13.000 --> 00:09:15.000]  之後你要考試
[00:09:15.000 --> 00:09:17.000]  你要過了這個試
[00:09:17.000 --> 00:09:20.000]  你就有個車牌可以在外面開車
[00:09:20.000 --> 00:09:22.000]  就好像這樣的情況
[00:09:22.000 --> 00:09:26.000]  保羅就說他傳道去到貼薩羅里加教會去做牧養
[00:09:26.000 --> 00:09:28.000]  是神給了他一個牌
[00:09:28.000 --> 00:09:30.000]  是神揀選了他
[00:09:30.000 --> 00:09:31.000]  他說他是有牌的
[00:09:31.000 --> 00:09:35.000]  可以去到他當中去分享去傳道
[00:09:35.000 --> 00:09:38.000]  保羅亦都說這個是他的使命
[00:09:38.000 --> 00:09:40.000]  是他的人生意義
[00:09:40.000 --> 00:09:42.000]  而正正因為這個是他的使命
[00:09:42.000 --> 00:09:43.000]  人生意義的時候
[00:09:43.000 --> 00:09:45.000]  保羅他強調的說什麼呢?
[00:09:45.000 --> 00:09:51.000]  他說他傳道的動機不是為了去取悅弟兄姊妹他們
[00:09:51.000 --> 00:09:54.000]  而是他只是一心要做的事
[00:09:54.000 --> 00:09:58.000]  就是要去討察驗他心的上帝喜悅
[00:09:58.000 --> 00:10:01.000]  保羅很想帶出的就是
[00:10:01.000 --> 00:10:04.000]  他所有的心思意念其實都是為神
[00:10:04.000 --> 00:10:07.000]  不是為了要做什麼去增加他的名聲
[00:10:07.000 --> 00:10:09.000]  所以保羅在第五節
[00:10:09.000 --> 00:10:12.000]  他更加說他沒有做什麼
[00:10:12.000 --> 00:10:14.000]  他用了兩個沒有去帶出
[00:10:14.000 --> 00:10:15.000]  你會看到的是
[00:10:15.000 --> 00:10:18.000]  他說他沒有用一些纏綿的說話
[00:10:18.000 --> 00:10:20.000]  纏綿的說話是什麼意思呢?
[00:10:20.000 --> 00:10:21.000]  纏綿的說話就是說
[00:10:21.000 --> 00:10:26.000]  有些奉承用考驗去欺騙的說話
[00:10:26.000 --> 00:10:27.000]  為什麼呢?
[00:10:27.000 --> 00:10:29.000]  為什麼保羅要用這個字去說呢?
[00:10:29.000 --> 00:10:32.000]  因為當時的社會有一個這樣的情況
[00:10:32.000 --> 00:10:37.000]  當時的社會裏面在市面上會出現一些賣東西的人
[00:10:37.000 --> 00:10:39.000]  甚至一些賣藝的人
[00:10:39.000 --> 00:10:42.000]  他就會透過不同的表演
[00:10:42.000 --> 00:10:48.000]  透過不同的方式去欺騙觀眾的錢
[00:10:48.000 --> 00:10:52.000]  或者用很多不同卑劣的手段去哄那些人的歡心
[00:10:52.000 --> 00:10:56.000]  希望去賺錢甚至增加自己的聲望
[00:10:56.000 --> 00:10:57.000]  所以保羅就說
[00:10:57.000 --> 00:11:00.000]  其實他在那個牧養的過程裏面
[00:11:00.000 --> 00:11:01.000]  在傳道的過程裏面
[00:11:01.000 --> 00:11:07.000]  他沒有說過任何要奉承的說話
[00:11:07.000 --> 00:11:09.000]  甚至他說什麼呢?
[00:11:09.000 --> 00:11:12.000]  他說沒有藏著貪心
[00:11:12.000 --> 00:11:13.000]  好像我們在想貪心的時候
[00:11:13.000 --> 00:11:15.000]  他在貪什麼呢?
[00:11:15.000 --> 00:11:17.000]  原來原文裏面有另一個meaning
[00:11:17.000 --> 00:11:19.000]  原來有另一個解釋
[00:11:19.000 --> 00:11:24.000]  就是說有一種戴面具和掩飾的意思
[00:11:24.000 --> 00:11:25.000]  保羅很想說
[00:11:25.000 --> 00:11:30.000]  他沒有假裝虔誠地去傳道
[00:11:30.000 --> 00:11:34.000]  希望那班會眾能夠奉承他
[00:11:34.000 --> 00:11:35.000]  或者撐他
[00:11:35.000 --> 00:11:37.000]  甚至增加自己的聲望
[00:11:37.000 --> 00:11:38.000]  保羅很想帶出
[00:11:38.000 --> 00:11:41.000]  原來當時有些人指控他
[00:11:41.000 --> 00:11:43.000]  說他打著傳福音的名號
[00:11:43.000 --> 00:11:48.000]  之後其實心裏是藏著一些不純正的動機
[00:11:48.000 --> 00:11:50.000]  但是保羅很想說
