
[00:00:00.000 --> 00:00:04.320]  見到這麼多弟兄姊妹能夠回來教會當中聚會
[00:00:04.320 --> 00:00:06.320]  真的很開心,很感恩
[00:00:06.320 --> 00:00:08.920]  我們一起給掌聲我們的神好不好
[00:00:08.920 --> 00:00:13.680]  也謝謝敬拜隊、樂隊、師徒和我們的服侍
[00:00:13.680 --> 00:00:15.680]  很感恩,很感恩
[00:00:15.680 --> 00:00:18.680]  再一次跟大家問安
[00:00:18.680 --> 00:00:21.200]  弟兄姊妹主內平安
[00:00:21.200 --> 00:00:23.880]  真的很感恩
[00:00:23.880 --> 00:00:26.760]  在過去第五波疫情裡面
[00:00:26.760 --> 00:00:30.320]  很可能在座或在線上的弟兄姊妹
[00:00:30.320 --> 00:00:32.760]  或你們認識的家人、親友
[00:00:32.760 --> 00:00:34.760]  都可能有染疫是不是
[00:00:34.760 --> 00:00:39.880]  過去其實在我們的教務和幹職童工裡面
[00:00:39.880 --> 00:00:42.880]  都有40位童工染疫
[00:00:42.880 --> 00:00:47.280]  在過程裡面都有一些艱難的時刻
[00:00:47.280 --> 00:00:49.480]  記得其中有一位幹事
[00:00:49.480 --> 00:00:52.880]  他一家五口都染疫
[00:00:52.880 --> 00:00:54.880]  三個小朋友
[00:00:54.880 --> 00:00:59.280]  其中六歲的兒女因為持續發燒
[00:00:59.280 --> 00:01:01.280]  高燒還要入院
[00:01:01.280 --> 00:01:03.280]  那時候都令我們很擔心
[00:01:03.280 --> 00:01:07.880]  這個疫情不單影響我們的健康
[00:01:07.880 --> 00:01:10.280]  更加影響整個社會的經濟
[00:01:10.280 --> 00:01:14.880]  最新的香港失業率已經去到5.4%
[00:01:14.880 --> 00:01:16.880]  超過20萬人失業
[00:01:16.880 --> 00:01:19.880]  不單影響經濟
[00:01:19.880 --> 00:01:20.880]  弟兄姊妹
[00:01:20.880 --> 00:01:22.880]  我們作為神的兒女
[00:01:22.880 --> 00:01:24.880]  有沒有影響我們的靈性
[00:01:24.880 --> 00:01:26.880]  有沒有影響我們的心靈
[00:01:26.880 --> 00:01:30.880]  不知道大家在艱難的日子裡面
[00:01:30.880 --> 00:01:32.880]  會不會特別感受到
[00:01:32.880 --> 00:01:34.880]  神好像離我很遠一樣
[00:01:34.880 --> 00:01:36.880]  有一首詩歌叫做
[00:01:36.880 --> 00:01:39.880]  「神呀你在哪裡,你在哪兒」
[00:01:39.880 --> 00:01:42.880]  其中有兩句心聲這樣說
[00:01:42.880 --> 00:01:47.880]  「我的心就好像迷失在絕處,前路無光」
[00:01:47.880 --> 00:01:49.880]  「神呀你在哪裡」
[00:01:49.880 --> 00:01:52.880]  「難道我的一生彷彿只有不幸遭遇」
[00:01:52.880 --> 00:01:55.880]  「神呀你不要無言不語」
[00:01:55.880 --> 00:01:59.880]  世界變得越來越重要
[00:01:59.880 --> 00:02:05.880]  我簡直有一種好像面目全非的感受
[00:02:05.880 --> 00:02:10.880]  但當我們回到這位不變的神面前的時候
[00:02:10.880 --> 00:02:12.880]  我們作為祂的兒女
[00:02:12.880 --> 00:02:15.880]  面對著這些轉變甚至艱難的時候
[00:02:15.880 --> 00:02:18.880]  我們還能不能夠帶著盼望繼續前行呢?
[00:02:19.880 --> 00:02:21.880]  好像先後那首詩歌一樣
[00:02:21.880 --> 00:02:24.880]  教會由本月開始
[00:02:24.880 --> 00:02:27.880]  就會有新的一年的講道系列
[00:02:27.880 --> 00:02:29.880]  叫做「轉變中的盼望」
[00:02:29.880 --> 00:02:31.880]  我們會透過以色列書
[00:02:31.880 --> 00:02:34.880]  一本比較深的舊約
[00:02:34.880 --> 00:02:36.880]  先知書天啟的文學
[00:02:36.880 --> 00:02:39.880]  去探索一下在艱難的日子裡
[00:02:39.880 --> 00:02:42.880]  神對子民的心意又是些什麼呢?
[00:02:42.880 --> 00:02:44.880]  今天是第一講
[00:02:44.880 --> 00:02:46.880]  我給的主題叫做
[00:02:46.880 --> 00:02:49.880]  「在艱難轉變中遇見神」
[00:02:49.880 --> 00:02:54.880]  以色列書是以第一人稱
[00:02:54.880 --> 00:02:56.880]  即是用「我」字來寫的
[00:02:56.880 --> 00:03:00.880]  看起來就像以色列的一本日記
[00:03:00.880 --> 00:03:03.880]  但我覺得更像一本靈修札記
[00:03:03.880 --> 00:03:07.880]  在座的還有沒有人寫靈修札記呢?
[00:03:07.880 --> 00:03:11.880]  舉高一點吧!為你們感恩!
[00:03:11.880 --> 00:03:13.880]  好,我們為你們感恩
[00:03:13.880 --> 00:03:15.880]  不單止你們願意用時間
[00:03:15.880 --> 00:03:18.880]  也願意透過文字去記錄
[00:03:18.880 --> 00:03:20.880]  你們在神裡面領受的說話
[00:03:20.880 --> 00:03:23.880]  還有你們與神之間的經歷
[00:03:23.880 --> 00:03:27.880]  我們進入以色列書之前
[00:03:27.880 --> 00:03:30.880]  邀請大家跟我一起祈禱
[00:03:30.880 --> 00:03:33.880]  以馬來你的神,我們多謝你
[00:03:33.880 --> 00:03:35.880]  多謝你與我們同在
[00:03:35.880 --> 00:03:37.880]  這一刻你就與我們同在
[00:03:37.880 --> 00:03:39.880]  你要對我們去說話
[00:03:39.880 --> 00:03:41.880]  求你開我們的耳
[00:03:41.880 --> 00:03:44.880]  你要在我們身上有所作為
[00:03:44.880 --> 00:03:46.880]  求你開我們的眼
[00:03:46.880 --> 00:03:50.880]  你更加要讓我們的心能夠體會
[00:03:50.880 --> 00:03:54.880]  你同在帶給我們的盼望和力量
[00:03:54.880 --> 00:03:56.880]  我們就將我們的心交託
[00:03:56.880 --> 00:03:58.880]  多謝你聽我們的禱告
[00:03:58.880 --> 00:04:00.880]  奉靠主耶穌的聖名而求
[00:04:00.880 --> 00:04:01.880]  阿們
[00:04:01.880 --> 00:04:06.880]  我們先讀第一章第一召第三節
[00:04:06.880 --> 00:04:09.880]  在轉變裡察覺神的同在
[00:04:09.880 --> 00:04:11.880]  會長跟我一起讀吧!
[00:04:11.880 --> 00:04:14.880]  在三十年四月初五
[00:04:14.880 --> 00:04:18.880]  我在加巴魯河邊秘魯的人當中
[00:04:18.880 --> 00:04:20.880]  那時天開了
[00:04:20.880 --> 00:04:22.880]  我看見神的異象
[00:04:22.880 --> 00:04:27.880]  正是約阿根王秘魯的第五年四月初五
[00:04:27.880 --> 00:04:31.880]  正在吉之地的加巴魯河邊
[00:04:31.880 --> 00:04:35.880]  耶和華的話特地臨到布西的兒子
[00:04:35.880 --> 00:04:37.880]  以西傑濟斯
[00:04:37.880 --> 00:04:40.880]  耶和華的手按在他身上
[00:04:41.880 --> 00:04:44.880]  頭三節是傳卷書的引子
[00:04:44.880 --> 00:04:46.880]  介紹以西傑這個人
[00:04:46.880 --> 00:04:50.880]  和他當時身處的時空和國際形勢
[00:04:50.880 --> 00:04:52.880]  第一節是他的自述
[00:04:52.880 --> 00:04:55.880]  第二第三節是編者的補充
[00:04:55.880 --> 00:04:59.880]  亦是傳卷書裡唯一一個地方有編者的補充
[00:04:59.880 --> 00:05:04.880]  我是布西的兒子以西傑濟斯
[00:05:04.880 --> 00:05:06.880]  三十年四月初五
[00:05:06.880 --> 00:05:11.880]  正是約阿根王秘魯的第五年四月初五
[00:05:11.880 --> 00:05:13.880]  發生在什麼地方呢?
[00:05:13.880 --> 00:05:15.880]  就是加巴魯河邊
[00:05:15.880 --> 00:05:17.880]  就是迦勒底人的地方
[00:05:17.880 --> 00:05:20.880]  那時天開了
[00:05:20.880 --> 00:05:23.880]  我看見神的異象
[00:05:23.880 --> 00:05:24.880]  編者再說
[00:05:24.880 --> 00:05:27.880]  耶和華的話特地臨到他
[00:05:27.880 --> 00:05:30.880]  耶和華的手按在他身上
[00:05:30.880 --> 00:05:35.880]  作者以西傑出生在猶大宗教領袖的家庭
[00:05:35.880 --> 00:05:38.880]  按照文宿記第四章
[00:05:38.880 --> 00:05:40.880]  他由三十歲開始
[00:05:40.880 --> 00:05:42.880]  可以繼承他父親布西
[00:05:42.880 --> 00:05:45.880]  在耶路撒冷的聖殿裡擔任濟斯
[00:05:45.880 --> 00:05:48.880]  所以很多學者認為
[00:05:48.880 --> 00:05:50.880]  再三十年
[00:05:50.880 --> 00:05:53.880]  就是以西傑剛剛踏入
[00:05:53.880 --> 00:05:56.880]  可以做濟斯的歲數
[00:05:56.880 --> 00:05:57.880]  即是多少歲?
[00:05:57.880 --> 00:05:59.880]  三十歲
[00:05:59.880 --> 00:06:01.880]  但是很不幸
[00:06:01.880 --> 00:06:04.880]  這一年正是約阿根王
[00:06:04.880 --> 00:06:07.880]  秘魯的第五年
[00:06:07.880 --> 00:06:10.880]  而以西傑也是同期秘魯
[00:06:10.880 --> 00:06:12.880]  所以他已經去到巴比倫
[00:06:12.880 --> 00:06:14.880]  迦勒底的地方
[00:06:14.880 --> 00:06:16.880]  足足已經五年了
[00:06:16.880 --> 00:06:20.880]  現在他就和其他秘魯的猶太人一起
[00:06:20.880 --> 00:06:23.880]  在加巴魯河邊
[00:06:23.880 --> 00:06:25.880]  過著一個比難民
[00:06:25.880 --> 00:06:27.880]  更加坎坷的生活
[00:06:27.880 --> 00:06:30.880]  詩篇第137篇
[00:06:30.880 --> 00:06:35.880]  這樣去導出這班秘魯之民的心聲
[00:06:35.880 --> 00:06:39.880]  我們在巴比倫的河邊
[00:06:39.880 --> 00:06:41.880]  坐在那裡
[00:06:41.880 --> 00:06:43.880]  追上石鞍就哭了
[00:06:43.880 --> 00:06:46.880]  在一排的柳樹中
[00:06:46.880 --> 00:06:48.880]  我們掛上我們的樹琴
[00:06:48.880 --> 00:06:51.880]  擄掠我們的
[00:06:51.880 --> 00:06:53.880]  在那裡要我們唱歌
[00:06:53.880 --> 00:06:54.880]  搶奪我們的
[00:06:54.880 --> 00:06:56.880]  要我們為他們作樂
[00:06:56.880 --> 00:06:58.880]  唱首歌
[00:06:58.880 --> 00:06:59.880]  唱首石鞍歌吧
[00:07:00.880 --> 00:07:03.880]  我們怎麼能夠在外邦的地方
[00:07:03.880 --> 00:07:05.880]  唱耶和華的歌呢
[00:07:05.880 --> 00:07:09.880]  三十歲的以西傑
[00:07:09.880 --> 00:07:13.880]  面對著的是
[00:07:13.880 --> 00:07:14.880]  國家沒了
[00:07:14.880 --> 00:07:16.880]  聖殿沒了
[00:07:16.880 --> 00:07:19.880]  連他的工作也沒了
[00:07:19.880 --> 00:07:22.880]  他還被迫
[00:07:22.880 --> 00:07:24.880]  要去到一個
[00:07:24.880 --> 00:07:26.880]  不同的政治體系
[00:07:26.880 --> 00:07:29.880]  去到一個很陌生的地方
[00:07:29.880 --> 00:07:31.880]  變成了另一個的身份
[00:07:31.880 --> 00:07:34.880]  就好像讀完學位
[00:07:34.880 --> 00:07:36.880]  現在已經沒用
[00:07:36.880 --> 00:07:38.880]  社會過去的安定繁榮
[00:07:38.880 --> 00:07:40.880]  都好像消失了
[00:07:40.880 --> 00:07:41.880]  如果給了你
[00:07:41.880 --> 00:07:43.880]  你會怎樣呢
[00:07:43.880 --> 00:07:46.880]  或者你還可以怎樣呢
[00:07:46.880 --> 00:07:49.880]  更慘的是
[00:07:49.880 --> 00:07:51.880]  這班秘魯的猶太人
[00:07:51.880 --> 00:07:53.880]  他們以為連神都離開了他們
[00:07:54.880 --> 00:07:56.880]  因為他們以為神
[00:07:56.880 --> 00:07:58.880]  住在耶路撒冷的聖殿裡
[00:07:58.880 --> 00:08:02.880]  所以當他們離開了聖城和聖殿之後
[00:08:02.880 --> 00:08:04.880]  就等同離開了神
[00:08:04.880 --> 00:08:09.880]  所以他們更加覺得絕望
[00:08:09.880 --> 00:08:11.880]  更加覺得悲慘
[00:08:11.880 --> 00:08:14.880]  但是就在那一刻
[00:08:14.880 --> 00:08:17.880]  以西傑就看見天開了
[00:08:17.880 --> 00:08:20.880]  沒有人會想到
[00:08:20.880 --> 00:08:23.880]  竟然在巴比倫這個秘魯之地
[00:08:24.880 --> 00:08:27.880]  神仍然和他們同在
[00:08:27.880 --> 00:08:31.880]  以西傑書11章第16節
[00:08:31.880 --> 00:08:34.880]  主要說如此說
[00:08:34.880 --> 00:08:37.880]  我雖然將以色列全家
[00:08:37.880 --> 00:08:39.880]  遠遠的流放到列國
[00:08:39.880 --> 00:08:41.880]  使他們分散在列邦
[00:08:41.880 --> 00:08:44.880]  我卻要在他們所到的列邦
[00:08:44.880 --> 00:08:47.880]  暫時作他們的聖所
[00:08:47.880 --> 00:08:51.880]  原來真正的聖所或者聖殿
[00:08:51.880 --> 00:08:53.880]  並不是一間建築物
[00:08:53.880 --> 00:08:56.880]  而是神和人同在的地方
[00:08:56.880 --> 00:09:00.880]  神這一刻就在我們當中
[00:09:00.880 --> 00:09:03.880]  在那時候
[00:09:03.880 --> 00:09:07.880]  神親自主動地去到巴比倫和以西傑同在
[00:09:07.880 --> 00:09:11.880]  而且還叫他們看見神的異象
[00:09:11.880 --> 00:09:13.880]  聽到耶和華的說話
[00:09:13.880 --> 00:09:17.880]  感受到耶和華的手按在他們身上
[00:09:17.880 --> 00:09:20.880]  對我來說
[00:09:20.880 --> 00:09:23.880]  過去這幾年香港的轉變
[00:09:23.880 --> 00:09:27.880]  就是過去幾十年對我來說
[00:09:27.880 --> 00:09:29.880]  從未見過的艱難
[00:09:29.880 --> 00:09:31.880]  我小時候家裡很窮
[00:09:31.880 --> 00:09:34.880]  但是我仍然覺得
[00:09:34.880 --> 00:09:37.880]  過去這幾年比我小時候窮的生活更加艱難
[00:09:37.880 --> 00:09:44.880]  大鼎姐妹環境真的會有很大的轉變
[00:09:44.880 --> 00:09:48.880]  或者我們真的突然之間會遇到艱難
[00:09:49.880 --> 00:09:51.880]  但是神告訴我們
[00:09:51.880 --> 00:09:53.880]  這些處境的轉變
[00:09:53.880 --> 00:09:56.880]  能夠阻礙神的同在
[00:09:56.880 --> 00:09:59.880]  以賽夏書63章第9節說
[00:09:59.880 --> 00:10:03.880]  他們(百姓)在一切苦難當中
[00:10:03.880 --> 00:10:07.880]  百姓的神也同受苦難
[00:10:07.880 --> 00:10:11.880]  並且祂面前的使者要拯救他們
[00:10:11.880 --> 00:10:14.880]  神要和受苦的子民同在
[00:10:14.880 --> 00:10:17.880]  而且要拯救祂所愛的子民和兒女
[00:10:18.880 --> 00:10:20.880]  先前我提到的幹事
[00:10:20.880 --> 00:10:23.880]  後來他在幹事團契上分享見證
[00:10:23.880 --> 00:10:26.880]  他說最令我驚訝的就是神
[00:10:26.880 --> 00:10:31.880]  透過這次疫情讓我的孩子親身經歷
[00:10:31.880 --> 00:10:35.880]  一直以來我和太太都祈禱
[00:10:35.880 --> 00:10:39.880]  希望孩子可以經常經驗主的同在
[00:10:39.880 --> 00:10:42.880]  因為我們相信唯有親身的經驗
[00:10:42.880 --> 00:10:45.880]  才能成為下一代的一手信仰
[00:10:46.880 --> 00:10:49.880]  還記得染疫的第二天
[00:10:49.880 --> 00:10:52.880]  孩子發高燒,很不舒服
[00:10:52.880 --> 00:10:55.880]  他便偷偷地走進自己的房間裡
[00:10:55.880 --> 00:10:58.880]  躲在被窩裡祈禱
[00:10:58.880 --> 00:11:04.880]  他說:「天父,我不想死,我的頭很痛,求你醫治我。」
[00:11:04.880 --> 00:11:07.880]  六歲的二女在醫院的時候
[00:11:07.880 --> 00:11:10.880]  隔著視像,就和父母說
[00:11:10.880 --> 00:11:14.880]  「既然天父這麼愛我,為什麼要把我放在醫院?」
[00:11:14.880 --> 00:11:17.880]  「我要回家,為什麼天父不讓我回家?」
[00:11:17.880 --> 00:11:20.880]  後來二女出院之後
[00:11:20.880 --> 00:11:22.880]  他竟然和我們分享
[00:11:22.880 --> 00:11:27.880]  他說天父很愛她,而且還用詩歌去鼓勵她
[00:11:27.880 --> 00:11:29.880]  天父真的很愛我們
[00:11:29.880 --> 00:11:33.880]  他會用很獨特的方法讓我們去經歷
[00:11:33.880 --> 00:11:39.880]  我們全家在這次疫情裡得到的恩典數之不盡
[00:11:42.880 --> 00:11:45.880]  各位姐妹,在困難的中間
[00:11:45.880 --> 00:11:50.880]  我們很容易專注在難關、困難的當中
[00:11:50.880 --> 00:11:56.880]  但是當時的分享提醒我們
[00:11:56.880 --> 00:12:00.880]  我們的專注不是放在困難的中間
[00:12:00.880 --> 00:12:03.880]  甚至不是放在解決困難的中間
[00:12:03.880 --> 00:12:09.880]  而是放在在難關中怎樣經歷神的中間
[00:12:10.880 --> 00:12:13.880]  告訴大家,最近我預備這篇講章的時候
[00:12:13.880 --> 00:12:18.880]  壓力很大,我簡直到了一個很沮喪的地步
