
[00:00:00.000 --> 00:00:03.000]  「弟兄姊妹早晨」
[00:00:03.000 --> 00:00:05.600]  「隻隻敬拜你」帶我們去敬拜
[00:00:05.600 --> 00:00:08.600]  因為我們每個星期都回到上帝那裡
[00:00:08.600 --> 00:00:10.320]  我不知道這個星期你經歷了什麼
[00:00:10.320 --> 00:00:11.440]  或者你看見了什麼
[00:00:11.440 --> 00:00:14.160]  但是我想剛才敬拜的也很好
[00:00:14.160 --> 00:00:17.600]  那首安靜的歌也有我們的思想
[00:00:17.600 --> 00:00:20.400]  就是縱然我們生命中發生了很多事情
[00:00:20.400 --> 00:00:22.280]  但是我們不能夠去看見
[00:00:22.280 --> 00:00:24.480]  我們安靜下來的時候
[00:00:24.480 --> 00:00:26.000]  神是一個怎樣的神呢?
[00:00:26.000 --> 00:00:27.560]  所以鼓勵大家
[00:00:27.560 --> 00:00:29.880]  可能你回到教會很久了
[00:00:29.880 --> 00:00:30.840]  但是我也鼓勵你
[00:00:30.840 --> 00:00:32.160]  每一個星期都想想
[00:00:32.160 --> 00:00:35.040]  你認識了上帝什麼多一點呢?
[00:00:35.040 --> 00:00:38.560]  所以鼓勵大家慢慢踏出一步去試試
[00:00:38.560 --> 00:00:40.240]  今天不是我講道
[00:00:40.240 --> 00:00:42.320]  我想介紹今天的講員
[00:00:42.320 --> 00:00:46.520]  給掌聲的是沙拉和Vincent
[00:00:46.520 --> 00:00:50.480]  是我們台灣短孫的孫教士
[00:00:50.480 --> 00:00:52.000]  中三的弟兄姊妹
[00:00:52.000 --> 00:00:54.880]  暑假如果你願意的話
[00:00:54.880 --> 00:00:57.800]  有機會你也可以參與台灣短孫
[00:00:57.800 --> 00:01:00.600]  所以中一、中二你接下來也有機會的
[00:01:00.600 --> 00:01:07.040]  所以今天很開心邀請到沙拉來分享訊息
[00:01:07.040 --> 00:01:10.400]  昨天她的先生Vincent已經分享了一次
[00:01:10.400 --> 00:01:13.480]  今天就到沙拉在我們當中分享訊息
[00:01:13.480 --> 00:01:15.600]  我們將時間交給沙拉
[00:01:15.600 --> 00:01:18.720]  [掌聲]
[00:01:18.720 --> 00:01:19.360]  沙拉:Hello
[00:01:19.360 --> 00:01:20.640]  [笑]
[00:01:20.640 --> 00:01:21.440]  大家早晨
[00:01:21.440 --> 00:01:24.360]  好
[00:01:24.360 --> 00:01:25.640]  感謝主
[00:01:25.640 --> 00:01:27.600]  我們先用禱告開始
[00:01:27.600 --> 00:01:29.120]  我們一起低頭祈禱
[00:01:29.120 --> 00:01:32.800]  親愛的慈悲阿爸父感謝讚美你
[00:01:32.800 --> 00:01:35.760]  感謝你榮讓女兒今天早上
[00:01:35.760 --> 00:01:38.120]  和日中初中的學生一起
[00:01:38.120 --> 00:01:39.600]  我們一起敬拜讚美
[00:01:39.600 --> 00:01:41.120]  一起聽你的華語
[00:01:41.120 --> 00:01:42.800]  這個何等的美
[00:01:42.800 --> 00:01:44.320]  何等的善
[00:01:44.320 --> 00:01:47.120]  我們將我們的一切交託在上帝的手裏
[00:01:47.120 --> 00:01:49.160]  我們專注在你的華語當中
[00:01:49.160 --> 00:01:50.240]  我們打開心
[00:01:50.240 --> 00:01:52.320]  榮讓上帝你的真理
[00:01:52.320 --> 00:01:54.400]  在我們生命當中生根建造
[00:01:54.400 --> 00:01:55.240]  感謝你
[00:01:55.240 --> 00:01:57.760]  榮讓今天的早上完全在這一刻
[00:01:57.760 --> 00:02:00.600]  也是上帝你在我們當中
[00:02:00.600 --> 00:02:01.200]  多謝你
[00:02:01.200 --> 00:02:01.920]  上帝是你
[00:02:01.920 --> 00:02:03.640]  是我們坐著為王的主
[00:02:03.640 --> 00:02:05.440]  你掌管我們一切
[00:02:05.440 --> 00:02:05.920]  多謝你
[00:02:05.920 --> 00:02:06.560]  禱告交託
[00:02:06.560 --> 00:02:09.000]  奉賴主耶穌的聖名自祈求
[00:02:09.000 --> 00:02:09.760]  阿們
[00:02:09.760 --> 00:02:12.000]  我首先要說一說
[00:02:12.000 --> 00:02:13.960]  因為我們
[00:02:13.960 --> 00:02:16.880]  剛剛靈峯傳道也有說
[00:02:16.880 --> 00:02:18.840]  我們在台灣服侍
[00:02:18.840 --> 00:02:19.880]  先簡單介紹一下
[00:02:19.880 --> 00:02:24.880]  我們剛剛已經在台灣服侍
[00:02:24.880 --> 00:02:26.360]  已經有四年的時間
[00:02:26.360 --> 00:02:29.360]  正好我們現在要述職的時期
[00:02:29.360 --> 00:02:30.800]  所以我們可以回來
[00:02:30.800 --> 00:02:32.320]  我已經開始發現
[00:02:32.320 --> 00:02:35.520]  因為之前四年很多時間都會在台灣
[00:02:35.520 --> 00:02:37.480]  我們很少回到香港
[00:02:37.480 --> 00:02:39.960]  國語和廣東話
[00:02:39.960 --> 00:02:42.480]  我有時候會混淆
[00:02:42.480 --> 00:02:43.440]  有一個笑話就是
[00:02:43.440 --> 00:02:44.320]  我和一個
[00:02:44.320 --> 00:02:46.640]  我都不記得是年輕人還是什麼
[00:02:46.640 --> 00:02:47.480]  我就問他
[00:02:47.480 --> 00:02:50.880]  你下班嗎?
[00:02:50.880 --> 00:02:51.880]  大家會聽到
[00:02:51.880 --> 00:02:53.600]  通常你們會說什麼?
[00:02:53.600 --> 00:02:55.360]  放工了
[00:02:55.360 --> 00:02:56.480]  或者收工了
[00:02:56.480 --> 00:02:57.680]  我已經沒有這些字
[00:02:57.680 --> 00:02:59.840]  但是我又在說廣東話
[00:02:59.840 --> 00:03:01.240]  你下班了
[00:03:01.240 --> 00:03:02.120]  所以如果
[00:03:02.120 --> 00:03:03.280]  台灣的
[00:03:03.280 --> 00:03:04.520]  是的,沒錯
[00:03:04.520 --> 00:03:06.120]  所以多謝你
[00:03:06.120 --> 00:03:07.400]  你應該很熟悉
[00:03:07.400 --> 00:03:11.920]  感恩我們真的在當中
[00:03:11.920 --> 00:03:13.920]  上帝真的給了我們夫婦二人
[00:03:13.920 --> 00:03:14.800]  在四年當中
[00:03:14.800 --> 00:03:17.920]  我們在台灣一個比較偏鄉的地方服侍
[00:03:17.920 --> 00:03:19.120]  我相信
[00:03:19.120 --> 00:03:21.040]  不如我先問一個小問題
[00:03:21.040 --> 00:03:23.240]  雖然靈峯傳道也跟我說過
[00:03:23.240 --> 00:03:24.920]  但是我想問一下問題
[00:03:24.920 --> 00:03:26.640]  有沒有反應不要緊
[00:03:26.640 --> 00:03:29.320]  你們可能不舉手就點頭
[00:03:29.320 --> 00:03:31.480]  笑或者動一下身
[00:03:31.480 --> 00:03:31.920]  都可以
[00:03:31.920 --> 00:03:33.280]  我都當你回答了我
[00:03:33.280 --> 00:03:35.600]  我想問
[00:03:35.600 --> 00:03:39.280]  從一月到現在
[00:03:39.280 --> 00:03:43.840]  大家是有去過台灣的
[00:03:43.840 --> 00:03:45.200]  可以就舉手
[00:03:45.200 --> 00:03:46.720]  不然就笑一笑
[00:03:46.720 --> 00:03:48.120]  或者動一動
[00:03:48.120 --> 00:03:49.800]  有,是不是?
[00:03:49.800 --> 00:03:52.520]  有沒有人未去過台灣的?
[00:03:52.520 --> 00:03:54.520]  都有
[00:03:54.520 --> 00:03:57.320]  目標在這邊
[00:03:57.320 --> 00:03:59.040]  未去過台灣的
[00:03:59.040 --> 00:04:02.240]  有沒有人去過台灣超過
[00:04:02.240 --> 00:04:04.520]  五隻手指以上的?
[00:04:04.520 --> 00:04:07.440]  都有
[00:04:07.440 --> 00:04:08.920]  非常好
[00:04:08.920 --> 00:04:13.320]  去過台灣哪裡?
[00:04:13.320 --> 00:04:14.200]  台北那裡
[00:04:14.200 --> 00:04:16.320]  非常好
[00:04:16.320 --> 00:04:18.360]  還有呢?
[00:04:18.360 --> 00:04:19.680]  這邊台北的代表
[00:04:19.680 --> 00:04:22.360]  這邊有沒有?
[00:04:22.360 --> 00:04:24.240]  墾丁就是南部的代表
[00:04:24.240 --> 00:04:26.040]  還有沒有?
[00:04:26.040 --> 00:04:27.840]  去墾丁應該喜歡游泳
[00:04:27.840 --> 00:04:30.000]  水的海灘那方面
[00:04:30.000 --> 00:04:31.640]  有沒有?
[00:04:31.640 --> 00:04:35.040]  有沒有中部和南部的代表?
[00:04:35.040 --> 00:04:36.840]  在那邊
[00:04:36.840 --> 00:04:38.840]  OK
[00:04:38.840 --> 00:04:39.840]  全個台灣去過
[00:04:39.840 --> 00:04:41.400]  嘩,厲害
[00:04:41.400 --> 00:04:45.200]  有沒有人想環島一次?
[00:04:45.200 --> 00:04:45.880]  踩單車?
[00:04:45.880 --> 00:04:47.080]  有,真的有
[00:04:47.080 --> 00:04:47.760]  但是我告訴你
[00:04:47.760 --> 00:04:51.120]  我們四年都實行不到這個事情
[00:04:51.120 --> 00:04:54.120]  所以有機會可以了解這個地方更多
[00:04:54.120 --> 00:04:56.240]  我和Vincent服侍的地方
[00:04:56.240 --> 00:04:57.440]  如果平常來說
[00:04:57.440 --> 00:04:59.840]  我們在對外會有一個代號
[00:04:59.840 --> 00:05:02.440]  叫「小孩子家庭」
[00:05:02.440 --> 00:05:03.240]  原因就是
[00:05:03.240 --> 00:05:06.320]  我們不知道上帝未來對我們呼召是怎樣
