
[00:00:00.000 --> 00:00:04.000]  早安,弟兄姊妹
[00:00:04.000 --> 00:00:08.000]  早安
[00:00:08.000 --> 00:00:13.000]  多謝敬拜隊帶領我們一起敬拜的時候
[00:00:13.000 --> 00:00:15.000]  我想每一個禮拜
[00:00:15.000 --> 00:00:18.000]  弟兄姊妹,我不知道初中的大家
[00:00:18.000 --> 00:00:20.000]  你怎樣看每一個禮拜回來去敬拜
[00:00:20.000 --> 00:00:23.000]  我想我們有時回來去敬拜
[00:00:23.000 --> 00:00:25.000]  都是讓我們看到在忙碌中
[00:00:25.000 --> 00:00:27.000]  很多事情在開學中
[00:00:27.000 --> 00:00:29.000]  其實我們仍然需要神
[00:00:29.000 --> 00:00:31.000]  所以鼓勵大家不要浪費
[00:00:31.000 --> 00:00:34.000]  每一次我們回來敬拜的時候
[00:00:34.000 --> 00:00:37.000]  讓我們一起經歷神禍
[00:00:37.000 --> 00:00:42.000]  弟兄姊妹,今個月的月題是堅持
[00:00:42.000 --> 00:00:44.000]  講到的月題
[00:00:44.000 --> 00:00:46.000]  我們今年有個主題叫
[00:00:46.000 --> 00:00:48.000]  Alive in Christ
[00:00:48.000 --> 00:00:50.000]  即是Let's Go and Shine
[00:00:50.000 --> 00:00:52.000]  很想在新學年
[00:00:52.000 --> 00:00:55.000]  第一件我們很想探討的事是堅持
[00:00:55.000 --> 00:00:57.000]  弟兄姊妹,很想問問大家
[00:00:57.000 --> 00:01:01.000]  你覺得自己是否一個堅持的人
[00:01:01.000 --> 00:01:04.000]  我欣賞這個很真誠的答案
[00:01:04.000 --> 00:01:07.000]  堅持可以繼續打機
[00:01:07.000 --> 00:01:09.000]  可能是你最大的東西
[00:01:09.000 --> 00:01:11.000]  我發現一件事
[00:01:11.000 --> 00:01:13.000]  這個年代的我們
[00:01:13.000 --> 00:01:15.000]  好像對於堅持這件事
[00:01:15.000 --> 00:01:17.000]  覺得很困難要去學
[00:01:17.000 --> 00:01:23.000]  我正在想究竟其實困難的地方是甚麼
[00:01:23.000 --> 00:01:26.000]  我從我的成長去看
[00:01:26.000 --> 00:01:28.000]  舉個例子,打機
[00:01:28.000 --> 00:01:30.000]  我的年代打機
[00:01:30.000 --> 00:01:33.000]  大家有沒有聽過一款遊戲叫世紀帝國
[00:01:33.000 --> 00:01:34.000]  你應該不知道
[00:01:34.000 --> 00:01:37.000]  因為這遊戲是很久歷史了
