
[00:00:00.000 --> 00:00:03.180]  謝謝敬拜隊帶領我們去敬拜
[00:00:03.180 --> 00:00:06.540]  我覺得敬拜很棒
[00:00:06.540 --> 00:00:08.540]  突然之間,我不知道你有什麼體會
[00:00:08.540 --> 00:00:10.540]  阿龍第一次大敬拜
[00:00:10.540 --> 00:00:14.080]  但我覺得很好的是他透過詩歌提醒我們
[00:00:14.080 --> 00:00:16.520]  我們生活中有很多不同的東西
[00:00:16.520 --> 00:00:18.520]  但我們如何回到敬拜中
[00:00:18.520 --> 00:00:20.520]  我們看到的是
[00:00:20.520 --> 00:00:22.520]  其實我們面對著很多不同的東西
[00:00:22.520 --> 00:00:25.320]  我們也可以敬拜,可以這樣捉緊主
[00:00:25.320 --> 00:00:27.320]  所以鼓勵大家
[00:00:27.320 --> 00:00:30.440]  同樣在生活中也要這樣做
[00:00:30.440 --> 00:00:32.440]  所以我覺得很感動
[00:00:32.440 --> 00:00:36.920]  敬拜,鼓勵大家一起在生活中學習
[00:00:36.920 --> 00:00:38.920]  今天跟大家分享
[00:00:38.920 --> 00:00:40.920]  一個這樣的主題
[00:00:40.920 --> 00:00:42.920]  你有沒有敏感肌
[00:00:42.920 --> 00:00:49.320]  最近我們的同工被Kare的食字氣勢感染了
[00:00:49.320 --> 00:00:51.320]  所以我突然間,忽發奇想
[00:00:51.320 --> 00:00:53.320]  也想到一個這樣的題目
[00:00:53.320 --> 00:00:55.320]  不過先澄清
[00:00:55.320 --> 00:00:57.320]  不是透過這個題目想介紹大家
[00:00:57.320 --> 00:00:59.320]  用哪一種藥膏去塗敏感肌
[00:00:59.320 --> 00:01:01.320]  因為不是肌肉的肌
[00:01:01.320 --> 00:01:03.320]  而是機會的肌
[00:01:03.320 --> 00:01:07.320]  不過很想在進入經文之前
[00:01:07.320 --> 00:01:09.320]  問大家一個問題
[00:01:09.320 --> 00:01:13.320]  你是否一個敏感的人
[00:01:13.320 --> 00:01:15.320]  下一個power point
[00:01:15.320 --> 00:01:17.320]  這個敏感是說什麼意思呢?
[00:01:17.320 --> 00:01:21.320]  是說你對於身邊環境的轉變
[00:01:21.320 --> 00:01:23.320]  或者人的需要
[00:01:23.320 --> 00:01:27.320]  你覺得自己是否一個對這些東西很敏感的人
[00:01:27.320 --> 00:01:31.320]  最近很多人在說NBTI
[00:01:31.320 --> 00:01:35.320]  我上網做了一些資料搜集
[00:01:35.320 --> 00:01:37.320]  發現原來有些類型的人
[00:01:37.320 --> 00:01:39.320]  其實是屬於高敏感族
[00:01:39.320 --> 00:01:41.320]  我不知道你是否這類型的人
[00:01:41.320 --> 00:01:43.320]  INFP
[00:01:43.320 --> 00:01:45.320]  INFJ
[00:01:45.320 --> 00:01:47.320]  ISFP和ESFP
[00:01:47.320 --> 00:01:51.320]  都被稱為高敏感族群
[00:01:51.320 --> 00:01:55.320]  這些人通常有什麼特徵呢?
[00:01:55.320 --> 00:01:59.320]  就是對於積極和消極的感覺
[00:01:59.320 --> 00:02:01.320]  通常有很多情緒反應
[00:02:01.320 --> 00:02:03.320]  又或者這類型的人
[00:02:03.320 --> 00:02:07.320]  都很有同理心和同情心
[00:02:07.320 --> 00:02:11.320]  但同一時間都很容易受人的感受所影響
[00:02:11.320 --> 00:02:13.320]  又或者這類型的人
[00:02:13.320 --> 00:02:17.320]  通常在忙碌和壓力很大的情況下
[00:02:17.320 --> 00:02:21.320]  就很難去工作
[00:02:21.320 --> 00:02:23.320]  我不知道你自己
[00:02:23.320 --> 00:02:25.320]  或者你身邊旁邊的組員
[00:02:25.320 --> 00:02:29.320]  有沒有這些特徵或狀況
[00:02:29.320 --> 00:02:33.320]  不過我們經常去了解自己
[00:02:33.320 --> 00:02:35.320]  是否一個很受環境影響
[00:02:35.320 --> 00:02:37.320]  或者是否一個很敏感的人
[00:02:37.320 --> 00:02:39.320]  又很想問問大家
[00:02:39.320 --> 00:02:41.320]  當回到信仰的時候
[00:02:41.320 --> 00:02:45.320]  你是否一個很敏感性對你提醒的人呢?
[00:02:45.320 --> 00:02:49.320]  又或者是多面對一些情況
[00:02:49.320 --> 00:02:53.320]  面對忙碌和壓力下的時候
[00:02:53.320 --> 00:02:55.320]  很多時候我們會忘卻了聖靈
[00:02:55.320 --> 00:02:59.320]  對我們生活有不同的提醒呢?
[00:02:59.320 --> 00:03:01.320]  今年的主題是
[00:03:01.320 --> 00:03:03.320]  Transform Our Lives Going for Christ
[00:03:03.320 --> 00:03:05.320]  很想藉著很多不同的人物
[00:03:05.320 --> 00:03:07.320]  透過我們學習他們的生命特質
[00:03:07.320 --> 00:03:09.320]  同樣讓我們生命成長
[00:03:09.320 --> 00:03:11.320]  以致我們可以在生活中
[00:03:11.320 --> 00:03:13.320]  為主要做見證
[00:03:13.320 --> 00:03:15.320]  去年的時候
[00:03:15.320 --> 00:03:16.320]  和大家分享
[00:03:16.320 --> 00:03:19.320]  但以來如何在他的年代裡
[00:03:19.320 --> 00:03:21.320]  他有吉時去堅持信仰
[00:03:21.320 --> 00:03:23.320]  今年很想和大家走向新約
[00:03:23.320 --> 00:03:25.320]  和大家分享一個人物叫做保羅
[00:03:25.320 --> 00:03:27.320]  很想透過今天
[00:03:27.320 --> 00:03:29.320]  《使徒行傳》16章
[00:03:29.320 --> 00:03:31.320]  6至10節的經文和大家分享
[00:03:31.320 --> 00:03:33.320]  保羅在宣教的路途上
[00:03:33.320 --> 00:03:37.320]  又如何去敏感機呢?
[00:03:37.320 --> 00:03:40.320]  先說說《使徒行傳》的背景
[00:03:40.320 --> 00:03:42.320]  《使徒行傳》是路加醫生所寫的
