
[00:00:00.000 --> 00:00:04.000]  我們先看看今天的講題
[00:00:04.000 --> 00:00:06.000]  今天的講題是
[00:00:06.000 --> 00:00:09.000]  從情緒分辨屬靈狀態
[00:00:09.000 --> 00:00:12.000]  當我告訴弟兄姊妹
[00:00:12.000 --> 00:00:14.000]  今天崇拜講題的時候
[00:00:14.000 --> 00:00:17.000]  收到不少的回應
[00:00:17.000 --> 00:00:19.000]  他們覺得這個講題很有趣
[00:00:19.000 --> 00:00:21.000]  很想聽
[00:00:21.000 --> 00:00:23.000]  很貼地
[00:00:23.000 --> 00:00:24.000]  反映什麼呢
[00:00:24.000 --> 00:00:27.000]  我們大家都很多情緒
[00:00:27.000 --> 00:00:29.000]  每天都很多不同的情緒
[00:00:29.000 --> 00:00:31.000]  不知道是負面的多還是正面的多
[00:00:31.000 --> 00:00:33.000]  但每個人都有情緒
[00:00:33.000 --> 00:00:34.000]  很正常的
[00:00:34.000 --> 00:00:36.000]  所以就很想聽這個題目
[00:00:36.000 --> 00:00:38.000]  還有講分辨
[00:00:38.000 --> 00:00:41.000]  其實聖經也講很多情緒
[00:00:41.000 --> 00:00:42.000]  不知道你有沒有留意
[00:00:42.000 --> 00:00:43.000]  舊約新約都有
[00:00:43.000 --> 00:00:46.000]  所以今天引用了新舊約的經文
[00:00:46.000 --> 00:00:48.000]  去講這個主題
[00:00:48.000 --> 00:00:50.000]  其實神給我們的情緒
[00:00:50.000 --> 00:00:53.000]  不單只是反映我們的內心世界
[00:00:53.000 --> 00:00:57.000]  也可以反映我們和神的關係
[00:00:57.000 --> 00:01:00.000]  看經文之前我們一起禱告
[00:01:00.000 --> 00:01:02.000]  親愛的天父
[00:01:02.000 --> 00:01:04.000]  感謝祢透過情緒
[00:01:04.000 --> 00:01:06.000]  讓我們認識自己更多
[00:01:06.000 --> 00:01:08.000]  我們求祢用祢的聖言
[00:01:08.000 --> 00:01:09.000]  向我們說話
[00:01:09.000 --> 00:01:11.000]  讓我們更加明白祢的心意
[00:01:11.000 --> 00:01:13.000]  祈禱奉耶穌基督的聖名祈求
[00:01:13.000 --> 00:01:14.000]  阿們
[00:01:14.000 --> 00:01:17.000]  今天的主題就是
[00:01:17.000 --> 00:01:19.000]  和分辨有關
[00:01:19.000 --> 00:01:22.000]  所以我們要看看分辨的原則
[00:01:22.000 --> 00:01:23.000]  講到分辨
[00:01:23.000 --> 00:01:26.000]  這一節的經文是很重要的
[00:01:26.000 --> 00:01:30.000]  我請大家讀馬達福音12章33節
[00:01:30.000 --> 00:01:31.000]  預備起
[00:01:31.000 --> 00:01:41.000]  (馬達福音12章33節)
[00:01:41.000 --> 00:01:44.000]  這一節對於分辨來說很重要
[00:01:44.000 --> 00:01:46.000]  但也很容易記
[00:01:46.000 --> 00:01:47.000]  怎樣記呢?
[00:01:47.000 --> 00:01:48.000]  好樹結好果子
[00:01:48.000 --> 00:01:50.000]  壞樹結壞果子
[00:01:50.000 --> 00:01:52.000]  分辨也可以用這一節
[00:01:52.000 --> 00:01:56.000]  另一段經文幫助我們分辨
[00:01:56.000 --> 00:01:58.000]  就是主耶穌所說的
[00:01:58.000 --> 00:02:02.000]  就是約翰福音15章5至6節
[00:02:02.000 --> 00:02:04.000]  我們崇拜之前有一段默想的時間
[00:02:04.000 --> 00:02:07.000]  Mabel傳道都是用這一段經文
[00:02:07.000 --> 00:02:08.000]  我讀出
[00:02:08.000 --> 00:02:09.000]  主耶穌這樣說
[00:02:09.000 --> 00:02:11.000]  我是葡萄樹
[00:02:11.000 --> 00:02:12.000]  你們是枝子
[00:02:12.000 --> 00:02:13.000]  住在我裡面的
[00:02:13.000 --> 00:02:15.000]  我也住在它裡面
[00:02:15.000 --> 00:02:17.000]  它就會結出很多果子
[00:02:17.000 --> 00:02:19.000]  英文是Bears much fruit
[00:02:19.000 --> 00:02:20.000]  很多果子
[00:02:20.000 --> 00:02:24.000]  但另一個情況就是離開了主
[00:02:24.000 --> 00:02:25.000]  因為離開了我
[00:02:25.000 --> 00:02:27.000]  你們就不能作甚麼
[00:02:27.000 --> 00:02:29.000]  人若不住在我裡面
[00:02:29.000 --> 00:02:33.000]  就像枝子掉在外面枯乾了
[00:02:33.000 --> 00:02:36.000]  我括著是一個靈明枯乾的狀態
[00:02:36.000 --> 00:02:37.000]  怎樣靈明枯乾呢?
[00:02:37.000 --> 00:02:40.000]  就是當你遠離了主的時候
[00:02:40.000 --> 00:02:41.000]  就會靈明枯乾
[00:02:41.000 --> 00:02:43.000]  但如果你住在主裡面
[00:02:43.000 --> 00:02:45.000]  和主很近
[00:02:45.000 --> 00:02:48.000]  你就會結出很多果子
[00:02:48.000 --> 00:02:51.000]  我們試試填充
[00:02:51.000 --> 00:02:52.000]  如果你有程序表
[00:02:52.000 --> 00:02:54.000]  內容一的填充就是
[00:02:54.000 --> 00:02:59.000]  憑甚麼去分辨你和主的關係呢?
[00:02:59.000 --> 00:03:03.000]  憑果子
[00:03:03.000 --> 00:03:05.000]  接著就會問
[00:03:05.000 --> 00:03:07.000]  主耶穌說結甚麼果子
[00:03:07.000 --> 00:03:08.000]  如果在你裡面
[00:03:08.000 --> 00:03:10.000]  那些果子是怎樣的?
[00:03:10.000 --> 00:03:13.000]  我們接著就看另一段經文
[00:03:13.000 --> 00:03:14.000]  如果很靠近主
[00:03:14.000 --> 00:03:17.000]  就是你的生命被聖靈掌管
[00:03:17.000 --> 00:03:19.000]  被聖靈充滿
[00:03:19.000 --> 00:03:22.000]  被聖靈充滿會結甚麼果子呢?
[00:03:22.000 --> 00:03:24.000]  聖靈的果子
[00:03:24.000 --> 00:03:27.000]  是《迦拉太書》五章22-23節
[00:03:27.000 --> 00:03:28.000]  請大家一起讀
[00:03:28.000 --> 00:03:30.000]  預備起
[00:03:30.000 --> 00:03:34.000]  聖靈的果子是能夠給我健康
[00:03:34.000 --> 00:03:36.000]  能夠給我一切的事
[00:03:36.000 --> 00:03:39.000]  順受安慰和慈悲
[00:03:39.000 --> 00:03:43.000]  聖靈的果子全部都是好果子
[00:03:43.000 --> 00:03:45.000]  如果耶穌剛才說
[00:03:45.000 --> 00:03:46.000]  好樹結好果子
[00:03:46.000 --> 00:03:49.000]  你被聖靈充滿就成為一棵好樹
[00:03:49.000 --> 00:03:50.000]  結很多好果子
[00:03:50.000 --> 00:03:53.000]  就會有正面的情緒
[00:03:53.000 --> 00:03:55.000]  我們看第一個果子是人愛
[00:03:55.000 --> 00:03:57.000]  是love
[00:03:57.000 --> 00:03:59.000]  如果你心裡面充滿著愛
[00:03:59.000 --> 00:04:01.000]  那你的情緒會是怎樣的?
[00:04:01.000 --> 00:04:02.000]  正面還是負面?
[00:04:02.000 --> 00:04:03.000]  一定是很正面
[00:04:03.000 --> 00:04:04.000]  充滿愛
[00:04:04.000 --> 00:04:06.000]  心心的很多東西
[00:04:06.000 --> 00:04:08.000]  如果是第二個
[00:04:08.000 --> 00:04:09.000]  喜樂和平安
[00:04:09.000 --> 00:04:12.000]  其實已經是情緒的形容詞
[00:04:12.000 --> 00:04:14.000]  誰想要喜樂和平安?
[00:04:14.000 --> 00:04:16.000]  每個人都想要
[00:04:16.000 --> 00:04:18.000]  因為正面情緒這麼棒
[00:04:18.000 --> 00:04:21.000]  接著的果子有
[00:04:21.000 --> 00:04:23.000]  先看一看
[00:04:23.000 --> 00:04:25.000]  第四個果子是忍耐
[00:04:25.000 --> 00:04:29.000]  忍耐不是一個情緒
[00:04:29.000 --> 00:04:31.000]  但如果是很有忍耐的
[00:04:31.000 --> 00:04:32.000]  很有耐性的
[00:04:32.000 --> 00:04:35.000]  你的情緒是正面還是負面?
[00:04:35.000 --> 00:04:37.000]  都是正面的
[00:04:37.000 --> 00:04:40.000]  恩慈良善信實都是正面的
[00:04:40.000 --> 00:04:41.000]  溫柔節制
[00:04:41.000 --> 00:04:43.000]  那個人是很gentle的
[00:04:43.000 --> 00:04:45.000]  不容易發脾氣的
[00:04:45.000 --> 00:04:48.000]  他的情緒都是正面的
[00:04:48.000 --> 00:04:50.000]  所以好果子
[00:04:50.000 --> 00:04:53.000]  聖靈的果子是好的果子
[00:04:53.000 --> 00:04:56.000]  就會帶出正面的情緒
[00:04:56.000 --> 00:04:58.000]  這些是一些原則
[00:04:58.000 --> 00:05:00.000]  我們知道了
[00:05:00.000 --> 00:05:02.000]  我們知道了這些原則之後
[00:05:02.000 --> 00:05:05.000]  我們就看幾位聖經人物
[00:05:05.000 --> 00:05:07.000]  他們全部都在逆境裡面
[00:05:07.000 --> 00:05:10.000]  但他們靠著神
[00:05:10.000 --> 00:05:11.000]  親近神
[00:05:11.000 --> 00:05:13.000]  全部都能夠結成好果子
[00:05:13.000 --> 00:05:15.000]  我們看第一位聖經人物
[00:05:15.000 --> 00:05:17.000]  就是剛才我們唱的詩歌
[00:05:17.000 --> 00:05:19.000]  也讀了這段哈巴谷的
[00:05:19.000 --> 00:05:21.000]  三章十七至十九節
[00:05:21.000 --> 00:05:22.000]  剛才那首詩歌叫什麼?
[00:05:22.000 --> 00:05:25.000]  主的使律是我的力量
[00:05:25.000 --> 00:05:27.000]  就是你唱的時候
[00:05:27.000 --> 00:05:28.000]  都覺得很喜樂
[00:05:28.000 --> 00:05:30.000]  很有力量的
[00:05:30.000 --> 00:05:33.000]  但哈巴谷是什麼情況?
[00:05:33.000 --> 00:05:35.000]  無花果樹不發芽
[00:05:35.000 --> 00:05:36.000]  葡萄樹不結果
[00:05:36.000 --> 00:05:37.000]  橄欖樹無所出
[00:05:37.000 --> 00:05:38.000]  什麼都沒有
[00:05:38.000 --> 00:05:39.000]  田裡面又沒有
[00:05:39.000 --> 00:05:41.000]  又沒有羊又沒有牛
[00:05:41.000 --> 00:05:42.000]  什麼都沒有
[00:05:42.000 --> 00:05:44.000]  但他結了什麼果子?
[00:05:44.000 --> 00:05:45.000]  紫色的字
[00:05:45.000 --> 00:05:49.000]  歡喜快樂有力量
[00:05:49.000 --> 00:05:52.000]  全部都是很正面的感受
[00:05:52.000 --> 00:05:53.000]  但他有什麼呢?
[00:05:53.000 --> 00:05:54.000]  既然什麼都沒有
[00:05:54.000 --> 00:05:56.000]  他還有什麼在這裡?
[00:05:56.000 --> 00:05:59.000]  他還有神在他身邊
[00:05:59.000 --> 00:06:00.000]  他跟神很近
[00:06:00.000 --> 00:06:02.000]  所以主就是他的力量
[00:06:02.000 --> 00:06:03.000]  有歡喜快樂
[00:06:03.000 --> 00:06:05.000]  結了一些很好的果子
[00:06:05.000 --> 00:06:10.000]  接著我們看第二個聖經人物
[00:06:10.000 --> 00:06:12.000]  這句先很重要
[00:06:12.000 --> 00:06:15.000]  就是先知哈巴谷的情緒
[00:06:15.000 --> 00:06:18.000]  是不受外在環境影響
[00:06:18.000 --> 00:06:19.000]  不受物質影響的
[00:06:19.000 --> 00:06:22.000]  如果我們可以學到先知這樣就好了
[00:06:22.000 --> 00:06:24.000]  我不管你什麼環境
[00:06:24.000 --> 00:06:25.000]  什麼都沒有
[00:06:25.000 --> 00:06:26.000]  物質都沒有都好
[00:06:26.000 --> 00:06:27.000]  我有主耶穌
[00:06:27.000 --> 00:06:28.000]  我就有喜樂
[00:06:28.000 --> 00:06:29.000]  我就有力量
[00:06:29.000 --> 00:06:31.000]  生命就不一樣
[00:06:31.000 --> 00:06:32.000]  因為我們很多時候
[00:06:32.000 --> 00:06:37.000]  情緒都是被外在環境物質影響
[00:06:37.000 --> 00:06:41.000]  所以我們要多唱剛才那首詩歌提醒我們
[00:06:41.000 --> 00:06:44.000]  第二位聖經人物我們要看的
[00:06:44.000 --> 00:06:46.000]  就是大衛
[00:06:46.000 --> 00:06:51.000]  我們看大衛靠近神結什麼果子
[00:06:51.000 --> 00:06:52.000]  在詩篇十六篇
[00:06:52.000 --> 00:06:55.000]  其實大衛在第一節已經表示
[00:06:55.000 --> 00:06:56.000]  他在危難裡
[00:06:56.000 --> 00:06:58.000]  他已經呼求神救我
[00:06:58.000 --> 00:06:59.000]  保守我
[00:06:59.000 --> 00:07:01.000]  但是到了第八節
[00:07:01.000 --> 00:07:03.000]  大衛怎麼說呢
[00:07:03.000 --> 00:07:07.000]  他說我常常把耶和華擺在我面前
[00:07:07.000 --> 00:07:09.000]  因他在我右邊
[00:07:09.000 --> 00:07:12.000]  我必不會動搖
[00:07:12.000 --> 00:07:14.000]  為什麼他覺得神在他右邊
[00:07:14.000 --> 00:07:16.000]  他就不會動搖呢
[00:07:16.000 --> 00:07:18.000]  就算被人追殺都不會動搖呢
[00:07:18.000 --> 00:07:20.000]  因為你想想如果打仗
[00:07:20.000 --> 00:07:22.000]  你左手是拿什麼的
[00:07:22.000 --> 00:07:24.000]  盾牌
[00:07:24.000 --> 00:07:26.000]  那右手是拿什麼的
[00:07:26.000 --> 00:07:27.000]  刀劍
[00:07:27.000 --> 00:07:29.000]  如果別人要襲擊你
[00:07:29.000 --> 00:07:31.000]  會在哪裡偷襲你呢
[00:07:31.000 --> 00:07:32.000]  在你右邊
[00:07:32.000 --> 00:07:33.000]  這裡有保護
[00:07:33.000 --> 00:07:34.000]  盾牌
[00:07:34.000 --> 00:07:38.000]  但是如果神在我右邊保護我
[00:07:38.000 --> 00:07:39.000]  我有刀劍
[00:07:39.000 --> 00:07:40.000]  那我就覺得很穩妥
[00:07:40.000 --> 00:07:42.000]  覺得很安全
[00:07:42.000 --> 00:07:43.000]  所以我們繼續看
[00:07:43.000 --> 00:07:45.000]  大衛在當中結什麼果子
[00:07:45.000 --> 00:07:47.000]  我們特別留意紫色的字
[00:07:47.000 --> 00:07:49.000]  就是他的果子
[00:07:49.000 --> 00:07:50.000]  不動搖
[00:07:50.000 --> 00:07:51.000]  第九節
[00:07:51.000 --> 00:07:53.000]  為此我的心快樂
[00:07:53.000 --> 00:07:55.000]  我的靈歡欣
[00:07:55.000 --> 00:07:57.000]  和哈巴谷一樣
[00:07:57.000 --> 00:07:59.000]  那種歡喜快樂的心
[00:07:59.000 --> 00:08:02.000]  然後我的肉身也必安然居住
[00:08:02.000 --> 00:08:04.000]  英文是Dwell Secure
[00:08:04.000 --> 00:08:08.000]  即是就算有敵人要追殺我
[00:08:08.000 --> 00:08:12.000]  我都覺得很有安全感
[00:08:12.000 --> 00:08:13.000]  安然居住
[00:08:13.000 --> 00:08:14.000]  不怕的
[00:08:14.000 --> 00:08:15.000]  沒有恐懼的
[00:08:15.000 --> 00:08:16.000]  十一節
[00:08:16.000 --> 00:08:20.000]  在耶和華面前有滿足的喜樂
[00:08:20.000 --> 00:08:22.000]  英文是Fullness of Joy
[00:08:22.000 --> 00:08:24.000]  在你右手中有永遠的福樂
[00:08:24.000 --> 00:08:26.000]  英文是Pleasures
[00:08:26.000 --> 00:08:28.000]  這兩個字
[00:08:28.000 --> 00:08:30.000]  無論是喜樂還是福樂
[00:08:30.000 --> 00:08:32.000]  在原文都是Plural
[00:08:32.000 --> 00:08:33.000]  都是眾數
[00:08:33.000 --> 00:08:36.000]  即是大衛描述到
[00:08:36.000 --> 00:08:39.000]  他的喜樂是很多很多很多
[00:08:39.000 --> 00:08:41.000]  所以有滿足的喜樂
[00:08:41.000 --> 00:08:43.000]  永遠的福樂圍繞著他
[00:08:43.000 --> 00:08:45.000]  只要他在神面前
[00:08:45.000 --> 00:08:47.000]  就好像這張圖一樣
[00:08:47.000 --> 00:08:49.000]  我喜歡這張圖
[00:08:49.000 --> 00:08:50.000]  雖然是嬰兒
[00:08:50.000 --> 00:08:51.000]  但好像大衛就是
[00:08:51.000 --> 00:08:53.000]  好像什麼都沒有
[00:08:53.000 --> 00:08:55.000]  但在神面前
[00:08:55.000 --> 00:08:57.000]  在神的手中
[00:08:57.000 --> 00:08:58.000]  他就很歡喜快樂
[00:08:58.000 --> 00:09:00.000]  又有安全感
[00:09:00.000 --> 00:09:02.000]  我們見到第二個人物
[00:09:02.000 --> 00:09:03.000]  大衛
[00:09:03.000 --> 00:09:06.000]  他在危難中結了什麼好的果子
[00:09:06.000 --> 00:09:09.000]  有很多正面的情緒
[00:09:09.000 --> 00:09:12.000]  接著我們看第三個人物
[00:09:12.000 --> 00:09:14.000]  就是新約的史圖保羅
[00:09:14.000 --> 00:09:18.000]  他同樣都在逆境中
[00:09:18.000 --> 00:09:20.000]  他在這段經文
[00:09:20.000 --> 00:09:21.000]  在臨後十二章
[00:09:21.000 --> 00:09:22.000]  他怎麼說呢
[00:09:22.000 --> 00:09:24.000]  他說有一根刺
[00:09:24.000 --> 00:09:25.000]  加在我身上
[00:09:25.000 --> 00:09:28.000]  就是撒旦的差役來攻擊我
[00:09:28.000 --> 00:09:29.000]  為了這件事
[00:09:29.000 --> 00:09:31.000]  我曾經三次求主
[00:09:31.000 --> 00:09:34.000]  使得這根刺離開我
[00:09:34.000 --> 00:09:36.000]  所以見到保羅在逆境中
[00:09:36.000 --> 00:09:38.000]  他做什麼
[00:09:38.000 --> 00:09:40.000]  祈禱
[00:09:40.000 --> 00:09:41.000]  祈求主
[00:09:41.000 --> 00:09:44.000]  你可以求主去幫助你
[00:09:44.000 --> 00:09:48.000]  縱然在屬靈的攻擊中
[00:09:48.000 --> 00:09:50.000]  撒旦的差役來攻擊他
[00:09:50.000 --> 00:09:55.000]  然後他祈禱聽到主回應他
[00:09:55.000 --> 00:09:56.000]  主耶穌怎麼說呢
[00:09:56.000 --> 00:09:58.000]  主耶穌卻對我說
[00:09:58.000 --> 00:10:00.000]  我的恩典是救你用的
[00:10:00.000 --> 00:10:05.000]  因為我的能力在人的軟弱上顯得完全
[00:10:05.000 --> 00:10:08.000]  所以在禱告中聽到主的回應
[00:10:08.000 --> 00:10:11.000]  自然保羅就充滿了力量
[00:10:11.000 --> 00:10:14.000]  他結了什麼果子呢
[00:10:14.000 --> 00:10:15.000]  接著他說
[00:10:15.000 --> 00:10:18.000]  所以我更喜歡誇自己的軟弱
[00:10:18.000 --> 00:10:20.000]  不怕了
[00:10:20.000 --> 00:10:21.000]  軟弱是誇口
[00:10:21.000 --> 00:10:25.000]  好讓基督的能力淋到我的身上
[00:10:25.000 --> 00:10:28.000]  因為有主耶穌的能力淋到他身上
[00:10:28.000 --> 00:10:30.000]  所以和哈巴谷一樣
[00:10:30.000 --> 00:10:32.000]  又是充滿力量
[00:10:32.000 --> 00:10:35.000]  接著因此我為基督的緣故
[00:10:35.000 --> 00:10:40.000]  就以軟弱、凌辱、艱難、迫害、困苦為喜樂
[00:10:40.000 --> 00:10:42.000]  環境是差的
[00:10:42.000 --> 00:10:44.000]  有迫、迫是有多艱難
[00:10:44.000 --> 00:10:46.000]  但是他心裡是很喜樂的
[00:10:46.000 --> 00:10:48.000]  因為我什麼時候軟弱
[00:10:48.000 --> 00:10:50.000]  什麼時候就剛強了
[00:10:50.000 --> 00:10:54.000]  最後剛強也是一個好果子
[00:10:54.000 --> 00:10:57.000]  所以看到使徒保羅
[00:10:57.000 --> 00:11:00.000]  他不受屬靈的增賤影響
[00:11:00.000 --> 00:11:03.000]  也不受外在的環境影響
[00:11:03.000 --> 00:11:05.000]  羨慕嗎
[00:11:05.000 --> 00:11:08.000]  羨慕剛才這三位聖經的人物嗎
[00:11:08.000 --> 00:11:12.000]  接著我們又要看看遠離神的果子
[00:11:12.000 --> 00:11:15.000]  因為我們有親近神的時候
[00:11:15.000 --> 00:11:16.000]  也是遠離神的時候
[00:11:16.000 --> 00:11:17.000]  很正常的
[00:11:17.000 --> 00:11:19.000]  我們人人都會有這些時刻
[00:11:19.000 --> 00:11:22.000]  我們看看遠離神會結什麼果子
[00:11:22.000 --> 00:11:25.000]  在馬科音四章十八至十九節
[00:11:25.000 --> 00:11:28.000]  我請大家去讀這兩節經文
[00:11:28.000 --> 00:11:29.000]  預備起
[00:11:29.000 --> 00:11:46.000]  (廣東話)
[00:11:46.000 --> 00:11:50.000]  這裡說到有一群人
[00:11:50.000 --> 00:11:52.000]  他們結不出果實
[00:11:52.000 --> 00:11:53.000]  結不出好果子
[00:11:53.000 --> 00:11:55.000]  但是他們有沒有聽到
[00:11:55.000 --> 00:11:57.000]  他們有聽到
[00:11:57.000 --> 00:11:58.000]  不是沒有聽到
[00:11:58.000 --> 00:12:00.000]  可能和我們一樣在聽
[00:12:00.000 --> 00:12:03.000]  但是有什麼卡住他們呢
[00:12:03.000 --> 00:12:05.000]  就是有些經濟卡住他們
[00:12:05.000 --> 00:12:06.000]  有三樣經濟
[00:12:06.000 --> 00:12:08.000]  有今世的憂慮
[00:12:08.000 --> 00:12:10.000]  財富的迷惑
[00:12:10.000 --> 00:12:12.000]  和種種的慾望
[00:12:12.000 --> 00:12:14.000]  把一個道堆積住了
[00:12:14.000 --> 00:12:16.000]  所以他們結不出果實
[00:12:16.000 --> 00:12:18.000]  英文是It fruits unfruitful
[00:12:18.000 --> 00:12:22.000]  所以這棵樹就好像角落的植物
[00:12:22.000 --> 00:12:25.000]  即是枯乾、凋萎
[00:12:25.000 --> 00:12:27.000]  你是找不到好果子的
[00:12:27.000 --> 00:12:30.000]  如果他結也是結壞果子
[00:12:30.000 --> 00:12:33.000]  我們又看看聖經人物
[00:12:33.000 --> 00:12:35.000]  如果他是靈命枯乾
[00:12:35.000 --> 00:12:37.000]  會結什麼壞果子
[00:12:37.000 --> 00:12:39.000]  我們又看回大衛
[00:12:39.000 --> 00:12:41.000]  剛才大衛在詩篇十六篇
[00:12:41.000 --> 00:12:43.000]  是親近神的
[00:12:43.000 --> 00:12:45.000]  被人追殺結好果子
[00:12:45.000 --> 00:12:47.000]  但是在詩篇三十一篇
[00:12:47.000 --> 00:12:49.000]  同樣是大衛的詩
[00:12:49.000 --> 00:12:53.000]  他就在一個靈性低谷裏面
