
[00:00:00.000 --> 00:00:02.000]  各位頂尖姐妹
[00:00:02.000 --> 00:00:05.360]  早安
[00:00:05.360 --> 00:00:07.360]  在此在現在這個時候
[00:00:07.360 --> 00:00:11.320]  年初八和大家來祝賀大家
[00:00:11.320 --> 00:00:13.320]  是不是年初九呢?
[00:00:13.320 --> 00:00:15.720]  年初八
[00:00:15.720 --> 00:00:17.720]  比年初一還要初
[00:00:17.720 --> 00:00:22.200]  但我仍然在這個時候
[00:00:22.200 --> 00:00:25.200]  仍然在新年期間來恭祝大家
[00:00:25.200 --> 00:00:28.000]  新年期間最多人恭喜你
[00:00:28.000 --> 00:00:32.000]  是恭喜你發財
[00:00:32.000 --> 00:00:34.000]  同意嗎?
[00:00:34.000 --> 00:00:38.000]  最近有些人快要結婚的時候
[00:00:38.000 --> 00:00:41.000]  那些親家都要跟他說
[00:00:41.000 --> 00:00:48.000]  你的禮最好跟八有關
[00:00:48.000 --> 00:00:50.000]  所以全部都是八
[00:00:50.000 --> 00:00:52.000]  888888
[00:00:52.000 --> 00:00:56.000]  888888
[00:00:56.000 --> 00:00:58.000]  做生意的
[00:00:58.000 --> 00:01:02.000]  每逢過年這些時間
[00:01:02.000 --> 00:01:05.000]  一定有什麼菜式在呢?
[00:01:05.000 --> 00:01:08.000]  一定有發財
[00:01:08.000 --> 00:01:10.000]  好市
[00:01:10.000 --> 00:01:11.000]  同意嗎?
[00:01:11.000 --> 00:01:13.000]  發財好市
[00:01:13.000 --> 00:01:14.000]  然後一定有魚
[00:01:14.000 --> 00:01:16.000]  年年都有魚
[00:01:16.000 --> 00:01:21.000]  當我留意看到這一切的現象的時候
[00:01:21.000 --> 00:01:24.000]  你會看見不只是個人
[00:01:24.000 --> 00:01:26.000]  甚至政府
[00:01:26.000 --> 00:01:27.000]  國家
[00:01:27.000 --> 00:01:31.000]  一個個都在這些時刻
[00:01:31.000 --> 00:01:35.000]  都在想怎樣發展經濟
[00:01:35.000 --> 00:01:37.000]  發
[00:01:37.000 --> 00:01:40.000]  每樣東西都是有這麼大只有這麼大去發
[00:01:40.000 --> 00:01:45.000]  所以我今天特別選擇了聖經裡面一個人
[00:01:45.000 --> 00:01:46.000]  他的夢
[00:01:46.000 --> 00:01:51.000]  跟大家分享夢與人生的關係
[00:01:51.000 --> 00:01:53.000]  有人說
[00:01:53.000 --> 00:01:55.000]  人向高處
[00:01:55.000 --> 00:01:57.000]  水向低流
[00:01:57.000 --> 00:01:59.000]  你同意嗎?
[00:01:59.000 --> 00:02:01.000]  我所說的夢境
[00:02:01.000 --> 00:02:03.000]  不一定是做夢
[00:02:03.000 --> 00:02:06.000]  而是心裡面的一種願望
[00:02:06.000 --> 00:02:08.000]  大部分人的願望
[00:02:08.000 --> 00:02:11.000]  到底是什麼呢?
[00:02:11.000 --> 00:02:13.000]  離不開三樣東西
[00:02:13.000 --> 00:02:16.000]  當你留意看今天整個世界
[00:02:16.000 --> 00:02:18.000]  由上到下
[00:02:18.000 --> 00:02:19.000]  這三樣東西是什麼呢?
[00:02:19.000 --> 00:02:20.000]  第一
[00:02:20.000 --> 00:02:21.000]  錢
[00:02:21.000 --> 00:02:22.000]  第二
[00:02:22.000 --> 00:02:23.000]  性慾
[00:02:23.000 --> 00:02:24.000]  慾望
[00:02:24.000 --> 00:02:25.000]  第三
[00:02:25.000 --> 00:02:27.000]  就是權力
[00:02:27.000 --> 00:02:29.000]  過去的一年
[00:02:29.000 --> 00:02:31.000]  令我自己本身
[00:02:31.000 --> 00:02:36.000]  最近都想了一下
[00:02:36.000 --> 00:02:38.000]  跟同學聊天
[00:02:38.000 --> 00:02:42.000]  有一個是非常感歎的
[00:02:42.000 --> 00:02:45.000]  就是一位師兄
[00:02:45.000 --> 00:02:47.000]  他的遭遇
[00:02:47.000 --> 00:02:51.000]  學校的時間成績非常出眾
[00:02:51.000 --> 00:02:53.000]  長袖善舞
[00:02:53.000 --> 00:02:55.000]  非常著名
[00:02:55.000 --> 00:02:57.000]  學生領袖
[00:02:57.000 --> 00:02:59.000]  然後出來的時候
[00:02:59.000 --> 00:03:01.000]  步步高升
[00:03:01.000 --> 00:03:03.000]  一路升到一人之下
[00:03:03.000 --> 00:03:05.000]  萬人之上
[00:03:05.000 --> 00:03:10.000]  但就是因為受賄
[00:03:10.000 --> 00:03:11.000]  貪污
[00:03:11.000 --> 00:03:13.000]  鋃鐺入庸
[00:03:13.000 --> 00:03:16.000]  我們跟同學聊天的時候
[00:03:16.000 --> 00:03:19.000]  我們都有很大的感歎
[00:03:19.000 --> 00:03:21.000]  但另一方面
[00:03:21.000 --> 00:03:23.000]  我也跟同學說
[00:03:23.000 --> 00:03:26.000]  其實我們需要願意
[00:03:26.000 --> 00:03:29.000]  在別人的身上
[00:03:29.000 --> 00:03:32.000]  好好學習一些功課
[00:03:32.000 --> 00:03:37.000]  人生最終是為了什麼呢?
[00:03:37.000 --> 00:03:39.000]  我們看到不只是他
[00:03:39.000 --> 00:03:41.000]  連同我們的國家
[00:03:41.000 --> 00:03:45.000]  也都是一樣
[00:03:45.000 --> 00:03:49.000]  由2017年那一時間
[00:03:49.000 --> 00:03:51.000]  有人揭露一些
[00:03:51.000 --> 00:03:55.000]  三年內發生的事
[00:03:55.000 --> 00:03:57.000]  這三年內
[00:03:57.000 --> 00:04:03.000]  就是高幹有多少人被判刑
[00:04:03.000 --> 00:04:05.000]  大家看看這個數字的時候
[00:04:05.000 --> 00:04:08.000]  令到你非常吃驚
[00:04:08.000 --> 00:04:11.000]  這個吃驚的現象
[00:04:11.000 --> 00:04:14.000]  原來是省級以上的幹部
[00:04:14.000 --> 00:04:19.000]  每個月都有六七個被判刑
[00:04:19.000 --> 00:04:23.000]  是因為貪污受賄而被判刑
[00:04:23.000 --> 00:04:24.000]  最多七個
[00:04:24.000 --> 00:04:26.000]  最少五個
[00:04:26.000 --> 00:04:27.000]  帶來的結果
[00:04:27.000 --> 00:04:29.000]  我們看到這幾年裡面
[00:04:29.000 --> 00:04:32.000]  二百個以上的高官
[00:04:32.000 --> 00:04:35.000]  省級以上被判刑
[00:04:35.000 --> 00:04:40.000]  加上其他幹部
[00:04:40.000 --> 00:04:44.000]  他們說起碼二百萬人
[00:04:44.000 --> 00:04:50.000]  在各個不同級別的權力下
[00:04:50.000 --> 00:04:52.000]  被判刑
[00:04:52.000 --> 00:04:54.000]  最大的大老虎
[00:04:54.000 --> 00:04:56.000]  我相信大家
[00:04:56.000 --> 00:04:59.000]  你過去在報紙裡面都看得到
[00:04:59.000 --> 00:05:02.000]  有一些他們貪污的現象
[00:05:02.000 --> 00:05:07.000]  有人去數他家裡藏的鈔票
[00:05:07.000 --> 00:05:13.000]  數到那些機器都燒了
[00:05:13.000 --> 00:05:16.000]  都還沒數完
[00:05:16.000 --> 00:05:18.000]  各位頂姐妹
[00:05:18.000 --> 00:05:20.000]  夢人人都有
[00:05:20.000 --> 00:05:24.000]  但是今天我就很想和大家分享一下
[00:05:24.000 --> 00:05:27.000]  為自己的夢
[00:05:27.000 --> 00:05:30.000]  為自己慾望的夢
[00:05:30.000 --> 00:05:32.000]  然後為別人的夢
[00:05:32.000 --> 00:05:35.000]  為國家和全球的夢
[00:05:35.000 --> 00:05:37.000]  不在神裡面的夢
[00:05:37.000 --> 00:05:40.000]  和在神裡面的夢
[00:05:40.000 --> 00:05:42.000]  有什麼不同呢?
[00:05:42.000 --> 00:05:46.000]  這就是今天我很想和大家分享
[00:05:46.000 --> 00:05:48.000]  我想分享的是
[00:05:48.000 --> 00:05:50.000]  從弱失的身上
[00:05:50.000 --> 00:05:54.000]  來看看他幾個的夢和解夢
[00:05:54.000 --> 00:05:56.000]  而這幾個的解夢
[00:05:56.000 --> 00:05:59.000]  是讓我們看到弱失他自己本身
[00:05:59.000 --> 00:06:03.000]  這些夢帶來的結果是什麼
[00:06:03.000 --> 00:06:09.000]  而我們在他的身上又學到一些什麼
[00:06:09.000 --> 00:06:12.000]  首先
[00:06:12.000 --> 00:06:18.000]  弱失對他曾祖父阿伯拉罕的夢
[00:06:18.000 --> 00:06:22.000]  他信還是不信呢?
[00:06:22.000 --> 00:06:25.000]  阿伯拉罕他的夢
[00:06:25.000 --> 00:06:27.000]  最大的夢是什麼呢?
[00:06:27.000 --> 00:06:30.000]  就是與他立約
[00:06:30.000 --> 00:06:32.000]  他發著夢的時候
[00:06:32.000 --> 00:06:38.000]  神就透過一個火藥
[00:06:38.000 --> 00:06:43.000]  在動物的兩邊
[00:06:43.000 --> 00:06:46.000]  然後神就說要與他立約
[00:06:46.000 --> 00:06:49.000]  當時最強的一個藥
[00:06:49.000 --> 00:06:51.000]  最有效的一個藥
[00:06:51.000 --> 00:06:53.000]  最嚴肅的一個藥
[00:06:53.000 --> 00:06:55.000]  就是火藥
[00:06:55.000 --> 00:06:59.000]  是將肉塊切成兩堆
[00:06:59.000 --> 00:07:02.000]  在這兩堆肉塊裡面
[00:07:02.000 --> 00:07:05.000]  你可以用一個八字來形容
[00:07:05.000 --> 00:07:08.000]  阿伯的字母八字
[00:07:08.000 --> 00:07:12.000]  這個八字就是雙方都要走一個八字
[00:07:12.000 --> 00:07:15.000]  走過這個肉堆
[00:07:15.000 --> 00:07:18.000]  就是這樣繞一個彎
[00:07:18.000 --> 00:07:19.000]  然後走完這個八
[00:07:19.000 --> 00:07:21.000]  兩個都走完之後
[00:07:21.000 --> 00:07:24.000]  就表示這個約是成立的
[00:07:24.000 --> 00:07:27.000]  如果任何一個人
[00:07:27.000 --> 00:07:29.000]  他毀約的時候
[00:07:29.000 --> 00:07:32.000]  他就會像肉塊一樣
[00:07:32.000 --> 00:07:34.000]  被殺
[00:07:34.000 --> 00:07:38.000]  被切成肉塊一樣
[00:07:38.000 --> 00:07:40.000]  他會沒命的
[00:07:40.000 --> 00:07:43.000]  但是如果雙方都走了一個時間
[00:07:43.000 --> 00:07:46.000]  這個約就會成立
[00:07:46.000 --> 00:07:50.000]  當時阿伯拉罕的約是怎樣的呢?
[00:07:50.000 --> 00:07:52.000]  是發夢
[00:07:52.000 --> 00:07:53.000]  他發著夢
[00:07:53.000 --> 00:07:55.000]  看到有肉塊在兩塊肉塊裡面
[00:07:55.000 --> 00:07:57.000]  放了之後
[00:07:57.000 --> 00:07:59.000]  突然之間有火
[00:07:59.000 --> 00:08:04.000]  從肉塊裡面繞一個八字走過
[00:08:04.000 --> 00:08:07.000]  然後有話跟他說
[00:08:07.000 --> 00:08:13.000]  日後我必將一塊地來賜給你
[00:08:13.000 --> 00:08:16.000]  這一塊地是怎樣的呢?
[00:08:16.000 --> 00:08:18.000]  是北去到敘利亞土耳其
[00:08:18.000 --> 00:08:21.000]  即是今天的敘利亞、尼泊爾、土耳其
[00:08:21.000 --> 00:08:23.000]  南去到埃及
[00:08:23.000 --> 00:08:27.000]  然後東去到兩河的流域
[00:08:27.000 --> 00:08:29.000]  這一塊地來賜給你
[00:08:29.000 --> 00:08:31.000]  另外這一塊地
[00:08:31.000 --> 00:08:33.000]  同樣又要告訴他
[00:08:33.000 --> 00:08:37.000]  你的後裔必寄居在別人的地
[00:08:37.000 --> 00:08:40.000]  人家要虐待他們有四百年之久
[00:08:40.000 --> 00:08:43.000]  但是我要懲罰這個國家
[00:08:43.000 --> 00:08:46.000]  然後跟著就告訴他
[00:08:46.000 --> 00:08:49.000]  至於你自己呢
[00:08:49.000 --> 00:08:52.000]  你要平平安安歸到你祖先那裡去
[00:08:52.000 --> 00:08:55.000]  你必須在長壽被人埋葬
[00:08:55.000 --> 00:08:57.000]  但是到了第四代的時候
[00:08:57.000 --> 00:09:00.000]  他們一定會回來這裡
[00:09:00.000 --> 00:09:03.000]  因為阿摩利人的罪惡
[00:09:03.000 --> 00:09:06.000]  到現在還沒有滿盈
[00:09:06.000 --> 00:09:09.000]  就是說還沒有到時候
[00:09:09.000 --> 00:09:16.000]  還沒有達到一個我現在無可忍受的光景
[00:09:16.000 --> 00:09:20.000]  到底約瑟經過幾代了
[00:09:20.000 --> 00:09:25.000]  他怎樣看他曾祖父的夢呢?
[00:09:25.000 --> 00:09:27.000]  我們有兩段的經文
[00:09:27.000 --> 00:09:28.000]  兩節的經文
[00:09:28.000 --> 00:09:32.000]  你可以看得見他對阿伯拉罕的夢
[00:09:32.000 --> 00:09:36.000]  是完全相信的
[00:09:36.000 --> 00:09:39.000]  《創世紀》的五十章二十四節
[00:09:39.000 --> 00:09:41.000]  約瑟對他的兄弟說
[00:09:41.000 --> 00:09:42.000]  我快死了
[00:09:42.000 --> 00:09:44.000]  但是神一定會看顧你們
[00:09:44.000 --> 00:09:46.000]  領你們從這個地上去
[00:09:46.000 --> 00:09:47.000]  到他起世
[00:09:47.000 --> 00:09:52.000]  應許給阿伯拉罕以撒瓦國的地方
[00:09:52.000 --> 00:09:53.000]  二十五節
[00:09:53.000 --> 00:09:55.000]  我們一起讀
[00:09:55.000 --> 00:09:58.000]  約瑟叫以色列的子孫起世
[00:09:58.000 --> 00:10:00.000]  神必眷顧你們
[00:10:00.000 --> 00:10:02.000]  你們要把我的骸骨
[00:10:02.000 --> 00:10:07.000]  從這個地方帶上去
[00:10:07.000 --> 00:10:11.000]  猶太人以前
[00:10:11.000 --> 00:10:13.000]  他們怎樣
[00:10:13.000 --> 00:10:17.000]  來將最重要的東西
[00:10:17.000 --> 00:10:21.000]  傳遞下去呢?
[00:10:21.000 --> 00:10:25.000]  原來每個星期
[00:10:25.000 --> 00:10:28.000]  到他們自己安息日的時候
[00:10:28.000 --> 00:10:30.000]  什麼都不做
[00:10:30.000 --> 00:10:32.000]  在家裡吃飯的時候
[00:10:32.000 --> 00:10:34.000]  就將他們祖先
[00:10:34.000 --> 00:10:38.000]  將他們自己為父的、為母的
[00:10:38.000 --> 00:10:40.000]  即是他們經歷到神的事
[00:10:40.000 --> 00:10:43.000]  圍著桌子
[00:10:43.000 --> 00:10:45.000]  然後幾個小時
[00:10:45.000 --> 00:10:47.000]  大家知道什麼都不做
[00:10:47.000 --> 00:10:50.000]  就是在這幾個小時裡
[00:10:50.000 --> 00:10:52.000]  一路慢慢地吃
[00:10:52.000 --> 00:10:55.000]  一路慢慢地分享
[00:10:55.000 --> 00:10:57.000]  他們就是將他們自己
[00:10:57.000 --> 00:11:02.000]  父親、爺爺、太爺、太公
[00:11:02.000 --> 00:11:05.000]  他們在神裡的經歷
[00:11:05.000 --> 00:11:08.000]  繼續不斷傳給下一代
[00:11:08.000 --> 00:11:11.000]  下一代又傳給下一代
[00:11:11.000 --> 00:11:14.000]  猶太人非常注重
[00:11:14.000 --> 00:11:18.000]  這樣的家庭生活
[00:11:18.000 --> 00:11:20.000]  我相信約瑟
[00:11:20.000 --> 00:11:24.000]  在他父親的口裡
[00:11:24.000 --> 00:11:27.000]  他聽了這些東西
[00:11:27.000 --> 00:11:28.000]  但你沒想到
[00:11:28.000 --> 00:11:29.000]  有一件事
[00:11:29.000 --> 00:11:30.000]  到他們死的時候
[00:11:30.000 --> 00:11:32.000]  他仍然記得
[00:11:32.000 --> 00:11:34.000]  記得什麼?
[00:11:34.000 --> 00:11:36.000]  我們最終
[00:11:36.000 --> 00:11:38.000]  神要給我們的地方
[00:11:38.000 --> 00:11:40.000]  不是現在我做宰相
[00:11:40.000 --> 00:11:42.000]  這個地方
[00:11:42.000 --> 00:11:47.000]  不是這麼富庶、繁華的埃及這個地方
[00:11:47.000 --> 00:11:49.000]  而是迦南
[00:11:49.000 --> 00:11:50.000]  那個地方
[00:11:50.000 --> 00:11:52.000]  才是神要給我們的
[00:11:52.000 --> 00:11:58.000]  所以他叫所有以色列的子孫起誓
[00:11:58.000 --> 00:11:59.000]  他告訴他們
[00:11:59.000 --> 00:12:01.000]  神一定眷顧你們
[00:12:01.000 --> 00:12:03.000]  你們一定要將我的骸骨
[00:12:03.000 --> 00:12:05.000]  從這個地方
[00:12:05.000 --> 00:12:10.000]  從埃及帶上去
[00:12:10.000 --> 00:12:13.000]  為什麼聖經裡記載的
[00:12:13.000 --> 00:12:15.000]  能夠在十五章
[00:12:15.000 --> 00:12:18.000]  記載到以色列人
[00:12:18.000 --> 00:12:20.000]  要寄居別人的地方
[00:12:20.000 --> 00:12:23.000]  別人輔待他四百年
[00:12:23.000 --> 00:12:24.000]  然後就說
[00:12:24.000 --> 00:12:26.000]  神要懲罰那個地方的人
[00:12:26.000 --> 00:12:29.000]  但是神又應許他們
[00:12:29.000 --> 00:12:32.000]  你們將來一定會帶著很多財物
[00:12:32.000 --> 00:12:35.000]  從那裡出來
[00:12:35.000 --> 00:12:37.000]  為什麼創世紀
[00:12:37.000 --> 00:12:41.000]  要選擇將這些東西記載下來
[00:12:41.000 --> 00:12:43.000]  他的目的是要讓人看到
[00:12:43.000 --> 00:12:45.000]  我們今天的信仰
[00:12:45.000 --> 00:12:47.000]  是一個能夠看得見的信仰
[00:12:47.000 --> 00:12:49.000]  如果沒有這些預言的時候
[00:12:49.000 --> 00:12:52.000]  我們很多時候都會用
[00:12:52.000 --> 00:12:55.000]  跟一般的神沒有什麼分別
[00:12:55.000 --> 00:12:58.000]  那棵樹很美的
[00:12:58.000 --> 00:12:59.000]  林村那棵
[00:12:59.000 --> 00:13:00.000]  很多人說很美
[00:13:00.000 --> 00:13:01.000]  你扔碎了
[00:13:01.000 --> 00:13:03.000]  但一扔就掛在那裡
[00:13:03.000 --> 00:13:05.000]  一定會承認的
[00:13:05.000 --> 00:13:09.000]  我不知道有多少人真的相信
[00:13:09.000 --> 00:13:11.000]  如果真的這麼美
[00:13:11.000 --> 00:13:13.000]  這麼棒
[00:13:13.000 --> 00:13:15.000]  香港的人發達
[00:13:15.000 --> 00:13:18.000]  發到盆滿缽滿
[00:13:18.000 --> 00:13:20.000]  香港的婚姻
[00:13:20.000 --> 00:13:21.000]  人的婚姻
[00:13:21.000 --> 00:13:25.000]  不會搞成這樣
[00:13:25.000 --> 00:13:28.000]  有人曾經這樣說
[00:13:28.000 --> 00:13:30.000]  我每次都中
[00:13:30.000 --> 00:13:32.000]  我許的願
[00:13:32.000 --> 00:13:34.000]  如果是真的
[00:13:34.000 --> 00:13:38.000]  我現在不用破產
[00:13:38.000 --> 00:13:40.000]  我現在不用
[00:13:40.000 --> 00:13:44.000]  我的太太要跟我離婚
[00:13:44.000 --> 00:13:46.000]  我全部都中
[00:13:46.000 --> 00:13:52.000]  但是全部頭頭都是黑
[00:13:52.000 --> 00:13:53.000]  各位靈智妹
[00:13:53.000 --> 00:13:55.000]  我們今天就要提一提
[00:13:55.000 --> 00:13:59.000]  約瑟的夢
[00:13:59.000 --> 00:14:03.000]  他自己有一個是自己發的夢
[00:14:03.000 --> 00:14:05.000]  另外兩個就是解夢
[00:14:05.000 --> 00:14:07.000]  是為人解夢
[00:14:07.000 --> 00:14:11.000]  我們看看夢境有什麼特別的地方
[00:14:11.000 --> 00:14:14.000]  第一個跟一般的人一樣
[00:14:14.000 --> 00:14:17.000]  輝煌騰達
[00:14:17.000 --> 00:14:19.000]  這個夢
[00:14:19.000 --> 00:14:21.000]  在《創世紀》37章
[00:14:21.000 --> 00:14:24.000]  5至28節
[00:14:24.000 --> 00:14:26.000]  我們特別來看看
[00:14:26.000 --> 00:14:28.000]  第5至11節
[00:14:28.000 --> 00:14:30.000]  看一看大家
[00:14:30.000 --> 00:14:34.000]  這個夢的本身
[00:14:34.000 --> 00:14:36.000]  如果你發了這樣的夢
[00:14:36.000 --> 00:14:38.000]  你相信嗎?
[00:14:38.000 --> 00:14:40.000]  你還是不相信呢?
[00:14:40.000 --> 00:14:42.000]  如果你相信
[00:14:42.000 --> 00:14:44.000]  你會不會跟別人說呢?
[00:14:44.000 --> 00:14:46.000]  你會跟哪些人說呢?
[00:14:46.000 --> 00:14:48.000]  怎麼說呢?
[00:14:48.000 --> 00:14:51.000]  首先第5至7節
[00:14:51.000 --> 00:14:53.000]  和菌
[00:14:53.000 --> 00:14:55.000]  就是默的菌
