
[00:00:00.000 --> 00:00:02.000]  好 弟妹姊妹早上好
[00:00:02.000 --> 00:00:07.000]  非常開心能夠來到我們恩福家
[00:00:07.000 --> 00:00:10.000]  包括到我們恩福北區堂
[00:00:10.000 --> 00:00:15.000]  代表我們恩福元朗堂來向大家問安
[00:00:15.000 --> 00:00:18.000]  一家人 整個恩福家
[00:00:18.000 --> 00:00:21.000]  今天也有兩位candidate 按目
[00:00:21.000 --> 00:00:25.000]  下午我們就來祝賀他們
[00:00:27.000 --> 00:00:30.000]  很開心來到大家中間
[00:00:30.000 --> 00:00:33.000]  其實我是第一次來到牽情間
[00:00:33.000 --> 00:00:35.000]  有沒有人第一次來到牽情間
[00:00:35.000 --> 00:00:37.000]  可不可以舉個手
[00:00:37.000 --> 00:00:39.000]  我們給你一些掌聲
[00:00:39.000 --> 00:00:41.000]  我們exit的
[00:00:41.000 --> 00:00:43.000]  給一些掌聲我們exit的敬拜隊
[00:00:43.000 --> 00:00:45.000]  可不可以
[00:00:45.000 --> 00:00:47.000]  朋友弟姐妹有沒有
[00:00:47.000 --> 00:00:49.000]  如果有的話可以舉個手
[00:00:49.000 --> 00:00:50.000]  第一次來到中間
[00:00:50.000 --> 00:00:51.000]  有 是我們感恩
[00:00:51.000 --> 00:00:53.000]  歡迎 歡迎
[00:00:53.000 --> 00:00:55.000]  可以留下你的名字
[00:00:55.000 --> 00:00:57.000]  聯絡在一些程序表
[00:00:57.000 --> 00:00:59.000]  或者留名卡裡面
[00:00:59.000 --> 00:01:01.000]  可以用來教會繼續關心每一位
[00:01:01.000 --> 00:01:03.000]  其實很興奮
[00:01:03.000 --> 00:01:07.000]  因為我比較喜歡傳福音
[00:01:07.000 --> 00:01:10.000]  報道 令人歸主
[00:01:10.000 --> 00:01:16.000]  也很喜歡去種植新的堂會
[00:01:16.000 --> 00:01:18.000]  來接觸市民
[00:01:18.000 --> 00:01:22.000]  讓更多人有機會得到福音的好處
[00:01:25.000 --> 00:01:28.000]  很想再一次來祈禱
[00:01:28.000 --> 00:01:29.000]  可不可以
[00:01:29.000 --> 00:01:31.000]  因為上帝我們感恩
[00:01:31.000 --> 00:01:33.000]  給我們一群很可愛
[00:01:33.000 --> 00:01:35.000]  很有活力的年輕人
[00:01:35.000 --> 00:01:37.000]  exit的弟姐妹
[00:01:37.000 --> 00:01:39.000]  其實一早已經來到敬拜
[00:01:39.000 --> 00:01:43.000]  去實踐 去操練
[00:01:43.000 --> 00:01:45.000]  將最好的獻給我們的上帝
[00:01:45.000 --> 00:01:46.000]  在美好的詩歌裡面
[00:01:46.000 --> 00:01:48.000]  幫助我們帶入
[00:01:48.000 --> 00:01:51.000]  帶我們去敬拜上帝的當中
[00:01:51.000 --> 00:01:52.000]  神啊 求祢的愛
[00:01:52.000 --> 00:01:54.000]  繼續圍繞著我們
[00:01:54.000 --> 00:01:56.000]  好像詩歌所說的
[00:01:56.000 --> 00:01:59.000]  我們安躺在主的懷抱當中
[00:01:59.000 --> 00:02:03.000]  無論我們人生遇到多少挑戰和風浪
[00:02:03.000 --> 00:02:06.000]  無論是天晴的時間
[00:02:06.000 --> 00:02:10.000]  或者颱風來到著陸在落陸的地方
[00:02:10.000 --> 00:02:14.000]  或者我們都不知道天氣究竟是怎樣
[00:02:14.000 --> 00:02:16.000]  在這個炎熱的天氣當中
[00:02:16.000 --> 00:02:19.000]  最後我們來到在祢的大靈裡面
[00:02:19.000 --> 00:02:21.000]  保守的當中
[00:02:21.000 --> 00:02:22.000]  特別保守我們的長者
[00:02:22.000 --> 00:02:25.000]  他們來到在炎熱的天氣當中
[00:02:25.000 --> 00:02:27.000]  每一個都是健健康康
[00:02:27.000 --> 00:02:29.000]  不會來熱身
[00:02:29.000 --> 00:02:30.000]  祝福他們
[00:02:30.000 --> 00:02:33.000]  也祝福我們所有年齡層的弟姐妹
[00:02:33.000 --> 00:02:35.000]  繼續在我們的恩典當中
[00:02:35.000 --> 00:02:36.000]  常常都是健康
[00:02:36.000 --> 00:02:38.000]  來去敬拜我們的上帝
[00:02:38.000 --> 00:02:39.000]  去祀奉我們的上帝
[00:02:39.000 --> 00:02:41.000]  關愛神給我們的鄰舍
[00:02:41.000 --> 00:02:42.000]  我們的家人
[00:02:42.000 --> 00:02:43.000]  我們的親屬
[00:02:43.000 --> 00:02:44.000]  榮耀歸便祢
[00:02:44.000 --> 00:02:46.000]  多謝祢祝福我們這樣禱告
[00:02:46.000 --> 00:02:47.000]  奉主耶穌成名
[00:02:47.000 --> 00:02:48.000]  阿們
[00:02:48.000 --> 00:02:50.000]  同時大家來分享的
[00:02:50.000 --> 00:02:52.000]  就是PowerPoint裡面有的
[00:02:52.000 --> 00:02:54.000]  就是神的恩獸
[00:02:54.000 --> 00:02:56.000]  我們讀讀今天的經文
[00:02:56.000 --> 00:02:59.000]  預備起
[00:02:59.000 --> 00:03:00.000]  這世是以後
[00:03:00.000 --> 00:03:03.000]  波斯王亞達薩西在位的時候
[00:03:03.000 --> 00:03:05.000]  有個人名叫以斯拉
[00:03:05.000 --> 00:03:08.000]  他是西來亞的兒子
[00:03:08.000 --> 00:03:11.000]  西來亞是亞撒尼亞的兒子
[00:03:11.000 --> 00:03:14.000]  亞撒尼亞是希臘加的兒子
[00:03:14.000 --> 00:03:16.000]  希臘加是沙隆的兒子
[00:03:16.000 --> 00:03:18.000]  沙隆是薩都的兒子
[00:03:18.000 --> 00:03:21.000]  薩都是希特的兒子
[00:03:21.000 --> 00:03:24.000]  亞希特是亞馬尼亞的兒子
[00:03:24.000 --> 00:03:27.000]  亞馬尼亞是亞撒尼亞的兒子
[00:03:27.000 --> 00:03:30.000]  亞撒尼亞是米拉約的兒子
[00:03:30.000 --> 00:03:33.000]  米拉約是西來希亞的兒子
[00:03:33.000 --> 00:03:36.000]  西來希亞是烏西的兒子
[00:03:36.000 --> 00:03:39.000]  烏西是布基的兒子
[00:03:39.000 --> 00:03:41.000]  布基是亞比斯的兒子
[00:03:41.000 --> 00:03:44.000]  亞比斯是菲尼哈的兒子
[00:03:44.000 --> 00:03:47.000]  菲尼哈是以利亞撒的兒子
[00:03:47.000 --> 00:03:50.000]  以利亞撒是阿倫大祭司的兒子
[00:03:50.000 --> 00:03:53.000]  謝斯拉從巴比倫上來
[00:03:53.000 --> 00:03:55.000]  他是一個文士
[00:03:55.000 --> 00:03:59.000]  精通耶和華以色列神所賜摩西的律法
[00:03:59.000 --> 00:04:02.000]  王允准他一切所求的
[00:04:02.000 --> 00:04:05.000]  因為耶和華他神的手幫助他
[00:04:05.000 --> 00:04:07.000]  亞達薩西皇帝七年
[00:04:07.000 --> 00:04:09.000]  有些以色列人
[00:04:09.000 --> 00:04:11.000]  一些祭司利美人
[00:04:11.000 --> 00:04:13.000]  歌唱的門口的守衛
[00:04:13.000 --> 00:04:16.000]  奠翼上耶路撒冷去
[00:04:16.000 --> 00:04:18.000]  皇帝七年五月
[00:04:18.000 --> 00:04:20.000]  以色列到了耶路撒冷
[00:04:20.000 --> 00:04:21.000]  正月初一
[00:04:21.000 --> 00:04:23.000]  他從巴比倫啟程
[00:04:23.000 --> 00:04:26.000]  五月初一就到了耶路撒冷
[00:04:26.000 --> 00:04:29.000]  因為他神施恩的手幫助他
[00:04:29.000 --> 00:04:33.000]  以色列立志考究進行耶和華的律法
[00:04:33.000 --> 00:04:36.000]  又將律例典章教導以色列人
[00:04:36.000 --> 00:04:40.000]  亞達薩西皇次級精通耶和華誡命
[00:04:40.000 --> 00:04:42.000]  和以色列律例的文士
[00:04:42.000 --> 00:04:44.000]  以色列祭司的遇子
[00:04:44.000 --> 00:04:46.000]  抄本如下
[00:04:46.000 --> 00:04:48.000]  諸皇之王亞達薩西
[00:04:48.000 --> 00:04:51.000]  達於精通天上之神律法的
[00:04:51.000 --> 00:04:53.000]  以色列祭司文士等等
[00:04:53.000 --> 00:04:57.000]  現在住在我國中的以色列百姓
[00:04:57.000 --> 00:04:58.000]  祭司利美人
[00:04:58.000 --> 00:05:01.000]  凡願意上耶路撒冷去的
[00:05:01.000 --> 00:05:04.000]  我降旨准他們與你同去
[00:05:04.000 --> 00:05:07.000]  既然王允七個謀士派你去
[00:05:07.000 --> 00:05:09.000]  照你手中神的律法
[00:05:09.000 --> 00:05:13.000]  視察猶大和耶路撒冷的境況
[00:05:13.000 --> 00:05:15.000]  你又帶著王和謀士
[00:05:15.000 --> 00:05:17.000]  樂意獻給住耶路撒冷
[00:05:17.000 --> 00:05:19.000]  以色列神的金銀
[00:05:19.000 --> 00:05:23.000]  和你在巴比倫全省所得的一切金銀
[00:05:23.000 --> 00:05:25.000]  以及百姓祭司
[00:05:25.000 --> 00:05:29.000]  甘心獻給耶路撒冷他們神殿的禮物
[00:05:29.000 --> 00:05:32.000]  那麼你就當用這銀紙
[00:05:32.000 --> 00:05:35.000]  給出賣公牛、公綿羊、小綿羊
[00:05:35.000 --> 00:05:37.000]  和銅獻的素祭
[00:05:37.000 --> 00:05:42.000]  囂張祭獻在耶路撒冷你們神殿的壇上
[00:05:42.000 --> 00:05:44.000]  剩下的金銀
[00:05:44.000 --> 00:05:48.000]  你和你的弟兄看怎樣好就怎樣用
[00:05:48.000 --> 00:05:51.000]  但總要遵照你們神的旨意
[00:05:51.000 --> 00:05:54.000]  你要帶著交託給你
[00:05:54.000 --> 00:05:57.000]  在神殿中侍奉用的器皿
[00:05:57.000 --> 00:05:59.000]  到耶路撒冷面前
[00:05:59.000 --> 00:06:03.000]  你神殿裏若再有需用的經費
[00:06:03.000 --> 00:06:05.000]  是你負責供應的
[00:06:05.000 --> 00:06:08.000]  可以從王的寶庫裏支取
[00:06:08.000 --> 00:06:13.000]  我亞達舍西王又降旨達於何西所有的師父
[00:06:13.000 --> 00:06:18.000]  精通天上之神律法的以斯拉祭司文士
[00:06:18.000 --> 00:06:20.000]  無論向你們要什麼
[00:06:20.000 --> 00:06:22.000]  你們要速速辦理
[00:06:22.000 --> 00:06:26.000]  至一百他年得銀紙
[00:06:26.000 --> 00:06:28.000]  一百賀爾脈紙
[00:06:28.000 --> 00:06:30.000]  一百霸達酒
[00:06:30.000 --> 00:06:32.000]  一百霸達油
[00:06:32.000 --> 00:06:34.000]  嚴不限其數
[00:06:34.000 --> 00:06:36.000]  凡天上之神所吩咐的
[00:06:36.000 --> 00:06:40.000]  當為天上之神的殿切實辦理
[00:06:40.000 --> 00:06:45.000]  何必使憤怒臨到王和王眾子的國呢
[00:06:45.000 --> 00:06:46.000]  我再吩咐你們
[00:06:46.000 --> 00:06:48.000]  至於任何祭司
[00:06:48.000 --> 00:06:49.000]  利微人
[00:06:49.000 --> 00:06:50.000]  歌唱的
[00:06:50.000 --> 00:06:52.000]  門口的守衛和殿役
[00:06:52.000 --> 00:06:56.000]  以及在神的這殿侍奉的人
[00:06:56.000 --> 00:06:58.000]  不可要求他們進貢
[00:06:58.000 --> 00:07:00.000]  納糧繳稅
[00:07:00.000 --> 00:07:06.000]  以斯拉也要照著你神賜給你的智慧
[00:07:06.000 --> 00:07:08.000]  指派所有明白你神律法的人
[00:07:08.000 --> 00:07:09.000]  作官長
[00:07:09.000 --> 00:07:10.000]  審判官
[00:07:10.000 --> 00:07:13.000]  治理何西所有的百姓
[00:07:13.000 --> 00:07:16.000]  教導不明白神律法的人
[00:07:16.000 --> 00:07:19.000]  凡不遵行你神律法和王命令的人
[00:07:19.000 --> 00:07:21.000]  當速速定他的罪
[00:07:21.000 --> 00:07:22.000]  或處死
[00:07:22.000 --> 00:07:23.000]  或充軍
[00:07:23.000 --> 00:07:24.000]  或抄家
[00:07:24.000 --> 00:07:26.000]  或囚禁
[00:07:26.000 --> 00:07:27.000]  以斯拉說
[00:07:27.000 --> 00:07:30.000]  我們列祖的神是應當稱重的
[00:07:30.000 --> 00:07:33.000]  因他使王起這心願
[00:07:33.000 --> 00:07:37.000]  使耶路撒冷的殿得榮耀
[00:07:37.000 --> 00:07:39.000]  他又在王和牟氏
[00:07:39.000 --> 00:07:42.000]  以及王所有大能的軍官面前
[00:07:42.000 --> 00:07:44.000]  施恩於我
[00:07:44.000 --> 00:07:47.000]  我因耶路撒冷的手的幫助
[00:07:47.000 --> 00:07:48.000]  得以堅強
[00:07:48.000 --> 00:07:55.000]  從以色列中召集領袖與我一同上來
[00:07:55.000 --> 00:07:58.000]  我自己畢業於建道神學院
[00:07:58.000 --> 00:08:01.000]  新的一任院長
[00:08:01.000 --> 00:08:06.000]  舊一任院長即將退休
[00:08:06.000 --> 00:08:07.000]  做回老師
[00:08:07.000 --> 00:08:09.000]  繼續在神學院教書
[00:08:09.000 --> 00:08:11.000]  就是我們殷復堂成長的
[00:08:11.000 --> 00:08:13.000]  蔡兆奇牧師
[00:08:13.000 --> 00:08:17.000]  新的院長就是龔永謙院長
[00:08:17.000 --> 00:08:19.000]  他寫了一本書
[00:08:19.000 --> 00:08:22.000]  叫《釋經釋出火》
[00:08:22.000 --> 00:08:25.000]  他講到真正的釋經
[00:08:25.000 --> 00:08:27.000]  不是只是理解經文
[00:08:27.000 --> 00:08:29.000]  而是透過聖靈
[00:08:29.000 --> 00:08:32.000]  去讓人的生命被轉化
[00:08:32.000 --> 00:08:34.000]  並且在現實的處境裏面
[00:08:34.000 --> 00:08:36.000]  來活現出來
[00:08:36.000 --> 00:08:38.000]  活出那種改變
[00:08:38.000 --> 00:08:39.000]  經文不是被我們解釋的
[00:08:39.000 --> 00:08:44.000]  而是反過來塑造我們的生命
[00:08:44.000 --> 00:08:46.000]  正如梁家良院長在書評那裏說
[00:08:46.000 --> 00:08:48.000]  釋經主義的目的
[00:08:48.000 --> 00:08:51.000]  其實是轉化生命和改變生命
[00:08:51.000 --> 00:08:54.000]  讓這個轉化生命的火
[00:08:54.000 --> 00:08:55.000]  透過聖靈的工作
[00:08:55.000 --> 00:08:58.000]  去改造人的心靈、心處
